"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.619124185,      -3.726210322,      -4.193791744,      -3.022747041,             0.448,      0.2061166689,      0.1409996586,                 0,                 0,                 0,   -0.005038378134,      0.2029917273,      0.1454625159,                 0,      0.6840769326
          0,           0,           1,      -3.871863565,      -3.747665804,      -3.772414458,      -3.261127454,             0.448,     0.08169440488,     0.01774297782,                 0,                 0,                 0,    -0.01243386991,      0.0812879028,     0.01952090952,                 0,      0.2171871849
          0,           0,           2,      -3.807720977,      -3.721113222,      -3.742176598,      -3.209673427,             0.448,     0.05907633039,     0.01514551048,                 0,                 0,                 0,    -0.01566839011,     0.05873187425,     0.01643064961,                 0,        0.25637189
          0,           0,           3,      -3.755198592,      -3.766279633,       -3.74509088,      -3.162958875,             0.448,     0.07273633513,     0.05022949021,                 0,                 0,                 0,    -0.01564291385,      0.0716232753,     0.05180427174,                 0,      0.6905694399
          0,           0,           4,      -3.706521811,      -3.733412449,      -3.709749214,      -3.117216382,             0.448,     0.05614198922,     0.04270926235,                 0,                 0,                 0,     -0.0167131073,      0.0551969313,     0.04392382975,                 0,      0.7607365352
          0,           0,           5,      -3.702998639,      -3.715004502,      -3.706326621,      -3.117810093,             0.448,     0.04361377573,     0.03488274823,                 0,                 0,                 0,    -0.02106890672,     0.04284243369,     0.03582587658,                 0,      0.7998103271
          0,           0,           6,      -3.699704643,      -3.824284662,      -3.746169881,      -3.120421365,             0.448,      0.0390742745,     0.03201821329,                 0,                 0,                 0,    -0.02471609423,     0.03836650224,     0.03286299462,                 0,      0.8194192649
          0,           0,           7,      -3.704384557,        -3.8321162,      -3.738129053,      -3.127482541,             0.448,     0.03443030056,     0.02567445708,                 0,                 0,                 0,    -0.02749878845,     0.03386202175,      0.0264194403,                 0,       0.745693667
          0,           0,           8,      -3.688607337,      -3.761555434,      -3.750151494,         -3.111017,             0.448,      0.0288652539,     0.01923361496,                 0,                 0,                 0,     -0.0300043824,     0.02843880565,     0.01985873008,                 0,      0.6663241221
          0,           0,           9,      -3.703687641,      -3.800558711,      -3.755733776,      -3.129592454,             0.448,     0.02432954222,     0.01513605419,                 0,                 0,                 0,    -0.03201265391,     0.02399356116,     0.01566319839,                 0,      0.6221265512
          0,           0,          10,      -3.708810059,      -3.855535342,      -3.784045939,      -3.138632742,             0.448,     0.02122805794,     0.01246434858,                 0,                 0,                 0,     -0.0333785717,      0.0209510979,     0.01292447004,                 0,      0.5871638666
          0,           0,          11,      -3.713401552,      -3.879912088,      -3.808509653,      -3.145662724,             0.448,     0.01850656787,    0.009918237786,                 0,                 0,                 0,    -0.03428775492,      0.0182857986,     0.01031959616,                 0,      0.5359306952
          0,           0,          12,      -3.717876367,      -3.892160176,      -3.818305667,      -3.150836432,             0.448,     0.01564935028,    0.006737987796,                 0,                 0,                 0,    -0.03528923058,     0.01549863773,    0.007077773115,                 0,      0.4305602262
          0,           0,          13,      -3.721218393,      -3.900135481,      -3.826671598,      -3.152969912,             0.448,     0.01284287897,    0.003274184838,                 0,                 0,                 0,    -0.03656079935,     0.01276839674,    0.003553571599,                 0,      0.2549416565
          0,           0,          14,      -3.729235344,      -3.908499779,      -3.836478743,      -3.158995637,             0.448,     0.01026964469,   0.0003461080637,                 0,                 0,                 0,    -0.03784142109,     0.01025965048,   0.0005700568175,                 0,     0.03370204854
          0,           0,          15,      -3.738988909,       -3.91500551,      -3.850597917,      -3.166847237,             0.448,    0.007935771543,   -0.001854766943,                 0,                 0,                 0,    -0.03897369435,    0.007974344572,   -0.001681207615,                 0,     -0.2337223209
          0,           0,          16,      -3.749203245,      -3.916319445,      -3.870208265,      -3.176250672,             0.448,    0.005765688455,   -0.003730710017,                 0,                 0,                 0,     -0.0400243987,    0.005845701388,   -0.003604044379,                 0,     -0.6470536947
          0,           0,          17,      -3.761039781,      -3.913267105,      -3.892693564,      -3.188773161,             0.448,     0.00369933057,   -0.005585337695,                 0,                 0,                 0,    -0.04103209671,    0.003820293729,   -0.005503308065,                 0,      -1.509823897
          0,           0,          18,      -3.775219111,      -3.908754205,      -3.916304606,      -3.204639516,             0.448,     0.00173907857,   -0.007489677854,                 0,                 0,                 0,     -0.0419653276,    0.001902051178,   -0.007449957715,                 0,      -4.306693202
          0,           0,          19,      -3.792753608,      -3.906645325,      -3.942017088,      -3.223998575,             0.448,  -4.967608954e-05,   -0.009344042875,                 0,                 0,                 0,     -0.0427518221,   0.0001541749531,   -0.009342902924,                 0,       188.0994048
          0,           0,          20,       -3.81403724,       -3.91036636,      -3.971591938,      -3.246633677,             0.448,   -0.001587429332,    -0.01103878848,                 0,                 0,                 0,    -0.04334144287,   -0.001346241665,    -0.01107079114,                 0,       6.953877102
          0,           0,          21,      -3.837822708,      -3.921078999,      -4.005151888,      -3.271135816,             0.448,   -0.002812471733,     -0.0125806874,                 0,                 0,                 0,    -0.04373279938,   -0.002537356192,    -0.01263904728,                 0,       4.473178254
          0,           0,          22,      -3.862056104,      -3.937349883,      -4.039963767,      -3.295525475,             0.448,   -0.003669809889,    -0.01393501016,                 0,                 0,                 0,    -0.04389743286,   -0.003364945929,    -0.01401175048,                 0,       3.797202193
          0,           0,          23,      -3.885535876,      -3.956457012,      -4.071772741,      -3.318699602,             0.448,   -0.004128017621,    -0.01510786759,                 0,                 0,                 0,    -0.04383132924,    -0.00379745887,    -0.01519432456,                 0,       3.659836023
          0,           0,          24,      -3.908245025,      -3.976094328,      -4.097862488,      -3.340704714,             0.448,   -0.004162573236,    -0.01604910221,                 0,                 0,                 0,    -0.04352349939,   -0.003811473337,    -0.01613608901,                 0,       3.855572334
          0,           0,          25,      -3.930490031,      -3.995501005,      -4.118728088,      -3.361964255,             0.448,   -0.003768577226,    -0.01668962497,                 0,                 0,                 0,    -0.04298976373,   -0.003403598156,    -0.01676786437,                 0,       4.428627561
          0,           0,          26,      -3.952603626,       -4.01550081,       -4.13720468,      -3.383033034,             0.448,   -0.002970943209,    -0.01693583767,                 0,                 0,                 0,    -0.04226662103,   -0.002600782853,    -0.01699661819,                 0,       5.700491892
          0,           0,          27,      -3.974934347,      -4.037566423,       -4.15687413,      -3.404544786,             0.448,   -0.001828840545,    -0.01671430974,                 0,                 0,                 0,    -0.04140087887,   -0.001463784586,    -0.01675022813,                 0,       9.139293077
          0,           0,          28,      -3.997685282,      -4.062947717,       -4.18075065,      -3.426961679,             0.448,  -0.0004305667448,    -0.01609131006,                 0,                 0,                 0,    -0.04046260709,  -7.943420265e-05,    -0.01609687352,                 0,       37.37239406
          0,           0,          29,        -4.0209105,      -4.092444261,       -4.21038227,      -3.450510076,             0.448,     0.00111708646,    -0.01521111099,                 0,                 0,                 0,    -0.03952005039,    0.001448649261,    -0.01518312205,                 0,      -13.61677143
          0,           0,          30,      -4.044972612,      -4.126463762,      -4.245667893,      -3.475620314,             0.448,    0.002704991916,    -0.01425635212,                 0,                 0,                 0,    -0.03865118137,    0.003015348884,    -0.01419395041,                 0,      -5.270386221
          0,           0,          31,      -4.070730913,      -4.164811178,       -4.28500236,      -3.503042785,             0.448,    0.004238825418,    -0.01336945702,                 0,                 0,                 0,    -0.03791076312,     0.00452946986,    -0.01327380597,                 0,      -3.154047574
          0,           0,          32,      -4.098879909,      -4.206325824,      -4.325604624,      -3.533137787,             0.448,    0.005647455052,     -0.0126020875,                 0,                 0,                 0,    -0.03732134871,    0.005921024201,    -0.01247588997,                 0,       -2.23146309
          0,           0,          33,      -4.129591734,      -4.248745084,      -4.364197364,      -3.565561514,             0.448,    0.006884053471,    -0.01198211026,                 0,                 0,                 0,    -0.03687982495,    0.007143803611,    -0.01182908401,                 0,      -1.740560313
          0,           0,          34,       -4.16220621,      -4.289269279,      -4.398245571,      -3.599202525,             0.448,    0.007918357242,    -0.01152174777,                 0,                 0,                 0,    -0.03657305181,    0.008167818491,    -0.01134626786,                 0,      -1.455067942
          0,           0,          35,      -4.195191713,      -4.325801351,      -4.427328628,      -3.632358656,             0.448,    0.008727717288,    -0.01117731173,                 0,                 0,                 0,    -0.03638607243,    0.008969472098,    -0.01098425768,                 0,      -1.280668399
          0,           0,          36,      -4.227017786,      -4.358109956,      -4.453250296,       -3.66370269,             0.448,    0.009296663812,    -0.01094779454,                 0,                 0,                 0,    -0.03630299346,    0.009533276337,    -0.01074238361,                 0,      -1.177604651
          0,           0,          37,      -4.256387383,      -4.387893745,      -4.478821364,      -3.692374866,             0.448,      0.0096182707,    -0.01082257018,                 0,                 0,                 0,    -0.03629756973,    0.009852074936,    -0.01061017324,                 0,      -1.125209564
          0,           0,          38,      -4.282716307,      -4.417722868,      -4.506563109,      -3.718267453,             0.448,    0.009697098295,    -0.01077039447,                 0,                 0,                 0,    -0.03633786635,    0.009929745565,    -0.01055629032,                 0,        -1.1106822
          0,           0,          39,      -4.306173696,      -4.449743458,      -4.537915358,      -3.741830379,             0.448,    0.009549918323,    -0.01075557246,                 0,                 0,                 0,    -0.03639912163,    0.009782277277,    -0.01054468256,                 0,      -1.126247586
          0,           0,          40,      -4.327400615,      -4.484960845,      -4.573007317,       -3.76370769,             0.448,    0.009204289567,    -0.01074929322,                 0,                 0,                 0,    -0.03646252936,    0.009436593791,    -0.01054594466,                 0,      -1.167856915
          0,           0,          41,      -4.346921214,      -4.523119374,      -4.610626971,      -3.784263687,             0.448,    0.008697340593,    -0.01073920291,                 0,                 0,                 0,      -0.036508806,    0.008929545338,    -0.01054691578,                 0,      -1.234768581
          0,           0,          42,      -4.365352444,      -4.563047118,      -4.648432056,      -3.803881951,             0.448,    0.008070887095,    -0.01070916371,                 0,                 0,                 0,    -0.03652883523,    0.008302585618,    -0.01053054975,                 0,      -1.326888059
          0,           0,          43,      -4.383167333,      -4.603061721,      -4.683718355,      -3.822818871,             0.448,    0.007366782753,    -0.01066341043,                 0,                 0,                 0,    -0.03652683494,    0.007597650731,    -0.01050016731,                 0,      -1.447498968
          0,           0,          44,       -4.40061208,      -4.641358085,      -4.714512721,      -3.841195005,             0.448,    0.006624574673,    -0.01061065714,                 0,                 0,                 0,    -0.03650807249,    0.006854468469,    -0.01046361776,                 0,      -1.601711456
          0,           0,          45,      -4.417825042,      -4.676351348,      -4.740325139,      -3.859102572,             0.448,    0.005879292209,    -0.01052512478,                 0,                 0,                 0,    -0.03647293156,    0.006107497484,      -0.010394364,                 0,      -1.790202699
          0,           0,          46,      -4.434804894,       -4.70689211,      -4.762266948,      -3.876554854,             0.448,    0.005161441715,    -0.01038810974,                 0,                 0,                 0,     -0.0364276577,    0.005386828851,    -0.01027304139,                 0,      -2.012637227
          0,           0,          47,      -4.451576982,      -4.732544157,      -4.782221657,      -3.893640273,             0.448,    0.004496865163,    -0.01019078492,                 0,                 0,                 0,    -0.03637857206,    0.004718105833,     -0.0100902612,                 0,      -2.266197574
          0,           0,          48,      -4.468093197,      -4.753947121,      -4.801953207,      -3.910356968,             0.448,    0.003907103548,   -0.009932855625,                 0,                 0,                 0,    -0.03632932092,    0.004122857867,   -0.009845258859,                 0,      -2.542255536
          0,           0,          49,       -4.48422129,      -4.772641894,      -4.822698077,       -3.92662428,             0.448,    0.003409713834,   -0.009613486835,                 0,                 0,                 0,    -0.03627945779,    0.003618619524,    -0.00953681657,                 0,      -2.819440957
          0,           0,          50,      -4.499794005,      -4.790494666,      -4.845086491,      -3.942347766,             0.448,    0.003014798745,   -0.009237298286,                 0,                 0,                 0,    -0.03623375294,    0.003215591905,   -0.009169332571,                 0,       -3.06398505
          0,           0,          51,       -4.51482201,      -4.809342217,        -4.8687649,      -3.957615822,             0.448,    0.002727162176,   -0.008824118145,                 0,                 0,                 0,    -0.03619197097,    0.002919010308,   -0.008762525514,                 0,      -3.235641145
          0,           0,          52,      -4.529567789,       -4.83062822,      -4.892498294,      -3.972716694,             0.448,    0.002544428623,   -0.008406385531,                 0,                 0,                 0,    -0.03616270004,    0.002727207452,   -0.008348878621,                 0,      -3.303840184
          0,           0,          53,      -4.544435619,      -4.855189938,      -4.915123545,      -3.988008166,             0.448,    0.002459396309,   -0.008002776194,                 0,                 0,                 0,    -0.03615352978,    0.002633390682,   -0.007947220302,                 0,      -3.253959585
          0,           0,          54,      -4.560058561,      -4.883219075,      -4.936132967,      -4.004073173,             0.448,    0.002463200812,   -0.007628087882,                 0,                 0,                 0,    -0.03616319494,    0.002629020497,   -0.007572538161,                 0,      -3.096819328
          0,           0,          55,      -4.576752636,      -4.914341754,      -4.955898495,      -4.021201656,             0.448,    0.002541772369,   -0.007300018138,                 0,                 0,                 0,    -0.03619486919,    0.002700416552,    -0.00724283246,                 0,      -2.872018843
          0,           0,          56,      -4.594867431,      -4.947783989,      -4.975424238,      -4.039778776,             0.448,    0.002681996072,   -0.007017049364,                 0,                 0,                 0,    -0.03624521084,    0.002834433954,    -0.00695687206,                 0,      -2.616353334
          0,           0,          57,      -4.614484564,       -4.98253299,      -4.995595031,      -4.059941502,             0.448,    0.002870923757,   -0.006780724637,                 0,                 0,                 0,    -0.03630983002,    0.003018161283,   -0.006716482136,                 0,       -2.36186162
          0,           0,          58,      -4.635353484,      -5.017371709,      -5.017157766,      -4.081437774,             0.448,    0.003093730761,   -0.006595480889,                 0,                 0,                 0,     -0.0363858864,    0.003236874194,   -0.006526421962,                 0,      -2.131885868
          0,           0,          59,      -4.657058135,      -5.051047785,      -5.040566972,      -4.103814633,             0.448,    0.003334984829,   -0.006461053322,                 0,                 0,                 0,     -0.0364703736,    0.003475138328,   -0.006386763455,                 0,      -1.937356136
          0,           0,          60,      -4.679302723,       -5.08269003,       -5.06585504,      -4.126749659,             0.448,    0.003581493785,   -0.006373639466,                 0,                 0,                 0,    -0.03655961534,    0.003719681699,   -0.006293992838,                 0,      -1.779603665
