"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,       -4.30513026,       -4.04787676,      -4.520195734,      -3.988789077
          0,           0,           1,      -3.875126948,       -3.76723639,      -3.745315771,       -4.21977554
          0,           0,           2,      -3.597289966,      -3.501911582,      -3.630800221,      -4.072485477
          0,           0,           3,      -3.590522083,      -3.459657524,      -3.711694739,      -4.079776058
          0,           0,           4,      -3.511764636,      -3.339508272,      -3.683325309,      -4.021558688
          0,           0,           5,      -3.528709088,      -3.324818448,      -3.726736307,      -4.025919418
          0,           0,           6,      -3.536012327,       -3.31428278,      -3.743732103,      -3.994726456
          0,           0,           7,      -3.556288288,      -3.319158254,      -3.746626678,      -3.973120851
          0,           0,           8,      -3.583934236,      -3.340161799,       -3.77367479,      -3.996252962
          0,           0,           9,       -3.61161518,      -3.372144834,      -3.802248818,      -4.033016548
          0,           0,          10,      -3.637884718,      -3.411510875,      -3.830298029,      -4.064940967
          0,           0,          11,      -3.661803991,      -3.454880235,      -3.855005982,      -4.095827216
          0,           0,          12,        -3.6806742,      -3.496222927,      -3.869667802,      -4.126383731
          0,           0,          13,      -3.690061389,      -3.522110982,      -3.874525554,      -4.145892995
          0,           0,          14,      -3.684542563,      -3.521327239,      -3.872633025,      -4.147969639
          0,           0,          15,      -3.665574531,      -3.497724047,      -3.867522757,      -4.137813359
          0,           0,          16,      -3.642192862,       -3.46538778,      -3.864069708,      -4.123618451
          0,           0,          17,      -3.623091998,      -3.436369812,      -3.866785374,      -4.111990448
          0,           0,          18,      -3.613427889,      -3.416975727,      -3.877943734,      -4.107632683
          0,           0,          19,      -3.615586965,      -3.409502758,       -3.89676407,      -4.113118518
          0,           0,          20,      -3.629936684,      -3.414120777,      -3.919810181,      -4.128955182
          0,           0,          21,      -3.655123129,      -3.429923137,      -3.942661674,       -4.15411713
          0,           0,          22,      -3.688121311,      -3.455357293,      -3.962311677,      -4.186708287
          0,           0,          23,      -3.722013584,      -3.486561708,      -3.977034504,       -4.22175426
          0,           0,          24,      -3.752946188,      -3.522024027,      -3.981487524,      -4.249586748
          0,           0,          25,       -3.78090658,      -3.561229819,      -3.999661723,      -4.287641923
          0,           0,          26,      -3.807350866,      -3.603082584,      -4.022739397,       -4.32477515
          0,           0,          27,      -3.830700937,      -3.643247984,      -4.048804432,       -4.36254359
          0,           0,          28,      -3.851587897,      -3.676338797,      -4.086906238,      -4.398862069
          0,           0,          29,      -3.873469771,      -3.702033986,      -4.132903037,      -4.433376942
          0,           0,          30,      -3.896575035,      -3.719828542,      -4.181204387,      -4.464074194
          0,           0,          31,      -3.922413092,       -3.73248861,      -4.229892708,      -4.490026065
          0,           0,          32,      -3.952702618,      -3.745087179,      -4.272920796,      -4.512864532
          0,           0,          33,       -3.98799559,      -3.761539294,      -4.305963212,      -4.534659019
          0,           0,          34,      -4.028019758,      -3.784202293,      -4.331156752,      -4.559193112
          0,           0,          35,      -4.064450589,      -3.809242779,      -4.335553833,       -4.56568106
          0,           0,          36,      -4.106992373,      -3.845862074,      -4.354157061,      -4.601151687
          0,           0,          37,      -4.151303465,      -3.890578175,      -4.378821352,      -4.637232147
          0,           0,          38,      -4.193614268,      -3.942651543,      -4.404329733,       -4.68084222
          0,           0,          39,      -4.230046092,      -3.995113695,      -4.442949373,      -4.729198633
          0,           0,          40,      -4.261543818,      -4.042746099,      -4.491490746,      -4.777050804
          0,           0,          41,      -4.287767797,      -4.079685825,      -4.545032915,      -4.820430018
          0,           0,          42,      -4.311886835,      -4.104002716,      -4.603792469,      -4.854561286
          0,           0,          43,      -4.338721656,      -4.120581301,      -4.661343639,       -4.88013757
          0,           0,          44,       -4.37126916,      -4.135961225,      -4.709532919,      -4.900928041
          0,           0,          45,      -4.411154954,      -4.155385959,      -4.745797456,      -4.923026019
          0,           0,          46,      -4.446866383,      -4.173157163,      -4.740479129,      -4.916874891
          0,           0,          47,      -4.492873271,      -4.205424273,      -4.751533605,      -4.949753442
          0,           0,          48,       -4.54118808,      -4.246237127,       -4.77199423,      -4.981448098
          0,           0,          49,      -4.591722494,      -4.299229503,      -4.792276572,      -5.023864945
          0,           0,          50,      -4.639298588,      -4.358422852,      -4.824326687,      -5.075099118
          0,           0,          51,        -4.6808405,      -4.417089102,      -4.870846001,      -5.126537608
          0,           0,          52,      -4.714430219,      -4.468803199,      -4.928813251,      -5.176806446
          0,           0,          53,      -4.743450015,      -4.509112048,      -4.995858016,      -5.221987921
          0,           0,          54,      -4.773478769,      -4.539398095,      -5.065103919,      -5.260976924
