"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633228550030646e-05, 1.435083365597143e-01, -4.223039949764290e-01, -9.467741425337171e-02, 1.369676341415579e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.290603072817704e+00
1, 9.990000128750000e-01, -1.454633389843079e-04, -1.159696703905165e-01, 1.027536416865176e-01, -7.980490403786673e-02, -2.005041012723981e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.694361579682908e-01
2, 9.977599978450000e-01, -3.274087222641381e-04, -1.229194774809627e-01, 1.293014669613467e-01, -1.015404307447746e-01, -2.422081537264694e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.778065813895693e-02
3, 9.960200190539999e-01, -5.893938985080824e-04, -1.344247895999681e-01, 1.505857347588614e-01, -1.035430722242337e-01, -2.895802137653683e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.415204687635157e-02
4, 9.937800168990000e-01, -9.451650727582735e-04, -1.475088337453276e-01, 1.737301057428148e-01, -1.129110771112651e-01, -3.435253384333019e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.220131464995130e-02
5, 9.910500049590000e-01, -1.416750770919387e-03, -1.519532729578310e-01, 1.831939870414331e-01, -1.263749814352692e-01, -3.618396196706691e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.724735121071731e-02
6, 9.878399968150000e-01, -2.033327972274196e-03, -1.501169239318635e-01, 1.838244831479236e-01, -1.441031205600709e-01, -3.623512717228844e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.285651216034300e-02
7, 9.841300249100000e-01, -2.829666943889619e-03, -1.402511459509152e-01, 1.732066360685655e-01, -1.649303510327026e-01, -3.410033221186802e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.943995705248396e-02
8, 9.799500107769999e-01, -3.817124794380973e-03, -1.209489340770462e-01, 1.494344695490940e-01, -1.863242840553620e-01, -2.949356202916534e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.563221213498901e-02
9, 9.752799868580000e-01, -4.992685948932402e-03, -9.214619589581252e-02, 1.124814610018887e-01, -2.046837041000729e-01, -2.240280202436503e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.092063974251375e-02
10, 9.701499938960000e-01, -6.310796381260407e-03, -5.585108888052418e-02, 6.525046686448416e-02, -2.161563557153910e-01, -1.332710456526022e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.005424877866087e-03
11, 9.645400047300000e-01, -7.714975848546638e-03, -1.635910433524234e-02, 1.358234772404651e-02, -2.177293606766818e-01, -3.357849512057229e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.826195475844655e-04
12, 9.584699869160000e-01, -9.132470326653951e-03, 1.974493284666020e-02, -3.406067883362904e-02, -2.086441567039146e-01, 5.846480939535445e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.178997893031844e-03
13, 9.519400000570000e-01, -1.051001058016749e-02, 4.582179329531871e-02, -6.933666721990391e-02, -1.915573032731301e-01, 1.252094002216913e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.217562125181233e-03
14, 9.449599981310000e-01, -1.182086595087610e-02, 5.838399869274238e-02, -8.777421842689823e-02, -1.716210130964598e-01, 1.571629309282454e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.896804208654146e-03
15, 9.375399947170000e-01, -1.306963604678852e-02, 5.926110012786948e-02, -9.127724941274186e-02, -1.539867767151069e-01, 1.587350669183788e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.419599887891938e-03
16, 9.296900033950000e-01, -1.428313955358533e-02, 5.412051237968786e-02, -8.648698220151486e-02, -1.416054856717329e-01, 1.444378608435310e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.394403480927183e-03
17, 9.214000105860000e-01, -1.549893163565587e-02, 4.850164982050333e-02, -8.024420852615759e-02, -1.346383773166940e-01, 1.291047802951716e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.818847547043572e-03
18, 9.126999974250000e-01, -1.674386415911771e-02, 4.584791913808427e-02, -7.696347345023240e-02, -1.318065312320059e-01, 1.213635133982235e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.428035251416974e-03
19, 9.035800099370001e-01, -1.803891354398791e-02, 4.698571836961439e-02, -7.793830048300691e-02, -1.312800347938074e-01, 1.237018239094347e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.832970500574245e-03
20, 8.940600156780000e-01, -1.938813921025660e-02, 5.155723857148276e-02, -8.291991267758632e-02, -1.315888433374133e-01, 1.348809190305256e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.178049634434049e-03
21, 8.841500282290000e-01, -2.078757699195316e-02, 5.854681729810887e-02, -9.077971991148695e-02, -1.317769337704477e-01, 1.523520298633172e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.617595978583398e-03
22, 8.738499879840000e-01, -2.222973748417632e-02, 6.683728189854191e-02, -1.002281095518368e-01, -1.313558879322767e-01, 1.732795959488078e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.242414344921769e-03
23, 8.631799817090000e-01, -2.370320098739601e-02, 7.566849303133161e-02, -1.103314809756546e-01, -1.303119609736554e-01, 1.954483038040877e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.849818279424867e-04
24, 8.521599769590000e-01, -2.519786168877333e-02, 8.442403867095333e-02, -1.203658830997198e-01, -1.287081459510033e-01, 2.175536080144041e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.881257529131869e-04
25, 8.407700061800000e-01, -2.671101281369787e-02, 9.296794042819401e-02, -1.301295256430097e-01, -1.267913107524950e-01, 2.389497387178064e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.415280539159858e-04
26, 8.290500044819999e-01, -2.823376350768971e-02, 1.011991528037736e-01, -1.395095839565677e-01, -1.246677619286594e-01, 2.597028522281056e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.415425258677240e-04
27, 8.170099854470000e-01, -2.976257761861820e-02, 1.092544105727879e-01, -1.486463945389465e-01, -1.224586434428017e-01, 2.799761194670837e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.196278923392130e-04
28, 8.046399950980000e-01, -3.129696834344453e-02, 1.172714675463441e-01, -1.576888332177750e-01, -1.202081234123133e-01, 3.001246706955510e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.184192560361383e-04
29, 7.919700145720000e-01, -3.283155332436687e-02, 1.253339156448060e-01, -1.667537044864867e-01, -1.178953615604001e-01, 3.204765259436855e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.648152462171018e-04
30, 7.790099978450000e-01, -3.436336588512023e-02, 1.335734924544009e-01, -1.759654453793654e-01, -1.155474467603744e-01, 3.411237978137116e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.015855883907779e-04
31, 7.657799720760000e-01, -3.588804061995578e-02, 1.419439300479597e-01, -1.852959884320976e-01, -1.130971521178175e-01, 3.622104712522835e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.625720980471128e-04
32, 7.522799968720000e-01, -3.740330865428344e-02, 1.504800416873223e-01, -1.947712607013690e-01, -1.105573999628793e-01, 3.836507443673742e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.120280684837589e-04
33, 7.385200262070000e-01, -3.890555114849012e-02, 1.590637988213880e-01, -2.042714965050857e-01, -1.078647780336251e-01, 4.053766115998202e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.888986453755818e-04
34, 7.245299816130000e-01, -4.038898162912546e-02, 1.677049062251507e-01, -2.137987017619747e-01, -1.050385202643947e-01, 4.271731106771316e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.909635719531704e-04
35, 7.103199958800001e-01, -4.185007054007916e-02, 1.763187288530377e-01, -2.232642827402047e-01, -1.020398615556231e-01, 4.489779937244028e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.408680536544525e-04
36, 6.958900094030001e-01, -4.328635329563984e-02, 1.849672565734714e-01, -2.327306835537431e-01, -9.890827609448213e-02, 4.707908140291658e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.976558476390574e-04
37, 6.812700033190000e-01, -4.469250129904087e-02, 1.936292623773974e-01, -2.421791663507830e-01, -9.561561009009231e-02, 4.926833323296344e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.306944057166718e-04
38, 6.664699912070000e-01, -4.606541734549046e-02, 2.023111966979105e-01, -2.516137385874306e-01, -9.219724210294096e-02, 5.145673214245491e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.642635080617050e-05
39, 6.514999866490000e-01, -4.740216958767494e-02, 2.109092135791386e-01, -2.609236437533189e-01, -8.862931860458011e-02, 5.362935146178974e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.063166420766944e-05
40, 6.363800168040000e-01, -4.869916105591070e-02, 2.194145031402923e-01, -2.701011261395734e-01, -8.494417635251514e-02, 5.577388414010357e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.288584712711368e-06
41, 6.211299896240000e-01, -4.995312711169627e-02, 2.277640655943310e-01, -2.790796586960999e-01, -8.112417688896793e-02, 5.788467488867090e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.263161615730745e-04
42, 6.057599782940000e-01, -5.116187989748347e-02, 2.359887972025775e-01, -2.878912315372607e-01, -7.720368541291538e-02, 5.995922662031652e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.712695237319509e-04
43, 5.902799963950000e-01, -5.232340746703865e-02, 2.440507853471877e-01, -2.964964580139054e-01, -7.316334940352903e-02, 6.199784825788188e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.719251046998687e-06
44, 5.747100114820000e-01, -5.343516069925093e-02, 2.519772600204163e-01, -3.049280964163018e-01, -6.903189942389067e-02, 6.399799986751488e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.857147714854349e-04
45, 5.590599775310000e-01, -5.449553152856326e-02, 2.597073885257008e-01, -3.131203834091740e-01, -6.479075857294440e-02, 6.595182358693297e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.664897829692661e-03
