"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
          0,                 0,      -6.709790204,      -7.571146623,      -7.787236086,                 0,       43.82429791,    -0.04286123602,      0.1198632239
          1,              0.01,      -6.821342176,      -7.696448834,      -8.051464577,                 0,      -8.674072706,      0.0383281498,      0.1196208578
          2,              0.02,      -6.834389923,      -7.665008669,      -8.102010183,                 0,       1.390490908,    0.009634871193,      0.1195717042
          3,              0.03,      -6.757176482,      -7.536251781,      -8.087268888,                 0,       1.862731766,    -0.01252600662,      0.1196233742
          4,              0.04,      -7.046233194,      -7.735564922,      -8.444072316,                 0,        1.82536234,   -0.005468234329,      0.1196537537
          5,              0.05,      -7.137984758,      -7.875888461,      -8.480900548,                 0,       1.835925888,  -2.310216661e-05,      0.1196324226
          6,              0.06,      -7.176371777,      -7.894458498,      -8.547807931,                 0,       1.869315677,    0.002749511594,      0.1195904407
          7,              0.07,      -7.706792048,      -8.472261483,      -8.924354272,                 0,       1.897341954,    0.003319363832,      0.1195617368
          8,              0.08,      -7.732593445,      -8.450621336,      -9.030187246,                 0,       1.907114729,    0.001324621152,      0.1195549153
          9,              0.09,      -7.757411176,      -8.490924011,      -9.052995588,                 0,       1.910772529,   -0.001056948446,      0.1195621574
         10,               0.1,      -8.032258051,      -8.804207627,      -9.232421576,                 0,       1.923933606,   -0.001531169843,      0.1195697807
         11,              0.11,      -8.243469402,      -9.026286471,      -9.369942237,                 0,       1.950087337,  -0.0006999025687,      0.1195687622
         12,              0.12,      -8.211942143,      -8.975252944,      -9.310852826,                 0,       1.981447725,   0.0005274744174,       0.119557703
         13,              0.13,      -8.220779642,      -8.993198962,      -9.339892016,                 0,       2.009525832,   0.0008722540265,      0.1195401051
         14,              0.14,      -8.339796264,      -9.117902617,      -9.525907898,                 0,       2.028827635,   0.0002997556738,      0.1195204882
         15,              0.15,      -8.587820474,      -9.369354887,      -9.798997659,                 0,       2.039748222,  -0.0003082350696,      0.1195017466
         16,              0.16,       -8.63647433,      -9.411880854,      -9.750265395,                 0,       2.045261097,  -0.0004694720256,      0.1194847846
         17,              0.17,      -8.504687121,      -9.299792919,      -9.674952405,                 0,       2.047781455,  -0.0005181720359,      0.1194697132
         18,              0.18,      -8.451045994,      -9.249099743,      -9.678193872,                 0,       2.046568494,  -0.0003769589556,      0.1194565433
         19,              0.19,      -8.486312893,      -9.286089776,      -9.733467658,                 0,       2.042627555,  -0.0002035217353,      0.1194450942
         20,               0.2,      -8.635087297,      -9.439711404,      -9.876771068,                 0,       2.036190635,  -0.0001505804361,      0.1194347625
         21,              0.21,       -8.99362154,      -9.795220907,      -10.17233095,                 0,       2.027178354,  -0.0001751358941,      0.1194248379
         22,              0.22,      -9.151738194,      -9.958048735,      -10.21994735,                 0,        2.01598708,  -0.0001784090515,      0.1194147506
         23,              0.23,      -8.762344947,      -9.564523221,      -9.950749964,                 0,       2.004609725,  -0.0001509041362,       0.119403916
         24,              0.24,      -8.631429219,      -9.434503773,      -9.853582501,                 0,       1.990457668,  -0.0001351767914,      0.1193920037
         25,              0.25,      -8.639464923,      -9.443026103,      -9.866201121,                 0,       1.976556818,  -4.692916836e-05,      0.1193790137
         26,              0.26,      -8.774179175,      -9.575661334,      -9.984444902,                 0,       1.962761129,   1.344862509e-05,      0.1193651312
         27,              0.27,      -9.109798399,       -9.91308202,      -10.23513233,                 0,       1.948787394,   3.931957585e-05,      0.1193507044
         28,              0.28,      -9.355509449,      -10.13174477,      -10.42564419,                 0,       1.935262479,   7.305794562e-05,      0.1193361043
         29,              0.29,      -8.986760378,      -9.779641058,      -10.21354056,                 0,       1.922630224,   8.613345742e-05,      0.1193216712
         30,               0.3,      -8.862415461,      -9.660290744,      -10.09927437,                 0,       1.908758474,   4.103334533e-05,      0.1193077688
         31,              0.31,      -8.862506887,      -9.664854545,      -10.09679534,                 0,       1.895846049,   6.508038511e-05,      0.1192946895
         32,              0.32,      -8.951040943,       -9.76369578,      -10.18235338,                 0,       1.883619186,   9.928658286e-05,      0.1192824791
         33,              0.33,      -9.136530886,      -9.962915318,      -10.36156031,                 0,       1.871891758,   0.0001272755408,      0.1192709582
         34,              0.34,      -9.461962182,      -10.31507484,      -10.58131186,                 0,       1.860481338,   0.0001459001056,      0.1192598301
         35,              0.35,      -9.412807682,      -10.20647335,      -10.44021458,                 0,       1.850465101,   0.0001933778882,      0.1192487475
         36,              0.36,      -9.134684863,      -9.936601717,      -10.27949051,                 0,       1.840324359,   0.0002125888481,      0.1192373473
         37,              0.37,      -9.007873682,      -9.818269421,      -10.20482686,                 0,       1.829786867,   0.0002056742623,       0.119225416
         38,              0.38,      -8.992855652,      -9.805376374,      -10.20656952,                 0,       1.819900312,   0.0002200698646,      0.1192129184
         39,              0.39,      -9.083202573,      -9.891342481,      -10.28550714,                 0,       1.810492474,   0.0002327117008,      0.1191999582
         40,               0.4,      -9.314785155,      -10.12097273,      -10.44501036,                 0,       1.801392835,   0.0002327726185,      0.1191867298
         41,              0.41,      -9.635502224,      -10.47100748,      -10.64017026,                 0,       1.792530169,   0.0002288438697,      0.1191734455
         42,              0.42,      -9.431614652,      -10.26153548,      -10.60744894,                 0,       1.785230397,   0.0002659870156,       0.119160247
         43,              0.43,       -9.25593561,      -10.07284198,      -10.50478427,                 0,       1.777163259,   0.0002504626438,       0.119147261
         44,              0.44,      -9.203698215,      -10.01200981,      -10.45495202,                 0,       1.769073836,   0.0002227047346,       0.119134595
         45,              0.45,      -9.240883809,      -10.04529564,      -10.47955677,                 0,       1.761425137,   0.0002241883686,      0.1191222844
         46,              0.46,      -9.349240742,      -10.15551772,      -10.56002183,                 0,         1.7540414,   0.0002392755953,      0.1191102773
         47,              0.47,       -9.51976027,      -10.33028626,      -10.66401405,                 0,       1.746825679,   0.0002530011258,      0.1190984679
         48,              0.48,      -9.655457539,      -10.47773101,      -10.69094506,                 0,        1.73996011,   0.0002684347603,      0.1190867305
         49,              0.49,       -9.55968361,      -10.36593325,       -10.5829111,                 0,       1.733852723,   0.0002988172695,      0.1190749229
         50,               0.5,      -9.410097198,      -10.20956049,      -10.49332472,                 0,       1.727665151,   0.0003153211715,      0.1190629216
         51,              0.51,      -9.319936561,      -10.12267935,      -10.45663565,                 0,       1.721251357,   0.0003056479038,      0.1190506711
         52,              0.52,      -9.307179401,        -10.112282,      -10.46400688,                 0,       1.715014163,   0.0002989898451,      0.1190381761
         53,              0.53,      -9.378908735,      -10.18166692,      -10.51770782,                 0,       1.709009212,   0.0003019396412,      0.1190254746
         54,              0.54,      -9.541019854,      -10.34259671,      -10.61317097,                 0,       1.703149037,   0.0003050239254,      0.1190126211
         55,              0.55,      -9.693910223,      -10.50682319,      -10.71510565,                 0,       1.697686025,   0.0003100715419,      0.1189996605
         56,              0.56,       -9.63279629,      -10.45091131,      -10.73294026,                 0,       1.692724909,    0.000322839168,      0.1189866113
         57,              0.57,      -9.535471599,      -10.34796509,      -10.71583151,                 0,       1.687584039,   0.0003188807316,      0.1189734965
         58,              0.58,      -9.502277489,      -10.30990979,      -10.70853755,                 0,       1.682325568,    0.000298570838,       0.118960352
         59,              0.59,      -9.528690902,      -10.33573717,      -10.72402385,                 0,       1.677214682,   0.0002862202832,      0.1189471955
         60,               0.6,      -9.593107185,      -10.40626626,      -10.75729987,                 0,       1.672274457,   0.0002838670276,      0.1189340059
         61,              0.61,       -9.66951704,      -10.48988641,      -10.78672354,                 0,       1.667486928,   0.0002840339703,      0.1189207297
         62,              0.62,      -9.720767078,      -10.53727473,      -10.77937448,                 0,       1.662870692,   0.0002840500473,      0.1189072962
         63,              0.63,       -9.70732513,      -10.50615245,      -10.72835845,                 0,       1.658426265,   0.0002843691699,      0.1188936308
         64,              0.64,      -9.645822863,      -10.43532646,      -10.67030054,                 0,       1.654062528,   0.0002813773708,      0.1188796697
         65,              0.65,       -9.58364264,      -10.37505281,      -10.63441703,                 0,        1.64970789,   0.0002699471179,      0.1188653778
         66,              0.66,      -9.553702643,       -10.3484091,      -10.62685628,                 0,       1.645444568,   0.0002519490498,      0.1188507557
         67,              0.67,      -9.571151529,      -10.36626612,      -10.64568874,                 0,       1.641254896,   0.0002328977746,      0.1188358381
         68,              0.68,      -9.634802826,      -10.42777329,      -10.68758099,                 0,        1.63717512,   0.0002148670857,      0.1188206834
         69,              0.69,      -9.715395368,      -10.50872977,      -10.74234594,                 0,       1.633229205,   0.0001974016253,      0.1188053681
         70,               0.7,      -9.753202569,      -10.55538718,      -10.78741223,                 0,        1.62945185,   0.0001805075551,      0.1187899805
         71,              0.71,       -9.73525278,      -10.54660251,      -10.81064309,                 0,       1.625768591,   0.0001614227867,       0.118774623
         72,              0.72,      -9.709486691,      -10.52335285,      -10.82298565,                 0,       1.622082683,   0.0001363557204,       0.118759419
         73,              0.73,      -9.703965228,      -10.51697779,      -10.83275599,                 0,       1.618412892,   0.0001077492306,      0.1187445111
         74,              0.74,      -9.719180737,      -10.53168741,      -10.84187587,                 0,        1.61480858,   8.072171977e-05,      0.1187300507
         75,              0.75,       -9.74432912,      -10.55676021,       -10.8475061,                 0,       1.611290305,   5.644657593e-05,      0.1187161916
         76,              0.76,      -9.767031221,      -10.57706601,      -10.84303109,                 0,       1.607860506,   3.362837027e-05,      0.1187030906
         77,              0.77,      -9.775929486,      -10.57906419,      -10.82402493,                 0,       1.604515282,   1.114272531e-05,      0.1186909116
         78,              0.78,      -9.766263001,      -10.56025971,       -10.7952489,                 0,       1.601293696,  -1.161396829e-05,      0.1186798281
         79,              0.79,      -9.743604461,      -10.53112376,      -10.76698946,                 0,       1.598140092,   -3.56145913e-05,      0.1186700303
         80,               0.8,      -9.721297021,      -10.50654184,      -10.74866869,                 0,       1.595023147,   -6.15691186e-05,      0.1186617234
         81,              0.81,      -9.711662584,      -10.49705549,      -10.74458264,                 0,       1.591939267,  -8.930251716e-05,       0.118655124
         82,              0.82,      -9.720684742,      -10.50684596,       -10.7547383,                 0,        1.58890007,  -0.0001178123933,      0.1186504545
         83,              0.83,      -9.745338702,      -10.53280654,      -10.77621047,                 0,       1.585921536,  -0.0001459842311,      0.1186479362
         84,              0.84,      -9.773707071,      -10.56424811,      -10.80337965,                 0,       1.583014022,  -0.0001731775503,      0.1186477817
         85,              0.85,      -9.791818138,      -10.58768807,      -10.82934419,                 0,       1.580175772,   -0.000199387127,      0.1186501888
         86,              0.86,      -9.795638083,      -10.59732374,      -10.84977354,                 0,       1.577390514,   -0.000225113282,      0.1186553357
         87,              0.87,        -9.7926163,      -10.59853749,      -10.86437304,                 0,       1.574641513,  -0.0002507600205,      0.1186633768
         88,              0.88,      -9.791237911,      -10.59936803,      -10.87427857,                 0,       1.571925533,  -0.0002758859822,      0.1186744375
         89,              0.89,      -9.794514788,      -10.60322862,      -10.87989759,                 0,       1.569249468,  -0.0002995440174,      0.1186886073
         90,               0.9,      -9.800753526,      -10.60846487,      -10.88063875,                 0,       1.566620296,  -0.0003210832566,      0.1187059352
         91,              0.91,       -9.80637509,      -10.61114724,      -10.87561606,                 0,       1.564040694,  -0.0003403727846,      0.1187264263
         92,              0.92,      -9.808490198,      -10.60850269,      -10.86526233,                 0,       1.561545474,  -0.0003575030561,       0.118750042
         93,              0.93,       -9.80515233,      -10.59965177,      -10.85123713,                 0,       1.559106886,  -0.0003727562792,      0.1187767021
         94,              0.94,      -9.797755758,      -10.58746204,      -10.83726888,                 0,       1.556707491,  -0.0003863938375,      0.1188062846
         95,              0.95,      -9.789924468,      -10.57653276,      -10.82712264,                 0,       1.554342295,   -0.000398598922,      0.1188386264
         96,              0.96,      -9.785575774,      -10.57081987,      -10.82323615,                 0,       1.552008936,  -0.0004095298005,      0.1188735253
         97,              0.97,      -9.787060049,      -10.57225375,      -10.82633652,                 0,       1.549708988,  -0.0004191111211,      0.1189107411
         98,              0.98,      -9.793983662,      -10.58012318,      -10.83553438,                 0,       1.547445515,  -0.0004270554657,      0.1189499966
         99,              0.99,      -9.803486524,      -10.59150027,       -10.8487316,                 0,       1.545220969,  -0.0004330362366,      0.1189909789
        100,                 1,      -9.811934204,       -10.6026487,      -10.86329715,                 0,       1.543035369,  -0.0004368222236,      0.1190333415
        101,              1.01,      -9.817133205,      -10.61093571,      -10.87691186,                 0,       1.540886001,  -0.0004383707558,      0.1190767065
        102,              1.02,      -9.819292732,      -10.61587883,      -10.88813302,                 0,       1.538769131,  -0.0004377121355,      0.1191206678
        103,              1.03,       -9.82003739,      -10.61851546,      -10.89634776,                 0,        1.53668231,  -0.0004348222014,      0.1191647941
        104,              1.04,      -9.820812176,      -10.61999418,      -10.90139115,                 0,       1.534625294,  -0.0004296407397,      0.1192086316
        105,              1.05,      -9.822046208,      -10.62067955,      -10.90321909,                 0,       1.532599872,  -0.0004219861466,      0.1192517085
        106,              1.06,      -9.823200948,      -10.62012885,      -10.90186715,                 0,       1.530605752,  -0.0004117579331,      0.1192935383
        107,              1.07,      -9.823412766,      -10.61775798,      -10.89770437,                 0,       1.528642927,  -0.0003990082195,      0.1193336248
        108,              1.08,      -9.822550507,      -10.61391835,      -10.89192748,                 0,       1.526741984,  -0.0003838132399,      0.1193714671
        109,              1.09,      -9.820276936,      -10.60885546,      -10.88555885,                 0,        1.52487416,  -0.0003664224056,      0.1194065639
        110,               1.1,      -9.817697357,      -10.60403695,      -10.88036751,                 0,        1.52303439,  -0.0003470253738,      0.1194384197
        111,              1.11,      -9.815939839,      -10.60079734,      -10.87769792,                 0,       1.521220051,  -0.0003257758233,      0.1194665497
        112,              1.12,      -9.815793532,      -10.59995506,      -10.87821554,                 0,        1.51943045,  -0.0003028603505,      0.1194904834
        113,              1.13,      -9.817479199,      -10.60165061,      -10.88192014,                 0,       1.517666129,  -0.0002783734779,      0.1195097676
        114,              1.14,      -9.820518666,      -10.60528281,      -10.88819722,                 0,       1.515927522,  -0.0002523540359,        0.11952397
        115,              1.15,      -9.823988706,      -10.60977483,      -10.89600974,                 0,       1.514214556,  -0.0002247654332,      0.1195326811
        116,              1.16,      -9.827002656,      -10.61403748,      -10.90419209,                 0,       1.512526641,  -0.0001956427802,      0.1195355166
        117,              1.17,       -9.82913529,      -10.61739635,      -10.91174859,                 0,       1.510862887,  -0.0001651128941,       0.119532119
        118,              1.18,      -9.830472946,       -10.6196867,      -10.91800505,                 0,       1.509222425,  -0.0001332886501,      0.1195221592
        119,              1.19,      -9.831333286,      -10.62103026,      -10.92259146,                 0,       1.507604612,  -0.0001002405013,      0.1195053371
        120,               1.2,      -9.831968502,      -10.62157575,      -10.92536383,                 0,       1.506009104,  -6.608274462e-05,      0.1194813828
        121,              1.21,      -9.832436471,      -10.62137008,      -10.92634667,                 0,       1.504435802,  -3.096180407e-05,      0.1194500572
        122,              1.22,      -9.832623208,      -10.62038921,      -10.92573476,                 0,       1.502884544,   5.004104773e-06,      0.1194111521
        123,              1.23,      -9.832358047,      -10.61865418,      -10.92392215,                 0,       1.501354961,   4.164591028e-05,      0.1193644913
        124,              1.24,      -9.831612674,      -10.61638155,      -10.92151918,                 0,       1.499846558,   7.875782419e-05,        0.11930993
        125,              1.25,      -9.830628867,      -10.61403321,      -10.91927991,                 0,       1.498358871,   0.0001160835095,      0.1192473553
        126,              1.26,      -9.830154481,      -10.61248944,       -10.9181476,                 0,       1.496913639,   0.0001534582824,      0.1191766833
        127,              1.27,      -9.830134408,      -10.61177977,      -10.91830519,                 0,       1.495493336,   0.0001906260414,      0.1190978612
        128,              1.28,      -9.830803633,       -10.6121398,      -10.92003921,                 0,       1.494092512,   0.0002273599356,      0.1190108679
        129,              1.29,      -9.832126551,      -10.61348748,      -10.92328589,                 0,        1.49271044,   0.0002635508503,      0.1189157127
        130,               1.3,      -9.833825106,      -10.61547204,        -10.927666,                 0,       1.491346555,   0.0002990433647,      0.1188124323
        131,              1.31,      -9.835609327,      -10.61769666,      -10.93266444,                 0,       1.490000834,   0.0003336811474,      0.1187010898
        132,              1.32,      -9.837232465,      -10.61980069,      -10.93773181,                 0,       1.488672906,   0.0003673362651,      0.1185817726
        133,              1.33,      -9.838561155,      -10.62154218,       -10.9423828,                 0,       1.487362307,   0.0003998754746,      0.1184545904
        134,              1.34,      -9.839614039,      -10.62284241,      -10.94628393,                 0,       1.486068722,   0.0004311604118,      0.1183196735
        135,              1.35,      -9.840473554,      -10.62372584,      -10.94926623,                 0,       1.484791917,   0.0004610449752,      0.1181771709
        136,              1.36,      -9.841182219,      -10.62422811,      -10.95128715,                 0,       1.483531656,   0.0004893852961,      0.1180272488
        137,              1.37,      -9.841744482,      -10.62439029,      -10.95242437,                 0,       1.482287739,   0.0005160435512,      0.1178700885
        138,              1.38,      -9.842175401,       -10.6242887,      -10.95286843,                 0,       1.481060071,     0.00054087663,      0.1177058846
        139,              1.39,      -9.842522634,      -10.62403395,      -10.95289867,                 0,       1.479848396,   0.0005637366774,      0.1175348443
        140,               1.4,      -9.842819995,      -10.62372701,      -10.95281403,                 0,       1.478652377,   0.0005844977501,      0.1173571853
        141,              1.41,      -9.843097482,      -10.62347568,      -10.95291321,                 0,       1.477471696,   0.0006030119051,      0.1171731345
        142,              1.42,      -9.843433175,      -10.62342898,      -10.95348171,                 0,       1.476306112,    0.000619130388,      0.1169829266
        143,              1.43,      -9.843968701,      -10.62376102,      -10.95474688,                 0,       1.475155453,   0.0006327317955,      0.1167868027
        144,              1.44,      -9.844816496,      -10.62457656,      -10.95680692,                 0,       1.474019515,   0.0006437114186,      0.1165850093
        145,              1.45,      -9.845950248,      -10.62582749,      -10.95958168,                 0,       1.472898042,   0.0006520183169,      0.1163777968
        146,              1.46,      -9.847227309,      -10.62734511,      -10.96284641,                 0,        1.47179079,   0.0006575734614,      0.1161654179
        147,              1.47,      -9.848614269,      -10.62905633,      -10.96641969,                 0,       1.470702876,   0.0006603350025,      0.1159481261
        148,              1.48,       -9.85020697,      -10.63100709,      -10.97010776,                 0,       1.469644326,   0.0006602917644,      0.1157261727
        149,              1.49,      -9.851581439,      -10.63273968,      -10.97344682,                 0,       1.468598685,   0.0006574273556,      0.1154998111
        150,               1.5,      -9.853016177,      -10.63446336,      -10.97649786,                 0,       1.467572601,   0.0006517482401,       0.115269292
        151,              1.51,       -9.85427972,      -10.63590505,      -10.97905792,                 0,       1.466559742,   0.0006431879279,      0.1150348644
        152,              1.52,      -9.855401218,      -10.63706216,      -10.98110625,                 0,        1.46555948,   0.0006317509496,      0.1147967737
        153,              1.53,      -9.856431731,      -10.63799209,      -10.98270795,                 0,       1.464571665,   0.0006174938534,      0.1145552611
        154,              1.54,       -9.85734956,      -10.63872346,        -10.983949,                 0,       1.463595933,   0.0006004348806,      0.1143105627
        155,              1.55,      -9.858151763,      -10.63931227,       -10.9849605,                 0,       1.462632119,   0.0005806062127,      0.1140629095
        156,              1.56,       -9.85891662,      -10.63988283,      -10.98592986,                 0,       1.461680155,   0.0005580615405,      0.1138125264
        157,              1.57,      -9.859733997,      -10.64056547,      -10.98704717,                 0,        1.46073999,    0.000532849323,      0.1135596325
        158,              1.58,       -9.86066898,      -10.64145907,      -10.98847875,                 0,       1.459813318,   0.0005050072136,      0.1133044403
        159,              1.59,      -9.861669499,      -10.64253587,      -10.99026907,                 0,       1.458898276,   0.0004746241147,       0.113047156
        160,               1.6,      -9.862791481,      -10.64383357,      -10.99244811,                 0,       1.457994677,   0.0004418094648,      0.1127879789
        161,              1.61,      -9.864053121,      -10.64533025,      -10.99496356,                 0,       1.457102316,   0.0004066829097,      0.1125271015
        162,              1.62,      -9.865360613,      -10.64689842,      -10.99766929,                 0,       1.456220931,   0.0003693760004,      0.1122647094
        163,              1.63,       -9.86657378,      -10.64838044,      -11.00038357,                 0,       1.455350313,   0.0003300289303,      0.1120009806
        164,              1.64,      -9.867649545,      -10.64971606,      -11.00297384,                 0,        1.45449032,   0.0002887909317,      0.1117360857
        165,              1.65,      -9.868683308,      -10.65097794,      -11.00543604,                 0,       1.453642323,   0.0002458403635,      0.1114701875
        166,              1.66,      -9.869948311,      -10.65242828,      -11.00785259,                 0,       1.452817766,   0.0002014111905,      0.1112034403
        167,              1.67,      -9.870986544,      -10.65364415,      -11.00985556,                 0,       1.452002655,   0.0001556040752,      0.1109359927
        168,              1.68,      -9.871979281,      -10.65477786,      -11.01161588,                 0,       1.451197711,   0.0001085290005,      0.1106679856
        169,              1.69,      -9.872947845,      -10.65584534,      -11.01318217,                 0,       1.450402254,   6.046267203e-05,       0.110399553
        170,               1.7,      -9.873878334,      -10.65682971,      -11.01460291,                 0,       1.449615944,   1.158338082e-05,      0.1101308212
        171,              1.71,      -9.874757858,      -10.65773421,      -11.01594293,                 0,       1.448838784,  -3.793641402e-05,      0.1098619101
        172,              1.72,      -9.875573613,      -10.65857227,       -11.0172558,                 0,       1.448070577,  -8.788522867e-05,      0.1095929324
        173,              1.73,      -9.876361812,      -10.65940129,      -11.01861301,                 0,       1.447311177,  -0.0001380423942,      0.1093239943
        174,              1.74,      -9.877186533,      -10.66029709,      -11.02010203,                 0,       1.446560538,   -0.000188204046,      0.1090551955
        175,              1.75,      -9.878064966,      -10.66128583,      -11.02177033,                 0,       1.445818547,  -0.0002381579731,      0.1087866299
        176,              1.76,       -9.87896716,      -10.66234898,      -11.02360996,                 0,       1.445085027,  -0.0002876918512,      0.1085183852
        177,              1.77,      -9.879894335,      -10.66349285,      -11.02560187,                 0,       1.444359855,  -0.0003365901454,      0.1082505434
        178,              1.78,      -9.880886462,       -10.6647417,      -11.02772213,                 0,       1.443642951,  -0.0003846298988,      0.1079831808
        179,              1.79,      -9.881948558,      -10.66606531,       -11.0299036,                 0,       1.442934195,  -0.0004315549267,      0.1077163687
        180,               1.8,      -9.883013472,      -10.66736555,      -11.03203173,                 0,       1.442233411,  -0.0004771431756,      0.1074501732
        181,              1.81,      -9.883990584,      -10.66855068,      -11.03400958,                 0,       1.441540464,  -0.0005212720452,      0.1071846552
        182,              1.82,      -9.884860616,      -10.66961644,      -11.03581758,                 0,       1.440855268,  -0.0005637192083,      0.1069198708
        183,              1.83,      -9.885707515,      -10.67064294,      -11.03750703,                 0,       1.440177741,  -0.0006042250162,      0.1066558715
        184,              1.84,      -9.886625263,        -10.671711,      -11.03913622,                 0,       1.439507714,   -0.000642608149,      0.1063927043
        185,              1.85,      -9.887592441,      -10.67280788,      -11.04071163,                 0,       1.438844975,  -0.0006786834176,      0.1061304123
        186,              1.86,      -9.888515275,      -10.67386678,       -11.0422129,                 0,       1.438189375,  -0.0007122759163,      0.1058690346
        187,              1.87,      -9.889396213,      -10.67490134,      -11.04367161,                 0,       1.437540881,  -0.0007432205113,      0.1056086064
        188,              1.88,      -9.890347245,      -10.67601321,      -11.04518162,                 0,       1.436899486,  -0.0007713462397,      0.1053491595
        189,              1.89,      -9.891408493,      -10.67724064,      -11.04680667,                 0,       1.436265069,   -0.000796495043,      0.1050907224
        190,               1.9,      -9.892711621,       -10.6787282,      -11.04873987,                 0,       1.435648096,  -0.0008185334681,      0.1048333204
        191,              1.91,       -9.89384857,      -10.68011664,      -11.05057581,                 0,       1.435038258,  -0.0008373553558,      0.1045769761
        192,              1.92,      -9.895073843,      -10.68159745,      -11.05252247,                 0,       1.434435198,  -0.0008528441672,      0.1043217095
        193,              1.93,      -9.896458847,      -10.68322627,      -11.05463837,                 0,       1.433838558,  -0.0008648529001,      0.1040675378
        194,              1.94,      -9.897852747,      -10.68485117,      -11.05682541,                 0,       1.433247782,  -0.0008732866864,      0.1038144758
        195,              1.95,      -9.899167042,      -10.68638645,      -11.05899571,                 0,       1.432662805,  -0.0008780955497,      0.1035625362
        196,              1.96,      -9.900496828,      -10.68791993,       -11.0611394,                 0,        1.43208366,  -0.0008792179618,      0.1033117289
        197,              1.97,      -9.901924105,      -10.68953265,      -11.06327281,                 0,       1.431510328,   -0.000876593162,      0.1030620622
        198,              1.98,      -9.903368052,      -10.69115915,      -11.06536539,                 0,       1.430942712,  -0.0008701900635,      0.1028135427
        199,              1.99,       -9.90475302,      -10.69272991,      -11.06738034,                 0,       1.430380683,  -0.0008600035639,      0.1025661748
        200,                 2,      -9.906155248,      -10.69431881,      -11.06935142,                 0,       1.429824211,  -0.0008460375786,      0.1023199614
        201,              2.01,      -9.907660758,      -10.69602235,       -11.0713605,                 0,       1.429273319,  -0.0008283081971,      0.1020749039
        202,              2.02,      -9.909222134,      -10.69780496,      -11.07343283,                 0,       1.428727916,   -0.000806868468,      0.1018310023
        203,              2.03,      -9.910787843,      -10.69959769,       -11.0755385,                 0,       1.428187821,  -0.0007817285502,      0.1015882556
        204,              2.04,      -9.912419822,      -10.70142712,      -11.07766461,                 0,       1.427652942,  -0.0007528999923,      0.1013466611
        205,              2.05,      -9.914119756,      -10.70330197,      -11.07982421,                 0,       1.427123293,  -0.0007205175743,      0.1011062156
        206,              2.06,      -9.915740372,      -10.70511872,      -11.08199709,                 0,       1.426598822,  -0.0006846836321,      0.1008669145
        207,              2.07,      -9.917262949,      -10.70686424,      -11.08418766,                 0,       1.426079395,  -0.0006455066271,      0.1006287525
        208,              2.08,      -9.918926035,      -10.70874167,      -11.08648602,                 0,        1.42556495,  -0.0006031171326,      0.1003917231
        209,              2.09,      -9.920829494,      -10.71084264,      -11.08893897,                 0,       1.425055467,  -0.0005576565325,      0.1001558195
        210,               2.1,      -9.922706897,       -10.7129375,      -11.09142551,                 0,       1.424550819,  -0.0005092803843,     0.09992103435
        211,              2.11,      -9.924377692,      -10.71485438,      -11.09381912,                 0,       1.424050853,  -0.0004581639561,     0.09968735945
        212,              2.12,      -9.926096198,      -10.71681323,       -11.0961894,                 0,       1.423555616,  -0.0004044944929,      0.0994547858
        213,              2.13,      -9.928130377,      -10.71905556,      -11.09870284,                 0,       1.423067191,  -0.0003484613683,     0.09922330416
        214,              2.14,       -9.93019825,      -10.72134087,      -11.10125489,                 0,       1.422585836,  -0.0002902789448,     0.09899290521
        215,              2.15,       -9.93195664,      -10.72334223,      -11.10362883,                 0,       1.422108997,  -0.0002302143469,     0.09876357903
        216,              2.16,      -9.933705596,      -10.72532015,      -11.10593939,                 0,       1.421636719,  -0.0001685018402,     0.09853531491
        217,              2.17,      -9.935770425,      -10.72757608,      -11.10837723,                 0,       1.421169065,  -0.0001053140911,     0.09830810198
        218,              2.18,      -9.937907529,      -10.72989368,      -11.11090177,                 0,       1.420705892,  -4.091087911e-05,     0.09808192961
        219,              2.19,      -9.939724848,      -10.73191258,      -11.11331018,                 0,       1.420246879,   2.445427706e-05,     0.09785678683
        220,               2.2,      -9.941438869,      -10.73383002,      -11.11561977,                 0,       1.419791926,   9.052652027e-05,     0.09763266189
        221,              2.21,      -9.943502725,      -10.73607469,      -11.11806743,                 0,       1.419341298,   0.0001570001681,       0.097409543
        222,              2.22,      -9.945731385,      -10.73848575,      -11.12066785,                 0,       1.418895051,   0.0002236025609,     0.09718741894
        223,              2.23,      -9.947610189,      -10.74057738,      -11.12316911,                 0,       1.418452791,   0.0002900579356,      0.0969662784
        224,              2.24,      -9.949436707,       -10.7426307,      -11.12569474,                 0,       1.418020463,   0.0003560654222,     0.09674610947
        225,              2.25,      -9.951561094,      -10.74501735,      -11.12824952,                 0,        1.41759338,   0.0004213311773,     0.09652689999
        226,              2.26,      -9.953960242,      -10.74766921,      -11.13099324,                 0,       1.417170591,   0.0004855926159,     0.09630863875
        227,              2.27,      -9.956030641,       -10.7499907,      -11.13366429,                 0,       1.416751596,   0.0005485825176,     0.09609131463
        228,              2.28,      -9.957762293,      -10.75195544,      -11.13609708,                 0,       1.416335753,    0.000609992548,     0.09587491566
        229,              2.29,      -9.959811005,      -10.75420163,      -11.13857734,                 0,       1.415923354,   0.0006695315941,     0.09565942961
