"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
        470,               4.7,      -5.807925208,      -6.661872365,      -7.554915994,                 0,       1.158225531,    -0.03651687002,     0.05978384853
        471,              4.71,      -5.769547679,      -6.631115541,      -7.506404818,                 0,       1.828979312,    -0.02655564898,     0.05895766671
        472,              4.72,       -5.74657854,      -6.598038296,      -7.474715694,                 0,       1.814724486,     0.02801358834,     0.05954417887
        473,              4.73,      -5.707436371,      -6.568727442,        -7.4501421,                 0,        1.00564341,     0.03867559955,      0.0606180962
        474,              4.74,      -5.675479337,      -6.529209259,      -7.397002126,                 0,       0.712358821,    -0.02290389616,     0.06019862165
        475,              4.75,      -5.632282405,      -6.491106887,      -7.385566728,                 0,       1.511612086,    -0.05949830485,      0.0586397557
        476,              4.76,      -5.605154276,      -6.460796207,      -7.325658499,                 0,       2.204662393,   -0.005407579716,     0.05832136688
        477,              4.77,      -5.576549559,      -6.430659258,      -7.323891419,                 0,       1.546032983,     0.06134458424,     0.05986564908
        478,              4.78,      -5.541692152,      -6.402737374,      -7.269582935,                 0,      0.4532378649,     0.02217234508,     0.06072397327
        479,              4.79,      -5.501943098,      -6.355197729,      -7.243985049,                 0,      0.8071938531,    -0.06995418777,     0.05910232359
        480,               4.8,        -5.4641704,       -6.32533148,      -7.202968801,                 0,       2.184340512,    -0.06388146758,     0.05734068206
        481,              4.81,      -5.445501515,      -6.296188038,      -7.166187011,                 0,       2.383271511,     0.04511212822,      0.0583031825
        482,              4.82,      -5.411445659,      -6.271109639,      -7.153506417,                 0,      0.7893759259,     0.08489942551,     0.06067428064
        483,              4.83,      -5.375467068,      -6.230562211,      -7.095989313,                 0,   -0.003657814362,    -0.03289882617,     0.06028673055
        484,              4.84,      -5.333120109,      -6.190393713,      -7.085635367,                 0,        1.45693817,     -0.1190480844,      0.0572929487
        485,              4.85,      -5.309986908,      -6.165405154,      -7.030528355,                 0,       3.012273542,    -0.02437784705,     0.05639329678
        486,              4.86,      -5.289523287,       -6.14121684,      -7.029582613,                 0,       1.922047071,      0.1196937455,     0.05933110178
        487,              4.87,      -5.256158246,       -6.11785451,      -6.982484571,                 0,     -0.3711244669,     0.05918746611,     0.06143417304
        488,              4.88,      -5.211570031,      -6.064196752,      -6.948736389,                 0,      0.1226161557,      -0.126182346,     0.05859220298
        489,              4.89,      -5.180067878,      -6.039304542,      -6.915161277,                 0,       2.808403641,     -0.1292059108,     0.05514146825
        490,               4.9,      -5.167148907,      -6.016083375,       -6.88074895,                 0,       3.442677796,     0.07724780217,     0.05667800409
        491,              4.91,       -5.14321198,      -6.000438257,       -6.87877753,                 0,      0.3780803799,      0.1740371624,     0.06134342858
        492,              4.92,      -5.100606033,       -5.95633511,       -6.82013407,                 0,      -1.264828762,    -0.04902960992,     0.06096587851
        493,              4.93,      -5.061738037,      -5.916822175,      -6.808086905,                 0,       1.416431912,     -0.2188522449,     0.05549575237
        494,              4.94,      -5.047957667,      -5.900053058,       -6.76198231,                 0,       4.416302295,    -0.04774641914,     0.05378215847
        495,              4.95,      -5.038593828,      -5.886768647,      -6.769027938,                 0,       2.454166534,      0.2267635971,     0.05908243449
        496,              4.96,      -5.010215696,      -5.871253916,      -6.728707653,                 0,      -1.863831485,      0.1120332443,     0.06295626948
        497,              4.97,      -4.961187555,      -5.812283686,      -6.694050764,                 0,      -0.788347018,     -0.2264820693,     0.05775477708
        498,              4.98,      -4.940744406,      -5.795827579,      -6.664220521,                 0,       4.018944903,     -0.2126035396,     0.05214516264
        499,              4.99,      -4.937577095,      -5.782611039,      -6.643383522,                 0,       4.941863996,      0.1509401237,     0.05506834422
        500,                 5,       -4.92936025,      -5.784125715,        -6.6505632,                 0,     -0.7548371905,      0.3033098433,     0.06294665347
        501,              5.01,      -4.872891948,      -5.726364049,      -6.588238164,                 0,      -2.970634841,     -0.1074013391,     0.06151340001
        502,              5.02,      -4.844668472,      -5.695939328,      -6.577830388,                 0,       1.962086742,     -0.3550655249,     0.05267871452
        503,              5.03,      -4.846055633,      -5.690704071,      -6.547465954,                 0,       6.487446389,    -0.03312867831,     0.05101943526
        504,              5.04,      -4.852157703,      -5.694946414,      -6.570789251,                 0,       2.340176883,      0.3991116032,     0.06004994735
        505,              5.05,      -4.823379855,      -5.681609607,      -6.529880084,                 0,      -4.141894744,      0.1162045312,     0.06458397834
        506,              5.06,      -4.781189881,      -5.628792428,      -6.509134631,                 0,      -1.007968464,     -0.3894809536,     0.05528342336
        507,              5.07,      -4.776777933,      -5.624130478,       -6.48259731,                 0,       6.220590366,     -0.2437121899,     0.04883092418
        508,              5.08,      -4.786987588,      -5.626454928,      -6.487639466,                 0,       5.838496855,       0.317505594,     0.05525311808
        509,              5.09,      -4.791595722,      -5.647265754,      -6.494464902,                 0,      -3.389512635,      0.3789695127,     0.06524712179
        510,               5.1,      -4.741494174,       -5.58925608,      -6.453814626,                 0,      -3.854496995,     -0.2893861574,     0.05909842231
        511,              5.11,      -4.725947177,      -5.572606653,      -6.437603736,                 0,       4.310561682,     -0.4236314147,     0.04876662783
        512,              5.12,      -4.737622158,      -5.575291838,      -6.427196207,                 0,       8.101817068,      0.1226884567,     0.05054908132
        513,              5.13,      -4.763041044,      -5.606190175,      -6.467090651,                 0,      -0.467800872,          0.556197,     0.06325204849
        514,              5.14,      -4.711082637,       -5.56280757,      -6.413725568,                 0,      -5.755207298,    -0.05997491976,     0.06327282332
        515,              5.15,      -4.692762237,      -5.536170185,      -6.410766644,                 0,       1.290263212,     -0.5289871078,     0.05068860372
        516,              5.16,      -4.704864007,       -5.54235992,       -6.39530843,                 0,        8.64535982,     -0.1062547784,     0.04741841232
        517,              5.17,      -4.732360843,      -5.566004279,      -6.434511802,                 0,       3.523193189,      0.5593724043,     0.05926766488
        518,              5.18,      -4.715704137,      -5.571140205,      -6.408643974,                 0,      -6.189407307,      0.2124882235,     0.06556308389
        519,              5.19,      -4.685391175,      -5.528130062,      -6.400152097,                 0,      -1.811018815,      -0.506563846,     0.05356449765
        520,               5.2,      -4.688469897,      -5.529645659,      -6.383734727,                 0,       7.606798242,     -0.3017153801,     0.04620195732
        521,              5.21,      -4.709934645,      -5.543764603,       -6.40153074,                 0,       6.833431156,      0.4118867097,     0.05463289165
        522,              5.22,      -4.730206803,      -5.584748826,      -6.420230326,                 0,      -4.921284538,      0.4624316885,     0.06561003132
        523,              5.23,      -4.687527349,      -5.531794719,      -6.393186315,                 0,      -4.341258837,     -0.3751470046,     0.05681391529
        524,              5.24,      -4.680963836,      -5.523862733,      -6.382345108,                 0,       5.585755329,     -0.4508875601,     0.04647368189
        525,              5.25,      -4.698271845,      -5.533469348,      -6.381188163,                 0,       8.686584539,      0.2046817278,     0.05055150946
        526,              5.26,      -4.735831632,      -5.581808706,      -6.429685338,                 0,      -2.137533433,      0.6193354425,      0.0640275983
        527,              5.27,      -4.688056499,      -5.535677447,      -6.385607743,                 0,      -6.015131834,     -0.1582696687,     0.06032621355
        528,              5.28,      -4.676370899,      -5.518281121,      -6.385814738,                 0,       2.918102564,     -0.5451056304,     0.04793733958
        529,              5.29,      -4.691432535,      -5.526652025,      -6.374890191,                 0,       9.222373655,    -0.01022672224,     0.04753363833
        530,               5.3,      -4.729490177,      -5.564688533,      -6.428358914,                 0,       1.418543825,      0.6443940349,     0.06109053001
        531,              5.31,       -4.69095917,       -5.54338279,      -6.384877661,                 0,      -6.597743777,       0.105771186,        0.06345794
        532,              5.32,      -4.674511864,      -5.515354269,      -6.386967101,                 0,    -0.06754572152,     -0.5578252292,     0.05037790324
        533,              5.33,      -4.684587895,      -5.522378866,      -6.374341579,                 0,       8.634147893,     -0.2133824082,      0.0457082555
        534,              5.34,      -4.715004594,      -5.545814379,      -6.411695359,                 0,       4.943632217,      0.5414919637,     0.05710821396
        535,              5.35,      -4.717536972,      -5.572910522,       -6.40540525,                 0,      -6.140181336,      0.3503205249,     0.06459067991
        536,              5.36,      -4.684072731,      -5.526141303,      -6.393167258,                 0,      -2.648893083,     -0.4709792511,     0.05309967224
        537,              5.37,      -4.684442524,      -5.526064818,      -6.382063663,                 0,       7.168961841,     -0.3673728743,     0.04523537402
        538,              5.38,      -4.706802533,      -5.540286913,      -6.394081341,                 0,        7.41867804,      0.3581768359,     0.05303468936
        539,              5.39,      -4.736343343,       -5.58980294,      -6.425451117,                 0,      -4.385130918,      0.5459959363,     0.06430378245
        540,               5.4,      -4.692143366,        -5.5364403,      -6.393690387,                 0,      -4.687531098,     -0.3126403444,     0.05619706898
        541,              5.41,      -4.684703408,      -5.527749655,      -6.390190874,                 0,       5.097800366,     -0.4851082589,     0.04580649336
        542,              5.42,        -4.7021036,      -5.537678982,      -6.383494859,                 0,        8.73737672,      0.1513431035,     0.04943469387
        543,              5.43,      -4.741834661,      -5.586579725,      -6.436773584,                 0,       -1.57837826,      0.6517723844,     0.06271913611
        544,              5.44,      -4.694347419,       -5.54237217,       -6.39024336,                 0,       -6.01497502,    -0.09340096921,     0.05954841942
        545,              5.45,      -4.682157125,      -5.524051122,      -6.394091108,                 0,       2.527393634,     -0.5560984373,     0.04732072279
        546,              5.46,      -4.697307088,      -5.533280073,      -6.381177159,                 0,       9.054106899,    -0.05471665134,     0.04665575042
        547,              5.47,      -4.734269807,      -5.568855425,      -6.434097676,                 0,        1.79646404,      0.6441910956,     0.05986287269
        548,              5.48,       -4.70131219,      -5.553961489,      -6.394076857,                 0,      -6.435872343,      0.1533428623,     0.06239057354
        549,              5.49,      -4.682218983,      -5.523462736,      -6.396281767,                 0,     -0.2725870402,     -0.5513855952,     0.04964877963
        550,               5.5,      -4.691649332,      -5.529998913,      -6.381875065,                 0,       8.403315273,     -0.2441919479,     0.04494194478
        551,              5.51,      -4.720909418,      -5.551853595,      -6.417533979,                 0,       5.065588658,       0.525787145,     0.05599760509
        552,              5.52,      -4.725814299,      -5.581273852,      -6.414185776,                 0,      -5.898505308,       0.380031699,     0.06343167513
        553,              5.53,       -4.69161342,      -5.533944758,      -6.400951131,                 0,      -2.704990016,     -0.4615730404,     0.05226918014
        554,              5.54,      -4.690611104,       -5.53236998,      -6.387969781,                 0,       6.960789667,     -0.3904408401,     0.04443317613
        555,              5.55,      -4.712960859,      -5.546678005,      -6.399649365,                 0,       7.388846832,      0.3399432383,     0.05197974471
        556,              5.56,      -4.742351701,      -5.595661117,      -6.432706551,                 0,      -4.153982995,      0.5591258783,     0.06310279932
        557,              5.57,      -4.698676534,      -5.542985318,      -6.398750123,                 0,      -4.658341324,     -0.3062957115,     0.05525180371
        558,              5.58,      -4.688797832,      -5.531710987,      -6.393770964,                 0,         4.9200594,     -0.5040185736,     0.04489680855
        559,              5.59,      -4.707308417,      -5.543033649,      -6.388137932,                 0,       8.665643886,      0.1327299391,     0.04835140541
        560,               5.6,      -4.745828249,      -5.590296574,       -6.44209104,                 0,      -1.389745574,      0.6534359991,     0.06147857617
        561,              5.61,      -4.699124725,      -5.547156898,      -6.393490807,                 0,      -5.955022619,    -0.09085000534,     0.05851942199
        562,              5.62,      -4.684789976,      -5.526767901,      -6.397936408,                 0,       2.374260321,     -0.5729271629,      0.0463433441
        563,              5.63,      -4.700606444,      -5.536516034,      -6.383148322,                 0,       8.975823489,    -0.07539647626,     0.04552973396
        564,              5.64,      -4.736606249,      -5.570982678,      -6.437299175,                 0,       1.957389047,      0.6377960957,     0.05857971539
        565,              5.65,      -4.705130379,      -5.557871298,      -6.397134304,                 0,      -6.363952438,      0.1525901768,     0.06129324844
        566,              5.66,      -4.684439447,        -5.5259148,      -6.400010193,                 0,     -0.3955196622,     -0.5665407887,     0.04866748445
        567,              5.67,      -4.693449321,      -5.532125689,      -6.385007736,                 0,       8.303387095,     -0.2659497786,     0.04382803305
        568,              5.68,      -4.721679961,      -5.552670302,      -6.418265784,                 0,       5.199341683,      0.5119784475,     0.05470059308
        569,              5.69,      -4.727851805,      -5.583288241,      -6.416125613,                 0,       -5.79736371,      0.3782035677,     0.06233753411
        570,               5.7,      -4.692957652,      -5.535482611,      -6.403027506,                 0,      -2.819587731,     -0.4755951569,     0.05136295712
        571,              5.71,      -4.691877398,      -5.533788172,      -6.390552427,                 0,       6.850194384,     -0.4128154542,     0.04342151931
        572,              5.72,      -4.714249885,      -5.548065865,      -6.400405072,                 0,       7.466750517,       0.322768245,     0.05078263924
        573,              5.73,      -4.743296708,      -5.596239398,      -6.434076416,                 0,      -4.001989358,      0.5522723719,     0.06204855211
        574,              5.74,      -4.700281151,      -5.544668148,      -6.399837853,                 0,      -4.733426233,      -0.319332055,     0.05446573692
        575,              5.75,      -4.690764581,      -5.533659641,      -6.396910111,                 0,       4.798755977,     -0.5242717135,     0.04408318893
        576,              5.76,      -4.711020212,      -5.546740471,       -6.39137836,                 0,        8.67245882,      0.1173644118,     0.04742066867
        577,              5.77,      -4.747221421,       -5.59133249,      -6.444090558,                 0,      -1.235827754,      0.6378577787,     0.06054242613
        578,              5.78,      -4.701995711,      -5.549897866,      -6.394254911,                 0,      -5.954250592,     -0.1052526171,     0.05784888657
        579,              5.79,      -4.688514089,       -5.53037817,      -6.401852604,                 0,       2.273246645,     -0.5885847535,     0.04578026985
        580,               5.8,      -4.704343446,       -5.53999631,      -6.384643804,                 0,        8.92564381,    -0.08861749768,     0.04492021614
        581,              5.81,      -4.738774911,      -5.573057661,      -6.440213425,                 0,       2.061843161,      0.6181806605,      0.0578628044
        582,              5.82,      -4.708360424,      -5.561140342,      -6.399435782,                 0,      -6.304319618,      0.1366032448,      0.0607715988
        583,              5.83,      -4.688552577,      -5.529654143,      -6.402752223,                 0,     -0.4622804385,     -0.5792294496,     0.04835083225
        584,              5.84,      -4.695703892,      -5.534204908,      -6.384829025,                 0,       8.213651365,     -0.2776933355,     0.04351110295
        585,              5.85,      -4.723742166,      -5.554815585,      -6.421067832,                 0,       5.266469983,      0.4928533955,     0.05424616104
        586,              5.86,      -4.730221665,      -5.585596811,      -6.417957461,                 0,      -5.699562994,      0.3631258866,     0.06202301773
        587,              5.87,      -4.695845751,      -5.537971422,      -6.404404549,                 0,      -2.876008278,     -0.4856131804,       0.051293866
        588,              5.88,      -4.692840349,      -5.534822698,      -6.391579574,                 0,        6.73902698,     -0.4235906251,     0.04337952289
        589,              5.89,      -4.715896613,      -5.549739921,      -6.402558725,                 0,       7.512404345,      0.3055303407,     0.05060538126
        590,               5.9,      -4.744444817,      -5.597056865,      -6.434995426,                 0,      -3.866663628,      0.5388415856,     0.06195099316
        591,              5.91,      -4.701782311,      -5.546029912,      -6.401092897,                 0,      -4.783744183,      -0.324646898,     0.05463925012
        592,              5.92,      -4.691532685,      -5.534606283,      -6.399541623,                 0,       4.675871493,     -0.5327294471,     0.04429695338
        593,              5.93,      -4.712865369,      -5.548432209,      -6.393402837,                 0,       8.687608539,      0.1035316415,     0.04750305923
        594,              5.94,      -4.747738261,      -5.591376441,      -6.444463894,                 0,      -1.081086532,      0.6240143928,     0.06057521181
        595,              5.95,      -4.703458355,      -5.551369184,      -6.395635162,                 0,      -5.968298056,     -0.1065505057,      0.0581243435
        596,              5.96,      -4.689535652,      -5.531445727,      -6.404293464,                 0,       2.147235621,     -0.5912045495,     0.04612013488
        597,              5.97,      -4.708011563,      -5.543626156,      -6.388356175,                 0,       8.905883008,    -0.09584937863,     0.04517694858
        598,              5.98,      -4.740295496,       -5.57444025,      -6.441674764,                 0,       2.176893083,      0.6033899263,      0.0579282036
        599,              5.99,      -4.711093439,      -5.563833348,      -6.401593732,                 0,      -6.258401184,      0.1356883755,     0.06093604187
        600,                 6,      -4.691088622,      -5.532346692,      -6.406898409,                 0,       -0.54655549,     -0.5742098946,     0.04863125524
        601,              6.01,      -4.701965996,      -5.540331635,      -6.389351471,                 0,       8.179164408,     -0.2761683428,     0.04379495934
        602,              6.02,      -4.727626592,       -5.55885616,      -6.425429099,                 0,       5.272088782,       0.482351798,      0.0542874054
        603,              6.03,      -4.733895522,      -5.589148224,      -6.420714189,                 0,      -5.607525953,      0.3590901938,     0.06194363699
        604,              6.04,      -4.700395459,      -5.542534285,      -6.409978688,                 0,      -2.877693913,     -0.4754428108,     0.05132048975
        605,              6.05,      -4.700141413,      -5.541730972,      -6.394864456,                 0,       6.705186849,     -0.4137806127,     0.04344674057
        606,              6.06,      -4.720311334,      -5.554219029,      -6.408048033,                 0,       7.437736958,      0.3030815088,     0.05046091013
        607,              6.07,      -4.748646288,      -5.601115597,      -6.438028328,                 0,      -3.791260438,      0.5339522224,     0.06154132184
        608,              6.08,      -4.706929158,      -5.551027313,      -6.406784846,                 0,      -4.727922764,     -0.3115868286,     0.05426076709
        609,              6.09,      -4.697583579,      -5.540065604,       -6.40051435,                 0,       4.651377428,     -0.5169042377,     0.04394687583
        610,               6.1,      -4.716018632,      -5.551662239,      -6.397951059,                 0,       8.596120601,      0.1079090849,     0.04697996901
        611,              6.11,      -4.751400009,      -5.594867183,      -6.446958425,                 0,      -1.031598198,      0.6239773469,     0.05980732402
        612,              6.12,      -4.707480801,       -5.55530671,      -6.400943889,                 0,      -5.902977953,    -0.08962008587,      0.0573511446
        613,              6.13,      -4.693471759,      -5.535005758,      -6.405225878,                 0,       2.122279646,     -0.5718917697,     0.04533575114
        614,              6.14,      -4.711782032,       -5.54779598,      -6.395069651,                 0,       8.832602914,    -0.08494096281,     0.04426580107
        615,              6.15,      -4.743210711,      -5.577272574,       -6.44346498,                 0,        2.20335949,      0.6079225483,     0.05683965432
        616,              6.16,      -4.715056494,      -5.567618102,      -6.405896573,                 0,       -6.19113942,      0.1545253738,     0.05980537366
        617,              6.17,      -4.694176394,      -5.535335977,      -6.409027779,                 0,     -0.5586326579,     -0.5493715972,     0.04752437845
        618,              6.18,      -4.707275471,      -5.545820777,      -6.395776874,                 0,       8.135209742,      -0.258585444,     0.04264338095
        619,              6.19,      -4.731231722,      -5.562477106,      -6.428324924,                 0,       5.242922807,       0.491682053,     0.05303081752
        620,               6.2,      -4.737982575,      -5.593004272,      -6.424294072,                 0,      -5.540830277,       0.377244143,     0.06060448657
        621,              6.21,      -4.704013051,      -5.546303293,      -6.414766005,                 0,      -2.848443243,      -0.446463141,     0.05007172149
        622,              6.22,      -4.706079951,      -5.547715625,      -6.400399204,                 0,       6.683743216,     -0.3905959823,     0.04223478741
        623,              6.23,      -4.724293544,      -5.558165578,      -6.412121274,                 0,       7.366293518,      0.3179319831,     0.04922146561
        624,              6.24,      -4.753121094,      -5.605395139,      -6.441173643,                 0,      -3.756227177,      0.5510702392,     0.06021275187
        625,              6.25,      -4.711854983,      -5.555888028,      -6.412517112,                 0,        -4.6525884,     -0.2823966072,     0.05305583356
        626,              6.26,      -4.704894226,      -5.547373723,      -6.406258943,                 0,       4.676462906,     -0.4883505047,     0.04290679592
        627,              6.27,      -4.720726562,      -5.556367755,      -6.403367646,                 0,       8.487683446,      0.1287980711,     0.04600629654
        628,              6.28,      -4.756934238,      -5.600436849,       -6.45073545,                 0,      -1.067926273,      0.6398136623,     0.05874424988
        629,              6.29,      -4.713345102,      -5.560804515,      -6.406675803,                 0,      -5.793573228,    -0.06331963786,     0.05636569241
        630,               6.3,      -4.702231965,      -5.543634248,      -6.411100074,                 0,       2.219099751,     -0.5409435215,     0.04465824931
        631,              6.31,      -4.716361091,      -5.552249158,      -6.399231021,                 0,       8.716688811,    -0.05974209099,     0.04375550724
        632,              6.32,      -4.749697807,      -5.583870551,      -6.448242574,                 0,       2.083640234,      0.6260610816,      0.0562889761
        633,              6.33,      -4.721597573,      -5.573867195,      -6.413335711,                 0,      -6.086113904,      0.1751063803,     0.05921287523
        634,              6.34,      -4.703285085,      -5.543905068,      -6.413763978,                 0,     -0.3971174155,     -0.5205012814,     0.04731670536
        635,              6.35,      -4.711708434,      -5.550325408,      -6.400830406,                 0,       8.043845427,     -0.2308343699,     0.04272380979
        636,              6.36,       -4.73803774,      -5.569169898,      -6.433737368,                 0,       5.077868973,      0.5130327931,     0.05317022463
        637,              6.37,      -4.744411077,      -5.599207836,      -6.431306982,                 0,      -5.478465692,      0.3921490263,     0.06060456602
        638,              6.38,      -4.711681292,       -5.55326364,      -6.418172915,                 0,      -2.673229931,     -0.4222419792,     0.05039658948
        639,              6.39,      -4.712202439,      -5.554230921,      -6.408746082,                 0,        6.66675717,     -0.3630414547,     0.04296756791
        640,               6.4,      -4.731494367,      -5.565180108,      -6.418352915,                 0,       7.194693077,       0.340167493,     0.05010667762
        641,              6.41,      -4.759727813,      -5.612134986,      -6.447732268,                 0,       -3.77703119,      0.5600554794,     0.06083908269
        642,              6.42,      -4.718555009,      -5.562095954,      -6.416981587,                 0,      -4.475908241,     -0.2647318209,     0.05383724961
        643,              6.43,      -4.712314334,      -5.555426287,      -6.416285251,                 0,       4.744210076,     -0.4639539959,     0.04415103047
        644,              6.44,       -4.72889614,      -5.564535826,      -6.410597871,                 0,         8.3386213,      0.1502107899,     0.04748536267
        645,              6.45,      -4.764223141,      -5.608319448,      -6.457447218,                 0,      -1.197640053,      0.6450580461,     0.05989046898
        646,              6.46,      -4.720988102,      -5.568086842,       -6.41364675,                 0,      -5.622925218,    -0.05806532421,     0.05736753992
        647,              6.47,      -4.710176871,      -5.552045173,      -6.419674613,                 0,       2.368003828,     -0.5211020183,     0.04609673236
        648,              6.48,      -4.725698838,      -5.561763148,      -6.408362473,                 0,       8.616121744,     -0.0398811522,      0.0455184413
        649,              6.49,      -4.758123987,      -5.592988643,      -6.455887593,                 0,       1.847838668,       0.630227227,     0.05775247032
        650,               6.5,      -4.728187969,      -5.580087572,      -6.420270946,                 0,      -5.950884502,      0.1677882861,     0.06024861976
        651,              6.51,      -4.711113164,      -5.552034097,      -6.421877368,                 0,     -0.1903715991,     -0.5107909642,     0.04860271183
        652,              6.52,      -4.720622313,      -5.559019445,      -6.408543281,                 0,       8.019674712,     -0.2165008388,     0.04431732777
        653,              6.53,       -4.74672276,      -5.578034115,      -6.441640677,                 0,       4.800872288,       0.518326592,     0.05458804495
        654,              6.54,      -4.750564827,      -5.605181239,      -6.438431437,                 0,      -5.428543017,      0.3730801589,     0.06140950461
        655,              6.55,      -4.720375117,      -5.561769747,      -6.425475094,                 0,      -2.426527639,     -0.4271906744,     0.05117143254
        656,              6.56,      -4.719967616,      -5.561567194,      -6.414019195,                 0,       6.708594228,     -0.3549575477,     0.04396987519
        657,              6.57,      -4.740230474,      -5.573798694,      -6.426030061,                 0,       6.938042861,      0.3449955322,     0.05108182112
        658,              6.58,      -4.766058235,      -5.618868118,      -6.455426209,                 0,      -3.844211975,      0.5331549607,     0.06117574647
        659,              6.59,      -4.726826868,      -5.569892153,      -6.422878803,                 0,       -4.23671552,     -0.2859242939,     0.05384867116
        660,               6.6,      -4.719706047,      -5.562502731,       -6.42095959,                 0,       4.864629975,     -0.4643985741,     0.04430669068
        661,              6.61,       -4.73698547,       -5.57262893,      -6.416728058,                 0,       8.154101764,       0.150575241,     0.04773655523
        662,              6.62,      -4.770516251,      -5.615544719,      -6.465189355,                 0,      -1.377918298,      0.6163497373,     0.05965957409
        663,              6.63,      -4.728129897,      -5.574409807,      -6.416906328,                 0,      -5.439006428,    -0.09458598926,     0.05658895429
        664,              6.64,      -4.716863227,      -5.558847335,      -6.426193198,                 0,       2.554863182,      -0.533239798,     0.04535149378
        665,              6.65,      -4.733579736,      -5.569619675,      -6.413612604,                 0,       8.522790518,    -0.04546508176,     0.04494013534
        666,              6.66,      -4.764467909,      -5.600231417,      -6.463640238,                 0,        1.59498862,      0.6033609688,     0.05696060151
        667,              6.67,      -4.731395572,      -5.582939084,       -6.42274427,                 0,      -5.836911651,      0.1219246988,     0.05891369363
        668,              6.68,      -4.716004062,      -5.557011089,      -6.427529577,                 0,    0.006884546942,     -0.5379671495,     0.04714607328
        669,              6.69,      -4.728218133,      -5.566669995,      -6.415981967,                 0,       8.029640916,     -0.2309184389,     0.04301793426
        670,               6.7,      -4.752011409,      -5.583630786,      -6.448145826,                 0,       4.553386842,      0.4937376193,     0.05335686113
        671,              6.71,      -4.752722723,      -5.607201641,      -6.440627236,                 0,      -5.409062822,      0.3200801662,     0.05976529813
        672,              6.72,      -4.725154886,      -5.566701806,      -6.431930995,                 0,      -2.236115444,     -0.4671677408,     0.04933637751
        673,              6.73,      -4.727746484,      -5.569384781,      -6.422628784,                 0,       6.797531475,     -0.3756929326,     0.04234545388
        674,              6.74,      -4.747356903,      -5.580917454,      -6.433774525,                 0,       6.704635654,      0.3236097556,     0.04977001316
        675,              6.75,      -4.769024165,       -5.62230213,      -6.459269353,                 0,       -3.92278424,      0.4748342698,      0.0596066465
        676,              6.76,       -4.73359657,      -5.576280285,      -6.428728931,                 0,       -4.02929192,     -0.3397806624,     0.05205612605
        677,              6.77,       -4.72693364,      -5.569904134,      -6.428752544,                 0,       5.010009605,     -0.4884267866,     0.04284187146
        678,              6.78,      -4.748137851,      -5.583805964,      -6.426760851,                 0,       7.961993211,      0.1357601663,     0.04683495227
        679,              6.79,      -4.776000789,      -5.622407707,      -6.472040369,                 0,      -1.588784054,      0.5570604996,     0.05865460751
        680,               6.8,      -4.736156005,      -5.581732371,      -6.422075701,                 0,      -5.230797505,     -0.1622288193,     0.05526695782
        681,              6.81,      -4.725893172,      -5.568176388,        -6.4356671,                 0,       2.800386811,     -0.5605931307,     0.04453698059
        682,              6.82,      -4.746159052,      -5.581827412,      -6.420875761,                 0,       8.410630281,    -0.05506256893,     0.04491412795
        683,              6.83,      -4.773049909,       -5.61044307,      -6.474370633,                 0,       1.229707493,      0.5538019238,      0.0570298515
        684,              6.84,      -4.737150389,      -5.587676717,      -6.423461765,                 0,      -5.678132306,     0.04741221998,     0.05862748142
        685,              6.85,      -4.724817177,      -5.565748566,      -6.436686595,                 0,      0.3243061904,     -0.5738614199,     0.04739961202
        686,              6.86,      -4.737694663,      -5.575396898,      -6.418671589,                 0,       8.020026179,     -0.2403307046,     0.04415729462
        687,              6.87,      -4.761882751,      -5.594053284,      -6.461352135,                 0,       4.151665695,      0.4637736326,     0.05482570305
        688,              6.88,      -4.756974301,      -5.611242726,      -6.443323491,                 0,      -5.358399819,      0.2466430889,     0.06086835219
        689,              6.89,       -4.73163363,      -5.572711161,      -6.438636822,                 0,      -1.924523834,     -0.5098437591,     0.05081220145
        690,               6.9,      -4.735206686,      -5.576402972,      -6.425826755,                 0,       6.881988242,     -0.3851536961,      0.0447140805
        691,              6.91,      -4.756343107,      -5.589668746,      -6.445535561,                 0,       6.393008088,      0.3094155036,     0.05259594881
        692,              6.92,      -4.773480337,      -5.627236894,      -6.461903164,                 0,      -4.026979617,      0.4121248368,     0.06201939281
        693,              6.93,      -4.740122774,      -5.582485375,      -6.437502053,                 0,        -3.7495199,     -0.3857073456,     0.05454071656
        694,              6.94,      -4.735264364,      -5.578418588,      -6.435533869,                 0,       5.194392164,     -0.4940938801,     0.04618881003
        695,              6.95,      -4.757109402,      -5.592576484,      -6.436416923,                 0,       7.736133005,      0.1354304618,     0.05071025289
        696,              6.96,      -4.782439256,      -5.630055444,      -6.476519535,                 0,      -1.845290207,      0.5112003373,     0.06203921527
        697,              6.97,      -4.745777252,      -5.590851495,      -6.433492568,                 0,      -4.987224332,     -0.2113045563,     0.05826004729
        698,              6.98,       -4.73535769,      -5.578408735,      -6.445937552,                 0,       3.090648408,     -0.5594507123,     0.04825934811
        699,              6.99,      -4.758630215,      -5.594550516,      -6.433379962,                 0,       8.264567125,    -0.03714653342,     0.04927620673
        700,                 7,      -4.783708688,       -5.62266798,       -6.48372842,                 0,      0.8065413592,      0.5290022909,     0.06089306735
        701,              7.01,      -4.747114017,       -5.59653406,      -6.430193837,                 0,      -5.492229741,  -0.0007895497442,     0.06158622049
