"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         160,      -7.205126859,      -6.526196148,       -7.42822443,      -7.508453094,      -6.598165409,      -9.542586385
          0,           0,         161,      -7.210495121,       -6.52915667,      -7.436104715,      -7.518464591,      -6.603592582,      -9.542324392
          0,           0,         162,      -7.215625849,      -6.532046857,      -7.444054091,      -7.528708359,      -6.608789758,       -9.54207947
          0,           0,         163,      -7.220441165,      -6.534856941,      -7.452073448,      -7.539195096,      -6.613672093,      -9.541850159
          0,           0,         164,      -7.224879106,      -6.537579645,      -7.460150012,      -7.549910868,      -6.618170844,      -9.541634972
          0,           0,         165,      -7.228896043,      -6.540210663,      -7.468260086,      -7.560820301,      -6.622237042,      -9.541433706
          0,           0,         166,      -7.232467658,      -6.542748286,      -7.476372858,      -7.571872468,      -6.625843432,      -9.541245227
          0,           0,         167,      -7.235585502,        -6.5451936,      -7.484454714,      -7.583007912,      -6.628981139,      -9.541068161
          0,           0,         168,      -7.238265526,      -6.547550155,      -7.492473174,      -7.594170761,      -6.631669108,      -9.540900312
          0,           0,         169,      -7.240536566,      -6.549823887,      -7.500401143,      -7.605306119,      -6.633940459,      -9.540740243
          0,           0,         170,      -7.242440809,      -6.552022846,      -7.508219179,       -7.61637408,      -6.635842831,       -9.54058713
          0,           0,         171,      -7.244030695,      -6.554156561,      -7.515916399,      -7.627353144,      -6.637434334,      -9.540439466
          0,           0,         172,      -7.245366386,      -6.556235868,      -7.523490291,      -7.638239742,      -6.638780088,       -9.54029717
          0,           0,         173,      -7.246512458,      -6.558272249,      -7.530945306,      -7.649044323,      -6.639947952,       -9.54016051
          0,           0,         174,      -7.247534933,      -6.560277268,      -7.538290267,      -7.659790441,      -6.641005384,       -9.54002896
          0,           0,         175,      -7.248498672,      -6.562262024,       -7.54553541,      -7.670507321,      -6.642016876,      -9.539901832
          0,           0,         176,      -7.249465037,      -6.564236988,      -7.552690034,      -7.681223519,      -6.643041775,      -9.539779268
          0,           0,         177,       -7.25049002,      -6.566211508,      -7.559760258,      -7.691961231,      -6.644132873,      -9.539660986
          0,           0,         178,      -7.251622521,      -6.568193511,      -7.566747982,      -7.702732374,      -6.645335198,      -9.539547236
          0,           0,         179,      -7.252903063,      -6.570189357,      -7.573650454,      -7.713535657,      -6.646685262,      -9.539438714
