"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -4.284203436,       -4.02916727,      -4.493187829,      -3.970563579
          0,           0,           1,      -3.856957492,      -3.749146518,      -3.726883466,      -4.199915096
          0,           0,           2,       -3.57365529,       -3.47913298,       -3.60716207,      -4.049036151
          0,           0,           3,      -3.564200176,      -3.432166833,      -3.688255449,      -4.055096072
          0,           0,           4,      -3.484403253,      -3.309792925,      -3.655460386,      -3.991814432
          0,           0,           5,      -3.500629116,      -3.293576735,      -3.693481063,      -3.995627646
          0,           0,           6,      -3.507217632,      -3.281584567,       -3.71018571,      -3.963221592
          0,           0,           7,      -3.528451565,      -3.285705089,        -3.7172607,      -3.942022587
          0,           0,           8,      -3.558164227,      -3.306446001,      -3.745780932,      -3.964612644
          0,           0,           9,      -3.587463233,      -3.338449191,      -3.775213172,      -4.001016124
          0,           0,          10,      -3.614640461,      -3.377578771,      -3.804470294,      -4.033266424
          0,           0,          11,      -3.640043873,      -3.421624884,      -3.831862004,       -4.06629709
          0,           0,          12,      -3.661817418,      -3.466153207,      -3.850777047,      -4.100943075
          0,           0,          13,      -3.675295704,      -3.498946214,      -3.859841018,      -4.126232612
          0,           0,          14,      -3.673770486,      -3.507496306,      -3.861347242,      -4.134817329
          0,           0,          15,      -3.657665452,      -3.491950973,      -3.858471524,      -4.130108829
          0,           0,          16,      -3.635938568,      -3.464337558,      -3.856031836,      -4.119254005
          0,           0,          17,      -3.617590906,      -3.437179296,      -3.858987998,      -4.109051124
          0,           0,          18,      -3.608060925,      -3.417851496,      -3.870154346,      -4.104822587
          0,           0,          19,      -3.609934611,      -3.409348754,      -3.889188485,      -4.109599645
          0,           0,          20,      -3.623731035,      -3.412169113,      -3.912982041,      -4.124127707
          0,           0,          21,       -3.64827624,      -3.425564368,      -3.937205041,      -4.147489475
          0,           0,          22,      -3.680954107,      -3.448217175,      -3.958479724,      -4.177816499
          0,           0,          23,      -3.717833928,      -3.478403503,      -3.976507923,      -4.213199708
          0,           0,          24,      -3.750092913,      -3.510910897,      -3.987012381,       -4.24211257
          0,           0,          25,      -3.781522725,      -3.549521928,      -3.999642214,      -4.278322515
          0,           0,          26,      -3.810104565,      -3.590618111,      -4.026170158,       -4.31682569
          0,           0,          27,      -3.839545479,      -3.635336086,      -4.055118072,      -4.357860295
          0,           0,          28,      -3.867214987,      -3.677950878,       -4.09225822,      -4.401462952
          0,           0,          29,      -3.894706988,      -3.714846425,      -4.141064207,      -4.443539695
          0,           0,          30,      -3.923765546,      -3.745405716,      -4.194435052,      -4.483045015
          0,           0,          31,      -3.954188679,      -3.769294588,      -4.247720124,      -4.517751477
          0,           0,          32,        -3.9872222,      -3.789558052,      -4.297172232,      -4.547027369
          0,           0,          33,      -4.023919283,      -3.810653517,      -4.336848334,      -4.572701188
          0,           0,          34,      -4.064353835,      -3.835945634,      -4.365951619,      -4.597892804
          0,           0,          35,      -4.099814438,       -3.86059198,      -4.374112727,      -4.607162112
          0,           0,          36,       -4.13871724,      -3.895938931,      -4.390718364,      -4.640841317
          0,           0,          37,      -4.179332284,      -3.938243304,      -4.417848894,      -4.673679746
          0,           0,          38,       -4.22044723,      -3.989830903,      -4.443819741,      -4.715320082
          0,           0,          39,      -4.255781023,      -4.042278275,      -4.481665432,      -4.764511942
          0,           0,          40,      -4.287495851,      -4.089675428,      -4.531700285,      -4.810559928
          0,           0,          41,      -4.316818946,      -4.128520865,       -4.58595005,       -4.85364167
          0,           0,          42,      -4.344698184,      -4.156451191,      -4.644262011,      -4.891152579
          0,           0,          43,      -4.375398294,      -4.177402419,      -4.703312989,       -4.92177424
          0,           0,          44,      -4.412232154,       -4.19808328,      -4.753925545,      -4.949595404
          0,           0,          45,      -4.444816578,      -4.213103007,       -4.76527759,      -4.950602702
          0,           0,          46,      -4.485318312,      -4.240739724,      -4.780687093,       -4.98180804
          0,           0,          47,      -4.527283324,      -4.275194143,      -4.799102101,      -5.009392644
          0,           0,          48,      -4.572118627,      -4.322111472,       -4.81219937,      -5.045849606
          0,           0,          49,      -4.613422619,      -4.375289191,      -4.834556558,      -5.093282892
          0,           0,          50,      -4.649245244,      -4.427445076,      -4.870845943,      -5.140008351
          0,           0,          51,      -4.678871879,      -4.472458885,      -4.917417958,      -5.184713088
          0,           0,          52,       -4.70437273,      -4.505488993,      -4.972959119,      -5.224201554
          0,           0,          53,      -4.731224036,      -4.528095485,       -5.03326225,      -5.256559338
          0,           0,          54,       -4.76355116,      -4.546446578,       -5.09024734,      -5.284431101
          0,           0,          55,      -4.803282976,      -4.566806543,      -5.138303007,      -5.313668154
          0,           0,          56,      -4.839493773,      -4.584255309,      -5.144712117,      -5.316791825
          0,           0,          57,      -4.883122045,      -4.614246487,      -5.153982143,      -5.350400479
          0,           0,          58,      -4.925761274,      -4.651626371,      -5.168995748,      -5.384892585
          0,           0,          59,      -4.968451959,      -4.699703335,      -5.179091868,      -5.426347434
          0,           0,          60,      -5.004437234,      -4.750394073,      -5.198080212,      -5.473361015
          0,           0,          61,      -5.031000583,      -4.794781344,      -5.229913559,      -5.517392352
          0,           0,          62,      -5.048432874,      -4.825461422,      -5.270180569,      -5.554427249
          0,           0,          63,      -5.061963137,       -4.84040802,       -5.31626622,      -5.580409851
          0,           0,          64,      -5.077959494,      -4.845799491,      -5.363293207,      -5.597784281
          0,           0,          65,      -5.099969285,       -4.84968252,      -5.406582234,      -5.612295684
          0,           0,          66,       -5.13005538,      -4.858219588,      -5.444651205,      -5.630016153
          0,           0,          67,      -5.163132789,      -4.869918058,      -5.465360597,      -5.647357651
