"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -3.863545102,      -13.49341966,      -13.48785845,       -1.81583767,      -9.127896143
          0,           0,           1,      -4.275869347,      -3.506237361,      -3.345397088,      -2.227628198,      -9.419143595
          0,           0,           2,      -4.431632499,      -3.589628064,      -3.454863373,      -2.379245781,      -9.755498126
          0,           0,           3,      -4.420418783,      -3.669920902,      -3.661369182,      -2.369058922,      -10.01320253
          0,           0,           4,      -4.470500021,      -3.738476601,      -3.751828695,      -2.419588336,      -10.17408017
          0,           0,           5,      -4.533614191,      -3.794886025,      -3.761908216,      -2.483008392,      -10.26887736
          0,           0,           6,      -4.582798927,      -3.843189545,      -3.781988262,      -2.533037007,       -10.3397145
          0,           0,           7,      -4.618616039,      -3.886605883,      -3.807473165,      -2.569876404,      -10.41078772
          0,           0,           8,      -4.642573362,      -3.926617622,      -3.826778016,      -2.594613225,       -10.4643639
          0,           0,           9,      -4.655892164,      -3.962827714,      -3.836056635,      -2.608344759,      -10.50475811
          0,           0,          10,      -4.660256926,      -3.993588262,      -3.835652815,      -2.612849757,      -10.53772596
          0,           0,          11,      -4.657463244,      -4.016514912,      -3.827443164,      -2.610080632,      -10.56508098
          0,           0,          12,      -4.649485444,      -4.029250156,      -3.813815897,      -2.602129544,      -10.58802311
          0,           0,          13,      -4.638381228,       -4.03041211,      -3.797234634,      -2.591109273,      -10.60959937
          0,           0,          14,      -4.626001945,      -4.020574283,      -3.779879996,      -2.578880931,      -10.63298761
          0,           0,          15,      -4.613750644,      -4.002117001,      -3.763376539,      -2.566834177,      -10.64979369
          0,           0,          16,      -4.602527039,      -3.978228251,      -3.748699408,      -2.555846408,      -10.66326276
          0,           0,          17,      -4.592779768,      -3.951846951,      -3.736231966,      -2.546342825,      -10.67471899
          0,           0,          18,      -4.584603137,      -3.925109714,      -3.725913589,       -2.53839754,      -10.68468171
          0,           0,          19,      -4.577831569,      -3.899299275,       -3.71741563,      -2.531830982,      -10.69343514
          0,           0,          20,      -4.572123089,      -3.875046434,      -3.710305225,      -2.526295076,      -10.70115903
          0,           0,          21,      -4.567041201,       -3.85258031,      -3.704169269,      -2.521355025,      -10.70857141
          0,           0,          22,      -4.562139801,      -3.831921802,      -3.698683091,      -2.516571913,      -10.71661143
          0,           0,          23,      -4.557047685,      -3.812999694,      -3.693625137,      -2.511583327,      -10.72274622
          0,           0,          24,      -4.551537079,      -3.795703393,      -3.688858714,       -2.50616897,      -10.72677559
          0,           0,          25,      -4.545547924,      -3.779899051,      -3.684299429,      -2.500271791,      -10.72937271
          0,           0,          26,      -4.539164682,      -3.765434723,      -3.679888616,      -2.493973703,      -10.73080846
          0,           0,          27,      -4.532556879,      -3.752148373,      -3.675581864,      -2.487436853,      -10.73126456
          0,           0,          28,      -4.525909759,      -3.739880983,      -3.671352955,      -2.480837349,      -10.73090311
          0,           0,          29,      -4.519361357,      -3.728493554,      -3.667199104,       -2.47430403,      -10.72983866
          0,           0,          30,      -4.512967277,      -3.717880512,      -3.663145626,      -2.467885143,      -10.72814792
          0,           0,          31,      -4.506695535,      -3.707972618,      -3.659244311,       -2.46154467,      -10.72601658
          0,           0,          32,      -4.500446281,      -3.698732543,      -3.655564971,      -2.455183263,      -10.72369172
          0,           0,          33,      -4.494084562,      -3.690145634,      -3.652178889,      -2.448670632,        -10.720575
          0,           0,          34,      -4.487479099,      -3.682205893,      -3.649143256,      -2.441883815,      -10.71637949
          0,           0,          35,      -4.480534414,      -3.674904094,      -3.646489001,      -2.434738431,       -10.7113426
          0,           0,          36,      -4.473207814,      -3.668221571,      -3.644212683,       -2.42720378,      -10.70563619
          0,           0,          37,      -4.465512245,      -3.662129151,      -3.642275255,      -2.419303949,      -10.69941201
          0,           0,          38,      -4.457505575,      -3.656588321,      -3.640607289,       -2.41110576,      -10.69281158
          0,           0,          39,      -4.449272328,       -3.65155445,      -3.639117917,      -2.402699514,      -10.68595556
          0,           0,          40,      -4.440906485,       -3.64697857,      -3.637705664,      -2.394181804,      -10.67894892
          0,           0,          41,      -4.432498179,      -3.642808356,      -3.636267359,      -2.385642637,      -10.67187363
          0,           0,          42,      -4.424126599,       -3.63898435,      -3.634706247,      -2.377159135,       -10.6648013
          0,           0,          43,      -4.415857336,      -3.635435486,      -3.632937343,      -2.368793715,      -10.65778162
          0,           0,          44,      -4.407742688,       -3.63207534,      -3.630890332,      -2.360595124,      -10.65083359
          0,           0,          45,      -4.399822814,      -3.628801296,      -3.628511081,      -2.352600147,      -10.64390543
          0,           0,          46,      -4.392126506,      -3.625496256,      -3.625763337,      -2.344834603,      -10.63691944
          0,           0,          47,      -4.384671421,      -3.622035729,      -3.622630237,      -2.337313667,      -10.62984769
          0,           0,          48,      -4.377464266,      -3.618298886,      -3.619115686,      -2.330042034,      -10.62267712
          0,           0,          49,      -4.370501761,      -3.614181269,      -3.615244262,      -2.323014825,      -10.61539047
          0,           0,          50,      -4.363772596,      -3.609607161,      -3.611059659,      -2.316219504,      -10.60796307
          0,           0,          51,      -4.357259944,      -3.604539132,      -3.606620854,      -2.309638379,      -10.60037228
          0,           0,          52,      -4.350944203,      -3.598982376,      -3.601996442,      -2.303251354,      -10.59259296
          0,           0,          53,      -4.344805166,      -3.592982676,      -3.597257782,      -2.297038062,      -10.58461371
          0,           0,          54,       -4.33882334,      -3.586619104,      -3.592471938,      -2.290979175,      -10.57643136
          0,           0,          55,      -4.332980192,      -3.579992706,      -3.587695686,      -2.285056581,      -10.56805519
          0,           0,          56,      -4.327257771,      -3.573213515,      -3.582971375,      -2.279252923,      -10.55949762
          0,           0,          57,      -4.321638106,      -3.566388352,      -3.578324954,      -2.273550946,      -10.55078289
          0,           0,          58,      -4.316102832,      -3.559610933,      -3.573766178,      -2.267933034,      -10.54193777
          0,           0,          59,      -4.310633504,      -3.552955161,       -3.56929061,        -2.2623815,      -10.53298075
          0,           0,          60,      -4.305212571,      -3.546471894,      -3.564882748,      -2.256879532,       -10.5239512
          0,           0,          61,      -4.299824797,      -3.540188614,       -3.56051945,      -2.251412611,      -10.51486758
          0,           0,          62,      -4.294458843,      -3.534111485,      -3.556173273,      -2.245970086,      -10.50579771
          0,           0,          63,      -4.289108483,      -3.528228961,      -3.551815243,       -2.24054639,      -10.49683154
          0,           0,          64,      -4.283773298,       -3.52251626,      -3.547417013,      -2.235141739,      -10.48802268
          0,           0,          65,      -4.278458557,      -3.516940065,      -3.542952229,         -2.229762,      -10.47941984
