"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         236,      -8.712545927,      -8.542835149,      -8.237493095,      -8.186271607,      -8.183160374,      -13.17818538
          0,           0,         237,       -8.72047608,      -8.553421055,      -8.245015533,      -8.193658296,       -8.19169636,      -13.19040409
          0,           0,         238,      -8.728388925,      -8.563991132,      -8.252534248,       -8.20104222,      -8.200215637,       -13.2026379
          0,           0,         239,      -8.736284503,       -8.57454516,      -8.260049212,      -8.208423334,      -8.208718298,      -13.21488655
          0,           0,         240,      -8.744162744,      -8.585082798,      -8.267560414,      -8.215801592,      -8.217204362,      -13.22715005
          0,           0,         241,      -8.752023646,      -8.595603761,       -8.27506785,      -8.223176972,      -8.225673915,      -13.23942862
          0,           0,         242,      -8.759867299,      -8.606107878,      -8.282571532,      -8.230549483,      -8.234127088,      -13.25172241
          0,           0,         243,      -8.767693827,      -8.616595034,       -8.29007151,      -8.237919185,      -8.242564025,      -13.26403134
          0,           0,         244,      -8.775503361,      -8.627065083,      -8.297567885,      -8.245286182,      -8.250984874,      -13.27635522
          0,           0,         245,      -8.783296013,      -8.637517821,      -8.305060807,      -8.252650624,      -8.259389787,      -13.28869392
          0,           0,         246,      -8.791071902,      -8.647953036,      -8.312550467,      -8.260012693,      -8.267778938,      -13.30104742
          0,           0,         247,      -8.798831163,      -8.658370514,      -8.320037093,      -8.267372619,      -8.276152539,      -13.31341577
          0,           0,         248,       -8.80657395,      -8.668770038,      -8.327520951,      -8.274730671,      -8.284510849,      -13.32579906
          0,           0,         249,      -8.814300427,      -8.679151379,      -8.335002322,      -8.282087139,      -8.292854153,      -13.33819738
          0,           0,         250,      -8.822010752,       -8.68951429,      -8.342481487,      -8.289442315,      -8.301182752,      -13.35061085
          0,           0,         251,      -8.829705086,      -8.699858537,      -8.349958716,      -8.296796477,      -8.309496951,       -13.3630396
          0,           0,         252,      -8.837383587,      -8.710183906,      -8.357434255,      -8.304149877,      -8.317797054,      -13.37548374
          0,           0,         253,      -8.845046393,       -8.72049019,      -8.364908322,      -8.311502739,      -8.326083347,      -13.38794333
          0,           0,         254,      -8.852693625,      -8.730777182,      -8.372381105,      -8.318855256,      -8.334356092,      -13.40041835
          0,           0,         255,      -8.860325389,      -8.741044676,       -8.37985276,      -8.326207599,      -8.342615529,      -13.41290892
          0,           0,         256,      -8.867941757,      -8.751292437,       -8.38732342,      -8.333559913,      -8.350861859,      -13.42541531
          0,           0,         257,      -8.875542784,      -8.761520203,      -8.394793202,      -8.340912326,      -8.359095262,      -13.43793763
          0,           0,         258,      -8.883128527,       -8.77172767,      -8.402262204,      -8.348264948,      -8.367315926,      -13.45047586
          0,           0,         259,      -8.890699095,      -8.781914749,      -8.409730517,      -8.355617882,      -8.375524077,         -13.46303
          0,           0,         260,      -8.898254537,      -8.792081222,      -8.417198226,      -8.362971212,      -8.383719898,      -13.47560015
          0,           0,         261,      -8.905794894,        -8.8022268,      -8.424665411,      -8.370325004,      -8.391903553,      -13.48818996
          0,           0,         262,      -8.913320281,      -8.812351385,      -8.432132151,      -8.377679321,      -8.400075264,      -13.50087048
          0,           0,         263,       -8.92083168,      -8.822457295,      -8.439598515,      -8.385034223,      -8.408236066,      -13.51350368
          0,           0,         264,      -8.928328148,      -8.832541587,       -8.44706458,      -8.392389743,       -8.41638516,      -13.52614326
          0,           0,         265,      -8.935809583,      -8.842603753,      -8.454530423,      -8.399745965,      -8.424522611,      -13.53879689
          0,           0,         266,      -8.943276106,      -8.852643633,      -8.461996139,      -8.407102981,      -8.432648655,      -13.55146616
          0,           0,         267,      -8.950727889,      -8.862661163,       -8.46946183,      -8.414460878,      -8.440763579,      -13.56415144
          0,           0,         268,       -8.95816506,      -8.872656258,      -8.476927589,      -8.421819736,      -8.448867659,      -13.57685282
          0,           0,         269,      -8.965587839,      -8.882628858,      -8.484393517,      -8.429179637,      -8.456961311,      -13.58957029
          0,           0,         270,      -8.972996105,      -8.892578863,        -8.4918597,      -8.436540647,      -8.465044404,      -13.60230379
          0,           0,         271,      -8.980389953,      -8.902506134,      -8.499326218,       -8.44390284,      -8.473117167,      -13.61505328
          0,           0,         272,      -8.987769496,      -8.912410571,      -8.506793135,      -8.451266273,      -8.481179862,       -13.6278187
          0,           0,         273,      -8.995134867,       -8.92229214,      -8.514260572,      -8.458631059,      -8.489232752,      -13.64060003
          0,           0,         274,      -9.002486193,      -8.932150802,      -8.521728647,      -8.465997324,      -8.497276109,      -13.65339723
          0,           0,         275,      -9.009823605,      -8.941986508,      -8.529197489,      -8.473365206,      -8.505310192,      -13.66621021
          0,           0,         276,      -9.017147166,      -8.951799126,      -8.536667177,      -8.480734788,      -8.513335207,       -13.6790389
          0,           0,         277,       -9.02445693,      -8.961588519,      -8.544137797,      -8.488106154,      -8.521351342,      -13.69188326
          0,           0,         278,      -9.031752973,      -8.971354569,      -8.551609458,      -8.495479403,      -8.529358829,      -13.70474329
          0,           0,         279,      -9.039035389,      -8.981097194,      -8.559082255,      -8.502854625,      -8.537357898,      -13.71761909
          0,           0,         280,      -9.046304228,      -8.990816313,      -8.566556236,      -8.510231847,      -8.545348729,      -13.73051069
          0,           0,         281,      -9.053559506,      -9.000511801,      -8.574031441,      -8.517611089,      -8.553331482,      -13.74341812
          0,           0,         282,      -9.060801284,      -9.010183574,       -8.58150799,      -8.524992463,      -8.561306378,      -13.75634135
          0,           0,         283,      -9.068029704,      -9.019831632,      -8.588986051,      -8.532376143,      -8.569273711,      -13.76928032
          0,           0,         284,      -9.075244928,      -9.029456017,      -8.596465822,      -8.539762317,      -8.577233785,      -13.78223491
          0,           0,         285,      -9.082447084,      -9.039056773,      -8.603947464,      -8.547151125,      -8.585186857,      -13.79520495
          0,           0,         286,      -9.089636273,       -9.04863393,      -8.611431105,      -8.554542669,      -8.593133144,      -13.80819016
          0,           0,         287,      -9.096812551,      -9.058187488,      -8.618916821,      -8.561937007,      -8.601072829,      -13.82119019
          0,           0,         288,       -9.10397728,      -9.067720612,      -8.626404692,      -8.569334219,      -8.609007213,      -13.83420423
          0,           0,         289,      -9.111129867,      -9.077231645,      -8.633894591,      -8.576734269,      -8.616935772,      -13.84723217
          0,           0,         290,      -9.118269262,      -9.086718217,      -8.641386523,       -8.58413715,       -8.62485778,      -13.86027394
          0,           0,         291,      -9.125395209,      -9.096179886,       -8.64888062,      -8.591542952,      -8.632773211,      -13.87332916
          0,           0,         292,      -9.132507767,      -9.105616639,      -8.656376982,      -8.598951777,      -8.640682238,      -13.88639726
          0,           0,         293,      -9.139607255,      -9.115028704,      -8.663875714,       -8.60636372,      -8.648585322,      -13.89947768
          0,           0,         294,      -9.146693942,      -9.124416372,      -8.671376885,      -8.613778834,      -8.656482966,      -13.91256993
          0,           0,         295,       -9.15376798,      -9.133779886,      -8.678880578,      -8.621197173,        -8.6643755,      -13.92567356
          0,           0,         296,      -9.160829436,      -9.143119392,      -8.686386859,      -8.628618769,      -8.672263142,      -13.93878813
          0,           0,         297,      -9.167878346,      -9.152434969,      -8.693895781,      -8.636043643,      -8.680146048,      -13.95191317
          0,           0,         298,      -9.174914725,      -9.161726661,      -8.701407386,       -8.64347181,      -8.688024347,      -13.96504818
          0,           0,         299,      -9.181938585,      -9.170994496,      -8.708921705,       -8.65090329,      -8.695898147,      -13.97819261
          0,           0,         300,      -9.188949952,      -9.180238516,      -8.716438791,      -8.658338129,      -8.703767577,       -13.9913459
          0,           0,         301,      -9.195948856,      -9.189458775,      -8.723958692,       -8.66577638,      -8.711632773,      -14.00450742
          0,           0,         302,      -9.202935339,      -9.198655293,      -8.731481481,      -8.673218116,      -8.719493899,      -14.01767653
          0,           0,         303,      -9.209909439,      -9.207828104,      -8.739007231,      -8.680663409,      -8.727351136,       -14.0308525
          0,           0,         304,      -9.216871216,       -9.21697728,      -8.746536028,      -8.688112344,      -8.735204683,      -14.04403453
          0,           0,         305,      -9.223820729,      -9.226102936,      -8.754067949,      -8.695564992,      -8.743054739,      -14.05722172
          0,           0,         306,      -9.230758035,      -9.235205172,      -8.761603066,      -8.703021414,      -8.750901483,      -14.07041312
          0,           0,         307,      -9.237683192,      -9.244284189,       -8.76914144,      -8.710481661,      -8.758745092,      -14.08360769
          0,           0,         308,      -9.244596227,      -9.253340107,      -8.776683115,      -8.717945766,      -8.766585713,       -14.0968043
          0,           0,         309,      -9.251497161,      -9.262373011,      -8.784228139,      -8.725413772,      -8.774423491,      -14.11000185
          0,           0,         310,       -9.25838602,       -9.27138298,      -8.791776572,      -8.732885732,      -8.782258593,      -14.12319919
          0,           0,         311,      -9.265262849,      -9.280370096,      -8.799328507,      -8.740361732,      -8.790091211,      -14.13639504
          0,           0,         312,      -9.272127684,      -9.289334441,       -8.80688404,      -8.747841858,      -8.797921539,      -14.14958801
          0,           0,         313,      -9.278980558,      -9.298276118,      -8.814443263,      -8.755326184,      -8.805749754,      -14.16277662
          0,           0,         314,      -9.285821495,       -9.30719524,      -8.822006255,       -8.76281476,      -8.813576013,      -14.17595933
          0,           0,         315,      -9.292650516,      -9.316091936,      -8.829573077,      -8.770307623,      -8.821400458,      -14.18913452
          0,           0,         316,      -9.299467641,      -9.324966345,      -8.837143783,      -8.777804807,      -8.829223225,      -14.20230049
          0,           0,         317,      -9.306272879,      -9.333818602,      -8.844718407,       -8.78530633,      -8.837044438,       -14.2154554
          0,           0,         318,      -9.313066238,      -9.342648852,      -8.852296978,      -8.792812213,      -8.844864212,      -14.22859737
          0,           0,         319,      -9.319847712,      -9.351457211,      -8.859879513,      -8.800322467,      -8.852682657,      -14.24172446
          0,           0,         320,      -9.326617317,      -9.360243804,      -8.867466066,      -8.807837138,       -8.86049991,      -14.25483455
          0,           0,         321,      -9.333375077,      -9.369008758,      -8.875056714,      -8.815356304,       -8.86831614,      -14.26792538
          0,           0,         322,      -9.340121029,      -9.377752227,       -8.88265155,      -8.822880058,      -8.876131522,      -14.28099459
          0,           0,         323,      -9.346855206,      -9.386474378,      -8.890250662,       -8.83040848,      -8.883946225,      -14.29403972
          0,           0,         324,      -9.353577626,      -9.395175382,      -8.897854112,      -8.837941619,      -8.891760393,      -14.30705824
          0,           0,         325,      -9.360288306,       -9.40385542,      -8.905461954,       -8.84547951,      -8.899574158,      -14.32004745
          0,           0,         326,      -9.366987252,      -9.412514667,       -8.91307422,      -8.853022166,      -8.907387639,      -14.33300463
          0,           0,         327,      -9.373674478,        -9.4211533,      -8.920690947,      -8.860569612,      -8.915200955,      -14.34592695
          0,           0,         328,      -9.380349979,      -9.429771474,      -8.928312158,      -8.868121855,      -8.923014215,      -14.35881135
          0,           0,         329,      -9.387013756,      -9.438369344,      -8.935937886,      -8.875678911,      -8.930827521,      -14.37165466
          0,           0,         330,      -9.393665799,      -9.446947049,      -8.943568157,       -8.88324079,      -8.938640972,       -14.3844536
          0,           0,         331,      -9.400306108,      -9.455504735,      -8.951203015,      -8.890807521,      -8.946454677,       -14.3972048
          0,           0,         332,      -9.406934693,      -9.464042552,      -8.958842524,      -8.898379149,      -8.954268766,      -14.40990474
          0,           0,         333,       -9.41355156,      -9.472560655,      -8.966486749,      -8.905955729,      -8.962083361,      -14.42254981
          0,           0,         334,      -9.420156712,      -9.481059198,      -8.974135773,      -8.913537321,      -8.969898579,      -14.43513614
          0,           0,         335,      -9.426750205,      -9.489539326,      -8.981789663,      -8.921123978,      -8.977714571,      -14.44766059
          0,           0,         336,      -9.433332042,      -9.498000256,      -8.989448489,      -8.928715755,      -8.985531473,      -14.46011883
          0,           0,         337,      -9.439902166,       -9.50644197,      -8.997112318,      -8.936312706,      -8.993349382,        -14.472507
          0,           0,         338,      -9.446460618,      -9.514864678,       -9.00478123,      -8.943914907,      -9.001168434,      -14.48482077
          0,           0,         339,      -9.453007427,      -9.523268626,      -9.012455288,      -8.951522414,      -9.008988768,      -14.49705563
          0,           0,         340,       -9.45954253,      -9.531654002,      -9.020134539,      -8.959135246,      -9.016810326,       -14.5092071
          0,           0,         341,      -9.466065874,      -9.540021073,      -9.027819051,      -8.966753469,      -9.024633199,      -14.52127081
          0,           0,         342,      -9.472577556,      -9.548370062,      -9.035508861,      -8.974377105,      -9.032457819,      -14.53324225
          0,           0,         343,      -9.479077647,      -9.556701236,      -9.043203996,      -8.982006181,      -9.040284505,      -14.54511733
          0,           0,         344,      -9.485566142,      -9.565014843,       -9.05090447,      -8.989640712,      -9.048113385,      -14.55689141
          0,           0,         345,      -9.492043026,      -9.573311116,      -9.058610324,      -8.997280735,      -9.055944492,      -14.56855984
          0,           0,         346,      -9.498508267,      -9.581590212,      -9.066321614,      -9.004926287,      -9.063777803,      -14.58011807
          0,           0,         347,      -9.504961863,      -9.589852236,      -9.074038428,      -9.012577437,      -9.071613298,      -14.59156161
          0,           0,         348,      -9.511403814,      -9.598097231,      -9.081760869,      -9.020234262,      -9.079451007,      -14.60288608
          0,           0,         349,       -9.51783413,      -9.606325235,      -9.089489026,      -9.027896831,      -9.087291001,      -14.61408717
          0,           0,         350,      -9.524252818,      -9.614536314,      -9.097222979,      -9.035565199,      -9.095133394,      -14.62516064
          0,           0,         351,      -9.530659866,      -9.622730552,      -9.104962769,      -9.043239389,      -9.102978296,      -14.63610248
          0,           0,         352,      -9.537055271,      -9.630908102,      -9.112708445,      -9.050919435,      -9.110825824,      -14.64690867
          0,           0,         353,      -9.543439007,      -9.639069114,      -9.120460035,      -9.058605352,      -9.118676077,      -14.65757546
          0,           0,         354,      -9.549811059,      -9.647213769,       -9.12821758,      -9.066297168,      -9.126529141,      -14.66809907
          0,           0,         355,      -9.556171384,       -9.65534223,      -9.135981107,      -9.073994896,      -9.134385087,      -14.67847599
          0,           0,         356,      -9.562519953,      -9.663454672,      -9.143750647,       -9.08169855,      -9.142243979,      -14.68870282
          0,           0,         357,      -9.568856743,      -9.671551276,      -9.151526243,      -9.089408157,      -9.150105903,      -14.69877644
          0,           0,         358,      -9.575181743,      -9.679632223,      -9.159307942,      -9.097123751,      -9.157970951,        -14.708694
          0,           0,         359,       -9.58149496,      -9.687697708,      -9.167095814,      -9.104845385,      -9.165839235,      -14.71845281
          0,           0,         360,       -9.58779638,      -9.695747879,      -9.174889906,      -9.112573093,       -9.17371084,      -14.72805063
          0,           0,         361,      -9.594086006,      -9.703782909,       -9.18269028,      -9.120306922,      -9.181585862,       -14.7374854
          0,           0,         362,      -9.600363827,      -9.711802935,      -9.190496988,      -9.128046911,      -9.189464387,      -14.74675554
          0,           0,         363,      -9.606629859,      -9.719808112,      -9.198310107,      -9.135793124,      -9.197346527,      -14.75585969
          0,           0,         364,      -9.612884106,      -9.727798571,      -9.206129708,      -9.143545626,       -9.20523239,      -14.76479689
          0,           0,         365,       -9.61912657,      -9.735774441,      -9.213955859,      -9.151304472,      -9.213122075,      -14.77356647
          0,           0,         366,      -9.625357249,      -9.743735852,       -9.22178863,      -9.159069718,      -9.221015678,      -14.78216812
          0,           0,         367,      -9.631576137,      -9.751682938,      -9.229628078,      -9.166841407,      -9.228913285,      -14.79060186
          0,           0,         368,      -9.637783239,      -9.759615814,      -9.237474273,      -9.174619596,      -9.236814998,      -14.79886816
          0,           0,         369,      -9.643978546,      -9.767534602,      -9.245327277,      -9.182404335,      -9.244720914,      -14.80696788
          0,           0,         370,       -9.65016206,      -9.775439424,      -9.253187158,      -9.190195675,      -9.252631119,      -14.81490204
          0,           0,         371,      -9.656333756,       -9.78333038,      -9.261053962,      -9.197993648,      -9.260545685,      -14.82267211
          0,           0,         372,      -9.662493628,      -9.791207584,      -9.268927746,      -9.205798289,      -9.268464689,      -14.83027981
          0,           0,         373,      -9.668641664,      -9.799071136,      -9.276808573,      -9.213609644,      -9.276388222,      -14.83772721
          0,           0,         374,      -9.674777864,      -9.806921147,      -9.284696508,      -9.221427761,      -9.284316365,      -14.84501668
          0,           0,         375,      -9.680902216,      -9.814757716,      -9.292591619,       -9.22925269,      -9.292249203,       -14.8521507
