"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         181,      -8.246918513,      -7.942887336,      -7.812087998,      -7.769286512,      -7.684365582,      -12.52829144
          0,           0,         182,      -8.255905894,      -7.954020769,      -7.820061521,      -7.777102099,      -7.693925381,       -12.5397266
          0,           0,         183,      -8.264877079,      -7.965146685,      -7.828035473,      -7.784917436,      -7.703472915,      -12.55117609
          0,           0,         184,      -8.273831696,      -7.976264695,      -7.836008104,      -7.792730886,      -7.713007644,      -12.56263951
          0,           0,         185,      -8.282769646,      -7.987375659,      -7.843977699,       -7.80054085,      -7.722529278,      -12.57411681
          0,           0,         186,      -8.291690446,      -7.998479026,      -7.851942641,      -7.808345805,      -7.732037173,      -12.58560789
          0,           0,         187,      -8.300593477,      -8.009574904,      -7.859901441,      -7.816144373,      -7.741530451,      -12.59711269
          0,           0,         188,      -8.309478174,      -8.020663586,      -7.867852717,      -7.823935287,      -7.751008243,       -12.6086311
          0,           0,         189,      -8.318344014,      -8.031745318,      -7.875795219,      -7.831717381,      -7.760469707,      -12.62016305
          0,           0,         190,      -8.327190273,      -8.042820284,      -7.883727847,      -7.839489623,      -7.769913704,      -12.63170867
          0,           0,         191,      -8.336016566,      -8.053888709,      -7.891649701,      -7.847251155,      -7.779339546,      -12.64326813
          0,           0,         192,      -8.344822802,      -8.064950602,      -7.899560009,      -7.855001233,      -7.788746942,      -12.65484158
          0,           0,         193,      -8.353608907,      -8.076005779,      -7.907458069,      -7.862739166,      -7.798135604,      -12.66642922
          0,           0,         194,      -8.362374742,       -8.08705405,      -7.915343408,      -7.870464489,      -7.807505224,      -12.67803105
          0,           0,         195,      -8.371120183,      -8.098095323,      -7.923215814,      -7.878177015,      -7.816855535,      -12.68964688
          0,           0,         196,      -8.379845179,      -8.109129591,      -7.931075304,      -7.885876824,      -7.826186347,      -12.70127653
          0,           0,         197,      -8.388549789,      -8.120156939,      -7.938922065,      -7.893564177,      -7.835497582,      -12.71291984
          0,           0,         198,      -8.397234051,      -8.131177389,       -7.94675637,      -7.901239413,      -7.844789148,      -12.72457703
          0,           0,         199,      -8.405897974,      -8.142190873,      -7.954578545,       -7.90890289,      -7.854060922,      -12.73624841
          0,           0,         200,      -8.414541529,      -8.153197207,      -7.962388902,      -7.916554926,      -7.863312765,       -12.7479342
          0,           0,         201,      -8.423163345,      -8.164195931,      -7.970187762,       -7.92419577,      -7.872542648,      -12.75963455
          0,           0,         202,      -8.431765356,      -8.175186501,      -7.977975289,      -7.931825971,      -7.881753104,      -12.77134946
          0,           0,         203,      -8.440346779,       -8.18616848,      -7.985751626,       -7.93944545,      -7.890943039,      -12.78307877
          0,           0,         204,       -8.44890825,      -8.197142001,      -7.993516999,      -7.947054305,        -7.9001131,       -12.7948225
          0,           0,         205,       -8.45745021,      -8.208107266,      -8.001271723,      -7.954652922,      -7.909263911,       -12.8065808
          0,           0,         206,      -8.465972397,      -8.219064167,      -8.009016153,      -7.962241758,      -7.918395309,       -12.8183538
          0,           0,         207,      -8.474474388,      -8.230012392,      -8.016750633,      -7.969821146,      -7.927506821,       -12.8301439
          0,           0,         208,      -8.482955868,      -8.240951715,      -8.024474627,      -7.977391048,      -7.936597874,      -12.84194701
          0,           0,         209,       -8.49141716,      -8.251881912,      -8.032188869,      -7.984951588,      -7.945668766,      -12.85376403
          0,           0,         210,      -8.499858689,       -8.26280302,      -8.039893978,      -7.992502819,       -7.95471981,      -12.86559517
          0,           0,         211,      -8.508280617,      -8.273715064,      -8.047590052,      -8.000044773,       -7.96375104,      -12.87744048
          0,           0,         212,      -8.516683038,      -8.284618014,      -8.055277085,      -8.007577599,      -7.972762486,       -12.8893009
          0,           0,         213,      -8.525067873,      -8.295513715,      -8.062955055,      -8.015101632,      -7.981755942,      -12.90117582
          0,           0,         214,      -8.533432834,      -8.306400089,      -8.070623827,      -8.022617089,      -7.990729547,      -12.91306368
          0,           0,         215,      -8.541777427,      -8.317276483,      -8.078283636,      -8.030124133,      -7.999682496,      -12.92496508
          0,           0,         216,      -8.550101504,      -8.328142311,      -8.085934799,      -8.037622894,      -8.008614537,      -12.93688021
          0,           0,         217,      -8.558405198,      -8.338997079,      -8.093577587,      -8.045113559,      -8.017525771,      -12.94881227
          0,           0,         218,      -8.566688849,      -8.349840175,       -8.10121221,      -8.052596377,      -8.026416512,      -12.96075557
          0,           0,         219,      -8.574952864,      -8.360671796,      -8.108838874,      -8.060071645,      -8.035287181,      -12.97271384
          0,           0,         220,      -8.583197481,      -8.371491832,      -8.116457782,      -8.067539663,      -8.044138019,       -12.9846867
          0,           0,         221,       -8.59142283,      -8.382300079,      -8.124069173,      -8.075000756,      -8.052969177,       -12.9966734
          0,           0,         222,      -8.599628945,      -8.393096214,      -8.131673303,      -8.082455254,       -8.06178074,      -13.00867369
          0,           0,         223,      -8.607815837,      -8.403879968,      -8.139270418,      -8.089903461,      -8.070572767,       -13.0206878
          0,           0,         224,      -8.615983547,       -8.41465107,      -8.146860729,      -8.097345627,      -8.079345342,      -13.03271583
          0,           0,         225,      -8.624132175,      -8.425409302,      -8.154444459,      -8.104782011,      -8.088098595,      -13.04475773
          0,           0,         226,      -8.632261855,      -8.436154455,      -8.162021822,      -8.112212862,        -8.0968327,      -13.05681346
          0,           0,         227,      -8.640372747,      -8.446886323,      -8.169593027,      -8.119638431,      -8.105547855,      -13.06888293
          0,           0,         228,      -8.648465002,      -8.457604717,      -8.177158272,      -8.127058953,      -8.114244244,      -13.08096606
          0,           0,         229,      -8.656538722,       -8.46830939,      -8.184717759,      -8.134474666,      -8.122921997,      -13.09306319
          0,           0,         230,      -8.664593991,      -8.479000047,      -8.192271675,      -8.141885784,      -8.131581246,      -13.10517471
          0,           0,         231,      -8.672630903,      -8.489676365,      -8.199820234,      -8.149292539,      -8.140222153,      -13.11730098
          0,           0,         232,      -8.680649598,      -8.500338049,      -8.207363716,      -8.156695221,      -8.148844942,      -13.12945662
          0,           0,         233,      -8.688650292,      -8.510984964,      -8.214902438,      -8.164094161,      -8.157449918,      -13.14161567
          0,           0,         234,      -8.696633214,      -8.521616903,      -8.222436727,      -8.171489698,      -8.166037405,      -13.15379058
          0,           0,         235,       -8.70459835,      -8.532233667,      -8.229966875,      -8.178882112,      -8.174607461,      -13.16598151
