"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633204908771746e-05, -1.584144781429097e-01, 2.145784102474124e-01, -5.784277758866629e-02, -1.630899792757950e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.030339853489191e-01
1, 9.990000128750000e-01, -1.454484167495742e-04, -2.264855080893052e-01, 3.288460805248848e-01, -6.345319365600832e-02, -5.798151704785030e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.996954722380941e-01
2, 9.977599978450000e-01, -3.272451590579843e-04, -2.174897346581856e-01, 3.056014990916522e-01, -7.617028180097406e-02, -5.491418492612574e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.984425461573155e-02
3, 9.960200190539999e-01, -5.885116162773984e-04, -2.128975902795089e-01, 2.933591881375070e-01, -8.334957680986724e-02, -5.361313934111322e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.881228777977643e-02
4, 9.937800168990000e-01, -9.419822675752037e-04, -2.112910087327709e-01, 2.890209001323006e-01, -9.341879565076844e-02, -5.343030643927581e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.618285614210573e-02
5, 9.910500049590000e-01, -1.407974213829872e-03, -2.072382720504764e-01, 2.826997962954931e-01, -1.064497155417324e-01, -5.241595386464951e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.162325276656830e-02
6, 9.878399968150000e-01, -2.013442599236492e-03, -1.996681270538742e-01, 2.725980247606606e-01, -1.229897252606552e-01, -5.053787954305756e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.086022399513288e-02
7, 9.841300249100000e-01, -2.790847012636092e-03, -1.865002050346352e-01, 2.554287197193708e-01, -1.420150167453214e-01, -4.724435238097981e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.912806074395522e-03
8, 9.799500107769999e-01, -3.750402975487906e-03, -1.661074838276171e-01, 2.286952643548562e-01, -1.613896257987769e-01, -4.213081680323037e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.773537675977851e-03
9, 9.752799868580000e-01, -4.889499586001285e-03, -1.381158504694941e-01, 1.917860049023756e-01, -1.780008537142381e-01, -3.508063067793542e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.317620792227176e-03
10, 9.701499938960000e-01, -6.165525462372408e-03, -1.041387987691814e-01, 1.469044151681991e-01, -1.885399323924364e-01, -2.647653534584512e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.026339639577610e-04
11, 9.645400047300000e-01, -7.526236059695979e-03, -6.780715433505094e-02, 9.887842384387664e-02, -1.904564331602476e-01, -1.723228258661677e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.672740594748408e-03
12, 9.584699869160000e-01, -8.903865260333058e-03, -3.466757057561792e-02, 5.478933452431387e-02, -1.832148036528619e-01, -8.738618346775723e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.784418188904485e-03
13, 9.519400000570000e-01, -1.024892913306789e-02, -1.022813251799446e-02, 2.154789096791177e-02, -1.691652390073802e-01, -2.449022521914778e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.028916384738680e-03
14, 9.449599981310000e-01, -1.153646829297061e-02, 2.731306086589980e-03, 2.724941570197461e-03, -1.527110107401528e-01, 8.826626104036291e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.473998177585470e-03
15, 9.375399947170000e-01, -1.277059612300416e-02, 5.775160805555723e-03, -3.350525342074180e-03, -1.381712426916535e-01, 1.642278495388891e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.176862197851369e-03
16, 9.296900033950000e-01, -1.397604288482259e-02, 3.597674053780363e-03, -2.230390833076270e-03, -1.280238308991169e-01, 1.027572996713218e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.283877272993176e-04
17, 9.214000105860000e-01, -1.518769945829991e-02, 8.133849960552417e-04, 3.713266786446504e-04, -1.224402677226794e-01, 2.681883994457320e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.641129495918228e-03
18, 9.126999974250000e-01, -1.643011644222511e-02, 3.235171181735686e-04, 7.243618308549726e-04, -1.203314817955348e-01, 9.658478209801050e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.560196199083190e-03
19, 9.035800099370001e-01, -1.772278910479446e-02, 2.943221489478033e-03, -2.397591920671363e-03, -1.201698962170602e-01, 7.429082396708209e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.191710642865614e-03
