"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -4.296931683,      -4.040847148,      -4.511014381,      -3.982900768
          0,           0,           1,      -3.869477384,      -3.761493162,      -3.739228393,      -4.213253375
          0,           0,           2,      -3.589368213,      -3.494264297,      -3.622707442,      -4.064588858
          0,           0,           3,      -3.581685072,      -3.450344571,      -3.703188207,      -4.070811914
          0,           0,           4,      -3.502220771,      -3.329178164,        -3.6723552,      -4.009473651
          0,           0,           5,      -3.519141929,      -3.314806905,      -3.713076611,      -4.015469074
          0,           0,           6,      -3.526023079,      -3.304276055,      -3.730855631,      -3.983800915
          0,           0,           7,      -3.546974979,      -3.309670986,      -3.735804481,       -3.96293998
          0,           0,           8,      -3.575615292,       -3.33135024,      -3.763727134,      -3.986679943
          0,           0,           9,      -3.603830682,      -3.363949999,      -3.793114908,      -4.023751318
          0,           0,          10,      -3.630279235,      -3.403535257,      -3.821713985,      -4.055898889
          0,           0,          11,      -3.654402146,      -3.447004349,      -3.847024639,      -4.087520325
          0,           0,          12,      -3.673485696,      -3.488320004,      -3.862444746,      -4.118877938
          0,           0,          13,      -3.682874179,      -3.513850935,      -3.867813357,      -4.138722266
          0,           0,          14,      -3.676937133,        -3.5124133,      -3.866018465,      -4.140701213
          0,           0,          15,      -3.657338508,      -3.488008457,      -3.860549864,      -4.130029184
          0,           0,          16,      -3.633334133,      -3.454722326,      -3.856324716,      -4.114898521
          0,           0,          17,      -3.613581881,      -3.424525158,      -3.858001056,      -4.102040345
          0,           0,          18,      -3.603131464,       -3.40365804,      -3.868015035,      -4.096245403
          0,           0,          19,      -3.604309165,      -3.394371523,       -3.88577446,      -4.100088369
          0,           0,          20,      -3.617501333,      -3.396818469,      -3.908108625,      -4.114081089
          0,           0,          21,      -3.641507091,      -3.410142549,      -3.930855776,      -4.137283831
          0,           0,          22,      -3.673753127,      -3.433025333,      -3.951039709,      -4.168022345
          0,           0,          23,      -3.709835991,      -3.463358291,      -3.968895809,      -4.204570877
          0,           0,          24,      -3.741447235,      -3.496501154,      -3.975337458,      -4.230518028
          0,           0,          25,      -3.772700397,      -3.535900268,      -3.991708193,      -4.270159283
          0,           0,          26,      -3.801713228,      -3.578162507,      -4.017475462,      -4.309193185
          0,           0,          27,      -3.829925826,      -3.622655847,      -4.045118106,      -4.350447264
          0,           0,          28,      -3.856191299,      -3.663838898,      -4.083134311,      -4.392843983
          0,           0,          29,      -3.882534549,      -3.699022886,      -4.131207163,       -4.43377628
          0,           0,          30,      -3.909689164,      -3.726696258,        -4.1831413,      -4.471244867
          0,           0,          31,      -3.938510831,      -3.747488512,      -4.235726546,      -4.503211569
          0,           0,          32,      -3.970507365,      -3.765224123,      -4.283813563,      -4.530084201
          0,           0,          33,       -4.00654019,        -3.7841364,       -4.32223062,       -4.55368325
          0,           0,          34,       -4.04686705,      -3.807525498,      -4.350938414,      -4.577161935
          0,           0,          35,      -4.085022154,      -3.832098497,      -4.364053695,      -4.592491911
          0,           0,          36,       -4.12418304,      -3.865611373,       -4.37358567,       -4.61642785
          0,           0,          37,      -4.167157132,      -3.907161374,      -4.400558241,      -4.649309005
          0,           0,          38,      -4.213209948,      -3.959786733,      -4.428043982,      -4.691446682
          0,           0,          39,      -4.253943604,      -4.016027979,      -4.465584147,      -4.742497191
          0,           0,          40,      -4.290651105,      -4.069489683,      -4.516966227,      -4.790452323
          0,           0,          41,      -4.325228046,      -4.117597602,      -4.573347619,      -4.838011104
          0,           0,          42,      -4.356340568,      -4.155682023,      -4.634183629,      -4.882591676
          0,           0,          43,      -4.388111887,       -4.18463823,      -4.699042748,      -4.919519514
          0,           0,          44,      -4.424895447,      -4.210843779,       -4.75646367,      -4.951456631
          0,           0,          45,      -4.462569115,      -4.234125344,      -4.784687738,      -4.972846514
          0,           0,          46,       -4.49918409,      -4.261515646,      -4.797968065,      -4.992946271
          0,           0,          47,      -4.538432221,      -4.296057734,      -4.814991018,      -5.021800088
          0,           0,          48,      -4.579750544,      -4.342066542,       -4.82989264,      -5.058882701
          0,           0,          49,      -4.615440073,      -4.393198791,      -4.850085514,      -5.105090024
          0,           0,          50,      -4.645569651,      -4.441174329,      -4.884402141,      -5.147753277
          0,           0,          51,      -4.672742721,      -4.482772668,      -4.928220864,      -5.189383751
          0,           0,          52,      -4.696525869,          -4.51334,      -4.979160598,      -5.228202826
          0,           0,          53,       -4.72203694,      -4.534068504,      -5.037457645,      -5.259535653
          0,           0,          54,      -4.754779766,      -4.553044549,      -5.093362302,      -5.288342325
          0,           0,          55,      -4.787047223,      -4.567622266,      -5.116227137,       -5.30224708
          0,           0,          56,      -4.824770944,      -4.591388525,      -5.127346917,      -5.327136121
          0,           0,          57,      -4.861968464,      -4.620725208,      -5.142395659,      -5.356455709
          0,           0,          58,      -4.902152381,      -4.662056919,      -5.147568221,      -5.392253781
          0,           0,          59,      -4.936130671,      -4.707897228,      -5.152406684,      -5.436168401
          0,           0,          60,      -4.957398565,      -4.745025279,      -5.170443974,      -5.473439071
          0,           0,          61,      -4.968048312,      -4.766494098,      -5.196359731,      -5.501485476
          0,           0,          62,      -4.970958452,      -4.768882404,      -5.224721687,       -5.51671913
          0,           0,          63,      -4.972404284,      -4.757347716,      -5.256502009,      -5.518550943
          0,           0,          64,       -4.97808669,      -4.742396373,      -5.288024426,      -5.514195883
          0,           0,          65,      -4.990825119,      -4.731644449,      -5.315216183,      -5.510612171
          0,           0,          66,      -5.012177367,      -4.729198365,      -5.337363601,      -5.512748655
          0,           0,          67,      -5.043619625,      -4.737472443,      -5.358771526,      -5.528957474
          0,           0,          68,       -5.07365169,      -4.748695434,      -5.351581329,      -5.523325001
          0,           0,          69,      -5.114308505,      -4.774596917,      -5.354142821,      -5.546166487
          0,           0,          70,      -5.158468405,      -4.807802243,      -5.374276509,      -5.574128992
          0,           0,          71,      -5.212512479,      -4.853955991,      -5.392922406,      -5.613733172
          0,           0,          72,      -5.269193383,       -4.90908677,      -5.419993554,      -5.666251345
          0,           0,          73,      -5.320650992,      -4.967477956,      -5.460763985,       -5.72154953
          0,           0,          74,      -5.363280696,      -5.025085609,      -5.510734938,      -5.777995409
          0,           0,          75,      -5.395463503,      -5.077045008,       -5.56646092,      -5.832704897
          0,           0,          76,      -5.418882323,      -5.119153231,      -5.626534917,      -5.881640021
          0,           0,          77,      -5.437553699,      -5.150569595,      -5.688156431,      -5.922152472
          0,           0,          78,      -5.455762959,      -5.174151699,      -5.746297613,      -5.953531358
          0,           0,          79,      -5.476895066,      -5.194763258,        -5.7946938,      -5.978033232
          0,           0,          80,       -5.50299364,      -5.217075831,        -5.8290772,      -6.000023368
          0,           0,          81,      -5.534827897,      -5.244312249,      -5.850835918,      -6.023730078
          0,           0,          82,      -5.571964381,      -5.277886337,      -5.865551444,      -6.051745143
          0,           0,          83,      -5.611517153,      -5.316641275,      -5.875435712,      -6.081759855
          0,           0,          84,       -5.64932081,      -5.358679975,       -5.88420898,      -6.109692101
          0,           0,          85,      -5.688693951,       -5.40611662,      -5.904880564,      -6.146522751
          0,           0,          86,      -5.731948902,      -5.459744945,      -5.939530145,      -6.191975704
          0,           0,          87,      -5.777055971,      -5.517694012,      -5.983478466,      -6.243887102
          0,           0,          88,      -5.822069853,      -5.576083956,      -6.035562153,      -6.298029114
          0,           0,          89,      -5.863289715,      -5.630527938,      -6.091237482,      -6.349094085
          0,           0,          90,      -5.894786008,      -5.675653761,      -6.134138735,      -6.388423213
          0,           0,          91,      -5.912889846,      -5.706495223,       -6.16978959,      -6.418588464
          0,           0,          92,       -5.91793361,      -5.721590154,      -6.197979975,      -6.440065332
          0,           0,          93,      -5.914467426,      -5.723182673,      -6.211175716,         -6.453032
          0,           0,          94,      -5.904660428,       -5.71299296,      -6.214127048,      -6.458973533
          0,           0,          95,      -5.891734774,      -5.694573095,      -6.215382855,      -6.457495527
          0,           0,          96,      -5.879405768,      -5.672700699,      -6.218160371,      -6.450112445
