"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         328,      -9.777973708,       -10.2784837,      -10.30748925,      -9.224228772
          0,           0,         329,      -9.797678614,      -10.29020506,      -10.33654513,      -9.244182758
          0,           0,         330,      -9.817969188,      -10.30364723,      -10.36474949,      -9.264722773
          0,           0,         331,      -9.838765299,      -10.31887178,      -10.39140456,      -9.285756444
          0,           0,         332,      -9.859969014,      -10.33591656,      -10.41583901,      -9.307173423
          0,           0,         333,      -9.881475168,      -10.35479816,      -10.43754812,       -9.32885594
          0,           0,         334,      -9.903174051,      -10.37551914,      -10.45622184,      -9.350683148
          0,           0,         335,      -9.924945105,      -10.39806103,      -10.47180188,      -9.372527241
          0,           0,         336,      -9.946673953,      -10.42237689,      -10.48449145,      -9.394271653
          0,           0,         337,      -9.968258701,      -10.44839271,      -10.49473718,      -9.415814788
          0,           0,         338,      -9.989608433,      -10.47600994,      -10.50316911,      -9.437067633
          0,           0,         339,      -10.01064496,      -10.50509558,      -10.51050019,      -9.457957242
          0,           0,         340,      -10.03130701,      -10.53546677,      -10.51742757,      -9.478431908
          0,           0,         341,      -10.05155448,      -10.56687301,      -10.52457023,      -9.498464784
          0,           0,         342,      -10.07137049,      -10.59898683,       -10.5324458,      -9.518054928
          0,           0,         343,      -10.09076064,      -10.63140043,      -10.54147077,      -9.537225507
          0,           0,         344,      -10.10974997,      -10.66362908,      -10.55197098,      -9.556019591
          0,           0,         345,      -10.12837873,      -10.69512069,      -10.56419384,      -9.574494566
          0,           0,         346,      -10.14669775,      -10.72528453,      -10.57831965,      -9.592716335
          0,           0,         347,      -10.16476397,      -10.75353983,      -10.59447042,      -9.610753779
          0,           0,         348,      -10.18263644,      -10.77938351,      -10.61271602,      -9.628674049
          0,           0,         349,      -10.20037297,      -10.80246364,      -10.63307741,      -9.646538772
          0,           0,         350,      -10.21802729,      -10.82263761,       -10.6555267,      -9.664401062
          0,           0,         351,      -10.23564682,      -10.83999918,      -10.67998386,       -9.68230341
          0,           0,         352,      -10.25327089,       -10.8548613,      -10.70630909,      -9.700276198
          0,           0,         353,      -10.27093001,      -10.86770164,      -10.73428486,      -9.718338008
          0,           0,         354,      -10.28864687,      -10.87910398,      -10.76361034,      -9.736496364
          0,           0,         355,      -10.30643527,      -10.88967353,      -10.79390279,      -9.754745085
          0,           0,         356,      -10.32429128,      -10.89996172,      -10.82463779,      -9.773059834
          0,           0,         357,       -10.3421993,      -10.91045784,      -10.85514138,      -9.791406105
          0,           0,         358,      -10.36014332,      -10.92158097,      -10.88462513,      -9.809748461
          0,           0,         359,      -10.37810132,      -10.93367406,      -10.91224792,      -9.828044888
          0,           0,         360,      -10.39604095,      -10.94700132,      -10.93719726,      -9.846245108
          0,           0,         361,      -10.41392381,      -10.96174696,      -10.95880514,      -9.864296196
          0,           0,         362,      -10.43171415,      -10.97802243,      -10.97668816,      -9.882152007
          0,           0,         363,      -10.44938449,      -10.99587918,      -10.99084001,      -9.899781034
          0,           0,         364,      -10.46691671,      -11.01532309,      -11.00161215,      -9.917168574
          0,           0,         365,      -10.48430302,      -11.03632108,      -11.00959084,       -9.93431716
          0,           0,         366,      -10.50153917,      -11.05878947,      -11.01556461,      -9.951235377
          0,           0,         367,      -10.51864328,      -11.08258535,      -11.02039914,      -9.967957103
          0,           0,         368,      -10.53564088,      -11.10751962,      -11.02491752,      -9.984526315
          0,           0,         369,      -10.55256023,      -11.13335043,      -11.02981433,       -10.0009923
          0,           0,         370,      -10.56943923,      -11.15976869,        -11.035634,      -10.01741516
          0,           0,         371,      -10.58632642,      -11.18640112,      -11.04279638,      -10.03386504
          0,           0,         372,      -10.60328779,      -11.21283299,      -11.05162598,      -10.05042859
          0,           0,         373,      -10.62037446,       -11.2386332,      -11.06235724,      -10.06717309
          0,           0,         374,      -10.63762299,      -11.26338193,      -11.07514749,      -10.08415195
          0,           0,         375,      -10.65507632,      -11.28670581,      -11.09010383,       -10.1014239
          0,           0,         376,      -10.67277624,      -11.30831619,      -11.10729946,      -10.11903907
          0,           0,         377,      -10.69074983,      -11.32805135,       -11.1267629,      -10.13702804
          0,           0,         378,      -10.70900834,      -11.34589216,      -11.14846754,      -10.15540378
          0,           0,         379,      -10.72755144,      -11.36196588,      -11.17233306,      -10.17416499
          0,           0,         380,      -10.74636726,      -11.37652896,      -11.19822696,      -10.19329431
          0,           0,         381,      -10.76542941,      -11.38992884,      -11.22595356,       -10.2127554
          0,           0,         382,      -10.78468937,      -11.40255774,      -11.25521548,      -10.23248553
          0,           0,         383,      -10.80408703,      -11.41481447,      -11.28562486,      -10.25240775
          0,           0,         384,      -10.82355205,       -11.4270809,      -11.31667864,      -10.27243077
          0,           0,         385,      -10.84299755,      -11.43970134,       -11.3477179,      -10.29244217
          0,           0,         386,      -10.86231991,      -11.45295077,      -11.37791426,      -10.31231102
          0,           0,         387,      -10.88141074,      -11.46703536,      -11.40632268,      -10.33190176
          0,           0,         388,      -10.90016406,      -11.48209721,      -11.43199334,      -10.35108201
          0,           0,         389,      -10.91847381,      -11.49822805,      -11.45411441,      -10.36972106
          0,           0,         390,      -10.93623454,      -11.51546436,      -11.47215721,      -10.38769164
          0,           0,         391,      -10.95335231,      -11.53376439,      -11.48600657,      -10.40488305
          0,           0,         392,      -10.96975876,      -11.55299532,      -11.49599767,      -10.42121934
          0,           0,         393,      -10.98541816,      -11.57292873,      -11.50282464,      -10.43666887
          0,           0,         394,      -11.00032944,      -11.59326123,       -11.5073676,      -10.45124509
          0,           0,         395,      -11.01452786,      -11.61362134,      -11.51054562,      -10.46500504
          0,           0,         396,      -11.02808298,      -11.63357974,      -11.51322294,      -10.47804461
          0,           0,         397,      -11.04109252,      -11.65267677,       -11.5161511,      -10.49049038
          0,           0,         398,      -11.05367482,      -11.67044723,      -11.51994161,      -10.50248949
          0,           0,         399,      -11.06596097,      -11.68647547,      -11.52505778,      -10.51419971
          0,           0,         400,      -11.07808877,      -11.70044936,      -11.53183336,      -10.52578203
          0,           0,         401,      -11.09019641,      -11.71220886,      -11.54049528,      -10.53739363
          0,           0,         402,      -11.10241749,      -11.72177061,      -11.55119227,      -10.54918234
          0,           0,         403,      -11.11487624,      -11.72932494,      -11.56401254,      -10.56128236
          0,           0,         404,      -11.12768491,      -11.73520536,      -11.57899796,      -10.57381184
          0,           0,         405,      -11.14094098,      -11.73985145,      -11.59614992,      -10.58687034
          0,           0,         406,      -11.15472694,      -11.74373993,      -11.61543427,      -10.60053946
          0,           0,         407,      -11.16910923,      -11.74734987,      -11.63677645,      -10.61488198
          0,           0,         408,      -11.18413885,      -11.75112019,       -11.6600602,      -10.62994313
          0,           0,         409,      -11.19985039,      -11.75544592,      -11.68511832,      -10.64575004
          0,           0,         410,      -11.21626309,      -11.76064431,      -11.71172167,      -10.66231293
          0,           0,         411,      -11.23337963,      -11.76698853,      -11.73956508,      -10.67962441
          0,           0,         412,      -11.25118716,      -11.77469051,      -11.76825569,      -10.69766056
          0,           0,         413,      -11.26965675,      -11.78391502,      -11.79730429,      -10.71638063
          0,           0,         414,      -11.28874395,      -11.79477894,      -11.82612408,      -10.73572756
          0,           0,         415,      -11.30838944,      -11.80738486,       -11.8540487,      -10.75562943
          0,           0,         416,      -11.32851937,      -11.82179686,      -11.88037647,       -10.7759992
          0,           0,         417,      -11.34904525,      -11.83806239,         -11.90444,      -10.79673538
          0,           0,         418,      -11.36986696,      -11.85619401,      -11.92570897,      -10.81772485
          0,           0,         419,      -11.39087783,      -11.87618901,       -11.9438895,       -10.8388498
          0,           0,         420,      -11.41197166,      -11.89801863,      -11.95896894,      -10.85999701
          0,           0,         421,      -11.43304507,      -11.92163605,      -11.97119786,      -10.88106102
          0,           0,         422,      -11.45400129,      -11.94697084,      -11.98104133,      -10.90194621
          0,           0,         423,      -11.47475547,      -11.97391766,      -11.98911863,      -10.92257076
          0,           0,         424,      -11.49523861,      -12.00233113,      -11.99613117,      -10.94287203
          0,           0,         425,      -11.51539912,      -12.03201455,      -12.00277978,      -10.96280881
          0,           0,         426,      -11.53520456,      -12.06272548,      -12.00968717,      -10.98236273
          0,           0,         427,      -11.55464293,      -12.09412359,      -12.01736897,       -11.0015384
          0,           0,         428,      -11.57372262,      -12.12580509,      -12.02623273,      -11.02036248
          0,           0,         429,      -11.59247138,      -12.15729629,      -12.03659434,      -11.03888149
          0,           0,         430,      -11.61093065,      -12.18805057,      -12.04869478,       -11.0571541
          0,           0,         431,      -11.62915139,      -12.21749398,      -12.06271123,      -11.07524696
          0,           0,         432,      -11.64718978,      -12.24507107,      -12.07876304,      -11.09322834
          0,           0,         433,      -11.66510359,      -12.27030636,      -12.09692125,      -11.11116507
          0,           0,         434,      -11.68294805,      -12.29288445,      -12.11720753,      -11.12911661
          0,           0,         435,      -11.70077362,      -12.31267961,      -12.13959694,      -11.14713323
          0,           0,         436,      -11.71862417,      -12.32980027,      -12.16401161,      -11.16525492
          0,           0,         437,      -11.73653479,      -12.34456794,      -12.19031794,      -11.18350862
          0,           0,         438,      -11.75452932,      -12.35744327,      -12.21830958,      -11.20190625
          0,           0,         439,       -11.7726221,      -12.36898447,      -12.24769534,      -11.22044744
          0,           0,         440,      -11.79081492,      -12.37977359,      -12.27807705,       -11.2391162
          0,           0,         441,       -11.8090984,      -12.39034579,      -12.30893241,      -11.25788312
          0,           0,         442,      -11.82745329,      -12.40118753,      -12.33960651,      -11.27670829
          0,           0,         443,      -11.84585091,      -12.41271447,       -12.3693256,       -11.2955416
          0,           0,         444,      -11.86425414,      -12.42524585,      -12.39724035,      -11.31432526
          0,           0,         445,      -11.88261957,      -12.43902835,      -12.42251057,      -11.33299659
          0,           0,         446,      -11.90089969,      -12.45425038,      -12.44443721,      -11.35149108
          0,           0,         447,      -11.91904851,      -12.47101538,      -12.46261253,      -11.36974988
          0,           0,         448,      -11.93702867,      -12.48938263,      -12.47699437,      -11.38772949
          0,           0,         449,      -11.95481393,      -12.50934372,       -12.4879041,      -11.40540575
          0,           0,         450,      -11.97238754,       -12.5308739,      -12.49594455,       -11.4227702
          0,           0,         451,      -11.98974544,      -12.55385548,      -12.50189505,      -11.43983034
          0,           0,         452,      -12.00689809,      -12.57814637,      -12.50661032,      -11.45661093
          0,           0,         453,      -12.02386736,      -12.60354636,      -12.51092125,       -11.4731534
          0,           0,         454,      -12.04068737,      -12.62975528,      -12.51554677,      -11.48951352
          0,           0,         455,      -12.05740179,      -12.65642552,      -12.52106325,      -11.50575707
          0,           0,         456,        -12.074063,      -12.68313642,      -12.52791061,      -11.52195996
          0,           0,         457,      -12.09073018,      -12.70943188,      -12.53641917,      -11.53820205
          0,           0,         458,      -12.10746468,      -12.73483322,      -12.54682749,      -11.55456498
          0,           0,         459,      -12.12432561,      -12.75887052,      -12.55930963,      -11.57112491
          0,           0,         460,      -12.14136832,      -12.78116558,      -12.57397695,      -11.58795023
          0,           0,         461,      -12.15863955,      -12.80143706,      -12.59089215,      -11.60509761
          0,           0,         462,      -12.17617709,      -12.81956181,      -12.61007788,      -11.62261157
          0,           0,         463,      -12.19400818,      -12.83560419,       -12.6315078,      -11.64052102
          0,           0,         464,      -12.21214664,      -12.84978674,      -12.65511568,       -11.6588385
          0,           0,         465,      -12.23059379,      -12.86245324,      -12.68078063,       -11.6775601
          0,           0,         466,       -12.2493353,      -12.87404814,      -12.70831841,      -11.69666241
          0,           0,         467,      -12.26834115,      -12.88501268,      -12.73746073,      -11.71610241
          0,           0,         468,      -12.28756596,      -12.89582367,      -12.76783577,       -11.7358192
          0,           0,         469,      -12.30694616,      -12.90688177,       -12.7989477,      -11.75572927
          0,           0,         470,      -12.32640502,      -12.91853074,      -12.83015038,      -11.77573234
          0,           0,         471,      -12.34585179,      -12.93103425,      -12.86066546,      -11.79571294
          0,           0,         472,      -12.36518594,       -12.9446537,       -12.8895879,      -11.81554349
          0,           0,         473,      -12.38430182,      -12.95949608,      -12.91598197,      -11.83509267
          0,           0,         474,      -12.40309239,      -12.97569519,      -12.93900232,      -11.85423038
          0,           0,         475,      -12.42144743,      -12.99325514,      -12.95804093,      -11.87282348
          0,           0,         476,       -12.4392633,       -13.0121995,      -12.97287915,        -11.890751
          0,           0,         477,      -12.45646101,      -13.03234413,      -12.98376193,      -11.90792502
          0,           0,         478,       -12.4729778,      -13.05355534,      -12.99132853,      -11.92428087
          0,           0,         479,      -12.48878882,      -13.07557737,      -12.99641644,      -11.93980617
          0,           0,         480,       -12.5038975,      -13.09802682,      -12.99994466,      -11.95452146
          0,           0,         481,      -12.51834666,      -13.12043137,      -13.00281478,      -11.96849375
          0,           0,         482,      -12.53220532,      -13.14233253,      -13.00579201,      -11.98181879
          0,           0,         483,      -12.54556935,      -13.16315124,      -13.00952899,      -11.99462166
          0,           0,         484,      -12.55855141,      -13.18241218,      -13.01450641,      -12.00704187
          0,           0,         485,      -12.57128099,      -13.19957976,      -13.02108236,      -12.01923463
          0,           0,         486,      -12.58388562,      -13.21440607,      -13.02952095,      -12.03134738
          0,           0,         487,      -12.59649932,      -13.22660045,      -13.03998719,      -12.04352952
          0,           0,         488,      -12.60924445,      -13.23632646,      -13.05257088,      -12.05591744
          0,           0,         489,      -12.62224136,      -13.24375276,      -13.06733473,      -12.06863572
          0,           0,         490,      -12.63558892,      -13.24946299,      -13.08428671,      -12.08178907
          0,           0,         491,        -12.649382,      -13.25373401,      -13.10340428,      -12.09546796
          0,           0,         492,      -12.66369015,      -13.25741709,       -13.1246023,        -12.109743
          0,           0,         493,      -12.67857406,       -13.2608819,      -13.14779547,      -12.12466771
          0,           0,         494,      -12.69407797,       -13.2645764,      -13.17280479,      -12.14027845
          0,           0,         495,       -12.7102252,      -13.26896256,      -13.19940176,      -12.15658528
          0,           0,         496,      -12.72702672,      -13.27440348,      -13.22730839,      -12.17359604
          0,           0,         497,      -12.74447844,      -13.28106504,      -13.25612811,      -12.19128854
          0,           0,         498,      -12.76255435,      -13.28920329,       -13.2853747,      -12.20962507
          0,           0,         499,      -12.78121605,      -13.29902761,       -13.3144602,      -12.22855776
          0,           0,         500,      -12.80040582,      -13.31052008,      -13.34269981,      -12.24801254
          0,           0,         501,      -12.82006244,      -13.32387603,       -13.3693791,      -12.26791368
          0,           0,         502,      -12.84009635,      -13.33912168,      -13.39378849,      -12.28816104
          0,           0,         503,      -12.86041622,       -13.3562335,      -13.41535718,      -12.30864738
          0,           0,         504,      -12.88091994,      -13.37527725,      -13.43375121,      -12.32926032
          0,           0,         505,      -12.90151068,      -13.39630643,       -13.4489498,       -12.3498953
          0,           0,         506,      -12.92208281,      -13.41910281,      -13.46118411,      -12.37044563
          0,           0,         507,      -12.94255209,      -13.44349511,      -13.47090348,      -12.39082673
          0,           0,         508,      -12.96283233,      -13.46973664,      -13.47874978,      -12.41095798
          0,           0,         509,      -12.98287559,      -13.49759394,      -13.48542608,      -12.43079791
          0,           0,         510,      -13.00262044,      -13.52662897,      -13.49170513,       -12.4502942
