"PointID","x","y"
0, 9.997500181200000e-01, -3.633242182332590e-05
1, 9.990000128750000e-01, -1.454719496742139e-04
2, 9.977599978450000e-01, -3.275032267180248e-04
3, 9.960200190539999e-01, -5.899047379135851e-04
4, 9.937800168990000e-01, -9.470137792280576e-04
5, 9.910500049590000e-01, -1.421872195954966e-03
6, 9.878399968150000e-01, -2.045007870370312e-03
7, 9.841300249100000e-01, -2.852677359202038e-03
8, 9.799500107769999e-01, -3.857170768465442e-03
9, 9.752799868580000e-01, -5.055678835175658e-03
10, 9.701499938960000e-01, -6.401524313938237e-03
11, 9.645400047300000e-01, -7.836487226062163e-03
12, 9.584699869160000e-01, -9.285627240865544e-03
13, 9.519400000570000e-01, -1.069412060334057e-02
14, 9.449599981310000e-01, -1.203468422517003e-02
15, 9.375399947170000e-01, -1.331250307990558e-02
16, 9.296900033950000e-01, -1.455578030659519e-02
17, 9.214000105860000e-01, -1.580380631190346e-02
18, 9.126999974250000e-01, -1.708483101009785e-02
19, 9.035800099370001e-01, -1.842095694528110e-02
20, 8.940600156780000e-01, -1.981678180247333e-02
21, 8.841500282290000e-01, -2.126855984613677e-02
22, 8.738499879840000e-01, -2.276885917963797e-02
23, 8.631799817090000e-01, -2.430608870038821e-02
24, 8.521599769590000e-01, -2.586987823093720e-02
25, 8.407700061800000e-01, -2.745741667600657e-02
26, 8.290500044819999e-01, -2.905918602058298e-02
27, 8.170099854470000e-01, -3.067102470787351e-02
28, 8.046399950980000e-01, -3.229174821001787e-02
29, 7.919700145720000e-01, -3.391477444253640e-02
30, 7.790099978450000e-01, -3.553586438573480e-02
31, 7.657799720760000e-01, -3.714913497941614e-02
32, 7.522799968720000e-01, -3.875080193007800e-02
33, 7.385200262070000e-01, -4.033557806026219e-02
34, 7.245299816130000e-01, -4.189587685937848e-02
35, 7.103199958800001e-01, -4.342654146289971e-02
36, 6.958900094030001e-01, -4.492361863957055e-02
37, 6.812700033190000e-01, -4.638032031068688e-02
38, 6.664699912070000e-01, -4.779239994917099e-02
39, 6.514999866490000e-01, -4.915602428500072e-02
40, 6.363800168040000e-01, -5.046697263020470e-02
41, 6.211299896240000e-01, -5.172170065381283e-02
42, 6.057599782940000e-01, -5.291808795768825e-02
43, 5.902799963950000e-01, -5.405452093375989e-02
44, 5.747100114820000e-01, -5.512920410482482e-02
45, 5.590599775310000e-01, -5.614159203110240e-02
46, 5.433599948880000e-01, -5.709036775258770e-02
47, 5.276100039480000e-01, -5.797653023124172e-02
48, 5.118399858470000e-01, -5.879968252269647e-02
49, 4.960500001910000e-01, -5.956133404294676e-02
50, 4.802699983120000e-01, -6.026169380692436e-02
