"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         274,      -5.166674901,      -2.329618778,      -2.255690578,       -2.25707351,      0.3136226325
          0,           0,         275,      -5.177038503,      -2.331624156,      -2.261809602,      -2.262624386,      0.3033620765
          0,           0,         276,      -5.189159352,      -2.336024294,      -2.268755405,       -2.26882025,      0.2912395542
          0,           0,         277,      -5.203006569,      -2.342881324,      -2.276558285,      -2.275717831,      0.2772804504
          0,           0,         278,      -5.218501451,       -2.35222421,      -2.285222451,      -2.283351581,      0.2615566039
          0,           0,         279,      -5.235508347,      -2.364048813,      -2.294726626,      -2.291734848,      0.2441959718
          0,           0,         280,      -5.253822474,      -2.378313997,      -2.305025648,      -2.300861518,      0.2253961547
          0,           0,         281,      -5.273158292,      -2.394931565,      -2.316052358,      -2.310708089,        0.20543843
          0,           0,         282,      -5.293139288,      -2.413750846,      -2.327719153,      -2.321234872,      0.1847014634
          0,           0,         283,      -5.313303608,      -2.434534585,      -2.339919468,      -2.332386385,      0.1636618217
          0,           0,         284,       -5.33309864,      -2.456928259,      -2.352527268,      -2.344089334,      0.1429027901
          0,           0,         285,      -5.351932079,      -2.480422437,      -2.365397631,      -2.356247999,      0.1230697014
          0,           0,         286,      -5.369208578,      -2.504326258,      -2.378363703,      -2.368738593,      0.1048324143
          0,           0,         287,      -5.384389327,      -2.527753913,      -2.391238988,      -2.381405682,     0.08881856013
          0,           0,         288,      -5.397057717,      -2.549649223,       -2.40382554,      -2.394065984,     0.07553398053
          0,           0,         289,      -5.406975462,      -2.568874408,      -2.415927787,      -2.406521682,     0.06528768837
          0,           0,         290,       -5.41412273,      -2.584366382,      -2.427369804,      -2.418577847,     0.05813579164
          0,           0,         291,      -5.418707646,      -2.595340558,      -2.438008638,      -2.430057337,     0.05386531319
          0,           0,         292,      -5.421131806,      -2.601468724,      -2.447743623,      -2.440813015,     0.05203229296
          0,           0,         293,      -5.421921822,      -2.602954609,      -2.456526803,      -2.450738894,     0.05204261491
          0,           0,         294,      -5.421654003,      -2.600473664,      -2.464371379,      -2.459782159,     0.05324291381
          0,           0,         295,      -5.420890706,      -2.595007347,      -2.471352544,      -2.467949711,     0.05499763744
          0,           0,         296,      -5.420136906,      -2.587642907,      -2.477599302,      -2.475305491,     0.05674057724
          0,           0,         297,      -5.419818804,      -2.579408993,      -2.483280334,      -2.481960716,     0.05799892552
          0,           0,         298,      -5.420282756,      -2.571182222,      -2.488588058,      -2.488061981,     0.05839365314
          0,           0,         299,      -5.421802373,      -2.563658538,      -2.493723515,      -2.493777868,     0.05762997889
          0,           0,         300,      -5.424586793,      -2.557364289,      -2.498882536,      -2.499284779,     0.05548616495
          0,           0,         301,      -5.428787474,       -2.55268252,      -2.504246229,      -2.504755297,     0.05180381145
          0,           0,         302,      -5.434504095,      -2.549884318,      -2.509973326,      -2.510348844,     0.04647955804
          0,           0,         303,      -5.441789949,      -2.549155289,      -2.516195248,       -2.51620512,     0.03945809735
          0,           0,         304,      -5.450649451,      -2.550617153,      -2.523014095,      -2.522440157,     0.03073285719
          0,           0,         305,      -5.461038231,      -2.554342919,      -2.530500881,       -2.52914367,     0.02034558293
          0,           0,         306,      -5.472857976,      -2.560366798,      -2.538693878,      -2.536378943,     0.00839140898
          0,           0,         307,      -5.485950122,      -2.568688981,      -2.547599792,      -2.544181629,   -0.004973940029
          0,           0,         308,        -5.5000863,      -2.579276422,      -2.557192779,      -2.552559378,    -0.01952333419
          0,           0,         309,      -5.514956637,      -2.592059248,      -2.567413999,      -2.561492359,    -0.03494467056
          0,           0,         310,      -5.530174277,      -2.606921739,      -2.578172134,      -2.570934858,    -0.05084092203
          0,           0,         311,      -5.545272819,      -2.623689392,      -2.589344191,      -2.580816507,    -0.06672467209
          0,           0,         312,      -5.559735439,      -2.642111361,      -2.600778268,      -2.591044826,     -0.0820431383
          0,           0,         313,      -5.573041555,      -2.661840383,       -2.61229859,      -2.601508368,     -0.0962227895
          0,           0,         314,      -5.584724828,      -2.682412298,      -2.623711737,      -2.612077561,     -0.1087304387
          0,           0,         315,      -5.594430022,      -2.703230051,      -2.634810849,      -2.622605379,     -0.1191384615
          0,           0,         316,      -5.601948603,      -2.723563232,      -2.645384668,      -2.632926248,     -0.1271727412
          0,           0,         317,      -5.607230834,      -2.742572586,      -2.655230478,      -2.642860437,     -0.1327368407
          0,           0,         318,      -5.610383521,      -2.759373079,      -2.664172741,      -2.652228679,     -0.1359180109
          0,           0,         319,      -5.611661423,      -2.773142097,      -2.672085315,       -2.66087555,     -0.1369803527
          0,           0,         320,      -5.611441395,      -2.783259968,      -2.678906089,      -2.668690812,       -0.13633461
          0,           0,         321,      -5.610175694,      -2.789436916,      -2.684643189,      -2.675619167,     -0.1344826707
          0,           0,         322,      -5.608334875,      -2.791774808,      -2.689370215,      -2.681661261,     -0.1319504258
          0,           0,         323,      -5.606364873,      -2.790738069,       -2.69321913,       -2.68687027,     -0.1292370012
          0,           0,         324,      -5.604667246,      -2.787054273,      -2.696369953,      -2.691347814,     -0.1267891523
          0,           0,         325,      -5.603589222,      -2.781579366,      -2.699035958,      -2.695236085,     -0.1249893065
          0,           0,         326,      -5.603416382,      -2.775170313,      -2.701444845,      -2.698703648,     -0.1241487788
          0,           0,         327,      -5.604374736,      -2.768598232,      -2.703821846,      -2.701931908,     -0.1245116256
          0,           0,         328,      -5.606637159,      -2.762507798,      -2.706377031,      -2.705102889,     -0.1262630174
          0,           0,         329,      -5.610330394,      -2.757411579,      -2.709297128,      -2.708389794,     -0.1295379724
          0,           0,         330,      -5.615540745,      -2.753703004,      -2.712740909,      -2.711949992,     -0.1344284834
          0,           0,         331,      -5.622316963,      -2.751674939,      -2.716836961,      -2.715920005,     -0.1409876093
          0,           0,         332,      -5.630671266,      -2.751539636,       -2.72168345,      -2.720412742,      -0.149231597
          0,           0,         333,      -5.640577936,      -2.753445731,      -2.727348569,      -2.725516114,     -0.1591390181
          0,           0,         334,       -5.65196869,      -2.757491304,      -2.733871285,      -2.731292948,     -0.1706463986
          0,           0,         335,       -5.66472524,      -2.763732909,      -2.741261831,       -2.73778108,      -0.183640594
          0,           0,         336,      -5.678670739,      -2.772190192,       -2.74950217,      -2.744994264,     -0.1979494186
          0,           0,         337,      -5.693560411,      -2.782846857,      -2.758546233,       -2.75292272,     -0.2133305224
          0,           0,         338,      -5.709076981,      -2.795648095,      -2.768320844,      -2.761534195,     -0.2294642576
          0,           0,         339,      -5.724826374,      -2.810493401,      -2.778726408,      -2.770775542,     -0.2459460526
          0,           0,         340,      -5.740353467,      -2.827224334,      -2.789639321,       -2.78057425,     -0.2622980012
          0,           0,         341,      -5.755170232,      -2.845611162,      -2.800913307,      -2.790839798,     -0.2779933391
          0,           0,         342,      -5.768796706,      -2.865333716,      -2.812381355,      -2.801462976,     -0.2924974198
          0,           0,         343,      -5.780813389,      -2.885964618,      -2.823857471,      -2.812313575,     -0.3053235231
          0,           0,         344,      -5.790903406,      -2.906957576,      -2.835138586,      -2.823236314,     -0.3160839303
          0,           0,         345,      -5.798869347,       -2.92764802,      -2.846010677,      -2.834049527,     -0.3245190518
          0,           0,         346,      -5.804633241,      -2.947274329,      -2.856261654,      -2.844552108,     -0.3305085874
          0,           0,         347,      -5.808235395,      -2.965028584,      -2.865700803,      -2.854541969,     -0.3340770253
          0,           0,         348,      -5.809838842,      -2.980143361,      -2.874179253,      -2.863838947,     -0.3353981797
          0,           0,         349,      -5.809729253,      -2.992004386,      -2.881604987,      -2.872304041,     -0.3347906591
          0,           0,         350,      -5.808307737,      -3.000264833,      -2.887952614,      -2.879851841,     -0.3327021642
          0,           0,         351,      -5.806059063,      -3.004917682,      -2.893266716,      -2.886457441,     -0.3296691064
          0,           0,         352,       -5.80349691,       -3.00629941,      -2.897655824,      -2.892158083,     -0.3262552212
          0,           0,         353,      -5.801103465,      -3.005020392,      -2.901283075,      -2.897046271,     -0.3229870585
          0,           0,         354,      -5.799290701,      -3.001848619,      -2.904348451,      -2.901257785,     -0.3203131775
          0,           0,         355,      -5.798392007,      -2.997592004,      -2.907070562,      -2.904957506,     -0.3185953131
          0,           0,         356,      -5.798670524,      -2.993010571,      -2.909670211,       -2.90832576,     -0.3181172348
          0,           0,         357,      -5.800331793,      -2.988766725,      -2.912357104,      -2.911545825,     -0.3190984841
          0,           0,         358,      -5.803530736,      -2.985408535,      -2.915321106,       -2.91479406,     -0.3217034294
          0,           0,         359,      -5.808379911,      -2.983373106,      -2.918726188,      -2.918232281,     -0.3260510598
          0,           0,         360,      -5.814954219,      -2.983000382,      -2.922707562,      -2.922002778,     -0.3322213052
          0,           0,         361,      -5.823293031,      -2.984550184,      -2.927370414,       -2.92622512,     -0.3402584621
          0,           0,         362,      -5.833399987,      -2.988218604,      -2.932789946,      -2.930994402,     -0.3501720275
          0,           0,         363,      -5.845238797,      -2.994151386,      -2.939011572,      -2.936380783,     -0.3619332821
          0,           0,         364,      -5.858726553,      -3.002453986,      -2.946051321,      -2.942429589,     -0.3754689075
          0,           0,         365,      -5.873723115,      -3.013196058,       -2.95389643,      -2.949162081,     -0.3906503518
          0,           0,         366,      -5.890025726,      -3.026413117,      -2.962506392,      -2.956577017,     -0.4072868895
          0,           0,         367,      -5.907349507,      -3.042101505,      -2.971814065,      -2.964652511,     -0.4251052901
          0,           0,         368,      -5.925322885,      -3.060206396,      -2.981728304,      -2.973348658,     -0.4437414819
          0,           0,         369,       -5.94348691,      -3.080601885,      -2.992135955,      -2.982610007,     -0.4627350127
          0,           0,         370,      -5.961308838,      -3.103060084,      -3.002904715,      -2.992366608,     -0.4815364966
          0,           0,         371,      -5.978216431,      -3.127211135,      -3.013885561,       -3.00253246,     -0.4995358266
          0,           0,         372,      -5.993651695,      -3.152495824,      -3.024912121,      -3.012999816,     -0.5161130445
          0,           0,         373,       -6.00713067,      -3.178121831,      -3.035800958,       -3.02363154,      -0.530702104
          0,           0,         374,      -6.018293295,      -3.203040506,       -3.04635713,      -3.034258256,     -0.5428523252
          0,           0,         375,      -6.026936771,      -3.225976267,      -3.056386518,      -3.044687641,     -0.5522786046
          0,           0,         376,      -6.033035927,      -3.245543257,      -3.065713741,        -3.0547243,     -0.5588975769
          0,           0,         377,      -6.036747524,       -3.26046758,      -3.074199906,      -3.064191148,     -0.5628412851
          0,           0,         378,      -6.038388998,      -3.269871302,      -3.081754155,      -3.072944004,      -0.564437167
          0,           0,         379,      -6.038394787,      -3.273505594,      -3.088342305,      -3.080882603,     -0.5641578633
          0,           0,         380,      -6.037265553,      -3.271816146,       -3.09399382,      -3.087962055,     -0.5625591923
          0,           0,         381,      -6.035518507,      -3.265806898,      -3.098802595,      -3.094199512,     -0.5602185319
          0,           0,         382,      -6.033643952,      -3.256774519,      -3.102917223,       -3.09967066,     -0.5576823214
          0,           0,         383,      -6.032078175,      -3.246040433,      -3.106524369,      -3.104498732,     -0.5554341575
          0,           0,         384,       -6.03119386,      -3.234772313,      -3.109831248,      -3.108840664,     -0.5538837746
          0,           0,         385,      -6.031299437,      -3.223909712,       -3.11304953,      -3.112872403,      -0.553366965
          0,           0,         386,      -6.032642286,      -3.214161793,        -3.1163824,      -3.116775356,      -0.554150321
          0,           0,         387,      -6.035414012,      -3.206040037,      -3.120014955,      -3.120725162,     -0.5564385543
          0,           0,         388,      -6.039757066,      -3.199901173,      -3.124108251,      -3.124883402,     -0.5603830732
          0,           0,         389,      -6.045770464,      -3.195986814,       -3.12879626,      -3.129392556,     -0.5660894509
          0,           0,         390,      -6.053512356,      -3.194456515,      -3.134184668,       -3.13437249,     -0.5736213982
          0,           0,         391,      -6.063001358,       -3.19541105,      -3.140350507,      -3.139919093,     -0.5830030132
          0,           0,         392,      -6.074213436,      -3.198908725,      -3.147342291,      -3.146103594,     -0.5942163036
          0,           0,         393,      -6.087075851,      -3.204975404,      -3.155180153,      -3.152972569,     -0.6071952635
          0,           0,         394,      -6.101458376,      -3.213609148,      -3.163856003,      -3.160548386,     -0.6218166689
          0,           0,         395,      -6.117162692,      -3.224780057,      -3.173333747,      -3.168829996,     -0.6378883259
          0,           0,         396,      -6.133911869,      -3.238425211,      -3.183549859,      -3.177794161,     -0.6551364642
          0,           0,         397,      -6.151345296,      -3.254439443,      -3.194414623,      -3.187397256,     -0.6731971387
          0,           0,         398,      -6.169011147,      -3.272657547,      -3.205813733,      -3.197576983,     -0.6916053672
          0,           0,         399,      -6.186391617,      -3.292832213,       -3.21761105,      -3.208254249,     -0.7098145062
          0,           0,         400,      -6.202927895,      -3.314605465,      -3.229650597,      -3.219333057,     -0.7272184547
          0,           0,         401,      -6.218070961,      -3.337475583,      -3.241758316,      -3.230698013,     -0.7432024423
          0,           0,         402,      -6.231337956,       -3.36076909,      -3.253743261,      -3.242209597,     -0.7572054306
          0,           0,         403,      -6.242361296,      -3.383628019,      -3.265401181,      -3.253700569,     -0.7687807781
          0,           0,         404,      -6.250921004,       -3.40503271,      -3.276524812,       -3.26497943,     -0.7776438854
          0,           0,         405,      -6.256964945,      -3.423878697,      -3.286921899,      -3.275846092,      -0.783705888
          0,           0,         406,      -6.260620727,      -3.439121013,       -3.29643616,      -3.286115231,     -0.7870922519
          0,           0,         407,      -6.262189017,      -3.449967072,       -3.30496373,      -3.295636968,     -0.7881340304
          0,           0,         408,      -6.262105925,      -3.456054959,      -3.312461326,      -3.304308812,     -0.7873211009
          0,           0,         409,      -6.260883402,      -3.457539143,      -3.318948944,      -3.312082051,     -0.7852303848
          0,           0,         410,      -6.259050041,      -3.455045257,      -3.324509155,      -3.318965488,     -0.7824552758
          0,           0,         411,      -6.257104621,      -3.449518326,      -3.329280922,      -3.325024553,     -0.7795511431
          0,           0,         412,      -6.255484679,       -3.44202973,      -3.333445871,       -3.33037298,     -0.7770001809
          0,           0,         413,      -6.254553023,      -3.433611168,      -3.337210452,      -3.335159714,     -0.7751977692
          0,           0,         414,      -6.254599804,      -3.425154681,      -3.340788901,      -3.339555045,     -0.7744562286
          0,           0,         415,      -6.255850932,      -3.417377143,      -3.344389146,      -3.343737501,     -0.7750155247
          0,           0,         416,      -6.258476095,       -3.41082608,      -3.348202154,      -3.347882381,     -0.7770536523
          0,           0,         417,      -6.262595272,      -3.405904435,      -3.352394803,      -3.352152784,     -0.7806953402
          0,           0,         418,        -6.2682838,      -3.402900187,      -3.357105889,      -3.356693339,     -0.7860189344
          0,           0,         419,      -6.275575429,      -3.402013626,       -3.36244437,      -3.361626247,     -0.7930608344
          0,           0,         420,      -6.284462675,      -3.403378974,       -3.36848893,      -3.367049273,     -0.8018168002
          0,           0,         421,      -6.294894217,      -3.407080824,      -3.375288026,      -3.373034583,     -0.8122398506
          0,           0,         422,      -6.306769052,      -3.413164205,      -3.382859994,      -3.379628561,     -0.8242344508
          0,           0,         423,      -6.319928121,      -3.421639868,      -3.391193186,       -3.38685201,     -0.8376475976
          0,           0,         424,      -6.334144539,      -3.432484567,      -3.400246019,      -3.394700728,     -0.8522577943
          0,           0,         425,      -6.349115195,      -3.445636653,       -3.40994736,      -3.403146553,     -0.8677644363
          0,           0,         426,      -6.364457327,      -3.460986741,      -3.420197482,       -3.41213894,     -0.8837810942
          0,           0,         427,      -6.379714844,      -3.478362901,      -3.430870179,      -3.421607186,     -0.8998377003
          0,           0,         428,      -6.394389639,      -3.497510732,      -3.441816925,      -3.431462891,     -0.9154065097
          0,           0,         429,      -6.407976008,      -3.518069055,      -3.452869932,      -3.441601434,     -0.9299352859
          0,           0,         430,      -6.420020946,       -3.53954419,      -3.463846495,      -3.451901105,     -0.9429081759
          0,           0,         431,       -6.43017169,      -3.561291412,      -3.474552336,      -3.462219393,     -0.9539002206
          0,           0,         432,      -6.438203129,      -3.582512501,       -3.48478699,      -3.472390025,     -0.9626162954
          0,           0,         433,      -6.444027125,      -3.602283633,      -3.494355887,      -3.482228199,     -0.9689129072
          0,           0,         434,       -6.44769639,      -3.619629186,      -3.503089708,      -3.491548688,     -0.9728114365
          0,           0,         435,      -6.449407641,      -3.633648895,      -3.510865173,      -3.500190898,     -0.9745049301
          0,           0,         436,      -6.449490415,       -3.64367996,      -3.517618924,      -3.508038481,      -0.974344536
          0,           0,         437,      -6.448369015,      -3.649440138,      -3.523351662,      -3.515027625,     -0.9727946854
          0,           0,         438,      -6.446510499,      -3.651090934,      -3.528126681,      -3.521149115,     -0.9703722893
          0,           0,         439,      -6.444381261,      -3.649195256,      -3.532065566,      -3.526448828,      -0.967594847
          0,           0,         440,      -6.442416014,      -3.644591154,      -3.535338607,      -3.531023754,     -0.9649431799
          0,           0,         441,       -6.44099727,       -3.63823163,      -3.538148929,       -3.53501147,     -0.9628378185
          0,           0,         442,       -6.44044692,       -3.63104532,       -3.54071432,      -3.538576286,     -0.9616301112
          0,           0,         443,      -6.441027189,      -3.623849463,      -3.543251173,      -3.541895617,     -0.9616041454
          0,           0,         444,      -6.442944906,      -3.617314758,      -3.545962333,       -3.54514808,     -0.9629825534
          0,           0,         445,      -6.446356661,      -3.611965401,      -3.549028887,      -3.548503934,     -0.9659333096
          0,           0,         446,       -6.45137416,       -3.60819706,       -3.55260543,      -3.552118082,     -0.9705766096
          0,           0,         447,      -6.458068728,      -3.606300936,      -3.556817876,      -3.556125462,     -0.9769906731
          0,           0,         448,       -6.46647334,      -3.606486637,      -3.561762866,      -3.560638186,     -0.9852148553
          0,           0,         449,      -6.476581877,      -3.608901373,      -3.567507838,       -3.56574417,      -0.995249689
          0,           0,         450,      -6.488346331,      -3.613644365,      -3.574091409,      -3.571506693,      -1.007054417
          0,           0,         451,      -6.501665795,      -3.620775619,      -3.581523407,      -3.577964364,      -1.020536458
          0,           0,         452,      -6.516381833,      -3.630321483,       -3.58978567,      -3.585131981,      -1.035545635
          0,           0,         453,       -6.53226689,      -3.642274724,      -3.598832159,      -3.593001442,       -1.05186137
          0,           0,         454,      -6.549014023,       -3.65658992,      -3.608589927,      -3.601543175,      -1.069180056
          0,           0,         455,       -6.56623209,      -3.673173349,      -3.618960745,      -3.610708056,      -1.087106599
          0,           0,         456,      -6.583450991,       -3.69186659,      -3.629823375,      -3.620429437,      -1.105154973
          0,           0,         457,      -6.600143019,      -3.712423371,      -3.641036039,      -3.630624429,      -1.122764775
          0,           0,         458,      -6.615763877,      -3.734480758,      -3.652438338,      -3.641193114,      -1.139339232
          0,           0,         459,      -6.629807476,        -3.7575286,      -3.663852085,      -3.652014573,      -1.154301503
          0,           0,         460,      -6.641857824,      -3.780885086,      -3.675082481,      -3.662940928,      -1.167154511
          0,           0,         461,       -6.65162267,      -3.803690511,      -3.685923534,      -3.673794815,      -1.177528115
          0,           0,         462,          -6.65895,      -3.824935865,       -3.69617131,      -3.684377558,      -1.185210562
          0,           0,         463,      -6.663839784,      -3.843545131,       -3.70564362,      -3.694489157,      -1.190171312
          0,           0,         464,      -6.666453375,      -3.858520746,      -3.714199603,      -3.703951817,      -1.192574189
          0,           0,         465,      -6.667107542,      -3.869129667,      -3.721753358,      -3.712627581,      -1.192767587
          0,           0,         466,      -6.666244551,      -3.875067967,      -3.728281345,      -3.720429114,      -1.191245477
          0,           0,         467,      -6.664382774,       -3.87653478,      -3.733825807,      -3.727327163,      -1.188586949
          0,           0,         468,      -6.662058989,      -3.874180523,      -3.738492621,      -3.733353637,      -1.185388612
          0,           0,         469,      -6.659774249,      -3.868952557,      -3.742440743,      -3.738596386,      -1.182203884
          0,           0,         470,      -6.657960163,      -3.861905382,      -3.745865314,       -3.74318717,      -1.179506408
          0,           0,         471,      -6.656970644,      -3.854045215,      -3.748979524,      -3.747287433,       -1.17768155
          0,           0,         472,      -6.657088034,      -3.846240524,      -3.751998558,       -3.75107437,      -1.177033667
          0,           0,         473,      -6.658532063,      -3.839191345,      -3.755126789,      -3.754728389,      -1.177796964
          0,           0,         474,      -6.661468329,      -3.833435684,      -3.758548695,      -3.758422917,      -1.180146131
          0,           0,         475,      -6.666015726,      -3.829373384,      -3.762423344,      -3.762316901,      -1.184205838
          0,           0,         476,      -6.672251977,      -3.827294524,      -3.766881627,      -3.766549761,      -1.190058033
          0,           0,         477,      -6.680216416,      -3.827405494,      -3.772025226,      -3.771238336,      -1.197746127
          0,           0,         478,      -6.689909582,       -3.82984999,      -3.777926459,      -3.776475293,      -1.207275618
          0,           0,         479,      -6.701289524,      -3.834724299,      -3.784628445,      -3.782328537,      -1.218611022
          0,           0,         480,      -6.714264887,      -3.842087107,      -3.792145346,      -3.788841284,       -1.23166917
          0,           0,         481,      -6.728685244,      -3.851964165,      -3.800462639,      -3.796032609,      -1.246309183
          0,           0,         482,      -6.744329789,      -3.864347888,      -3.809537575,      -3.803898482,      -1.262320065
          0,           0,         483,      -6.760896663,      -3.879191551,      -3.819300102,      -3.812413332,      -1.279407847
          0,           0,         484,      -6.777996875,      -3.896397253,      -3.829654597,      -3.821532148,      -1.297185965
          0,           0,         485,      -6.795158409,      -3.915796576,        -3.8404824,      -3.831192777,      -1.315174447
          0,           0,         486,      -6.811846935,      -3.937123206,      -3.851644762,      -3.841317468,      -1.332814933
          0,           0,         487,      -6.827506347,      -3.959978306,      -3.862985202,      -3.851812079,       -1.34950663
          0,           0,         488,      -6.841613508,      -3.983792852,      -3.874330529,      -3.862561691,      -1.364660513
          0,           0,         489,      -6.853733745,      -4.007796617,      -3.885491804,      -3.873424012,      -1.377760782
          0,           0,         490,      -6.863563913,      -4.031010717,      -3.896269475,      -3.884226639,      -1.388420327
          0,           0,         491,      -6.870953865,      -4.052286239,      -3.906466362,      -3.894775748,      -1.396418274
          0,           0,         492,      -6.875925716,      -4.070415023,      -3.915907412,      -3.904876825,      -1.401732154
          0,           0,         493,      -6.878675306,       -4.08431996,       -3.92445876,      -3.914358018,      -1.404546148
          0,           0,         494,      -6.879548972,      -4.093283413,      -3.932039925,      -3.923086022,      -1.405226572
          0,           0,         495,      -6.878996071,      -4.097124127,      -3.938629802,      -3.930974819,      -1.404266584
          0,           0,         496,      -6.877515742,      -4.096239197,      -3.944270123,        -3.9379929,      -1.402221883
          0,           0,         497,      -6.875610945,      -4.091493528,      -3.949064586,      -3.944167811,      -1.399653951
          0,           0,         498,      -6.873751187,      -4.084011238,      -3.953169395,      -3.949582668,      -1.397085045
          0,           0,         499,      -6.872348368,      -4.074958124,      -3.956776704,      -3.954365149,      -1.394970334
          0,           0,         500,      -6.871748967,      -4.065386726,      -3.960096604,      -3.958673707,       -1.39368949
          0,           0,         501,      -6.872235854,       -4.05616389,      -3.963341279,      -3.962683638,      -1.393549549
          0,           0,         502,      -6.874032879,      -4.047960029,      -3.966712421,      -3.966574251,      -1.394791282
          0,           0,         503,      -6.877310497,       -4.04127124,      -3.970392247,      -3.970518283,      -1.397596776
          0,           0,         504,      -6.882192696,      -4.036453134,      -3.974538043,      -3.974674162,      -1.402098126
          0,           0,         505,      -6.888758606,       -4.03375374,      -3.979279104,      -3.979180566,      -1.408380872
          0,           0,         506,       -6.89704905,      -4.033341688,      -3.984715915,      -3.984153509,      -1.416491463
          0,           0,         507,      -6.907064432,      -4.035327771,      -3.990919686,      -3.989684623,      -1.426436113
          0,           0,         508,      -6.918760539,      -4.039779301,        -3.9979324,      -3.995840421,      -1.438177093
          0,           0,         509,      -6.932041304,      -4.046729017,      -4.005766826,      -4.002662197,      -1.451625489
          0,           0,         510,      -6.946749154,      -4.056178958,      -4.014406547,      -4.010166408,      -1.466630885
          0,           0,         511,      -6.962654036,      -4.068099585,      -4.023806165,      -4.018345487,      -1.482968897
          0,           0,         512,      -6.979443547,      -4.082424007,      -4.033891983,      -4.027169201,      -1.500328739
          0,           0,         513,      -6.996718046,      -4.099036728,      -4.044563492,      -4.036586561,      -1.518304586
          0,           0,         514,      -7.013996235,       -4.11775613,       -4.05569579,      -4.046528041,      -1.536396466
          0,           0,         515,      -7.030737333,      -4.138310312,      -4.067142613,      -4.056907371,      -1.554027826
          0,           0,         516,      -7.046383043,      -4.160307424,      -4.078739173,       -4.06762158,      -1.570584978
          0,           0,         517,      -7.060413707,      -4.183204664,       -4.09030408,      -4.078548044,      -1.585475452
          0,           0,         518,      -7.072402903,      -4.206284436,      -4.101641281,      -4.089539299,      -1.598191198
          0,           0,         519,      -7.082055193,      -4.228651164,       -4.11254565,      -4.100420542,      -1.608360308
          0,           0,         520,      -7.089226106,      -4.249266941,      -4.122816171,      -4.110997106,      -1.615782105
          0,           0,         521,      -7.093935304,      -4.267045102,      -4.132276067,      -4.121074297,      -1.620451264
          0,           0,         522,      -7.096374175,      -4.281008482,      -4.140793148,      -4.130481744,      -1.622568533
          0,           0,         523,      -7.096893487,      -4.290481953,      -4.148292975,      -4.139091396,      -1.622523377
          0,           0,         524,      -7.095961035,      -4.295248702,      -4.154763925,      -4.146826476,      -1.620841223
          0,           0,         525,      -7.094102436,      -4.295600311,      -4.160258077,      -4.153666386,      -1.618112378
          0,           0,         526,      -7.091844616,      -4.292259724,      -4.164888322,      -4.159648854,      -1.614925385
          0,           0,         527,      -7.089671314,      -4.286213787,      -4.168818504,      -4.164865486,      -1.611816138
          0,           0,         528,      -7.087996294,      -4.278524238,      -4.172246993,      -4.169450397,       -1.60923878
          0,           0,         529,      -7.087156858,      -4.270180634,      -4.175388524,      -4.173566151,      -1.607559721
          0,           0,         530,      -7.087420002,      -4.262021405,      -4.178458246,      -4.177390058,      -1.607065583
          0,           0,         531,      -7.088991223,      -4.254712123,       -4.18165925,      -4.181101861,       -1.60797424
          0,           0,         532,      -7.092022366,      -4.248757489,      -4.185173795,      -4.184873626,      -1.610444938
          0,           0,         533,      -7.096618294,      -4.244527655,      -4.189158013,      -4.188862276,      -1.614587001
          0,           0,         534,      -7.102841831,      -4.242287056,      -4.193739331,      -4.193204622,      -1.620466445
          0,           0,         535,      -7.110716095,      -4.242219909,      -4.199015606,      -4.198014411,      -1.628109585
          0,           0,         536,        -7.1202238,      -4.244450219,      -4.205055101,      -4.203380845,      -1.637503192
          0,           0,         537,      -7.131303308,      -4.249056012,      -4.211896735,      -4.209368053,      -1.648590994
          0,           0,         538,      -7.143841703,      -4.256078173,      -4.219550314,      -4.216015157,      -1.661266711
          0,           0,         539,      -7.157665496,      -4.265524302,      -4.227996719,      -4.223336735,      -1.675364124
          0,           0,         540,      -7.172530522,      -4.277367792,      -4.237188182,      -4.231323648,       -1.69064554
          0,           0,         541,      -7.188113877,      -4.291542012,      -4.247048931,       -4.23994434,      -1.706791232
          0,           0,         542,        -7.2040124,      -4.307929132,        -4.2574766,      -4.249146641,      -1.723394241
          0,           0,         543,      -7.219753658,      -4.326343123,        -4.2683446,      -4.258859873,      -1.739966708
          0,           0,         544,      -7.234824491,      -4.346506915,      -4.279505142,      -4.268996506,      -1.755963869
          0,           0,         545,        -7.2487171,      -4.368025217,      -4.290792097,       -4.27945194,       -1.77082768
          0,           0,         546,      -7.260982602,      -4.390357283,      -4.302022964,      -4.290101167,      -1.784042522
          0,           0,         547,      -7.271275571,      -4.412797902,      -4.313001103,      -4.300793516,      -1.795187765
          0,           0,         548,      -7.279379872,      -4.434479358,      -4.323522218,      -4.311351214,      -1.803975941
          0,           0,         549,      -7.285220521,      -4.454410737,       -4.33338874,      -4.321579045,      -1.810277446
          0,           0,         550,      -7.288871079,      -4.471570833,      -4.342430397,      -4.331285826,      -1.814137071
          0,           0,         551,      -7.290554599,      -4.485057569,      -4.350523735,      -4.340308476,      -1.815777891
          0,           0,         552,      -7.290624569,       -4.49426325,      -4.357604127,      -4.348528291,      -1.815578909
          0,           0,         553,      -7.289522277,      -4.499011503,      -4.363670227,      -4.355878541,       -1.81402481
          0,           0,         554,      -7.287726996,       -4.49959644,       -4.36878446,      -4.362348727,      -1.811646813
