"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633242182329956e-05, 1.321694341918646e+00, 6.900359980478256e-01, 1.003821744007648e-01, 3.779756920259373e+00
1, 9.990000128750000e-01, -1.454719496725511e-04, 1.190726789701286e+00, 6.956849840332969e-01, 1.017894939494939e-01, 3.417179728896077e+00
2, 9.977599978450000e-01, -3.275032266997936e-04, 1.182938065623147e+00, 7.469624101574813e-01, 1.114010989702786e-01, 3.404786937384350e+00
3, 9.960200190539999e-01, -5.899047378151965e-04, 1.170808626876212e+00, 7.653316521317637e-01, 1.191289709274061e-01, 3.374902215010228e+00
4, 9.937800168990000e-01, -9.470137788728656e-04, 1.163675393014551e+00, 7.723214828640808e-01, 1.292846112558013e-01, 3.356864239903390e+00
5, 9.910500049590000e-01, -1.421872194974487e-03, 1.158805490021394e+00, 7.788060998719712e-01, 1.439598658348332e-01, 3.345181728737632e+00
6, 9.878399968150000e-01, -2.045007868145454e-03, 1.151587053123303e+00, 7.850114494779965e-01, 1.623123801688445e-01, 3.327211410361075e+00
7, 9.841300249100000e-01, -2.852677354849502e-03, 1.140693350485705e+00, 7.949586849900497e-01, 1.825851938550324e-01, 3.300096179629650e+00
8, 9.799500107769999e-01, -3.857170760962648e-03, 1.124768746135057e+00, 8.101310818992280e-01, 2.016624056029860e-01, 3.260392272684002e+00
9, 9.752799868580000e-01, -5.055678823525761e-03, 1.103866396870500e+00, 8.305678922568895e-01, 2.156382360984803e-01, 3.208217650389658e+00
10, 9.701499938960000e-01, -6.401524297446989e-03, 1.079167552799945e+00, 8.546232674837688e-01, 2.212800278855520e-01, 3.146440044397191e+00
11, 9.645400047300000e-01, -7.836487204476283e-03, 1.053285848211393e+00, 8.790475518486279e-01, 2.170601107360967e-01, 3.081480416807605e+00
12, 9.584699869160000e-01, -9.285627214457064e-03, 1.030662318370952e+00, 9.002260854929290e-01, 2.041678687969502e-01, 3.024592758137788e+00
13, 9.519400000570000e-01, -1.069412057277554e-02, 1.015030984783482e+00, 9.156425722573827e-01, 1.863179638124616e-01, 2.985289901316056e+00
14, 9.449599981310000e-01, -1.203468419129108e-02, 1.007351704865898e+00, 9.246962452837820e-01, 1.681394126055388e-01, 2.966020066142941e+00
15, 9.375399947170000e-01, -1.331250304348750e-02, 1.005778064403031e+00, 9.284342548497752e-01, 1.532857082147623e-01, 2.962084124807105e+00
16, 9.296900033950000e-01, -1.455578026817181e-02, 1.007236297005872e+00, 9.289448691833287e-01, 1.433882048858478e-01, 2.965732332174291e+00
17, 9.214000105860000e-01, -1.580380627170247e-02, 1.008963423758082e+00, 9.283390403300137e-01, 1.381880915080614e-01, 2.970021730987113e+00
18, 9.126999974250000e-01, -1.708483096808664e-02, 1.009246468665445e+00, 9.280980923701891e-01, 1.363059718442775e-01, 2.970648499745655e+00
19, 9.035800099370001e-01, -1.842095690124901e-02, 1.007531797465689e+00, 9.288708353803575e-01, 1.361390501963265e-01, 2.966222082898401e+00
20, 8.940600156780000e-01, -1.981678175613602e-02, 1.004032686558889e+00, 9.307173070474017e-01, 1.364032832710314e-01, 2.957288832852127e+00
21, 8.841500282290000e-01, -2.126855979720796e-02, 9.992803602392367e-01, 9.333423762515319e-01, 1.363332574663813e-01, 2.945182738296259e+00
