"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.061904463,      -16.32086706,      -16.24538669,      -2.610459185,      -10.67169638
          0,           0,           1,      -4.906873714,      -4.205469545,      -3.916110817,      -3.450705675,      -10.68610781
          0,           0,           2,      -4.815425429,      -4.304530436,      -4.276402531,      -3.349014511,      -10.92633329
          0,           0,           3,      -4.845628662,      -4.378678203,      -4.484239905,      -3.383521038,      -10.90760732
          0,           0,           4,      -4.935567998,      -4.410508006,      -4.461949341,      -3.478906474,      -10.89929292
          0,           0,           5,      -5.015232959,      -4.417067681,      -4.459252349,      -3.565529792,       -10.9022257
          0,           0,           6,      -5.065731719,      -4.416852135,      -4.475484609,       -3.62273968,       -10.8963212
          0,           0,           7,      -5.090018905,      -4.419564725,      -4.496809519,      -3.651646759,      -10.87531432
          0,           0,           8,      -5.094936246,      -4.430066598,      -4.521166186,      -3.659034225,      -10.84455489
          0,           0,           9,      -5.087984265,      -4.450869595,      -4.549094641,        -3.6521903,        -10.809036
          0,           0,          10,      -5.077986924,      -4.481730876,      -4.578711142,      -3.640094296,      -10.77429192
          0,           0,          11,        -5.0729572,      -4.518315766,      -4.605839098,      -3.631636176,      -10.74408261
          0,           0,          12,       -5.07674203,      -4.552549101,      -4.624815911,      -3.632272538,      -10.71424507
          0,           0,          13,      -5.088349586,      -4.575176558,      -4.630695619,      -3.642866699,      -10.68649187
          0,           0,          14,      -5.104382835,      -4.582878574,      -4.624313061,      -3.660720487,       -10.6642599
          0,           0,          15,      -5.121891905,      -4.580412474,      -4.612713428,      -3.681587687,      -10.65003961
          0,           0,          16,      -5.139936096,      -4.574641065,      -4.602926651,       -3.70234464,      -10.64329178
          0,           0,          17,       -5.15944262,      -4.569454239,      -4.597859191,      -3.722661014,      -10.64206652
          0,           0,          18,      -5.181714685,      -4.565887774,      -4.597049517,      -3.744023735,      -10.64477586
          0,           0,          19,      -5.206518234,      -4.564451907,      -4.599232166,      -3.767081161,      -10.64925109
          0,           0,          20,      -5.230767506,       -4.56646588,      -4.604329584,      -3.789600405,      -10.65330325
          0,           0,          21,        -5.2488128,      -4.573874106,      -4.613749581,      -3.806390378,      -10.65562417
          0,           0,          22,      -5.255213404,      -4.588086781,       -4.62915763,      -3.812041912,      -10.65562235
          0,           0,          23,      -5.249080146,      -4.608621869,      -4.651006364,      -3.805593487,      -10.65329728
          0,           0,          24,      -5.235622763,      -4.631737171,      -4.677654921,      -3.792247275,      -10.64933846
          0,           0,          25,      -5.222672971,      -4.650393439,       -4.70516841,      -3.779788836,      -10.64474225
