Density,Momentum:0,Momentum:1,Momentum:2,Energy,Nu_Tilde,Pressure,Temperature,Mach,Pressure_Coefficient,Velocity:0,Velocity:1,Velocity:2,Laminar_Viscosity,Skin_Friction_Coefficient:0,Skin_Friction_Coefficient:1,Skin_Friction_Coefficient:2,Heat_Flux,Y_Plus,Eddy_Viscosity,X/C,Points:1,Points:2
0.9436,0,0,0,73.903,0,29.561,0.98683,0,-4.3698,0,0,0,1.65E-07,0.013212,0.0086568,0,0,0.92545,0,0.014452,0.020184,0
0.94595,0,0,0,74.095,0,29.638,0.98694,0,-4.2162,0,0,0,1.65E-07,0.012116,0.0074152,0,0,0.87584,0,0.016276,0.021339,0
0.9482,0,0,0,74.285,0,29.714,0.98713,0,-4.0638,0,0,0,1.65E-07,0.01109,0.0063466,0,0,0.82906,0,0.018269,0.02252,0
0.95034,0,0,0,74.473,0,29.789,0.98739,0,-3.9139,0,0,0,1.65E-07,0.010155,0.0054389,0,0,0.78575,0,0.020443,0.023724,0
0.95237,0,0,0,74.656,0,29.862,0.98771,0,-3.7672,0,0,0,1.65E-07,0.0093171,0.0046735,0,0,0.74611,0,0.022809,0.024952,0
0.9543,0,0,0,74.835,0,29.934,0.98808,0,-3.6239,0,0,0,1.65E-07,0.0085891,0.0040376,0,0,0.71075,0,0.02538,0.026201,0
0.95612,0,0,0,75.009,0,30.004,0.98849,0,-3.4847,0,0,0,1.65E-07,0.0079809,0.0035176,0,0,0.68026,0,0.028167,0.02747,0
0.95784,0,0,0,75.178,0,30.071,0.98894,0,-3.3499,0,0,0,1.65E-07,0.0074846,0.003094,0,0,0.65452,0,0.031184,0.028759,0
0.95946,0,0,0,75.341,0,30.136,0.98941,0,-3.2193,0,0,0,1.65E-07,0.0070865,0.0027479,0,0,0.63315,0,0.034445,0.030065,0
0.96099,0,0,0,75.499,0,30.199,0.9899,0,-3.0932,0,0,0,1.65E-07,0.0067768,0.002465,0,0,0.61587,0,0.037964,0.031388,0
0.96244,0,0,0,75.651,0,30.26,0.9904,0,-2.9715,0,0,0,1.65E-07,0.0065462,0.0022332,0,0,0.60238,0,0.041756,0.032725,0
0.96381,0,0,0,75.797,0,30.319,0.99091,0,-2.8543,0,0,0,1.65E-07,0.006384,0.0020419,0,0,0.59225,0,0.045837,0.034074,0
0.96511,0,0,0,75.938,0,30.375,0.99142,0,-2.7414,0,0,0,1.66E-07,0.0062768,0.0018812,0,0,0.58492,0,0.050222,0.035433,0
0.96634,0,0,0,76.074,0,30.43,0.99192,0,-2.6328,0,0,0,1.66E-07,0.0062128,0.0017435,0,0,0.57982,0,0.05493,0.036799,0
0.96752,0,0,0,76.205,0,30.482,0.99242,0,-2.5283,0,0,0,1.66E-07,0.0061826,0.001623,0,0,0.57649,0,0.059977,0.03817,0
0.96864,0,0,0,76.33,0,30.532,0.9929,0,-2.4279,0,0,0,1.66E-07,0.0061775,0.0015152,0,0,0.57453,0,0.06538,0.039542,0
0.96971,0,0,0,76.451,0,30.58,0.99337,0,-2.3313,0,0,0,1.66E-07,0.0061899,0.0014165,0,0,0.57355,0,0.071158,0.040913,0
0.97074,0,0,0,76.567,0,30.627,0.99382,0,-2.2384,0,0,0,1.66E-07,0.006213,0.0013242,0,0,0.5732,0,0.07733,0.042277,0
0.97173,0,0,0,76.679,0,30.672,0.99426,0,-2.149,0,0,0,1.66E-07,0.0062417,0.0012365,0,0,0.57324,0,0.083912,0.043631,0
0.97268,0,0,0,76.786,0,30.715,0.99468,0,-2.063,0,0,0,1.66E-07,0.0062729,0.0011523,0,0,0.57352,0,0.090925,0.04497,0
0.9736,0,0,0,76.89,0,30.756,0.99508,0,-1.9803,0,0,0,1.66E-07,0.0063057,0.001071,0,0,0.57398,0,0.098386,0.04629,0
0.97448,0,0,0,76.989,0,30.796,0.99547,0,-1.9007,0,0,0,1.66E-07,0.0063418,0.00099259,0,0,0.57468,0,0.10631,0.047584,0
0.97533,0,0,0,77.085,0,30.834,0.99584,0,-1.8243,0,0,0,1.66E-07,0.006384,0.00091725,0,0,0.57574,0,0.11472,0.048847,0
0.97615,0,0,0,77.176,0,30.871,0.99619,0,-1.751,0,0,0,1.66E-07,0.0064339,0.00084476,0,0,0.57723,0,0.12363,0.050072,0
0.97693,0,0,0,77.264,0,30.906,0.99652,0,-1.6805,0,0,0,1.66E-07,0.0064898,0.00077451,0,0,0.57906,0,0.13306,0.051254,0
0.97769,0,0,0,77.349,0,30.94,0.99684,0,-1.6127,0,0,0,1.66E-07,0.0065484,0.00070585,0,0,0.58106,0,0.14301,0.052385,0
0.97843,0,0,0,77.431,0,30.972,0.99714,0,-1.5473,0,0,0,1.66E-07,0.0066069,0.00063835,0,0,0.58312,0,0.15351,0.053459,0
0.97914,0,0,0,77.51,0,31.004,0.99743,0,-1.4842,0,0,0,1.66E-07,0.0066628,0.00057176,0,0,0.58511,0,0.16456,0.054467,0
0.97982,0,0,0,77.586,0,31.034,0.99772,0,-1.4231,0,0,0,1.66E-07,0.0067151,0.00050604,0,0,0.58698,0,0.17618,0.055404,0
0.98049,0,0,0,77.66,0,31.064,0.99799,0,-1.3639,0,0,0,1.66E-07,0.0067633,0.00044126,0,0,0.58873,0,0.18837,0.056261,0
0.98114,0,0,0,77.732,0,31.093,0.99825,0,-1.3065,0,0,0,1.66E-07,0.0068065,0.0003775,0,0,0.5903,0,0.20112,0.057032,0
0.98177,0,0,0,77.801,0,31.121,0.99851,0,-1.2509,0,0,0,1.66E-07,0.0068426,0.00031478,0,0,0.5916,0,0.21446,0.057708,0
0.98237,0,0,0,77.869,0,31.148,0.99875,0,-1.1969,0,0,0,1.67E-07,0.0068696,0.00025327,0,0,0.59255,0,0.22837,0.058285,0
0.98297,0,0,0,77.935,0,31.174,0.99899,0,-1.1444,0,0,0,1.67E-07,0.0068874,0.0001932,0,0,0.59314,0,0.24284,0.058755,0
0.98354,0,0,0,77.998,0,31.199,0.99922,0,-1.0935,0,0,0,1.67E-07,0.0068971,0.00013485,0,0,0.59342,0,0.25787,0.059112,0
0.9841,0,0,0,78.06,0,31.224,0.99945,0,-1.044,0,0,0,1.67E-07,0.0069002,7.85E-05,0,0,0.59344,0,0.27345,0.059353,0
0.98464,0,0,0,78.12,0,31.248,0.99967,0,-0.99589,0,0,0,1.67E-07,0.0068972,2.42E-05,0,0,0.59324,0,0.28955,0.059473,0
0.98517,0,0,0,78.179,0,31.271,0.99988,0,-0.94918,0,0,0,1.67E-07,0.0068871,-2.78E-05,0,0,0.59276,0,0.30616,0.059468,0
0.98568,0,0,0,78.235,0,31.294,1.0001,0,-0.90383,0,0,0,1.67E-07,0.0068697,-7.74E-05,0,0,0.59199,0,0.32325,0.059337,0
0.98618,0,0,0,78.29,0,31.316,1.0003,0,-0.85981,0,0,0,1.67E-07,0.0068467,-0.00012443,0,0,0.591,0,0.34079,0.059078,0
0.98666,0,0,0,78.344,0,31.337,1.0005,0,-0.8171,0,0,0,1.67E-07,0.0068206,-0.00016892,0,0,0.5899,0,0.35875,0.058691,0
0.98713,0,0,0,78.395,0,31.358,1.0007,0,-0.77568,0,0,0,1.67E-07,0.006794,-0.0002109,0,0,0.58879,0,0.37708,0.058179,0
0.98758,0,0,0,78.446,0,31.378,1.0008,0,-0.73555,0,0,0,1.67E-07,0.0067679,-0.00025046,0,0,0.58771,0,0.39575,0.057543,0
0.98802,0,0,0,78.494,0,31.398,1.001,0,-0.69668,0,0,0,1.67E-07,0.0067434,-0.00028771,0,0,0.58672,0,0.41471,0.056786,0
0.98844,0,0,0,78.541,0,31.417,1.0012,0,-0.65906,0,0,0,1.67E-07,0.0067203,-0.00032273,0,0,0.5858,0,0.43391,0.055915,0
0.98885,0,0,0,78.587,0,31.435,1.0014,0,-0.62266,0,0,0,1.67E-07,0.0066986,-0.00035562,0,0,0.58495,0,0.45331,0.054933,0
0.98925,0,0,0,78.631,0,31.452,1.0015,0,-0.58746,0,0,0,1.67E-07,0.0066799,-0.00038657,0,0,0.58423,0,0.47284,0.053848,0
0.98964,0,0,0,78.673,0,31.469,1.0017,0,-0.55345,0,0,0,1.67E-07,0.0066654,-0.00041578,0,0,0.58371,0,0.49246,0.052667,0
0.99001,0,0,0,78.714,0,31.486,1.0018,0,-0.5206,0,0,0,1.67E-07,0.006654,-0.00044335,0,0,0.58333,0,0.51212,0.051398,0
0.99036,0,0,0,78.754,0,31.502,1.002,0,-0.48889,0,0,0,1.67E-07,0.0066448,-0.00046934,0,0,0.58306,0,0.53174,0.05005,0
0.99071,0,0,0,78.792,0,31.517,1.0021,0,-0.45828,0,0,0,1.67E-07,0.0066376,-0.00049386,0,0,0.58287,0,0.55129,0.048631,0
0.99104,0,0,0,78.829,0,31.532,1.0022,0,-0.42874,0,0,0,1.67E-07,0.0066315,-0.00051696,0,0,0.58275,0,0.57071,0.047151,0
0.99136,0,0,0,78.865,0,31.546,1.0024,0,-0.40023,0,0,0,1.67E-07,0.0066257,-0.0005387,0,0,0.58264,0,0.58993,0.045619,0
0.99167,0,0,0,78.899,0,31.56,1.0025,0,-0.37271,0,0,0,1.67E-07,0.00662,-0.00055916,0,0,0.58254,0,0.60892,0.044044,0
0.99197,0,0,0,78.932,0,31.573,1.0026,0,-0.34615,0,0,0,1.67E-07,0.0066143,-0.00057844,0,0,0.58245,0,0.62763,0.042435,0
0.99225,0,0,0,78.964,0,31.586,1.0027,0,-0.3205,0,0,0,1.67E-07,0.0066084,-0.00059662,0,0,0.58235,0,0.646,0.040801,0
0.99253,0,0,0,78.995,0,31.598,1.0028,0,-0.29573,0,0,0,1.67E-07,0.0066021,-0.00061376,0,0,0.58225,0,0.66401,0.03915,0
0.9928,0,0,0,79.025,0,31.61,1.0029,0,-0.2718,0,0,0,1.67E-07,0.0065955,-0.00062996,0,0,0.58213,0,0.6816,0.037491,0
0.99305,0,0,0,79.054,0,31.622,1.0031,0,-0.24867,0,0,0,1.67E-07,0.0065885,-0.00064529,0,0,0.58201,0,0.69875,0.035832,0
0.9933,0,0,0,79.082,0,31.633,1.0032,0,-0.22632,0,0,0,1.67E-07,0.0065812,-0.00065981,0,0,0.58188,0,0.71543,0.034179,0
0.99354,0,0,0,79.109,0,31.644,1.0033,0,-0.20473,0,0,0,1.67E-07,0.0065734,-0.0006736,0,0,0.58174,0,0.7316,0.032538,0
0.99377,0,0,0,79.135,0,31.654,1.0034,0,-0.18386,0,0,0,1.67E-07,0.0065653,-0.00068669,0,0,0.5816,0,0.74726,0.030916,0
0.994,0,0,0,79.16,0,31.664,1.0034,0,-0.1637,0,0,0,1.67E-07,0.0065568,-0.00069914,0,0,0.58144,0,0.76238,0.029319,0
0.99422,0,0,0,79.185,0,31.674,1.0035,0,-0.14421,0,0,0,1.67E-07,0.0065479,-0.00071099,0,0,0.58129,0,0.77694,0.027751,0
0.99443,0,0,0,79.208,0,31.683,1.0036,0,-0.1254,0,0,0,1.67E-07,0.0065387,-0.00072227,0,0,0.58113,0,0.79095,0.026217,0
0.99463,0,0,0,79.231,0,31.692,1.0037,0,-0.10725,0,0,0,1.67E-07,0.0065291,-0.00073302,0,0,0.58097,0,0.80439,0.024719,0
0.99483,0,0,0,79.253,0,31.701,1.0038,0,-0.089769,0,0,0,1.67E-07,0.0065192,-0.00074325,0,0,0.5808,0,0.81727,0.023262,0
0.99502,0,0,0,79.274,0,31.71,1.0039,0,-0.072945,0,0,0,1.67E-07,0.006509,-0.00075298,0,0,0.58064,0,0.82957,0.021849,0
0.9952,0,0,0,79.294,0,31.718,1.0039,0,-0.05678,0,0,0,1.67E-07,0.0064983,-0.00076222,0,0,0.58047,0,0.84132,0.02048,0
0.99538,0,0,0,79.313,0,31.725,1.004,0,-0.041274,0,0,0,1.67E-07,0.0064873,-0.00077098,0,0,0.58031,0,0.8525,0.019159,0
0.99555,0,0,0,79.332,0,31.733,1.0041,0,-0.026424,0,0,0,1.67E-07,0.0064759,-0.00077929,0,0,0.58015,0,0.86315,0.017886,0
0.99571,0,0,0,79.35,0,31.74,1.0041,0,-0.01223,0,0,0,1.67E-07,0.0064641,-0.00078714,0,0,0.57999,0,0.87325,0.016662,0
0.99586,0,0,0,79.367,0,31.747,1.0042,0,0.0013109,0,0,0,1.67E-07,0.006452,-0.00079454,0,0,0.57984,0,0.88284,0.015488,0
0.99601,0,0,0,79.383,0,31.753,1.0042,0,0.014205,0,0,0,1.67E-07,0.0064396,-0.0008015,0,0,0.5797,0,0.89191,0.014364,0
0.99615,0,0,0,79.398,0,31.759,1.0043,0,0.02646,0,0,0,1.67E-07,0.0064269,-0.00080804,0,0,0.57957,0,0.9005,0.01329,0
0.99628,0,0,0,79.413,0,31.765,1.0043,0,0.038087,0,0,0,1.67E-07,0.0064139,-0.00081416,0,0,0.57945,0,0.9086,0.012265,0
0.99641,0,0,0,79.426,0,31.771,1.0044,0,0.049098,0,0,0,1.67E-07,0.0064006,-0.00081986,0,0,0.57935,0,0.91626,0.01129,0
0.99652,0,0,0,79.439,0,31.776,1.0044,0,0.059509,0,0,0,1.67E-07,0.006387,-0.00082515,0,0,0.57927,0,0.92347,0.010362,0
0.99663,0,0,0,79.452,0,31.781,1.0045,0,0.069335,0,0,0,1.67E-07,0.0063731,-0.00083004,0,0,0.5792,0,0.93025,0.009481,0
0.99674,0,0,0,79.463,0,31.785,1.0045,0,0.078598,0,0,0,1.67E-07,0.0063587,-0.00083453,0,0,0.57916,0,0.93664,0.008646,0
0.99684,0,0,0,79.474,0,31.79,1.0046,0,0.087317,0,0,0,1.67E-07,0.0063441,-0.00083863,0,0,0.57913,0,0.94264,0.0078555,0
0.99693,0,0,0,79.484,0,31.794,1.0046,0,0.095516,0,0,0,1.67E-07,0.006329,-0.00084234,0,0,0.57914,0,0.94827,0.007108,0
0.99701,0,0,0,79.494,0,31.798,1.0046,0,0.10322,0,0,0,1.67E-07,0.0063136,-0.00084569,0,0,0.57917,0,0.95356,0.0064022,0
0.9971,0,0,0,79.503,0,31.801,1.0047,0,0.11046,0,0,0,1.67E-07,0.0062977,-0.00084866,0,0,0.57923,0,0.95852,0.0057364,0
0.99717,0,0,0,79.512,0,31.805,1.0047,0,0.11727,0,0,0,1.67E-07,0.0062814,-0.00085127,0,0,0.57933,0,0.96316,0.005109,0
0.99725,0,0,0,79.52,0,31.808,1.0047,0,0.12368,0,0,0,1.67E-07,0.0062648,-0.00085354,0,0,0.57947,0,0.9675,0.0045184,0
0.99731,0,0,0,79.527,0,31.811,1.0047,0,0.12975,0,0,0,1.67E-07,0.006248,-0.00085552,0,0,0.57967,0,0.97157,0.0039631,0
0.99738,0,0,0,79.534,0,31.814,1.0048,0,0.1355,0,0,0,1.67E-07,0.0062322,-0.00085736,0,0,0.57998,0,0.97537,0.0034413,0
0.99745,0,0,0,79.541,0,31.817,1.0048,0,0.1411,0,0,0,1.67E-07,0.0062201,-0.00085946,0,0,0.58054,0,0.97892,0.0029514,0
0.99751,0,0,0,79.548,0,31.819,1.0048,0,0.1465,0,0,0,1.67E-07,0.0062183,-0.00086275,0,0,0.58166,0,0.98224,0.002492,0
0.99758,0,0,0,79.555,0,31.822,1.0048,0,0.15231,0,0,0,1.67E-07,0.0062416,-0.00086934,0,0,0.58406,0,0.98534,0.0020613,0
0.99765,0,0,0,79.563,0,31.825,1.0048,0,0.15806,0,0,0,1.67E-07,0.0063243,-0.00088404,0,0,0.58933,0,0.98823,0.0016579,0
0.99776,0,0,0,79.574,0,31.829,1.0049,0,0.16689,0,0,0,1.67E-07,0.0065631,-0.00092051,0,0,0.6019,0,0.99092,0.0012803,0
0.99778,0,0,0,79.58,0,31.832,1.0049,0,0.17233,0,0,0,1.67E-07,0.007234,-0.0010178,0,0,0.63362,0,0.99344,0.00092705,0
0.99841,0,0,0,79.639,0,31.855,1.005,0,0.21885,0,0,0,1.67E-07,0.009259,-0.0013066,0,0,0.71913,0,0.99578,0.00059679,0
0.99757,0,0,0,79.584,0,31.834,1.0052,0,0.17521,0,0,0,1.67E-07,0.015176,-0.002147,0,0,0.92307,0,0.99797,0.00028818,0
