"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633182423316864e-05, 4.194958144741381e-01, -1.001837039246746e+00, -1.241023603658609e-01, 2.762901672956761e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.918779757962995e+00
1, 9.990000128750000e-01, -1.454342243313776e-04, -1.099841358004646e-02, -1.108611684013949e-01, -9.513380560476614e-02, 1.531815973530319e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.097461309261313e+00
2, 9.977599978450000e-01, -3.270896010420586e-04, -2.972718534244863e-02, -4.425959231749618e-02, -1.256937179252659e-01, 5.398829563515334e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.197961494690836e-02
3, 9.960200190539999e-01, -5.876725644494425e-04, -5.379975292758214e-02, 3.980856327775592e-03, -1.226423603266098e-01, -4.261154852915519e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.658955302420486e-02
4, 9.937800168990000e-01, -9.389556853234842e-04, -7.848119417025373e-02, 4.910523821308332e-02, -1.300964863107406e-01, -1.425203121921117e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.578867001278758e-02
5, 9.910500049590000e-01, -1.399629529801212e-03, -8.941097068497703e-02, 7.071906619148434e-02, -1.417268647929776e-01, -1.834819205738913e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.087122496137444e-02
6, 9.878399968150000e-01, -1.994539246500995e-03, -9.247616323957807e-02, 8.020466973423444e-02, -1.574067479080541e-01, -2.006214634861815e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.276202411227653e-02
7, 9.841300249100000e-01, -2.753953813702418e-03, -8.655389594951311e-02, 7.640444059561874e-02, -1.760763486051968e-01, -1.921347636872548e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.679570321963906e-02
8, 9.799500107769999e-01, -3.687015664157190e-03, -7.077763557514088e-02, 5.841714252313901e-02, -1.951512855237885e-01, -1.569880202325858e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.155762391144130e-02
9, 9.752799868580000e-01, -4.791519116215076e-03, -4.567417658427147e-02, 2.711379874456863e-02, -2.111365168993939e-01, -9.683022008331607e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.630774052675250e-02
10, 9.701499938960000e-01, -6.027678155077426e-03, -1.365056390190033e-02, -1.400774567002047e-02, -2.204422915743713e-01, -1.784529613984961e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.126269281862678e-02
11, 9.645400047300000e-01, -7.347309532886958e-03, 2.088952630044145e-02, -5.891005678833254e-02, -2.205072155522319e-01, 6.862747164080607e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.359264766876651e-03
12, 9.584699869160000e-01, -8.687423470633872e-03, 5.181123099731013e-02, -9.959818026826014e-02, -2.109769387115456e-01, 1.469948293436957e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.469435312352955e-03
13, 9.519400000570000e-01, -1.000216598292394e-02, 7.352047492875756e-02, -1.288637879277998e-01, -1.945899752220124e-01, 2.021234528395687e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.214071514909568e-03
14, 9.449599981310000e-01, -1.126828500053113e-02, 8.351053129642413e-02, -1.433539965412599e-01, -1.760532596097817e-01, 2.270726991700772e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.465207587289637e-03
15, 9.375399947170000e-01, -1.248944680367398e-02, 8.375657201653466e-02, -1.452115831490922e-01, -1.598425433970112e-01, 2.266398102154190e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.427779328489545e-03
16, 9.296900033950000e-01, -1.368840516736609e-02, 7.916634524308154e-02, -1.402686618059619e-01, -1.484723299228759e-01, 2.133553975835820e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.478144766801641e-03
17, 9.214000105860000e-01, -1.489752791015345e-02, 7.432257659446609e-02, -1.342887036505349e-01, -1.419963768457080e-01, 1.996590972018958e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.488291724080289e-03
18, 9.126999974250000e-01, -1.613918205167808e-02, 7.218825270887430e-02, -1.310973027120565e-01, -1.392899706242230e-01, 1.928558152682348e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.898646220839143e-03
19, 9.035800099370001e-01, -1.743146895524881e-02, 7.342993352214131e-02, -1.317657651252374e-01, -1.386676450975262e-01, 1.951643691984921e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.199573218594468e-03
20, 8.940600156780000e-01, -1.877735585343528e-02, 7.778040434482345e-02, -1.361227947442923e-01, -1.388145655045766e-01, 2.054943309602902e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.468499100037870e-03
21, 8.841500282290000e-01, -2.017310470014081e-02, 8.433224702539713e-02, -1.431428819342884e-01, -1.388607901605685e-01, 2.216309083070191e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.849269867008648e-03
22, 8.738499879840000e-01, -2.161212829806676e-02, 9.209836093880186e-02, -1.516774583863939e-01, -1.383573896336709e-01, 2.410362758211875e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.415345669025465e-03
23, 8.631799817090000e-01, -2.308404338033392e-02, 1.004406802269944e-01, -1.609253252367633e-01, -1.373087591189930e-01, 2.617827591942061e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.080647856493925e-03
24, 8.521599769590000e-01, -2.457956084138358e-02, 1.087990126804457e-01, -1.702257592525093e-01, -1.357503869624140e-01, 2.827441090510431e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.905984683199934e-03
25, 8.407700061800000e-01, -2.609645557907230e-02, 1.170889680895416e-01, -1.794338812178585e-01, -1.339149577202995e-01, 3.033535600554813e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.772693515387570e-03
26, 8.290500044819999e-01, -2.762597595855602e-02, 1.252049904276760e-01, -1.884306597476040e-01, -1.318816151280468e-01, 3.236973086760982e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.690543927136220e-03
27, 8.170099854470000e-01, -2.916447168414864e-02, 1.332760487460900e-01, -1.973463803209788e-01, -1.297546810924942e-01, 3.438916532294366e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.594560071349068e-03
28, 8.046399950980000e-01, -3.071120137135276e-02, 1.414179338234094e-01, -2.063045212453828e-01, -1.275674789810933e-01, 3.642504834753839e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.434197888672258e-03
29, 7.919700145720000e-01, -3.226039954183361e-02, 1.496915955185572e-01, -2.153961493859453e-01, -1.252873015749556e-01, 3.850405553151771e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.233072439687631e-03
30, 7.790099978450000e-01, -3.380868521042432e-02, 1.582175962420001e-01, -2.247338381925529e-01, -1.229408589077953e-01, 4.063223749819862e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.023351764371142e-03
31, 7.657799720760000e-01, -3.535124452794411e-02, 1.669336192711388e-01, -2.342663272294641e-01, -1.204574574849999e-01, 4.281964193839988e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.392348104523368e-04
32, 7.522799968720000e-01, -3.688537899339792e-02, 1.758575256144231e-01, -2.440029201562663e-01, -1.178434694912074e-01, 4.505493973127149e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.499200101909327e-04
33, 7.385200262070000e-01, -3.840702655156313e-02, 1.848739937179951e-01, -2.538239329282980e-01, -1.150421275657114e-01, 4.732945801302094e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.867472000074948e-04
34, 7.245299816130000e-01, -3.990993460719250e-02, 1.939746961450903e-01, -2.637088769993324e-01, -1.120654535040499e-01, 4.961982916711326e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.565715080058366e-04
35, 7.103199958800001e-01, -4.139015045376570e-02, 2.030740018188717e-01, -2.735660781704028e-01, -1.088819993111181e-01, 5.191627520158203e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.807640812130722e-04
36, 6.958900094030001e-01, -4.284482378673413e-02, 2.122048211673740e-01, -2.834257262020075e-01, -1.055247440920792e-01, 5.421478620974975e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.324498293072488e-04
37, 6.812700033190000e-01, -4.426823764538151e-02, 2.213385834766990e-01, -2.932621288510928e-01, -1.019750455061484e-01, 5.651731433393604e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.809689921161432e-04
38, 6.664699912070000e-01, -4.565698149021053e-02, 2.304602400201165e-01, -3.030541767837002e-01, -9.826639209561354e-02, 5.881273042447942e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.788445675558475e-04
39, 6.514999866490000e-01, -4.700786774909495e-02, 2.394655778068412e-01, -3.126901592480467e-01, -9.438506926214127e-02, 6.108311529805939e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.397178584718910e-04
40, 6.363800168040000e-01, -4.831710262132195e-02, 2.483275613014213e-01, -3.221424931040202e-01, -9.036384449935768e-02, 6.331417958370497e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.099880198659474e-04
41, 6.211299896240000e-01, -4.958130350327545e-02, 2.569755153364595e-01, -3.313373633783153e-01, -8.619508849285402e-02, 6.549594606362873e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.921075764303377e-04
42, 6.057599782940000e-01, -5.079825239649656e-02, 2.654166579095784e-01, -3.402803780794190e-01, -8.191635864427990e-02, 6.762160390142243e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.192516982367273e-04
43, 5.902799963950000e-01, -5.196598679341673e-02, 2.736080546717366e-01, -3.489291306503616e-01, -7.751936472523489e-02, 6.968890112282160e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.285999131338860e-04
44, 5.747100114820000e-01, -5.308208381553909e-02, 2.815881653306186e-01, -3.573267356541421e-01, -7.304181389445394e-02, 7.169944646353510e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.035353256959956e-04
45, 5.590599775310000e-01, -5.414514326390105e-02, 2.893319708264226e-01, -3.654422416111732e-01, -6.847562587230606e-02, 7.365428099109339e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.952929616131382e-04
46, 5.433599948880000e-01, -5.515269129168163e-02, 2.968823647326170e-01, -3.733334399231524e-01, -6.385039804694950e-02, 7.555914962414030e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.294794780961947e-04
47, 5.276100039480000e-01, -5.610446839703388e-02, 3.042382810704137e-01, -3.809941724130237e-01, -5.915032200646340e-02, 7.741799063937035e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.483031010082024e-04
48, 5.118399858470000e-01, -5.699852499355019e-02, 3.114841933436055e-01, -3.885131782925881e-01, -5.440305044398416e-02, 7.924186809016523e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.146522544712084e-04
49, 4.960500001910000e-01, -5.783480389230768e-02, 3.186365331822940e-01, -3.959117187614278e-01, -4.960277972701251e-02, 8.104033979804184e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.330329136285240e-04
50, 4.802699983120000e-01, -5.861170489653252e-02, 3.256776011807617e-01, -4.031744993880647e-01, -4.473846823513043e-02, 8.281786441890816e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.690878311330042e-04
51, 4.645099937920000e-01, -5.932877297739922e-02, 3.324231642243092e-01, -4.101046898209409e-01, -3.977836235539702e-02, 8.452072467687209e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.571313504622129e-03
52, 4.487800002100000e-01, -5.998548823957976e-02, 3.384053745619561e-01, -4.162398262475113e-01, -3.468541518693139e-02, 8.603583491481830e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.441020944267194e-02
53, 4.331099987030000e-01, -6.058050489068192e-02, 3.431629464681400e-01, -4.211246067941688e-01, -2.946194308229615e-02, 8.724237336085175e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.855361913866625e-02
54, 4.174999892710000e-01, -6.111360620608448e-02, 3.466996076354453e-01, -4.247665900682149e-01, -2.410516749601129e-02, 8.814183261667276e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.108606378154614e-02
55, 4.019699990750000e-01, -6.158367992311364e-02, 3.499187805178192e-01, -4.280793217455652e-01, -1.864921935014728e-02, 8.894689308514511e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.439851389819095e-04
56, 3.865399956700000e-01, -6.198956992051024e-02, 3.542212892002255e-01, -4.325049213633691e-01, -1.310771237968138e-02, 9.001909609513421e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.252337653463456e-02
57, 3.712300062180000e-01, -6.233005695076511e-02, 3.607704596995052e-01, -4.391285721427532e-01, -7.528417694058743e-03, 9.167463828721829e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.339586338661513e-01
58, 3.560400009160000e-01, -6.260417259935577e-02, 3.694215935021301e-01, -4.476158661589333e-01, -1.734407865620280e-03, 9.392239502895146e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.111801883612406e-01
59, 3.409900069240000e-01, -6.281029696210695e-02, 3.787529488761803e-01, -4.565855356082938e-01, 4.706162011598006e-03, 9.634979904211893e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.683281495979140e-02
60, 3.261100053790000e-01, -6.294666450256937e-02, 3.876977704144771e-01, -4.650798863666988e-01, 1.162908912036913e-02, 9.862580030341786e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.153197973725746e-02
61, 3.113999962810000e-01, -6.301169995664255e-02, 3.966414585031925e-01, -4.735430779237600e-01, 1.876762461595008e-02, 1.008785584483262e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.494898563116440e-02
62, 2.968699932100000e-01, -6.300342773902101e-02, 4.068776971416911e-01, -4.832352569236493e-01, 2.620344215590044e-02, 1.034741757992952e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.506687386362769e-02
63, 2.825500071050000e-01, -6.291980775210478e-02, 4.194664769792868e-01, -4.951748187310311e-01, 3.420825998496491e-02, 1.066976175779716e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.691916759766424e-02
64, 2.684499919410000e-01, -6.275874395637930e-02, 4.350873153918522e-01, -5.099744859271224e-01, 4.294575875319852e-02, 1.106922178689852e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.341488313995258e-02
65, 2.545700073240000e-01, -6.251776139466436e-02, 4.541768803179198e-01, -5.280527386277407e-01, 5.252303552207754e-02, 1.155747926909062e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.227978402264453e-02
66, 2.409400045870000e-01, -6.219477517171768e-02, 4.773293694273603e-01, -5.499587218493240e-01, 6.305866388302743e-02, 1.214726463664522e-01, 0.000000000000000e+00, 0.000000000000000e+00, -5.184694266534880e-02
67, 2.275699973110000e-01, -6.178741580301120e-02, 5.050853878893955e-01, -5.762284143988787e-01, 7.474770658103114e-02, 1.285487976103514e-01, 0.000000000000000e+00, 0.000000000000000e+00, -6.167954075205311e-02
68, 2.144699990750000e-01, -6.129322435951366e-02, 5.380965349461307e-01, -6.074333715795122e-01, 8.788189917128106e-02, 1.369186606499375e-01, 0.000000000000000e+00, 0.000000000000000e+00, -7.141737749331351e-02
69, 2.016600072380000e-01, -6.071017209259643e-02, 5.759268749561399e-01, -6.431379397588439e-01, 1.028965299526190e-01, 1.464659230678337e-01, 0.000000000000000e+00, 0.000000000000000e+00, -7.818194068325994e-02
70, 1.891400069000000e-01, -6.003536918204399e-02, 6.151124209326384e-01, -6.798948015668383e-01, 1.200932870829037e-01, 1.561807511104122e-01, 0.000000000000000e+00, 0.000000000000000e+00, -7.463089107968002e-02
