"PointID","x","y"
0, 9.997500181200000e-01, -3.633228550030646e-05
1, 9.990000128750000e-01, -1.454633389843079e-04
2, 9.977599978450000e-01, -3.274087222641381e-04
3, 9.960200190539999e-01, -5.893938985080824e-04
4, 9.937800168990000e-01, -9.451650727582735e-04
5, 9.910500049590000e-01, -1.416750770919387e-03
6, 9.878399968150000e-01, -2.033327972274196e-03
7, 9.841300249100000e-01, -2.829666943889619e-03
8, 9.799500107769999e-01, -3.817124794380973e-03
9, 9.752799868580000e-01, -4.992685948932402e-03
10, 9.701499938960000e-01, -6.310796381260407e-03
11, 9.645400047300000e-01, -7.714975848546638e-03
12, 9.584699869160000e-01, -9.132470326653951e-03
13, 9.519400000570000e-01, -1.051001058016749e-02
14, 9.449599981310000e-01, -1.182086595087610e-02
15, 9.375399947170000e-01, -1.306963604678852e-02
16, 9.296900033950000e-01, -1.428313955358533e-02
17, 9.214000105860000e-01, -1.549893163565587e-02
18, 9.126999974250000e-01, -1.674386415911771e-02
19, 9.035800099370001e-01, -1.803891354398791e-02
20, 8.940600156780000e-01, -1.938813921025660e-02
21, 8.841500282290000e-01, -2.078757699195316e-02
22, 8.738499879840000e-01, -2.222973748417632e-02
23, 8.631799817090000e-01, -2.370320098739601e-02
24, 8.521599769590000e-01, -2.519786168877333e-02
25, 8.407700061800000e-01, -2.671101281369787e-02
26, 8.290500044819999e-01, -2.823376350768971e-02
27, 8.170099854470000e-01, -2.976257761861820e-02
28, 8.046399950980000e-01, -3.129696834344453e-02
29, 7.919700145720000e-01, -3.283155332436687e-02
30, 7.790099978450000e-01, -3.436336588512023e-02
31, 7.657799720760000e-01, -3.588804061995578e-02
32, 7.522799968720000e-01, -3.740330865428344e-02
33, 7.385200262070000e-01, -3.890555114849012e-02
34, 7.245299816130000e-01, -4.038898162912546e-02
35, 7.103199958800001e-01, -4.185007054007916e-02
36, 6.958900094030001e-01, -4.328635329563984e-02
37, 6.812700033190000e-01, -4.469250129904087e-02
38, 6.664699912070000e-01, -4.606541734549046e-02
39, 6.514999866490000e-01, -4.740216958767494e-02
40, 6.363800168040000e-01, -4.869916105591070e-02
41, 6.211299896240000e-01, -4.995312711169627e-02
42, 6.057599782940000e-01, -5.116187989748347e-02
43, 5.902799963950000e-01, -5.232340746703865e-02
44, 5.747100114820000e-01, -5.343516069925093e-02
45, 5.590599775310000e-01, -5.449553152856326e-02
46, 5.433599948880000e-01, -5.550176842381749e-02
47, 5.276100039480000e-01, -5.645326580366419e-02
48, 5.118399858470000e-01, -5.734767488599539e-02
49, 4.960500001910000e-01, -5.818449495114757e-02
50, 4.802699983120000e-01, -5.896164931074355e-02
51, 4.645099937920000e-01, -5.967818752017658e-02
52, 4.487800002100000e-01, -6.033308632776484e-02
53, 4.331099987030000e-01, -6.092450557985209e-02
54, 4.174999892710000e-01, -6.145174708683500e-02
55, 4.019699990750000e-01, -6.191325006591693e-02
56, 3.865399956700000e-01, -6.230745380497274e-02
57, 3.712300062180000e-01, -6.263278972077875e-02
58, 3.560400009160000e-01, -6.288797746101776e-02
59, 3.409900069240000e-01, -6.307116903668410e-02
60, 3.261100053790000e-01, -6.318046853797706e-02
61, 3.113999962810000e-01, -6.321419792677217e-02
62, 2.968699932100000e-01, -6.317036696554068e-02
63, 2.825500071050000e-01, -6.304705545097462e-02
64, 2.684499919410000e-01, -6.284232430717243e-02
65, 2.545700073240000e-01, -6.255389562865851e-02
66, 2.409400045870000e-01, -6.218005905385172e-02
67, 2.275699973110000e-01, -6.171883145491638e-02
68, 2.144699990750000e-01, -6.116820677499166e-02
69, 2.016600072380000e-01, -6.052671798591901e-02
70, 1.891400069000000e-01, -5.979200471174086e-02
