"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,          66,      -5.068841556,      -4.812492459,      -5.369650419,      -5.564113405
          0,           0,          67,      -5.095771283,      -4.826623426,      -5.413311847,       -5.58668777
          0,           0,          68,      -5.130663944,      -4.846237662,      -5.444810401,      -5.613789551
          0,           0,          69,      -5.162240459,      -4.865600389,      -5.434655718,       -5.61751676
          0,           0,          70,      -5.202034606,       -4.89718718,       -5.44449357,      -5.647276486
          0,           0,          71,      -5.246982828,      -4.938339856,      -5.466379057,      -5.683168386
          0,           0,          72,       -5.29760291,      -4.992310378,      -5.484534089,      -5.729561841
          0,           0,          73,      -5.342986101,      -5.051453497,      -5.509660834,      -5.782736007
          0,           0,          74,      -5.375787839,      -5.106216851,      -5.547693818,      -5.832548072
          0,           0,          75,       -5.39558861,      -5.149614043,      -5.591902335,      -5.876085426
          0,           0,          76,      -5.405827749,      -5.176610863,      -5.638691619,      -5.909361944
          0,           0,          77,      -5.412671814,      -5.188958407,      -5.686832441,      -5.931948026
          0,           0,          78,      -5.421848708,      -5.194101906,      -5.732185822,      -5.947468256
          0,           0,          79,      -5.437171036,      -5.199681758,      -5.769739709,      -5.960142462
          0,           0,          80,       -5.46085455,      -5.211151709,      -5.797184412,      -5.974323643
          0,           0,          81,      -5.493957221,      -5.231812532,      -5.816709025,      -5.994228006
          0,           0,          82,      -5.536745547,      -5.263481461,      -5.835302224,      -6.024830843
          0,           0,          83,      -5.580212838,      -5.300450472,      -5.836500171,      -6.052647555
          0,           0,          84,      -5.628013665,      -5.346881189,       -5.84869877,      -6.086855966
          0,           0,          85,      -5.675274839,      -5.398513034,      -5.879714894,      -6.130994963
          0,           0,          86,       -5.71699598,      -5.453499958,      -5.911915493,      -6.182026286
          0,           0,          87,      -5.744271583,      -5.500942009,      -5.949946398,      -6.232161885
          0,           0,          88,      -5.756758084,      -5.531812036,      -5.995917746,      -6.269431887
          0,           0,          89,      -5.759941633,      -5.546072836,      -6.042637948,      -6.294859652
          0,           0,          90,      -5.760667788,      -5.549469703,      -6.085485307,      -6.310361073
          0,           0,          91,      -5.764875053,      -5.550077879,      -6.121950072,      -6.320227699
          0,           0,          92,      -5.776146327,      -5.554571353,      -6.148918017,      -6.329887391
          0,           0,          93,      -5.796155775,      -5.566970677,      -6.166439768,       -6.34352807
          0,           0,          94,      -5.825514953,      -5.589344057,      -6.179006544,      -6.364274541
          0,           0,          95,      -5.864061642,      -5.622493506,       -6.19211201,      -6.395120505
          0,           0,          96,        -5.9054478,      -5.661707178,      -6.189128676,      -6.424232108
          0,           0,          97,      -5.947350251,      -5.705219326,       -6.20130093,      -6.452948318
          0,           0,          98,       -5.99341308,      -5.755372455,      -6.234098257,       -6.49841548
          0,           0,          99,      -6.034611288,      -5.805215643,      -6.271689684,      -6.545973795
          0,           0,         100,      -6.064810333,      -5.845532943,      -6.310332361,      -6.588885038
          0,           0,         101,      -6.082152649,      -5.869698666,      -6.353149701,      -6.618689425
          0,           0,         102,      -6.089621201,      -5.879166613,      -6.394058592,      -6.635917944
          0,           0,         103,      -6.092871937,      -5.880184517,      -6.427907073,      -6.644007025
          0,           0,         104,      -6.097158385,      -5.879746547,      -6.453230202,      -6.648204617
          0,           0,         105,      -6.105935835,      -5.883190118,      -6.469092989,      -6.653475433
          0,           0,         106,      -6.121102348,      -5.893711553,      -6.477615338,      -6.663100508
          0,           0,         107,       -6.14358258,      -5.912948778,      -6.484180852,      -6.679181143
          0,           0,         108,       -6.17366183,      -5.941555944,      -6.494418044,      -6.702999008
          0,           0,         109,      -6.211081759,      -5.979482638,      -6.512440989,      -6.735179589
          0,           0,         110,      -6.254992922,       -6.02603135,      -6.541095553,      -6.776082605
          0,           0,         111,      -6.304000586,      -6.079912535,      -6.583570899,      -6.827398676
          0,           0,         112,      -6.354161426,      -6.137264872,      -6.626679183,      -6.880178769
          0,           0,         113,      -6.401159016,      -6.191828431,       -6.67384141,      -6.923454038
          0,           0,         114,      -6.442386025,      -6.240226087,      -6.731707782,      -6.966960269
          0,           0,         115,      -6.469602723,       -6.27595808,      -6.790517099,      -7.007058424
          0,           0,         116,      -6.482475692,      -6.296928542,      -6.839587902,      -7.036771604
          0,           0,         117,      -6.484994179,      -6.306227723,      -6.873082996,      -7.055173376
          0,           0,         118,      -6.484222815,      -6.311370434,      -6.888249414,      -7.067878935
          0,           0,         119,      -6.485372209,       -6.31804044,      -6.889653415,       -7.08055468
          0,           0,         120,      -6.490205304,      -6.327944747,      -6.889246381,      -7.094777058
          0,           0,         121,      -6.500312305,        -6.3423741,      -6.893732631,      -7.111826043
          0,           0,         122,      -6.517037404,      -6.362574179,      -6.904801197,      -7.133541799
          0,           0,         123,      -6.540741761,      -6.388837236,      -6.923727436,      -7.160440731
          0,           0,         124,      -6.571030687,      -6.420647881,      -6.951493238,      -7.191653028
          0,           0,         125,      -6.607021963,      -6.457154883,       -6.98740875,      -7.225755602
          0,           0,         126,      -6.647198847,      -6.497233252,      -7.028862477,      -7.261079766
          0,           0,         127,      -6.689106677,      -6.539253514,      -7.071633921,      -7.295623649
          0,           0,         128,      -6.729234393,      -6.580886841,      -7.110486011,      -7.327377714
          0,           0,         129,      -6.763417941,      -6.619088555,      -7.140897232,      -7.355155417
          0,           0,         130,      -6.788061789,      -6.650453093,      -7.160853267,      -7.378823842
          0,           0,         131,       -6.80110005,      -6.671510492,       -7.16927945,      -7.395257266
          0,           0,         132,      -6.806724701,      -6.684168363,      -7.170443761,      -7.403102886
          0,           0,         133,      -6.808929097,      -6.690843926,      -7.170709361,      -7.412560849
          0,           0,         134,      -6.810485783,      -6.693407247,      -7.175634745,      -7.422088188
          0,           0,         135,      -6.815273302,      -6.696496274,      -7.184723911,      -7.433146014
          0,           0,         136,      -6.825765768,      -6.703732708,      -7.198609324,      -7.447364341
          0,           0,         137,      -6.842739049,      -6.716861857,      -7.217865552,      -7.465155433
          0,           0,         138,      -6.865981779,      -6.736474577,      -7.241569923,      -7.486622083
          0,           0,         139,      -6.894815464,      -6.762799626,       -7.26743092,      -7.511610468
          0,           0,         140,      -6.927782026,      -6.795210876,      -7.293143442,      -7.539096086
          0,           0,         141,      -6.962184682,      -6.831356635,      -7.317281458,      -7.566908524
          0,           0,         142,      -6.994037415,      -6.866589272,      -7.339388552,      -7.592563919
          0,           0,         143,      -7.019237333,      -6.894813105,      -7.358866943,      -7.613486259
          0,           0,         144,      -7.035288592,      -6.910830481,      -7.375289884,      -7.627931012
          0,           0,         145,      -7.042508748,      -6.913310293,      -7.389102442,      -7.635926212
          0,           0,         146,      -7.043982103,      -6.905928924,      -7.401456972,      -7.639546312
          0,           0,         147,       -7.04451505,      -6.895446796,      -7.413907354,      -7.643032511
          0,           0,         148,      -7.047976795,      -6.886506294,      -7.431892985,      -7.658704207
          0,           0,         149,       -7.04924138,      -6.878020853,      -7.438914594,      -7.648096294
          0,           0,         150,      -7.058714236,      -6.880076164,      -7.444234368,      -7.657265425
          0,           0,         151,      -7.074718939,      -6.890270353,      -7.454906148,      -7.671325158
          0,           0,         152,      -7.097148866,      -6.909881513,      -7.468999435,      -7.692596321
          0,           0,         153,      -7.125858409,      -6.938407467,      -7.486086153,      -7.719529626
          0,           0,         154,      -7.159114912,      -6.974516443,      -7.504362675,      -7.750761652
          0,           0,         155,      -7.193916136,      -7.015211671,      -7.524972901,      -7.783804308
          0,           0,         156,      -7.227479348,      -7.056457272,      -7.548479895,      -7.814648499
          0,           0,         157,      -7.257393584,      -7.093579335,      -7.573482676,      -7.840791116
          0,           0,         158,      -7.281756884,      -7.121879731,      -7.598710207,      -7.860852035
          0,           0,         159,        -7.3000571,      -7.138956411,      -7.623405997,      -7.874734597
          0,           0,         160,       -7.31364742,      -7.146543111,      -7.647143029,      -7.884619345
          0,           0,         161,      -7.324858895,      -7.149212534,      -7.669502395,      -7.895884429
          0,           0,         162,      -7.327980419,      -7.143998187,       -7.67391344,      -7.891299322
          0,           0,         163,      -7.340937547,      -7.150614514,      -7.683793573,       -7.90190868
          0,           0,         164,       -7.35631766,      -7.161950593,      -7.697151913,      -7.917655555
          0,           0,         165,      -7.377150931,      -7.182859159,      -7.709148887,       -7.93852382
          0,           0,         166,       -7.40161432,      -7.211953629,       -7.72145029,      -7.967049435
          0,           0,         167,      -7.427370783,      -7.246158367,      -7.738192538,      -7.998030563
          0,           0,         168,      -7.453220906,      -7.283075708,      -7.757982256,      -8.029927953
          0,           0,         169,      -7.477760818,      -7.318736112,      -7.779802435,      -8.059741257
          0,           0,         170,      -7.499584414,        -7.3479481,       -7.80429552,      -8.083819708
          0,           0,         171,      -7.518099264,      -7.366847062,      -7.830697322,      -8.100355489
          0,           0,         172,      -7.533502288,      -7.374819528,      -7.857207119,      -8.109692385
          0,           0,         173,      -7.546719782,      -7.374835349,      -7.882461978,      -8.114109377
          0,           0,         174,      -7.559279792,      -7.371872864,       -7.90546822,      -8.117264512
          0,           0,         175,      -7.572992856,      -7.370807143,      -7.925816023,       -8.12352578
          0,           0,         176,      -7.588911899,      -7.374525906,      -7.946591786,      -8.144492857
          0,           0,         177,      -7.601534748,       -7.38023911,      -7.945368033,      -8.137436698
          0,           0,         178,       -7.61854582,      -7.395225777,      -7.956202363,      -8.158240256
          0,           0,         179,      -7.639228802,      -7.417382622,      -7.967418153,      -8.182316622
          0,           0,         180,      -7.661442102,      -7.446669006,      -7.980188621,      -8.213522556
          0,           0,         181,      -7.685010858,      -7.480913475,      -7.997823802,      -8.248133225
          0,           0,         182,      -7.708599311,      -7.517481161,      -8.018550057,      -8.283638595
          0,           0,         183,      -7.731176973,      -7.552634292,      -8.042935667,      -8.316499759
          0,           0,         184,      -7.752629301,      -7.582823623,      -8.070904586,      -8.343109869
          0,           0,         185,      -7.773466081,      -7.606044104,      -8.100791323,      -8.362610912
          0,           0,         186,      -7.794244693,      -7.622239827,      -8.130890716,      -8.375997992
          0,           0,         187,      -7.815521523,       -7.63334612,      -8.159808753,      -8.385486795
          0,           0,         188,      -7.837827445,      -7.642570109,      -8.186341752,      -8.394443829
          0,           0,         189,      -7.861331034,      -7.653062795,      -8.209581337,      -8.407328909
          0,           0,         190,        -7.8774372,      -7.659944908,      -8.210689693,      -8.417561744
          0,           0,         191,      -7.899973792,      -7.676504174,      -8.216149117,      -8.422429882
          0,           0,         192,      -7.922709249,      -7.698378049,      -8.232355633,      -8.447016577
          0,           0,         193,      -7.947286172,      -7.728128612,      -8.246457398,      -8.474778833
          0,           0,         194,      -7.970435025,      -7.763618333,      -8.258708353,      -8.510376055
          0,           0,         195,      -7.990088085,      -7.799533268,      -8.277348756,      -8.544459791
          0,           0,         196,      -8.006658449,      -7.833140487,      -8.300003154,      -8.576540996
          0,           0,         197,      -8.021354244,      -7.861472709,      -8.324372801,      -8.604552024
          0,           0,         198,      -8.035400609,      -7.881894683,      -8.351200431,      -8.625393421
          0,           0,         199,      -8.050242692,      -7.894372871,      -8.379852544,      -8.638956711
          0,           0,         200,      -8.066952836,      -7.901158002,      -8.408418575,      -8.647252903
          0,           0,         201,      -8.086115201,       -7.90550002,      -8.435528184,      -8.653082093
          0,           0,         202,      -8.107944146,      -7.910643644,      -8.460380049,      -8.659561936
          0,           0,         203,       -8.13231907,      -7.919179646,      -8.482618973,      -8.669704917
          0,           0,         204,       -8.15888197,      -7.932892312,      -8.503813314,      -8.687985314
          0,           0,         205,      -8.177698716,      -7.945118258,      -8.505518199,      -8.697728278
          0,           0,         206,      -8.202569424,      -7.968533108,       -8.51794646,      -8.720465987
          0,           0,         207,      -8.224106595,      -7.994120546,      -8.536667677,       -8.74751001
          0,           0,         208,      -8.244657378,      -8.025255156,      -8.553079367,      -8.780478557
          0,           0,         209,      -8.262697826,      -8.058724224,      -8.571675917,      -8.818663286
          0,           0,         210,      -8.278214807,      -8.090808373,      -8.595233045,      -8.853610094
          0,           0,         211,      -8.292740211,      -8.119805251,      -8.621804259,      -8.884802598
          0,           0,         212,      -8.307966474,      -8.144558407,      -8.650188084,      -8.911145859
          0,           0,         213,      -8.325370936,      -8.164856095,      -8.680255945,      -8.931561928
          0,           0,         214,      -8.346101404,      -8.181831923,      -8.711071311,      -8.946890351
          0,           0,         215,      -8.370710145,      -8.197395615,      -8.741048833,      -8.959327414
          0,           0,         216,      -8.399107944,      -8.213554688,      -8.769037217,      -8.971534456
          0,           0,         217,      -8.430612129,      -8.232008777,      -8.794595213,      -8.986260199
          0,           0,         218,      -8.463397612,      -8.253508305,      -8.817260114,      -9.007177189
          0,           0,         219,      -8.487168715,      -8.270952151,       -8.81343096,      -9.015085892
          0,           0,         220,      -8.516829806,      -8.298684032,      -8.828277154,      -9.037132884
          0,           0,         221,      -8.541663049,      -8.327620189,      -8.849090054,       -9.06529768
          0,           0,         222,      -8.562485893,      -8.360277396,      -8.864735705,      -9.096910327
          0,           0,         223,      -8.577902947,      -8.392938254,      -8.879988014,      -9.132056504
          0,           0,         224,      -8.588530053,      -8.421393963,       -8.90011149,      -9.162510979
          0,           0,         225,      -8.597349842,      -8.444773503,      -8.922619077,      -9.188612653
          0,           0,         226,      -8.607044308,      -8.462968252,      -8.946116306,       -9.21003897
          0,           0,         227,      -8.619455202,      -8.476612433,      -8.971226209,      -9.226167094
          0,           0,         228,      -8.635857183,       -8.48749944,      -8.997592279,      -9.238010852
          0,           0,         229,      -8.656762045,      -8.497768099,      -9.024042078,      -9.247645039
          0,           0,         230,       -8.68195459,      -8.509231466,      -9.049839967,      -9.257285542
          0,           0,         231,      -8.710637911,      -8.523205864,      -9.074695204,       -9.26891865
          0,           0,         232,      -8.741504332,       -8.54050538,      -9.098491989,       -9.28428508
          0,           0,         233,      -8.772869781,      -8.561497806,      -9.122192595,       -9.30606768
          0,           0,         234,      -8.795269557,      -8.579436863,      -9.132099763,      -9.328712264
          0,           0,         235,      -8.820311577,      -8.605399352,       -9.14558876,      -9.346550083
          0,           0,         236,        -8.8383171,      -8.629982807,      -9.167452475,       -9.37430059
          0,           0,         237,      -8.853122471,      -8.656716764,      -9.185364095,      -9.404954832
          0,           0,         238,      -8.864172781,      -8.683179268,      -9.203389146,       -9.43955121
          0,           0,         239,      -8.873919164,      -8.707350712,      -9.225013971,      -9.469843448
          0,           0,         240,       -8.88442901,       -8.72931755,      -9.248263938,      -9.496616566
          0,           0,         241,      -8.897654395,      -8.749472868,      -9.273075352,      -9.520147357
          0,           0,         242,      -8.914840502,      -8.768433353,      -9.299412853,      -9.539956485
          0,           0,         243,      -8.936752685,      -8.787189191,      -9.326947516,      -9.556566257
          0,           0,         244,      -8.963509097,      -8.806753005,      -9.354810699,      -9.571418672
          0,           0,         245,      -8.994482905,      -8.827857939,       -9.38207929,      -9.586242238
          0,           0,         246,      -9.028374662,      -8.850891405,      -9.408317652,      -9.602652879
          0,           0,         247,      -9.063193657,      -8.875866447,      -9.433268354,      -9.622578048
          0,           0,         248,      -9.093056313,      -8.899440461,      -9.448915399,      -9.647589479
          0,           0,         249,      -9.118200708,      -8.922464791,      -9.453054226,      -9.651927801
          0,           0,         250,      -9.141558238,      -8.949150055,      -9.471249321,      -9.680666374
          0,           0,         251,      -9.159107408,      -8.975152774,      -9.489623194,      -9.706537823
          0,           0,         252,      -9.171496143,      -9.001289229,      -9.502259172,      -9.736156564
          0,           0,         253,      -9.180819598,      -9.025234223,      -9.517167998,        -9.7643496
          0,           0,         254,      -9.189087275,      -9.046333067,      -9.535272286,      -9.789347626
          0,           0,         255,      -9.199044207,      -9.065209896,       -9.55538567,      -9.811767043
          0,           0,         256,      -9.212293484,      -9.082348324,       -9.57706276,      -9.831181093
          0,           0,         257,      -9.229674717,      -9.098300759,      -9.600755515,      -9.847361964
          0,           0,         258,      -9.251383075,      -9.113733958,      -9.626161477,      -9.860995924
          0,           0,         259,      -9.276907238,      -9.129191775,      -9.652319314,      -9.873301778
          0,           0,         260,      -9.305117979,      -9.145011242,      -9.678450312,      -9.885535109
          0,           0,         261,      -9.334426212,      -9.161420613,      -9.703830436,      -9.898918747
          0,           0,         262,      -9.363007398,      -9.178628498,      -9.727807132,      -9.914816477
          0,           0,         263,      -9.389224726,      -9.196841579,      -9.751225339,      -9.936660083
          0,           0,         264,      -9.405026122,      -9.210069653,      -9.758521861,      -9.948965352
          0,           0,         265,      -9.421836876,      -9.229163324,       -9.77333765,      -9.970597912
          0,           0,         266,      -9.434113867,      -9.247249141,       -9.78922657,      -9.993733705
          0,           0,         267,      -9.444500145,       -9.26723716,      -9.803990749,      -10.02025242
          0,           0,         268,      -9.454886127,      -9.288814475,      -9.819320961,      -10.04976989
          0,           0,         269,      -9.466537238,      -9.311034356,      -9.837425961,      -10.07758332
          0,           0,         270,      -9.480791972,      -9.333886751,      -9.858434105,      -10.10386134
          0,           0,         271,      -9.498625073,      -9.357346985,      -9.881718842,        -10.128452
          0,           0,         272,      -9.520483654,      -9.381149466,      -9.907282559,      -10.15048695
          0,           0,         273,      -9.546349567,      -9.404990275,      -9.934833562,      -10.16966734
          0,           0,         274,      -9.575608503,      -9.428556019,      -9.963160932,      -10.18653391
          0,           0,         275,      -9.607005723,      -9.451511935,      -9.990949969,      -10.20209303
          0,           0,         276,       -9.63879529,      -9.473633127,       -10.0171825,       -10.2176432
          0,           0,         277,      -9.668903384,      -9.494841556,      -10.04107838,      -10.23528475
          0,           0,         278,      -9.690818842,       -9.51089438,      -10.05182898,      -10.25502312
          0,           0,         279,      -9.710359622,      -9.528123879,      -10.05777623,      -10.25769215
          0,           0,         280,      -9.727162962,      -9.547058455,      -10.07228714,      -10.28121434
          0,           0,         281,       -9.74086499,      -9.567044491,      -10.08594471,      -10.30303816
          0,           0,         282,      -9.752124718,      -9.588895827,      -10.09593116,      -10.32961095
          0,           0,         283,      -9.762835213,      -9.611075686,      -10.10927384,      -10.35561879
          0,           0,         284,      -9.774313298,       -9.63326158,      -10.12628345,      -10.38053205
          0,           0,         285,      -9.788186261,      -9.655351041,      -10.14594699,      -10.40440977
          0,           0,         286,      -9.805262656,      -9.676806438,      -10.16786548,      -10.42601071
          0,           0,         287,      -9.825788278,       -9.69701505,      -10.19228043,      -10.44440517
          0,           0,         288,      -9.849455835,      -9.715501996,      -10.21861028,      -10.45959694
          0,           0,         289,       -9.87537495,      -9.732020763,      -10.24555129,      -10.47235164
          0,           0,         290,      -9.902214867,      -9.746652715,      -10.27195162,      -10.48383544
          0,           0,         291,      -9.928475245,      -9.759914975,      -10.29678599,      -10.49549677
          0,           0,         292,      -9.952842909,      -9.772727545,       -10.3193585,      -10.50922716
          0,           0,         293,      -9.974399009,       -9.78594034,      -10.34110258,      -10.53082027
          0,           0,         294,      -9.987190264,      -9.795665799,      -10.34599086,      -10.53536324
          0,           0,         295,      -10.00054514,      -9.810635585,      -10.35832782,      -10.55688968
          0,           0,         296,      -10.01226993,      -9.827082089,      -10.37048502,        -10.578565
          0,           0,         297,      -10.02318465,      -9.846462957,      -10.38370149,      -10.60455517
          0,           0,         298,        -10.035611,      -9.868777748,      -10.39861265,      -10.63325685
          0,           0,         299,      -10.04990196,      -9.892925002,      -10.41622835,      -10.66152812
          0,           0,         300,      -10.06678278,      -9.918053635,      -10.43751514,      -10.68846574
          0,           0,         301,      -10.08683688,      -9.943502855,       -10.4613983,       -10.7132202
          0,           0,         302,      -10.11022892,      -9.968474477,      -10.48755338,      -10.73483569
          0,           0,         303,      -10.13668117,      -9.992219979,      -10.51549723,      -10.75299195
          0,           0,         304,      -10.16542212,      -10.01428698,      -10.54378562,      -10.76836228
          0,           0,         305,      -10.19521319,      -10.03458776,      -10.57101989,      -10.78225012
          0,           0,         306,      -10.22455502,      -10.05347647,      -10.59619792,      -10.79642769
          0,           0,         307,       -10.2516633,      -10.07142544,      -10.61857446,       -10.8140131
          0,           0,         308,      -10.26786484,      -10.08209185,      -10.61893401,      -10.82223932
          0,           0,         309,      -10.28825031,       -10.1007895,      -10.63060431,      -10.83600582
          0,           0,         310,      -10.30427478,      -10.11927707,      -10.64594584,      -10.85772912
          0,           0,         311,      -10.31872447,      -10.14127632,      -10.65804915,      -10.88164477
          0,           0,         312,      -10.33172089,      -10.16560666,      -10.66916864,      -10.91025361
          0,           0,         313,      -10.34401646,      -10.18996706,      -10.68471584,      -10.93714217
          0,           0,         314,      -10.35712247,      -10.21393065,      -10.70347432,      -10.96273696
          0,           0,         315,      -10.37229631,      -10.23685853,      -10.72422894,      -10.98647073
          0,           0,         316,      -10.39010808,      -10.25773736,      -10.74741077,      -11.00671454
          0,           0,         317,      -10.41076236,      -10.27597712,      -10.77291754,      -11.02286591
          0,           0,         318,      -10.43396534,      -10.29153538,      -10.79953015,      -11.03553875
          0,           0,         319,      -10.45892612,      -10.30484366,      -10.82595981,      -11.04604766
          0,           0,         320,      -10.48456239,      -10.31678364,      -10.85123096,      -11.05608649
          0,           0,         321,       -10.5097433,      -10.32855752,      -10.87453352,      -11.06758254
          0,           0,         322,      -10.53359779,      -10.34148932,      -10.89602413,      -11.08344707
          0,           0,         323,      -10.54874368,      -10.35024619,      -10.90528924,       -11.1029508
          0,           0,         324,      -10.56690091,      -10.36691431,      -10.91337295,      -11.11122379
          0,           0,         325,      -10.58060279,      -10.38373342,      -10.92939624,      -11.13349195
          0,           0,         326,      -10.59464403,      -10.40509903,      -10.94226929,      -11.15855516
          0,           0,         327,      -10.60767717,      -10.42933058,      -10.95590707,      -11.18969589
          0,           0,         328,      -10.62136058,      -10.45463813,      -10.97410907,      -11.21916315
          0,           0,         329,      -10.63648454,      -10.48044996,      -10.99494216,      -11.24738046
          0,           0,         330,      -10.65389559,      -10.50580299,       -11.0183986,       -11.2735984
          0,           0,         331,       -10.6741467,      -10.52980857,      -11.04421694,      -11.29619289
          0,           0,         332,      -10.69750887,      -10.55201886,       -11.0718224,      -11.31469059
          0,           0,         333,      -10.72375272,      -10.57236479,      -11.10010386,      -11.32974417
          0,           0,         334,      -10.75210815,        -10.591155,       -11.1276778,      -11.34281338
          0,           0,         335,      -10.78141419,      -10.60904119,      -11.15358359,      -11.35576629
          0,           0,         336,      -10.81028121,      -10.62688546,       -11.1772759,      -11.37100755
