"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633267228290264e-05, 2.664612335875456e-01, -6.924537562545040e-01, -1.141095971832809e-01, 2.011080080161168e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.558067502871750e+00
1, 9.990000128750000e-01, -1.454877519734475e-04, -7.424130365010359e-02, 1.222626602549507e-02, -8.732512087263843e-02, -4.959512797275290e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.597884325110202e-01
2, 9.977599978450000e-01, -3.276763035648608e-04, -8.932279046094636e-02, 6.370248475686210e-02, -1.116710575011338e-01, -1.268152013820728e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.301996203689157e-02
3, 9.960200190539999e-01, -5.908371776044496e-04, -1.088158828698627e-01, 1.017727524331429e-01, -1.113335189666463e-01, -2.036819683963364e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.846606315480055e-02
4, 9.937800168990000e-01, -9.503711580592251e-04, -1.288756473484439e-01, 1.381825534409324e-01, -1.207459161134317e-01, -2.835145665356791e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.269117996328797e-02
5, 9.910500049590000e-01, -1.431104493861052e-03, -1.374688579585075e-01, 1.554618279303348e-01, -1.351766618440907e-01, -3.154348248756029e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.379681502053782e-02
6, 9.878399968150000e-01, -2.065843219501399e-03, -1.382568557064900e-01, 1.611765953021653e-01, -1.545815890510590e-01, -3.247530151499891e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.814015583467285e-02
7, 9.841300249100000e-01, -2.893124614693864e-03, -1.295237993515622e-01, 1.531393630693149e-01, -1.776226162290688e-01, -3.077070019617379e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.386819042452042e-02
8, 9.799500107769999e-01, -3.926149039608922e-03, -1.098428345881892e-01, 1.295498316337201e-01, -2.014971754211053e-01, -2.617319086715819e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.938718229382815e-02
9, 9.752799868580000e-01, -5.161198342586707e-03, -7.913625889418652e-02, 9.046954720197178e-02, -2.222011861786125e-01, -1.867788998962760e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.393708058724227e-02
10, 9.701499938960000e-01, -6.547848241434274e-03, -3.949942565034299e-02, 3.905294893109938e-02, -2.353579675919740e-01, -8.812019644929059e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.313491025677995e-03
11, 9.645400047300000e-01, -8.022614719366071e-03, 4.376002810639206e-03, -1.821505595967762e-02, -2.373780456650930e-01, 2.231944669199002e-03, 0.000000000000000e+00, 0.000000000000000e+00, 2.558618716137884e-03
12, 9.584699869160000e-01, -9.504500784122530e-03, 4.495648621572017e-02, -7.163248608041406e-02, -2.270927935294940e-01, 1.255862546853247e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.571184767096071e-03
13, 9.519400000570000e-01, -1.093395517108733e-02, 7.422111847052325e-02, -1.111926919719851e-01, -2.072948019495221e-01, 2.003968028857328e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.246187613478477e-03
14, 9.449599981310000e-01, -1.228126253321360e-02, 8.755620679120321e-02, -1.310715611131127e-01, -1.839054337326498e-01, 2.342352163650563e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.664988862090237e-03
15, 9.375399947170000e-01, -1.355173705377461e-02, 8.683923844616522e-02, -1.331348237811522e-01, -1.630784047318202e-01, 2.315034088996842e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.314966816326311e-03
16, 9.296900033950000e-01, -1.477554192782963e-02, 7.886994750756582e-02, -1.252653613210367e-01, -1.483726795707006e-01, 2.096703856443560e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.612741059643418e-03
17, 9.214000105860000e-01, -1.599452076060943e-02, 7.041377972543562e-02, -1.157559699903278e-01, -1.399939492029224e-01, 1.868252610203607e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.961728526969090e-03
18, 9.126999974250000e-01, -1.723925044204500e-02, 6.557060720571090e-02, -1.098496270357607e-01, -1.364362362026044e-01, 1.732534848247579e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.385195438791547e-03
19, 9.035800099370001e-01, -1.853309198716230e-02, 6.521865134187213e-02, -1.089653566357725e-01, -1.355624168374524e-01, 1.716365127782064e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.650051736432338e-03
20, 8.940600156780000e-01, -1.988103354206930e-02, 6.886624661421334e-02, -1.127358820476280e-01, -1.356762474127085e-01, 1.803111728904764e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.884781447383654e-03
21, 8.841500282290000e-01, -2.127896695544783e-02, 7.527588058876737e-02, -1.197938418770698e-01, -1.356684212538702e-01, 1.962092088608209e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.239925974139840e-03
22, 8.738499879840000e-01, -2.271872814055018e-02, 8.313493623384324e-02, -1.286288305819722e-01, -1.349836341319929e-01, 2.159552470203869e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.804797933368255e-03
23, 8.631799817090000e-01, -2.418816486824180e-02, 9.153191239673690e-02, -1.381303701213259e-01, -1.336054952551862e-01, 2.369506950912597e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.504184547872338e-03
24, 8.521599769590000e-01, -2.567666966974382e-02, 9.974620899151608e-02, -1.474536781978262e-01, -1.316126841705823e-01, 2.576316028505016e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.384866070174923e-03
25, 8.407700061800000e-01, -2.718134121977303e-02, 1.076147938681218e-01, -1.563603247568610e-01, -1.292982286735316e-01, 2.772437128234626e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.323683063264666e-03
26, 8.290500044819999e-01, -2.869345282018877e-02, 1.150167508925746e-01, -1.647162053988496e-01, -1.267896090657040e-01, 2.958544088384035e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.315338109211009e-03
27, 8.170099854470000e-01, -3.020986617453764e-02, 1.221250661132884e-01, -1.726980789642459e-01, -1.242413867213433e-01, 3.136569575267523e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.277910649011844e-03
28, 8.046399950980000e-01, -3.173063496671110e-02, 1.290824977711441e-01, -1.804629935167036e-01, -1.217021827071721e-01, 3.310891712142227e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.168938400824142e-03
29, 7.919700145720000e-01, -3.325105906638748e-02, 1.360135907207926e-01, -1.881747762802669e-01, -1.191641776873518e-01, 3.485172157681778e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.004974956881537e-03
30, 7.790099978450000e-01, -3.476888293133563e-02, 1.430621930105307e-01, -1.959723924377509e-01, -1.166577932475411e-01, 3.661117014962881e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.316785275363526e-04
