"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,       -3.97143229,       -16.3235612,       -16.2250505,      -2.519987013,      -10.66998911
          0,           0,           1,      -4.818094821,      -4.205973003,      -3.905578261,      -3.364598458,      -10.64606944
          0,           0,           2,      -4.783351502,      -4.308306235,      -4.242359915,      -3.315560399,      -10.85665519
          0,           0,           3,      -4.815613885,       -4.36924557,      -4.402318662,      -3.353290633,      -10.85175731
          0,           0,           4,      -4.890945568,       -4.38359404,      -4.383904784,      -3.435655473,      -10.84557932
          0,           0,           5,      -4.953916489,      -4.375102869,      -4.379521604,      -3.505505134,      -10.84615769
          0,           0,           6,      -4.993317978,      -4.362644952,       -4.38963306,      -3.550155334,         -10.83799
          0,           0,           7,       -5.01201199,      -4.355686006,      -4.405340147,      -3.571978664,      -10.81567474
          0,           0,           8,      -5.013222674,      -4.358930103,      -4.426381157,      -3.574821249,      -10.78180067
          0,           0,           9,      -5.002600911,      -4.374850456,      -4.453353257,      -3.564214896,      -10.74230252
          0,           0,          10,      -4.989548117,      -4.403033182,       -4.48328834,      -3.549245294,      -10.70068907
          0,           0,          11,       -4.98266212,      -4.439281273,      -4.510465253,      -3.539038095,      -10.66593345
          0,           0,          12,      -4.985489684,      -4.475083906,      -4.529013346,         -3.538695,      -10.63567508
          0,           0,          13,      -4.996648771,      -4.500311847,      -4.535558668,      -3.548651788,      -10.60918106
          0,           0,          14,      -5.012673933,      -4.510195351,      -4.531740107,      -3.566167976,      -10.58895435
          0,           0,          15,      -5.030673726,      -4.508287109,      -4.523308831,      -3.587427691,      -10.57662157
          0,           0,          16,      -5.049706079,      -4.501208567,      -4.515633875,      -3.609787921,      -10.57046146
          0,           0,          17,      -5.070505105,      -4.493381074,      -4.510999524,      -3.632864597,      -10.57054238
          0,           0,          18,      -5.094006315,      -4.486623511,      -4.509306909,      -3.657442173,       -10.5746654
          0,           0,          19,      -5.119333745,       -4.48213771,      -4.510038953,      -3.683073795,      -10.58092671
          0,           0,          20,      -5.142631898,      -4.481586932,      -4.513639789,      -3.706311916,      -10.58719906
          0,           0,          21,      -5.157932686,      -4.486858689,      -4.521605295,      -3.721236799,      -10.59149093
          0,           0,          22,      -5.160688774,      -4.499062368,      -4.535509862,      -3.723143603,      -10.59297463
          0,           0,          23,      -5.151542688,      -4.517370649,      -4.555794428,      -3.712905276,      -10.59200807
          0,           0,          24,      -5.136471633,      -4.537981474,      -4.581039941,      -3.697016342,      -10.58941141
          0,           0,          25,      -5.123036168,      -4.554344695,      -4.607810784,      -3.683328846,       -10.5860599
          0,           0,          26,      -5.116988387,      -4.559795528,      -4.631203686,      -3.677603159,       -10.5828404
          0,           0,          27,      -5.121480986,      -4.551797289,      -4.646623522,      -3.682859173,      -10.57970261
          0,           0,          28,      -5.137602498,      -4.533773352,      -4.652288897,      -3.699968099,      -10.57670411
          0,           0,          29,      -5.164850026,      -4.512284918,      -4.650282758,      -3.728121014,      -10.57261644
          0,           0,          30,      -5.201143683,      -4.493220855,      -4.645028627,      -3.764770132,      -10.56658814
          0,           0,          31,      -5.242406597,      -4.480203457,      -4.640933113,      -3.805138897,      -10.55835914
          0,           0,          32,      -5.282224305,      -4.474740799,      -4.641089831,      -3.842016503,      -10.54782469
          0,           0,          33,      -5.312931699,      -4.476772395,       -4.64718417,      -3.867610064,      -10.53544653
          0,           0,          34,      -5.329104902,      -4.484983892,      -4.659705325,      -3.877928745,      -10.52192015
          0,           0,          35,      -5.331502532,      -4.496962177,       -4.67785957,      -3.875668853,      -10.50779271
          0,           0,          36,      -5.326757297,      -4.509427626,      -4.699654976,      -3.868260634,       -10.4930346
          0,           0,          37,      -5.322639317,      -4.518921371,      -4.722257787,      -3.863166651,      -10.47765756
          0,           0,          38,      -5.324615045,      -4.522956791,      -4.742514937,      -3.865254533,      -10.46207373
          0,           0,          39,      -5.335464716,      -4.520949419,      -4.757773351,      -3.876868691,      -10.44652289
          0,           0,          40,      -5.356043383,      -4.514227232,      -4.766787224,      -3.898632582,      -10.43118559
          0,           0,          41,      -5.385788618,      -4.505142324,      -4.770079404,      -3.929895667,      -10.41600444
          0,           0,          42,      -5.422621482,      -4.496019633,       -4.76947094,      -3.968681259,      -10.40101886
          0,           0,          43,      -5.462491794,      -4.488541036,      -4.767196671,      -4.011095083,       -10.3861227
          0,           0,          44,      -5.499043115,      -4.483619991,      -4.765072757,      -4.050473172,      -10.37147967
          0,           0,          45,      -5.524586715,      -4.481524104,      -4.764246472,      -4.078171434,      -10.35710689
