"Pressure","Points:0","Points:1","Points:2"
0.96749,0.38218,0.51615,-0.025649
0.97821,0.36774,0.51558,-0.024325
0.98954,0.35458,0.51499,-0.022931
1.0012,0.34272,0.51439,-0.021493
1.0075,0.33216,0.51379,-0.020046
0.99727,0.32288,0.5132,-0.01862
0.99105,0.31482,0.51257,-0.01707
1.0356,0.30794,0.51177,-0.015088
1.1387,0.30226,0.51075,-0.012557
1.2649,0.29777,0.50958,-0.0096237
1.3743,0.29441,0.50833,-0.0064934
1.4323,0.29209,0.50704,-0.0032727
1.4049,0.2908,0.50574,0
1.2835,0.29209,0.50704,0.0032727
1.1078,0.29441,0.50833,0.0064934
0.91713,0.29777,0.50958,0.0096237
0.73094,0.30226,0.51075,0.012557
0.57787,0.30794,0.51177,0.015088
0.48756,0.31482,0.51257,0.01707
0.46521,0.32288,0.5132,0.01862
0.49022,0.33216,0.51379,0.020046
0.54029,0.34272,0.51439,0.021493
0.61084,0.35458,0.51499,0.022931
0.67778,0.36774,0.51558,0.024325
0.71276,0.38218,0.51615,0.025649
0.72233,0.39786,0.51668,0.026883
0.72108,0.41472,0.51718,0.028015
0.71819,0.43269,0.51764,0.029034
0.71589,0.45168,0.51805,0.029931
0.71341,0.47159,0.51841,0.030691
0.70899,0.49231,0.51871,0.031296
0.70103,0.51373,0.51893,0.031718
0.68822,0.5357,0.51907,0.031928
0.67132,0.55809,0.51911,0.031896
0.65609,0.58077,0.51904,0.031599
0.66106,0.6036,0.51884,0.031026
0.71134,0.62643,0.51853,0.030181
0.80353,0.64913,0.51811,0.029085
0.87611,0.67159,0.51759,0.027773
0.90688,0.69368,0.517,0.02629
0.92172,0.71528,0.51634,0.024684
0.9358,0.7363,0.51565,0.023
0.95117,0.75663,0.51493,0.021278
0.96613,0.77619,0.5142,0.019544
0.98006,0.79489,0.51347,0.017818
0.99321,0.81267,0.51275,0.01611
1.006,0.82948,0.51203,0.014424
1.0186,0.84528,0.51131,0.012765
1.0311,0.86005,0.51061,0.011139
1.0434,0.87381,0.50992,0.0095533
1.0553,0.88658,0.50926,0.0080166
1.0665,0.89843,0.50861,0.0065384
1.0771,0.90943,0.50799,0.0051258
1.0866,0.9197,0.5074,0.0037821
1.0959,0.92937,0.50684,0.0024973
1.1027,0.93861,0.50629,0.0012473
1.1157,0.94763,0.50574,0
0.92548,0.50883,0.6311,-0.028403
0.93505,0.49075,0.6306,-0.027553
0.94438,0.47363,0.63004,-0.026588
0.9539,0.45756,0.62943,-0.025515
0.96406,0.4426,0.62878,-0.024345
0.97508,0.42881,0.62809,-0.02309
0.98673,0.41623,0.62737,-0.021768
0.99882,0.40488,0.62664,-0.020406
1.0056,0.39477,0.62591,-0.019033
0.99621,0.38587,0.62519,-0.01768
0.99072,0.37812,0.62442,-0.01621
1.0358,0.37147,0.62344,-0.014329
1.1391,0.36591,0.6222,-0.011927
1.2652,0.36147,0.62077,-0.0091422
1.3742,0.35808,0.61925,-0.0061696
1.4309,0.35568,0.61769,-0.0031099
1.4012,0.35426,0.6161,0
1.2782,0.35568,0.61769,0.0031099
1.1007,0.35808,0.61925,0.0061696
0.90875,0.36147,0.62077,0.0091422
0.72236,0.36591,0.6222,0.011927
0.56925,0.37147,0.62344,0.014329
0.47818,0.37812,0.62442,0.01621
0.45333,0.38587,0.62519,0.01768
0.47084,0.39477,0.62591,0.019033
0.50243,0.40488,0.62664,0.020406
0.54237,0.41623,0.62737,0.021768
0.59798,0.42881,0.62809,0.02309
0.6571,0.4426,0.62878,0.024345
0.69537,0.45756,0.62943,0.025515
0.70919,0.47363,0.63004,0.026588
0.7093,0.49075,0.6306,0.027553
0.7049,0.50883,0.6311,0.028403
0.69967,0.52777,0.63154,0.029123
0.69353,0.54747,0.6319,0.029696
0.68417,0.56782,0.63217,0.030095
0.6699,0.58869,0.63234,0.030294
0.65421,0.60994,0.63239,0.030263
0.65336,0.63145,0.6323,0.029982
0.69341,0.65308,0.63207,0.029439
0.78486,0.67471,0.63169,0.028638
0.86731,0.69621,0.63118,0.0276
0.90099,0.71747,0.63054,0.026357
0.91411,0.73836,0.62982,0.024951
0.92724,0.7588,0.62902,0.023428
0.94315,0.77868,0.62817,0.021833
0.95883,0.79791,0.6273,0.0202
0.97301,0.8164,0.62641,0.018556
0.98614,0.83409,0.62553,0.016919
0.99867,0.85091,0.62464,0.015297
1.0109,0.8668,0.62376,0.013698
1.023,0.88174,0.62289,0.012124
1.0351,0.89571,0.62204,0.010581
1.0469,0.90872,0.6212,0.0090749
1.0584,0.9208,0.62039,0.0076158
1.0693,0.93201,0.6196,0.006212
1.0796,0.94241,0.61885,0.0048703
1.0889,0.95212,0.61813,0.0035939
1.098,0.96127,0.61744,0.0023732
1.1047,0.97001,0.61677,0.0011854
1.1173,0.97853,0.6161,0
0.9225,0.56115,0.7346,-0.027004
0.93214,0.54391,0.73401,-0.026198
0.94159,0.52757,0.73336,-0.025281
0.95126,0.51222,0.73266,-0.024263
0.96161,0.49792,0.7319,-0.023152
0.97286,0.48473,0.7311,-0.02196
0.98478,0.47268,0.73026,-0.020704
0.99719,0.4618,0.72941,-0.01941
1.0045,0.45209,0.72856,-0.018105
0.99563,0.44354,0.72772,-0.01682
0.99087,0.43608,0.72683,-0.015423
1.0364,0.42963,0.72569,-0.013634
1.1399,0.42419,0.72424,-0.01135
1.2655,0.41979,0.72258,-0.0087015
1.3739,0.41638,0.72081,-0.0058731
1.429,0.4139,0.71899,-0.002961
1.3972,0.41236,0.71714,0
1.2733,0.4139,0.71899,0.002961
1.0948,0.41638,0.72081,0.0058731
0.9022,0.41979,0.72258,0.0087015
0.71583,0.42419,0.72424,0.01135
0.56291,0.42963,0.72569,0.013634
0.47168,0.43608,0.72683,0.015423
0.44612,0.44354,0.72772,0.01682
0.46204,0.45209,0.72856,0.018105
0.48833,0.4618,0.72941,0.01941
0.51368,0.47268,0.73026,0.020704
0.5441,0.48473,0.7311,0.02196
0.58742,0.49792,0.7319,0.023152
0.63946,0.51222,0.73266,0.024263
0.6802,0.52757,0.73336,0.025281
0.69836,0.54391,0.73401,0.026198
0.70024,0.56115,0.7346,0.027004
0.69382,0.57921,0.73511,0.027688
0.68332,0.59798,0.73553,0.028231
0.66963,0.61735,0.73585,0.02861
0.65487,0.6372,0.73605,0.028798
0.65151,0.65741,0.7361,0.028769
0.68311,0.67785,0.736,0.028502
0.76804,0.6984,0.73573,0.027986
0.85652,0.71892,0.73529,0.027226
0.89498,0.73932,0.73469,0.02624
0.90669,0.75947,0.73395,0.02506
0.91745,0.77928,0.73311,0.023725
0.93299,0.79864,0.73218,0.02228
0.94931,0.81748,0.73119,0.020764
0.96395,0.8357,0.73018,0.019212
0.97726,0.85322,0.72915,0.017651
0.98984,0.86998,0.72811,0.016095
1.0019,0.88591,0.72708,0.014554
1.0138,0.90097,0.72606,0.013034
1.0255,0.91513,0.72505,0.011537
1.0372,0.92836,0.72406,0.010069
1.0488,0.94069,0.72308,0.008637
1.0601,0.95213,0.72213,0.0072489
1.0708,0.96274,0.72122,0.0059132
1.0811,0.9726,0.72034,0.0046364
1.0902,0.9818,0.71951,0.0034215
1.0993,0.99046,0.71871,0.0022596
1.106,0.99875,0.71793,0.0011287
1.1184,1.0068,0.71715,0
0.9187,0.60822,0.82767,-0.025748
0.9286,0.59172,0.82702,-0.02498
0.93834,0.57609,0.82629,-0.024108
0.94831,0.56138,0.82549,-0.023139
0.95896,0.54768,0.82464,-0.022081
0.97051,0.53502,0.82373,-0.020945
0.98274,0.52345,0.82279,-0.019749
0.99548,0.51299,0.82183,-0.018516
1.0031,0.50365,0.82087,-0.017273
0.99485,0.49541,0.81993,-0.016047
0.99085,0.4882,0.81892,-0.014716
1.037,0.48193,0.81764,-0.013011
1.1407,0.47661,0.81601,-0.010832
1.266,0.47224,0.81414,-0.0083057
1.3735,0.46881,0.81214,-0.0056068
1.4268,0.46626,0.81009,-0.0028272
1.3927,0.46461,0.80801,0
1.2691,0.46626,0.81009,0.0028272
1.0904,0.46881,0.81214,0.0056068
0.8972,0.47224,0.81414,0.0083057
0.71082,0.47661,0.81601,0.010832
0.55812,0.48193,0.81764,0.013011
0.46687,0.4882,0.81892,0.014716
0.4409,0.49541,0.81993,0.016047
0.45627,0.50365,0.82087,0.017273
0.48169,0.51299,0.82183,0.018516
0.5033,0.52345,0.82279,0.019749
0.52267,0.53502,0.82373,0.020945
0.54604,0.54768,0.82464,0.022081
0.58086,0.56138,0.82549,0.023139
0.62741,0.57609,0.82629,0.024108
0.66862,0.59172,0.82702,0.02498
0.68787,0.60822,0.82767,0.025748
0.6873,0.62548,0.82825,0.026399
0.67513,0.64341,0.82873,0.026915
0.6607,0.66191,0.82909,0.027276
0.65699,0.68085,0.82931,0.027455
0.68422,0.70012,0.82937,0.027427
0.76065,0.7196,0.82925,0.027172
0.84805,0.73916,0.82894,0.026682
0.89035,0.7587,0.82845,0.025958
0.90107,0.7781,0.82778,0.02502
0.90835,0.79726,0.82695,0.023896
0.9222,0.81609,0.82599,0.022625
0.93888,0.8345,0.82495,0.021248
0.95422,0.8524,0.82384,0.019804
0.96798,0.86971,0.82269,0.018326
0.98083,0.88636,0.82153,0.016838
0.99305,0.90229,0.82037,0.015355
1.0048,0.91743,0.8192,0.013887
1.0163,0.93174,0.81805,0.012437
1.0277,0.94518,0.81692,0.01101
1.0391,0.95776,0.81579,0.0096099
1.0505,0.96947,0.8147,0.0082439
1.0617,0.98035,0.81363,0.0069195
1.0723,0.99043,0.8126,0.005645
1.0825,0.99979,0.81161,0.0044265
1.0916,1.0085,0.81067,0.0032668
1.1008,1.0168,0.80977,0.0021576
1.1075,1.0246,0.80889,0.0010778
1.1198,1.0323,0.80801,0
0.91301,0.64975,0.90981,-0.02464
0.92328,0.63392,0.90909,-0.023906
0.93346,0.6189,0.90829,-0.023073
0.94388,0.60477,0.90741,-0.022146
0.95498,0.59159,0.90647,-0.021135
0.96696,0.5794,0.90548,-0.02005
0.97961,0.56825,0.90445,-0.018906
0.99274,0.55816,0.90339,-0.017727
1.0007,0.54914,0.90234,-0.016538
0.99293,0.54118,0.9013,-0.015366
0.98975,0.5342,0.90019,-0.014092
1.0367,0.52809,0.89878,-0.01246
1.1408,0.52286,0.897,-0.010375
1.2658,0.51852,0.89493,-0.0079565
1.3728,0.51508,0.89274,-0.0053719
1.4241,0.51247,0.89048,-0.0027092
1.3873,0.51072,0.8882,0
1.2652,0.51247,0.89048,0.0027092
1.0871,0.51508,0.89274,0.0053719
0.8932,0.51852,0.89493,0.0079565
0.70683,0.52286,0.897,0.010375
0.55442,0.52809,0.89878,0.01246
0.46326,0.5342,0.90019,0.014092
0.43694,0.54118,0.9013,0.015366
0.45177,0.54914,0.90234,0.016538
0.47689,0.55816,0.90339,0.017727
0.49798,0.56825,0.90445,0.018906
0.51458,0.5794,0.90548,0.02005
0.52947,0.59159,0.90647,0.021135
0.54815,0.60477,0.90741,0.022146
0.57808,0.6189,0.90829,0.023073
0.61917,0.63392,0.90909,0.023906
0.65305,0.64975,0.90981,0.02464
0.66576,0.66631,0.91044,0.025261
0.66596,0.6835,0.91097,0.025755
0.67176,0.70123,0.91136,0.026099
0.70186,0.71937,0.91161,0.02627
0.77084,0.73781,0.91167,0.026243
0.84891,0.75644,0.91155,0.025999
0.88876,0.77514,0.91121,0.025531
0.8977,0.7938,0.91066,0.024839
0.90084,0.81233,0.90992,0.023942
0.9115,0.83062,0.90901,0.022868
0.92761,0.84858,0.90796,0.021654
0.94367,0.86614,0.90681,0.020338
0.95799,0.88321,0.90559,0.018957
0.97129,0.89973,0.90433,0.017544
0.98382,0.91561,0.90306,0.016121
0.99564,0.9308,0.90178,0.014703
1.0069,0.94524,0.9005,0.013298
1.0181,0.95888,0.89923,0.01191
1.0291,0.97171,0.89798,0.010545
1.0403,0.98371,0.89675,0.0092047
1.0515,0.99487,0.89554,0.0078969
1.0625,1.0052,0.89437,0.0066288
1.0731,1.0149,0.89324,0.0054083
1.0833,1.0238,0.89215,0.0042412
1.0924,1.0321,0.89112,0.0031303
1.1017,1.04,0.89012,0.0020676
1.1085,1.0475,0.88916,0.0010329
1.1208,1.0548,0.88819,0
0.90426,0.68566,0.98084,-0.02368
0.91486,0.6704,0.98006,-0.022977
0.92558,0.65592,0.97919,-0.022177
0.93666,0.64228,0.97825,-0.021288
0.94845,0.62955,0.97724,-0.020317
0.9611,0.61778,0.97617,-0.019275
0.97437,0.60699,0.97505,-0.018177
0.98808,0.59722,0.97392,-0.017044
0.99653,0.58848,0.97278,-0.015902
0.98912,0.58076,0.97167,-0.014776
0.98676,0.57397,0.97047,-0.013552
1.0347,0.56801,0.96895,-0.011984
1.1394,0.56285,0.96702,-0.0099801
1.2647,0.55855,0.9648,-0.0076544
1.3715,0.55508,0.96243,-0.0051687
1.4211,0.55243,0.96,-0.0026071
1.3814,0.55059,0.95754,0
1.2623,0.55243,0.96,0.0026071
1.0852,0.55508,0.96243,0.0051687
0.89034,0.55855,0.9648,0.0076544
0.70392,0.56285,0.96702,0.0099801
0.55176,0.56801,0.96895,0.011984
0.4607,0.57397,0.97047,0.013552
0.4341,0.58076,0.97167,0.014776
0.4485,0.58848,0.97278,0.015902
0.47319,0.59722,0.97392,0.017044
0.49391,0.60699,0.97505,0.018177
0.51004,0.61778,0.97617,0.019275
0.52279,0.62955,0.97724,0.020317
0.53459,0.64228,0.97825,0.021288
0.55036,0.65592,0.97919,0.022177
0.57465,0.6704,0.98006,0.022977
0.60391,0.68566,0.98084,0.02368
0.63425,0.70161,0.98152,0.024277
0.67471,0.71817,0.98208,0.02475
0.7327,0.73522,0.98251,0.025081
0.80295,0.75267,0.98277,0.025244
0.86294,0.77039,0.98285,0.025218
0.89204,0.78829,0.98271,0.024985
0.89672,0.80624,0.98234,0.024535
0.89588,0.82415,0.98175,0.023871
0.90248,0.84192,0.98096,0.02301
0.91667,0.85945,0.97997,0.02198
0.93284,0.87667,0.97884,0.020814
0.9477,0.8935,0.9776,0.01955
0.96142,0.90985,0.97629,0.018225
0.9744,0.92567,0.97493,0.016868
0.9865,0.94089,0.97355,0.0155
0.99783,0.95544,0.97217,0.014138
1.0086,0.96928,0.9708,0.012788
1.0193,0.98235,0.96943,0.011455
1.03,0.99464,0.96808,0.010142
1.0409,1.0061,0.96675,0.0088542
1.0517,1.0168,0.96545,0.0075968
1.0626,1.0268,0.96419,0.0063775
1.073,1.036,0.96296,0.0052036
1.0831,1.0445,0.96179,0.0040809
1.0922,1.0525,0.96068,0.0030123
1.1015,1.06,0.95961,0.0019897
1.1084,1.0672,0.95857,0.00099408
1.1207,1.0742,0.95753,0
0.8925,0.71604,1.0409,-0.022868
0.90274,0.70127,1.0401,-0.02219
0.91366,0.68724,1.0392,-0.021418
0.92534,0.67402,1.0382,-0.020561
0.93795,0.66167,1.0371,-0.019624
0.95151,0.65024,1.036,-0.018619
0.96571,0.63976,1.0348,-0.017559
0.98026,0.63027,1.0336,-0.016466
0.98935,0.62176,1.0324,-0.015364
0.98244,0.61424,1.0312,-0.014277
0.98095,0.60762,1.0299,-0.013095
1.0301,0.60177,1.0283,-0.011581
1.1359,0.59669,1.0263,-0.0096452
1.2617,0.59241,1.0239,-0.0073985
1.3689,0.58893,1.0214,-0.0049966
1.4173,0.58623,1.0188,-0.0025206
1.3751,0.58431,1.0162,0
1.2591,0.58623,1.0188,0.0025206
1.0832,0.58893,1.0214,0.0049966
0.88763,0.59241,1.0239,0.0073985
0.70137,0.59669,1.0263,0.0096452
0.54939,0.60177,1.0283,0.011581
0.45838,0.60762,1.0299,0.013095
0.43148,0.61424,1.0312,0.014277
0.44537,0.62176,1.0324,0.015364
0.46936,0.63027,1.0336,0.016466
0.48924,0.63976,1.0348,0.017559
0.50477,0.65024,1.036,0.018619
0.51686,0.66167,1.0371,0.019624
0.52621,0.67402,1.0382,0.020561
0.53482,0.68724,1.0392,0.021418
0.5478,0.70127,1.0401,0.02219
0.57651,0.71604,1.0409,0.022868
0.63821,0.73148,1.0416,0.023443
0.74131,0.74749,1.0422,0.0239
0.83411,0.76397,1.0427,0.024218
0.88201,0.78083,1.043,0.024376
0.89777,0.79795,1.0431,0.02435
0.89657,0.81522,1.0429,0.024125
0.89274,0.83254,1.0425,0.023691
0.89585,0.84981,1.0419,0.023051
0.90718,0.86694,1.0411,0.022221
0.9224,0.88383,1.04,0.021227
0.93747,0.90042,1.0388,0.020102
0.95154,0.91663,1.0375,0.018883
0.96493,0.93238,1.0361,0.017604
0.97749,0.94761,1.0347,0.016294
0.98905,0.96226,1.0332,0.014975
0.99981,0.97628,1.0317,0.01366
1.0101,0.9896,1.0303,0.012356
1.0203,1.0022,1.0288,0.011069
1.0305,1.014,1.0274,0.0098014
1.0409,1.0251,1.026,0.0085572
1.0513,1.0354,1.0246,0.0073426
1.0618,1.045,1.0233,0.0061644
1.0719,1.0538,1.022,0.0050301
1.0818,1.0621,1.0207,0.0039452
1.0908,1.0697,1.0195,0.0029122
1.1,1.077,1.0184,0.0019237
1.1069,1.0839,1.0173,0.00096118
1.1191,1.0907,1.0162,0
0.87843,0.74115,1.0906,-0.022197
0.88659,0.72678,1.0897,-0.021539
0.8964,0.71312,1.0888,-0.020791
0.90791,0.70025,1.0877,-0.019959
0.92115,0.68822,1.0866,-0.019051
0.93586,0.67707,1.0854,-0.018076
0.95146,0.66685,1.0842,-0.017048
0.96745,0.65758,1.0829,-0.015988
0.97775,0.64927,1.0816,-0.014918
0.97173,0.64191,1.0804,-0.013864
0.97134,0.63543,1.0791,-0.012717
1.022,0.62968,1.0774,-0.011247
1.1293,0.62466,1.0752,-0.0093684
1.2565,0.62039,1.0728,-0.007187
1.3646,0.61691,1.0701,-0.0048543
1.413,0.61417,1.0674,-0.0024491
1.3695,0.6122,1.0647,0
1.2569,0.61417,1.0674,0.0024491
1.082,0.61691,1.0701,0.0048543
0.88588,0.62039,1.0728,0.007187
0.69971,0.62466,1.0752,0.0093684
0.54768,0.62968,1.0774,0.011247
0.45656,0.63543,1.0791,0.012717
0.42937,0.64191,1.0804,0.013864
0.44307,0.64927,1.0816,0.014918
0.46662,0.65758,1.0829,0.015988
0.48473,0.66685,1.0842,0.017048
0.49831,0.67707,1.0854,0.018076
0.50872,0.68822,1.0866,0.019051
0.51651,0.70025,1.0877,0.019959
0.52489,0.71312,1.0888,0.020791
0.54686,0.72678,1.0897,0.021539
0.60702,0.74115,1.0906,0.022197
0.73265,0.75616,1.0914,0.022754
0.85223,0.77172,1.092,0.023196
0.90019,0.78774,1.0925,0.023505
0.90642,0.80411,1.0928,0.023658
0.89844,0.82073,1.0928,0.023633
0.89169,0.83749,1.0927,0.023415
0.8922,0.85429,1.0923,0.022994
0.90049,0.87103,1.0916,0.022373
0.91358,0.88762,1.0907,0.021568
0.92787,0.90399,1.0896,0.020604
0.94176,0.92005,1.0884,0.019514
0.95517,0.93574,1.087,0.018331
0.96789,0.951,1.0855,0.017091
0.97962,0.96575,1.084,0.015821
0.99034,0.97993,1.0825,0.014541
1.0003,0.9935,1.081,0.013264
1.0099,1.0064,1.0794,0.011999
1.0194,1.0186,1.0779,0.01075
1.029,1.03,1.0764,0.0095196
1.0388,1.0408,1.0749,0.0083118
1.0489,1.0507,1.0735,0.0071324
1.059,1.06,1.0721,0.0059884
1.0688,1.0686,1.0707,0.0048867
1.0786,1.0765,1.0694,0.0038329
1.0875,1.084,1.0682,0.0028295
1.0967,1.091,1.067,0.0018692
1.1038,1.0977,1.0658,0.00093397
1.1163,1.1042,1.0647,0
0.86908,0.76143,1.1307,-0.021654
0.87232,0.74739,1.1298,-0.021014
0.87823,0.73403,1.1288,-0.020284
0.88701,0.72144,1.1277,-0.019474
0.89878,0.70966,1.1266,-0.018589
0.91313,0.69875,1.1253,-0.017638
0.92925,0.68874,1.124,-0.016636
0.94629,0.67965,1.1227,-0.015602
0.9577,0.67149,1.1214,-0.014559
0.95281,0.66427,1.1201,-0.01353
0.9543,0.6579,1.1188,-0.012412
1.0075,0.65223,1.117,-0.010978
1.1174,0.64725,1.1148,-0.0091449
1.2467,0.643,1.1122,-0.0070161
1.3566,0.63951,1.1095,-0.0047393
1.4059,0.63674,1.1067,-0.0023913
1.3621,0.63472,1.1039,0
1.2514,0.63674,1.1067,0.0023913
1.0772,0.63951,1.1095,0.0047393
0.88132,0.643,1.1122,0.0070161
0.69538,0.64725,1.1148,0.0091449
0.54332,0.65223,1.117,0.010978
0.45183,0.6579,1.1188,0.012412
0.42384,0.66427,1.1201,0.01353
0.43545,0.67149,1.1214,0.014559
0.45587,0.67965,1.1227,0.015602
0.47156,0.68874,1.124,0.016636
0.48385,0.69875,1.1253,0.017638
0.49448,0.70966,1.1266,0.018589
0.50713,0.72144,1.1277,0.019474
0.53402,0.73403,1.1288,0.020284
0.59572,0.74739,1.1298,0.021014
0.72104,0.76143,1.1307,0.021654
0.85125,0.7761,1.1315,0.022197
0.90604,0.7913,1.1322,0.022628
0.91038,0.80694,1.1327,0.022929
0.89792,0.82292,1.133,0.023078
0.8889,0.83913,1.133,0.023054
0.88792,0.85548,1.1329,0.022841
0.89404,0.87185,1.1325,0.02243
0.9049,0.88817,1.1318,0.021826
0.91797,0.90433,1.1309,0.021041
0.93156,0.92027,1.1297,0.020102
0.94503,0.93591,1.1284,0.019038
0.95805,0.95119,1.127,0.017886
0.9702,0.96604,1.1255,0.016677
0.98127,0.9804,1.1239,0.015438
0.99133,0.99421,1.1223,0.01419
1.0007,1.0074,1.1207,0.012945
1.0096,1.02,1.1191,0.011711
1.0183,1.0318,1.1176,0.010493
1.0272,1.043,1.116,0.009292
1.0362,1.0534,1.1145,0.0081135
1.0455,1.0631,1.113,0.0069626
1.0551,1.0721,1.1115,0.0058461
1.0645,1.0805,1.1101,0.0047709
1.074,1.0883,1.1088,0.0037422
1.0829,1.0955,1.1075,0.0027627
1.0922,1.1023,1.1063,0.0018251
1.0997,1.1089,1.1051,0.000912
1.113,1.1152,1.1039,0
0.86459,0.77751,1.1625,-0.021225
0.86035,0.76372,1.1616,-0.020597
0.85902,0.7506,1.1606,-0.019883
0.8617,0.73823,1.1594,-0.019089
0.86902,0.72666,1.1582,-0.018222
0.8808,0.71593,1.157,-0.017291
0.89619,0.70608,1.1557,-0.016309
0.91436,0.69713,1.1543,-0.015296
0.92827,0.6891,1.153,-0.014274
0.92678,0.68199,1.1516,-0.013266
0.93078,0.6757,1.1502,-0.01217
0.98685,0.6701,1.1484,-0.010765
1.1017,0.66515,1.1461,-0.0089677
1.235,0.66092,1.1435,-0.0068807
1.3467,0.65742,1.1407,-0.0046482
1.3973,0.65463,1.1378,-0.0023456
1.3558,0.65257,1.1349,0
1.2483,0.65463,1.1378,0.0023456
1.0769,0.65742,1.1407,0.0046482
0.88098,0.66092,1.1435,0.0068807
0.69294,0.66515,1.1461,0.0089677
0.53901,0.6701,1.1484,0.010765
0.44652,0.6757,1.1502,0.01217
0.4186,0.68199,1.1516,0.013266
0.43074,0.6891,1.153,0.014274
0.45071,0.69713,1.1543,0.015296
0.46776,0.70608,1.1557,0.016309
0.48664,0.71593,1.157,0.017291
0.51032,0.72666,1.1582,0.018222
0.54996,0.73823,1.1594,0.019089
0.62592,0.7506,1.1606,0.019883
0.73816,0.76372,1.1616,0.020597
0.84475,0.77751,1.1625,0.021225
0.90088,0.7919,1.1633,0.021756
0.90838,0.80682,1.164,0.022178
0.89543,0.82216,1.1645,0.022473
0.88557,0.83782,1.1648,0.022618
0.88499,0.85372,1.1649,0.022594
0.89064,0.86973,1.1647,0.022386
0.89977,0.88577,1.1643,0.021984
0.91091,0.90175,1.1636,0.021392
0.92307,0.91757,1.1627,0.020624
0.93547,0.93317,1.1615,0.019703
0.94757,0.94848,1.1602,0.018662
0.95896,0.96343,1.1587,0.017533
0.9693,0.97796,1.1571,0.016348
0.9786,0.992,1.1555,0.015135
0.98706,1.0055,1.1539,0.013911
0.99503,1.0184,1.1522,0.012692
1.0029,1.0307,1.1506,0.011483
1.0109,1.0423,1.149,0.010288
1.0191,1.0532,1.1474,0.0091116
1.0276,1.0634,1.1458,0.0079563
1.0364,1.0729,1.1443,0.0068281
1.0456,1.0818,1.1428,0.0057334
1.0547,1.0899,1.1413,0.0046791
1.0641,1.0975,1.14,0.0036704
1.0731,1.1046,1.1386,0.0027098
1.0829,1.1113,1.1374,0.0017902
1.091,1.1177,1.1361,0.00089459
1.1069,1.1239,1.1349,0
0.87763,0.79016,1.1875,-0.020886
0.86879,0.77657,1.1866,-0.020269
0.86144,0.76365,1.1856,-0.019567
0.85714,0.75145,1.1844,-0.018786
0.85668,0.74004,1.1832,-0.017933
0.85974,0.72945,1.1819,-0.017017
0.86565,0.71973,1.1805,-0.016052
0.87399,0.7109,1.1792,-0.015055
0.87835,0.70297,1.1778,-0.01405
0.86984,0.69594,1.1764,-0.013058
0.87296,0.68972,1.175,-0.011979
0.93188,0.68416,1.1731,-0.010597
1.0513,0.67925,1.1708,-0.0088282
1.1898,0.67502,1.1681,-0.0067741
1.3118,0.67152,1.1653,-0.0045765
1.3707,0.66871,1.1623,-0.0023095
1.3341,0.66662,1.1593,0
1.2272,0.66871,1.1623,0.0023095
1.0513,0.67152,1.1653,0.0045765
0.85044,0.67502,1.1681,0.0067741
0.66248,0.67925,1.1708,0.0088282
0.50965,0.68416,1.1731,0.010597
0.41898,0.68972,1.175,0.011979
0.39003,0.69594,1.1764,0.013058
0.4003,0.70297,1.1778,0.01405
0.42492,0.7109,1.1792,0.015055
0.45425,0.71973,1.1805,0.016052
0.49081,0.72945,1.1819,0.017017
0.53922,0.74004,1.1832,0.017933
0.61174,0.75145,1.1844,0.018786
0.71276,0.76365,1.1856,0.019567
0.80627,0.77657,1.1866,0.020269
0.86108,0.79016,1.1875,0.020886
0.8788,0.80434,1.1884,0.021409
0.87325,0.81903,1.1891,0.021824
0.86441,0.83414,1.1896,0.022113
0.86207,0.84956,1.1899,0.022256
0.86601,0.8652,1.19,0.022233
0.87348,0.88095,1.1898,0.022028
0.88331,0.89673,1.1894,0.021633
0.8953,0.91244,1.1887,0.02105
0.909,0.928,1.1877,0.020295
0.92344,0.94333,1.1865,0.01939
0.93772,0.95837,1.1851,0.018365
0.95125,0.97306,1.1836,0.017255
0.96361,0.98734,1.182,0.01609
0.97472,1.0011,1.1804,0.014896
0.9847,1.0144,1.1787,0.013693
0.99389,1.0271,1.1771,0.012493
1.0025,1.0392,1.1754,0.011303
1.0104,1.0506,1.1737,0.010128
1.0177,1.0613,1.1721,0.0089696
1.025,1.0713,1.1705,0.0078326
1.0324,1.0807,1.1689,0.0067221
1.0398,1.0893,1.1674,0.0056447
1.0471,1.0974,1.1659,0.0046068
1.0545,1.1048,1.1645,0.0036138
1.0615,1.1118,1.1631,0.0026681
1.069,1.1184,1.1619,0.0017627
1.0754,1.1246,1.1606,0.00088088
1.0889,1.1308,1.1593,0
0.86448,0.8,1.207,-0.016892
0.85076,0.78664,1.2062,-0.016751
0.83517,0.77392,1.2052,-0.016562
0.82047,0.76193,1.2042,-0.016316
0.8095,0.7507,1.2031,-0.016001
0.80418,0.74028,1.2018,-0.015605
0.80598,0.7307,1.2005,-0.01511
0.81499,0.72198,1.1992,-0.014502
0.82646,0.71415,1.1978,-0.013765
0.8372,0.70719,1.1964,-0.01289
0.8679,0.70102,1.195,-0.011826
0.94957,0.69551,1.1931,-0.010461
1.0787,0.69062,1.1907,-0.0087157
1.2106,0.6864,1.188,-0.0066881
1.342,0.68289,1.1851,-0.0045187
1.3941,0.68007,1.1821,-0.0022805
1.3583,0.67795,1.179,0
1.2275,0.68007,1.1821,0.0022805
1.0905,0.68289,1.1851,0.0045187
0.91468,0.6864,1.188,0.0066881
0.74412,0.69062,1.1907,0.0087157
