"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.614695063,      -3.722509166,      -4.188534737,      -3.018317919,             0.448,      0.2113767637,      0.1444039082,                 0,                 0,                 0,    0.005165380055,      0.2081763071,      0.1489807038,                 0,      0.6831588566
          0,           0,           1,      -3.863851612,      -3.739461684,      -3.765533209,      -3.252960484,             0.448,     0.08261631858,     0.02694867394,                 0,                 0,                 0,   -0.009431948521,     0.08200877591,     0.02874452638,                 0,      0.3261906897
          0,           0,           2,      -3.800126031,      -3.712098655,      -3.733713327,      -3.201870843,             0.448,     0.05976256552,     0.02865837001,                 0,                 0,                 0,    -0.01152485888,     0.05912316461,     0.02995526359,                 0,      0.4795371443
          0,           0,           3,      -3.746199256,      -3.755574225,      -3.735573018,      -3.153785677,             0.448,     0.07397332689,     0.06325898347,                 0,                 0,                 0,    -0.01059701067,     0.07257573579,     0.06485764917,                 0,       0.855159368
          0,           0,           4,       -3.69782405,      -3.725827666,      -3.701324022,      -3.108511985,             0.448,     0.05653463682,     0.05807642782,                 0,                 0,                 0,    -0.01270117662,     0.05525425251,     0.05929590381,                 0,       1.027271618
          0,           0,           5,      -3.694192265,      -3.706774931,      -3.697509095,      -3.108961701,             0.448,     0.04357292047,     0.05253457758,                 0,                 0,                 0,    -0.01698718486,     0.04241651553,     0.05347261403,                 0,       1.205670334
          0,           0,           6,      -3.690205048,      -3.817761495,      -3.736851887,      -3.111008296,             0.448,     0.03916646455,     0.05115080155,                 0,                 0,                 0,    -0.02056043969,     0.03804129514,     0.05199304097,                 0,       1.305984651
          0,           0,           7,      -3.695102684,      -3.827262355,      -3.727753248,      -3.118298291,             0.448,     0.03465253959,     0.04713281114,                 0,                 0,                 0,     -0.0232336907,     0.03361609637,     0.04787753597,                 0,         1.3601546
          0,           0,           8,      -3.679256114,      -3.756137737,      -3.740248124,      -3.101763119,             0.448,      0.0289977411,     0.04323467424,                 0,                 0,                 0,    -0.02537695205,     0.02804768097,     0.04385696795,                 0,       1.490966972
          0,           0,           9,      -3.693639524,      -3.794162049,      -3.746079144,      -3.119671604,             0.448,      0.0242742038,     0.04102287781,                 0,                 0,                 0,    -0.02701799669,     0.02337351783,     0.04154265444,                 0,       1.689978306
          0,           0,          10,      -3.698968085,       -3.84924118,      -3.773553914,      -3.128924191,             0.448,     0.02100181158,     0.03985782416,                 0,                 0,                 0,     -0.0280722298,     0.02012731986,     0.04030649118,                 0,       1.897827909
