"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,          93,     -0.5341705527,        1.00567435,        1.11920415
          0,           0,          94,     -0.5341704995,       1.005726124,       1.119255583
          0,           0,          95,     -0.5341705591,       1.005667399,       1.119197247
          0,           0,          96,     -0.5341704374,        1.00578653,       1.119315592
          0,           0,          97,     -0.5341704269,       1.005796359,       1.119325358
          0,           0,          98,     -0.5341705052,       1.005719251,       1.119248757
          0,           0,          99,     -0.5341704903,       1.005734018,       1.119263425
          0,           0,         100,     -0.5341707534,       1.005475936,       1.119007045
          0,           0,         101,     -0.5341707641,       1.005465609,       1.118996785
          0,           0,         102,     -0.5341706526,       1.005574682,       1.119105141
          0,           0,         103,     -0.5341707241,       1.005504675,       1.119035594
          0,           0,         104,     -0.5341707105,       1.005518081,       1.119048913
          0,           0,         105,     -0.5341706529,       1.005574136,       1.119104597
          0,           0,         106,     -0.5341708466,       1.005384861,       1.118916569
          0,           0,         107,     -0.5341714009,       1.004842132,       1.118377419
          0,           0,         108,     -0.5341713407,       1.004901419,       1.118436315
          0,           0,         109,     -0.5341711709,       1.005067715,       1.118601512
          0,           0,         110,     -0.5341710562,       1.005178931,       1.118712001
          0,           0,         111,     -0.5341713281,       1.004913529,        1.11844835
          0,           0,         112,     -0.5341713692,       1.004873428,       1.118408513
          0,           0,         113,     -0.5341714379,       1.004805994,       1.118341525
          0,           0,         114,     -0.5341716374,       1.004610866,       1.118147686
          0,           0,         115,     -0.5341716089,       1.004638688,       1.118175324
          0,           0,         116,     -0.5341723984,       1.003867361,       1.117409096
          0,           0,         117,     -0.5341721844,       1.004077018,       1.117617364
          0,           0,         118,      -0.534172059,       1.004198977,       1.117738519
          0,           0,         119,     -0.5341720399,        1.00421738,       1.117756802
          0,           0,         120,     -0.5341720455,       1.004211219,       1.117750685
          0,           0,         121,     -0.5341723627,       1.003902247,       1.117443754
          0,           0,         122,      -0.534172211,       1.004049564,       1.117590099
          0,           0,         123,     -0.5341724066,       1.003859233,       1.117401023
          0,           0,         124,     -0.5341724032,       1.003862709,       1.117404477
          0,           0,         125,     -0.5341723494,        1.00391455,       1.117455976
