+------------------------------------------------------------------------------------------+
|  Inner_Iter|   Time(sec)|    rms[Rho]|     rms[nu]|          CL|          CD|         CMz|
|          24|  2.3750e-01|   -5.096656|  -10.562673|    1.089132|    0.221501|    0.120381|
|          25|  2.3792e-01|   -5.084231|  -10.560316|    1.360430|    0.312350|    0.180267|
|          26|  2.3784e-01|   -5.079062|  -10.557995|    1.612070|    0.393176|    0.227352|
|          27|  2.3798e-01|   -5.084176|  -10.555603|    1.830574|    0.459652|    0.260428|
|          28|  2.3859e-01|   -5.100690|  -10.552781|    2.005747|    0.508703|    0.279148|
|          29|  2.3886e-01|   -5.128154|  -10.548029|    2.130890|    0.538561|    0.283849|
|          30|  2.3933e-01|   -5.164571|  -10.540970|    2.202748|    0.548692|    0.275372|
|          31|  2.3912e-01|   -5.206001|  -10.531622|    2.221120|    0.539592|    0.254908|
|          32|  2.3917e-01|   -5.246184|  -10.519893|    2.188268|    0.512556|    0.223874|
|          33|  2.3925e-01|   -5.277508|  -10.505938|    2.108813|    0.469685|    0.184027|
|          34|  2.3930e-01|   -5.294427|  -10.490430|    1.990472|    0.414195|    0.137738|
|          35|  2.3926e-01|   -5.297463|  -10.474039|    1.844406|    0.350476|    0.088046|
|          36|  2.3912e-01|   -5.293087|  -10.456836|    1.683801|    0.283518|    0.038260|
|          37|  2.3918e-01|   -5.289134|  -10.438572|    1.521779|    0.218149|   -0.008508|
|          38|  2.3911e-01|   -5.291221|  -10.419853|    1.369934|    0.158540|   -0.049591|
|          39|  2.3932e-01|   -5.302213|  -10.401095|    1.237651|    0.107973|   -0.082861|
|          40|  2.3927e-01|   -5.322916|  -10.382266|    1.131830|    0.068749|   -0.106781|
|          41|  2.3925e-01|   -5.352595|  -10.363221|    1.056823|    0.042161|   -0.120449|
|          42|  2.3902e-01|   -5.388929|  -10.344081|    1.014548|    0.028535|   -0.123624|
|          43|  2.3894e-01|   -5.427697|  -10.324803|    1.004828|    0.027378|   -0.116668|
|          44|  2.3911e-01|   -5.462669|  -10.305496|    1.026117|    0.037666|   -0.100379|
|          45|  2.3950e-01|   -5.486809|  -10.286214|    1.076255|    0.058139|   -0.075849|
|          46|  2.3951e-01|   -5.495939|  -10.266654|    1.152273|    0.087240|   -0.044642|
|          47|  2.3989e-01|   -5.491907|  -10.246230|    1.249542|    0.122841|   -0.009002|
|          48|  2.3984e-01|   -5.480870|  -10.224730|    1.361604|    0.162261|    0.028277|
|          49|  2.4019e-01|   -5.469472|  -10.201912|    1.480961|    0.202598|    0.064283|
|          50|  2.4013e-01|   -5.462731|  -10.177398|    1.600102|    0.241108|    0.096406|
|          51|  2.4040e-01|   -5.463683|  -10.151110|    1.712200|    0.275440|    0.122595|
|          52|  2.4065e-01|   -5.473749|  -10.123024|    1.811525|    0.303762|    0.141484|
|          53|  2.4046e-01|   -5.493214|  -10.093239|    1.893675|    0.324808|    0.152418|
|          54|  2.4033e-01|   -5.521392|  -10.061847|    1.955699|    0.337880|    0.155403|
|          55|  2.4038e-01|   -5.556447|  -10.029057|    1.996097|    0.342800|    0.150997|
|          56|  2.4064e-01|   -5.594941|   -9.994964|    2.014677|    0.339810|    0.140135|
|          57|  2.4059e-01|   -5.631467|   -9.959624|    2.012209|    0.329423|    0.123944|
|          58|  2.4048e-01|   -5.659388|   -9.923036|    1.990074|    0.312319|    0.103624|
|          59|  2.4044e-01|   -5.673708|   -9.885216|    1.950354|    0.289431|    0.080507|
|          60|  2.4034e-01|   -5.674387|   -9.846188|    1.896267|    0.262112|    0.056130|
|          61|  2.4049e-01|   -5.666342|   -9.806047|    1.832266|    0.232139|    0.032143|
|          62|  2.4052e-01|   -5.656339|   -9.764928|    1.763563|    0.201507|    0.010101|
|          63|  2.4055e-01|   -5.650077|   -9.722978|    1.695433|    0.172190|   -0.008720|
|          64|  2.4060e-01|   -5.651095|   -9.680385|    1.632656|    0.145939|   -0.023403|
|          65|  2.4312e-01|   -5.660952|   -9.637315|    1.579157|    0.124152|   -0.033406|
|          66|  2.4519e-01|   -5.679666|   -9.593850|    1.537819|    0.107805|   -0.038537|
|          67|  2.4927e-01|   -5.705896|   -9.550031|    1.510422|    0.097427|   -0.038907|
|          68|  2.5109e-01|   -5.736850|   -9.505879|    1.497700|    0.093126|   -0.034870|
|          69|  2.5289e-01|   -5.768155|   -9.461422|    1.499508|    0.094656|   -0.026953|
|          70|  2.5523e-01|   -5.794354|   -9.416639|    1.515031|    0.101509|   -0.015805|
|          71|  2.5812e-01|   -5.810765|   -9.371564|    1.542888|    0.112955|   -0.002188|
|          72|  2.6148e-01|   -5.816096|   -9.326317|    1.581086|    0.128036|    0.012998|
|          73|  2.6480e-01|   -5.813325|   -9.281093|    1.626984|    0.145566|    0.028732|
|          74|  2.6718e-01|   -5.807716|   -9.236131|    1.677465|    0.164217|    0.043963|
|          75|  2.7031e-01|   -5.804280|   -9.191685|    1.729276|    0.182668|    0.057731|
|          76|  2.7331e-01|   -5.806564|   -9.147962|    1.779366|    0.199733|    0.069259|
|          77|  2.7564e-01|   -5.816581|   -9.105157|    1.825106|    0.214450|    0.078002|
|          78|  2.7813e-01|   -5.835093|   -9.063388|    1.864421|    0.226121|    0.083659|
|          79|  2.8074e-01|   -5.861788|   -9.022644|    1.895850|    0.234321|    0.086170|
|          80|  2.8301e-01|   -5.895160|   -8.983064|    1.918572|    0.238898|    0.085685|
|          81|  2.8415e-01|   -5.932091|   -8.944711|    1.932369|    0.239933|    0.082521|
|          82|  2.8657e-01|   -5.967412|   -8.907506|    1.937513|    0.237678|    0.077093|
|          83|  2.8895e-01|   -5.994329|   -8.871603|    1.934560|    0.232473|    0.069842|
|          84|  2.9121e-01|   -6.007002|   -8.837016|    1.924197|    0.224698|    0.061218|
|          85|  2.9228e-01|   -6.004352|   -8.803778|    1.907290|    0.214808|    0.051712|
|          86|  2.9353e-01|   -5.990872|   -8.771849|    1.885058|    0.203389|    0.041889|
|          87|  2.9468e-01|   -5.973372|   -8.741155|    1.859120|    0.191154|    0.032361|
|          88|  2.9622e-01|   -5.957724|   -8.711618|    1.831360|    0.178874|    0.023720|
|          89|  2.9700e-01|   -5.947767|   -8.683054|    1.803701|    0.167296|    0.016474|
|          90|  2.9754e-01|   -5.945521|   -8.655273|    1.777912|    0.157071|    0.010996|
|          91|  2.9834e-01|   -5.951673|   -8.628126|    1.755472|    0.148708|    0.007515|
|          92|  2.9931e-01|   -5.965926|   -8.601433|    1.737502|    0.142554|    0.006114|
|          93|  3.0013e-01|   -5.987099|   -8.575110|    1.724746|    0.138797|    0.006749|
|          94|  3.0167e-01|   -6.013063|   -8.549087|    1.717592|    0.137475|    0.009275|
|          95|  3.0144e-01|   -6.040647|   -8.523374|    1.716114|    0.138505|    0.013469|
|          96|  3.0167e-01|   -6.065806|   -8.497996|    1.720112|    0.141701|    0.019052|
|          97|  3.0158e-01|   -6.084468|   -8.473057|    1.729141|    0.146792|    0.025699|
|          98|  3.0162e-01|   -6.094052|   -8.448652|    1.742517|    0.153423|    0.033043|
|          99|  3.0104e-01|   -6.094694|   -8.424894|    1.759334|    0.161173|    0.040692|
|         100|  3.0062e-01|   -6.089027|   -8.401881|    1.778512|    0.169572|    0.048250|
|         101|  3.0025e-01|   -6.080712|   -8.379650|    1.798880|    0.178142|    0.055354|
|         102|  3.0015e-01|   -6.072994|   -8.358168|    1.819274|    0.186428|    0.061693|
|         103|  3.0000e-01|   -6.068038|   -8.337380|    1.838617|    0.194032|    0.067034|
|         104|  3.0000e-01|   -6.066887|   -8.317181|    1.855992|    0.200636|    0.071223|
|         105|  3.0044e-01|   -6.069670|   -8.297444|    1.870679|    0.206010|    0.074193|
|         106|  3.0023e-01|   -6.075866|   -8.278036|    1.882171|    0.210017|    0.075948|
|         107|  3.0078e-01|   -6.084542|   -8.258823|    1.890173|    0.212606|    0.076557|
|         108|  3.0082e-01|   -6.094591|   -8.239668|    1.894575|    0.213801|    0.076136|
|         109|  3.0182e-01|   -6.104951|   -8.220436|    1.895424|    0.213680|    0.074834|
|         110|  3.0302e-01|   -6.114827|   -8.201014|    1.892893|    0.212371|    0.072823|
|         111|  3.0364e-01|   -6.123868|   -8.181333|    1.887270|    0.210035|    0.070289|
|         112|  3.0455e-01|   -6.132236|   -8.161333|    1.878954|    0.206869|    0.067434|
|         113|  3.0520e-01|   -6.140509|   -8.141021|    1.868460|    0.203106|    0.064469|
|         114|  3.0500e-01|   -6.149468|   -8.120466|    1.856406|    0.199001|    0.061607|
|         115|  3.0498e-01|   -6.159855|   -8.099756|    1.843477|    0.194828|    0.059052|
|         116|  3.0506e-01|   -6.172169|   -8.079001|    1.830380|    0.190854|    0.056980|
|         117|  3.0550e-01|   -6.186513|   -8.058308|    1.817790|    0.187324|    0.055535|
|         118|  3.0577e-01|   -6.202490|   -8.037778|    1.806303|    0.184444|    0.054812|
|         119|  3.0580e-01|   -6.219138|   -8.017493|    1.796403|    0.182373|    0.054866|
|         120|  3.0628e-01|   -6.234969|   -7.997513|    1.788447|    0.181214|    0.055702|
|         121|  3.0621e-01|   -6.248164|   -7.977880|    1.782658|    0.181019|    0.057293|
|         122|  3.0566e-01|   -6.257001|   -7.958606|    1.779140|    0.181794|    0.059579|
|         123|  3.0534e-01|   -6.260420|   -7.939711|    1.777885|    0.183502|    0.062473|
|         124|  3.0493e-01|   -6.258454|   -7.921179|    1.778780|    0.186066|    0.065863|
|         125|  3.0472e-01|   -6.252258|   -7.903006|    1.781609|    0.189369|    0.069612|
|         126|  3.0440e-01|   -6.243702|   -7.885178|    1.786061|    0.193261|    0.073568|
|         127|  3.0417e-01|   -6.234818|   -7.867700|    1.791741|    0.197564|    0.077567|
|         128|  3.0477e-01|   -6.227371|   -7.850557|    1.798198|    0.202085|    0.081449|
|         129|  3.0462e-01|   -6.222680|   -7.833744|    1.804960|    0.206629|    0.085067|
|         130|  3.0421e-01|   -6.221580|   -7.817264|    1.811562|    0.211012|    0.088297|
|         131|  3.0383e-01|   -6.224473|   -7.801126|    1.817583|    0.215073|    0.091043|
|         132|  3.0354e-01|   -6.231386|   -7.785357|    1.822660|    0.218680|    0.093246|
|         133|  3.0364e-01|   -6.242044|   -7.770019|    1.826510|    0.221736|    0.094875|
|         134|  3.0343e-01|   -6.255900|   -7.755149|    1.828935|    0.224182|    0.095934|
|         135|  3.0327e-01|   -6.272194|   -7.740801|    1.829820|    0.225992|    0.096452|
|         136|  3.0297e-01|   -6.289998|   -7.727042|    1.829132|    0.227175|    0.096481|
|         137|  3.0298e-01|   -6.308300|   -7.713924|    1.826909|    0.227766|    0.096092|
|         138|  3.0277e-01|   -6.326127|   -7.701520|    1.823256|    0.227825|    0.095365|
|         139|  3.0357e-01|   -6.342675|   -7.689889|    1.818330|    0.227430|    0.094391|
|         140|  3.0359e-01|   -6.357419|   -7.679085|    1.812335|    0.226675|    0.093267|
|         141|  3.0378e-01|   -6.370193|   -7.669147|    1.805511|    0.225663|    0.092089|
|         142|  3.0375e-01|   -6.381153|   -7.660147|    1.798122|    0.224504|    0.090949|
|         143|  3.0352e-01|   -6.390670|   -7.652133|    1.790444|    0.223307|    0.089936|
|         144|  3.0315e-01|   -6.399167|   -7.645134|    1.782750|    0.222179|    0.089124|
|         145|  3.0277e-01|   -6.406998|   -7.639178|    1.775295|    0.221215|    0.088576|
|         146|  3.0230e-01|   -6.414340|   -7.634282|    1.768303|    0.220501|    0.088340|
|         147|  3.0201e-01|   -6.421174|   -7.630455|    1.761960|    0.220102|    0.088446|
|         148|  3.0200e-01|   -6.427317|   -7.627685|    1.756407|    0.220068|    0.088909|
|         149|  3.0191e-01|   -6.432503|   -7.625946|    1.751738|    0.220429|    0.089728|
|         150|  3.0203e-01|   -6.436489|   -7.625199|    1.748002|    0.221198|    0.090891|
|         151|  3.0185e-01|   -6.439157|   -7.625380|    1.745202|    0.222370|    0.092372|
|         152|  3.0180e-01|   -6.440585|   -7.626406|    1.743299|    0.223923|    0.094136|
|         153|  3.0151e-01|   -6.441054|   -7.628173|    1.742218|    0.225821|    0.096139|
|         154|  3.0110e-01|   -6.440992|   -7.630574|    1.741846|    0.228014|    0.098331|
|         155|  3.0079e-01|   -6.440865|   -7.633449|    1.742048|    0.230444|    0.100659|
|         156|  3.0038e-01|   -6.441071|   -7.636673|    1.742666|    0.233047|    0.103066|
|         157|  2.9995e-01|   -6.441868|   -7.640110|    1.743537|    0.235756|    0.105502|
|         158|  2.9965e-01|   -6.443319|   -7.643538|    1.744499|    0.238509|    0.107921|
|         159|  2.9973e-01|   -6.445273|   -7.646907|    1.745403|    0.241248|    0.110287|
|         160|  2.9952e-01|   -6.447389|   -7.650075|    1.746119|    0.243927|    0.112573|
|         161|  2.9959e-01|   -6.449190|   -7.652944|    1.746540|    0.246509|    0.114762|
|         162|  2.9935e-01|   -6.450150|   -7.655471|    1.746588|    0.248970|    0.116849|
|         163|  2.9911e-01|   -6.449784|   -7.657619|    1.746214|    0.251298|    0.118839|
|         164|  2.9884e-01|   -6.447757|   -7.659446|    1.745398|    0.253494|    0.120746|
|         165|  2.9861e-01|   -6.443929|   -7.660960|    1.744151|    0.255567|    0.122593|
|         166|  2.9874e-01|   -6.438368|   -7.662276|    1.742509|    0.257539|    0.124408|
|         167|  2.9855e-01|   -6.431332|   -7.663407|    1.740532|    0.259439|    0.126225|
|         168|  2.9827e-01|   -6.423189|   -7.664509|    1.738299|    0.261302|    0.128081|
|         169|  2.9803e-01|   -6.414353|   -7.665578|    1.735907|    0.263167|    0.130014|
|         170|  2.9778e-01|   -6.405212|   -7.666645|    1.733460|    0.265076|    0.132060|
|         171|  2.9750e-01|   -6.396061|   -7.667744|    1.731067|    0.267073|    0.134252|
|         172|  2.9730e-01|   -6.387094|   -7.668863|    1.728834|    0.269196|    0.136621|
|         173|  2.9741e-01|   -6.378399|   -7.669899|    1.726859|    0.271480|    0.139189|
|         174|  2.9723e-01|   -6.369979|   -7.670783|    1.725226|    0.273957|    0.141972|
|         175|  2.9693e-01|   -6.361786|   -7.671410|    1.724003|    0.276649|    0.144979|
|         176|  2.9679e-01|   -6.353751|   -7.671525|    1.723237|    0.279570|    0.148211|
|         177|  2.9651e-01|   -6.345792|   -7.671075|    1.722952|    0.282725|    0.151660|
|         178|  2.9630e-01|   -6.337853|   -7.669797|    1.723151|    0.286113|    0.155313|
|         179|  2.9607e-01|   -6.329904|   -7.667584|    1.723815|    0.289722|    0.159149|
|         180|  2.9615e-01|   -6.321955|   -7.664248|    1.724906|    0.293533|    0.163141|
|         181|  2.9628e-01|   -6.314064|   -7.659711|    1.726368|    0.297521|    0.167261|
|         182|  2.9633e-01|   -6.306294|   -7.654098|    1.728132|    0.301656|    0.171473|
|         183|  2.9652e-01|   -6.298708|   -7.647347|    1.730120|    0.305903|    0.175745|
|         184|  2.9626e-01|   -6.291348|   -7.639627|    1.732248|    0.310227|    0.180042|
|         185|  2.9601e-01|   -6.284242|   -7.631024|    1.734433|    0.314591|    0.184331|
|         186|  2.9570e-01|   -6.277391|   -7.621716|    1.736592|    0.318960|    0.188582|
|         187|  2.9535e-01|   -6.270791|   -7.611957|    1.738653|    0.323300|    0.192770|
|         188|  2.9519e-01|   -6.264383|   -7.601795|    1.740549|    0.327583|    0.196871|
|         189|  2.9518e-01|   -6.258077|   -7.591329|    1.742229|    0.331783|    0.200871|
|         190|  2.9490e-01|   -6.251767|   -7.580652|    1.743652|    0.335882|    0.204757|
|         191|  2.9472e-01|   -6.245339|   -7.569800|    1.744793|    0.339864|    0.208524|
|         192|  2.9448e-01|   -6.238696|   -7.558771|    1.745638|    0.343720|    0.212169|
|         193|  2.9431e-01|   -6.231756|   -7.547578|    1.746187|    0.347446|    0.215695|
|         194|  2.9422e-01|   -6.224425|   -7.536223|    1.746449|    0.351042|    0.219107|
|         195|  2.9409e-01|   -6.216616|   -7.524679|    1.746442|    0.354512|    0.222413|
|         196|  2.9396e-01|   -6.208274|   -7.512960|    1.746190|    0.357863|    0.225622|
|         197|  2.9397e-01|   -6.199380|   -7.500981|    1.745721|    0.361103|    0.228742|
|         198|  2.9426e-01|   -6.189983|   -7.488723|    1.745064|    0.364242|    0.231784|
|         199|  2.9430e-01|   -6.180120|   -7.476491|    1.744247|    0.367289|    0.234753|
|         200|  2.9414e-01|   -6.169829|   -7.464266|    1.743296|    0.370256|    0.237655|
|         201|  2.9424e-01|   -6.159164|   -7.452043|    1.742233|    0.373150|    0.240492|
|         202|  2.9414e-01|   -6.148191|   -7.439989|    1.741073|    0.375978|    0.243264|
|         203|  2.9389e-01|   -6.137022|   -7.428173|    1.739829|    0.378743|    0.245967|
|         204|  2.9372e-01|   -6.125774|   -7.416666|    1.738503|    0.381449|    0.248594|
|         205|  2.9347e-01|   -6.114526|   -7.405454|    1.737094|    0.384092|    0.251137|
|         206|  2.9317e-01|   -6.103353|   -7.394555|    1.735594|    0.386670|    0.253583|
|         207|  2.9294e-01|   -6.092345|   -7.383975|    1.733992|    0.389175|    0.255921|
|         208|  2.9272e-01|   -6.081604|   -7.373711|    1.732268|    0.391597|    0.258134|
|         209|  2.9280e-01|   -6.071262|   -7.363823|    1.730401|    0.393924|    0.260209|
|         210|  2.9280e-01|   -6.061389|   -7.354340|    1.728368|    0.396143|    0.262130|
|         211|  2.9267e-01|   -6.052024|   -7.345030|    1.726142|    0.398240|    0.263883|
|         212|  2.9237e-01|   -6.043198|   -7.336102|    1.723694|    0.400200|    0.265456|
|         213|  2.9218e-01|   -6.034930|   -7.327399|    1.720997|    0.402009|    0.266838|
|         214|  2.9194e-01|   -6.027279|   -7.319022|    1.718024|    0.403654|    0.268021|
|         215|  2.9188e-01|   -6.020257|   -7.310877|    1.714748|    0.405124|    0.268998|
|         216|  2.9172e-01|   -6.013834|   -7.302905|    1.711148|    0.406410|    0.269765|
|         217|  2.9154e-01|   -6.007963|   -7.295249|    1.707204|    0.407504|    0.270322|
|         218|  2.9157e-01|   -6.002593|   -7.287941|    1.702901|    0.408404|    0.270669|
|         219|  2.9149e-01|   -5.997678|   -7.280934|    1.698228|    0.409108|    0.270808|
|         220|  2.9132e-01|   -5.993231|   -7.274242|    1.693181|    0.409618|    0.270744|
|         221|  2.9148e-01|   -5.989215|   -7.267881|    1.687761|    0.409938|    0.270483|
|         222|  2.9148e-01|   -5.985580|   -7.261829|    1.681974|    0.410073|    0.270032|
|         223|  2.9152e-01|   -5.982278|   -7.256044|    1.675830|    0.410031|    0.269400|
|         224|  2.9156e-01|   -5.979275|   -7.250518|    1.669346|    0.409822|    0.268595|
|         225|  2.9141e-01|   -5.976550|   -7.245267|    1.662540|    0.409455|    0.267628|
|         226|  2.9123e-01|   -5.974117|   -7.240322|    1.655433|    0.408940|    0.266509|
|         227|  2.9107e-01|   -5.972010|   -7.235683|    1.648048|    0.408288|    0.265248|
|         228|  2.9092e-01|   -5.970229|   -7.231347|    1.640407|    0.407509|    0.263856|
|         229|  2.9077e-01|   -5.968771|   -7.227264|    1.632533|    0.406614|    0.262342|
|         230|  2.9062e-01|   -5.967642|   -7.223456|    1.624444|    0.405612|    0.260717|
|         231|  2.9051e-01|   -5.966853|   -7.219912|    1.616160|    0.404512|    0.258989|
|         232|  2.9033e-01|   -5.966421|   -7.216605|    1.607694|    0.403321|    0.257166|
|         233|  2.9014e-01|   -5.966365|   -7.213592|    1.599059|    0.402045|    0.255254|
|         234|  2.8999e-01|   -5.966743|   -7.210822|    1.590264|    0.400690|    0.253257|
|         235|  2.9028e-01|   -5.967563|   -7.208329|    1.581315|    0.399260|    0.251180|
|         236|  2.9032e-01|   -5.968820|   -7.206082|    1.572217|    0.397759|    0.249024|
|         237|  2.9024e-01|   -5.970505|   -7.204011|    1.562969|    0.396186|    0.246792|
|         238|  2.9013e-01|   -5.972613|   -7.202165|    1.553571|    0.394545|    0.244483|
|         239|  2.8998e-01|   -5.975132|   -7.200486|    1.544019|    0.392833|    0.242099|
|         240|  2.8981e-01|   -5.978044|   -7.198986|    1.534307|    0.391052|    0.239640|
|         241|  2.8972e-01|   -5.981333|   -7.197637|    1.524429|    0.389200|    0.237107|
|         242|  2.8957e-01|   -5.984988|   -7.196424|    1.514379|    0.387277|    0.234502|
|         243|  2.8945e-01|   -5.989003|   -7.195374|    1.504150|    0.385282|    0.231828|
|         244|  2.8931e-01|   -5.993343|   -7.194461|    1.493737|    0.383217|    0.229087|
|         245|  2.8916e-01|   -5.997965|   -7.193662|    1.483137|    0.381083|    0.226283|
|         246|  2.8907e-01|   -6.002828|   -7.192991|    1.472350|    0.378882|    0.223421|
|         247|  2.8905e-01|   -6.007890|   -7.192427|    1.461378|    0.376619|    0.220507|
|         248|  2.8891e-01|   -6.013111|   -7.191996|    1.450228|    0.374298|    0.217545|
|         249|  2.8870e-01|   -6.018450|   -7.191710|    1.438910|    0.371925|    0.214541|
|         250|  2.8849e-01|   -6.023865|   -7.191550|    1.427436|    0.369504|    0.211501|
+-----------------------------------------------------------------------+
|        File Writing Summary       |              Filename             |
+-----------------------------------------------------------------------+
|SU2 binary restart                 |restart_flow.dat                   |
|Paraview                           |flow.vtu                           |
|Paraview surface                   |surface_flow.vtu                   |
+-----------------------------------------------------------------------+
+------------------------------------------------------------------------------------------+
|  Inner_Iter|   Time(sec)|    rms[Rho]|     rms[nu]|          CL|          CD|         CMz|
+------------------------------------------------------------------------------------------+
|         251|  2.8878e-01|   -6.029319|   -7.191553|    1.415823|    0.367044|    0.208431|
|         252|  2.8867e-01|   -6.034778|   -7.191756|    1.404087|    0.364550|    0.205338|
|         253|  2.8862e-01|   -6.040216|   -7.192120|    1.392249|    0.362029|    0.202227|
|         254|  2.8856e-01|   -6.045625|   -7.192689|    1.380329|    0.359489|    0.199106|
|         255|  2.8872e-01|   -6.050977|   -7.193492|    1.368347|    0.356934|    0.195981|
|         256|  2.8873e-01|   -6.056251|   -7.194475|    1.356320|    0.354371|    0.192857|
|         257|  2.8863e-01|   -6.061429|   -7.195674|    1.344267|    0.351805|    0.189740|
|         258|  2.8892e-01|   -6.066498|   -7.197089|    1.332202|    0.349240|    0.186633|
|         259|  2.8889e-01|   -6.071448|   -7.198712|    1.320137|    0.346678|    0.183541|
|         260|  2.8882e-01|   -6.076271|   -7.200515|    1.308080|    0.344123|    0.180465|
|         261|  2.8873e-01|   -6.080955|   -7.202514|    1.296039|    0.341575|    0.177406|
|         262|  2.8862e-01|   -6.085484|   -7.204710|    1.284016|    0.339034|    0.174363|
|         263|  2.8856e-01|   -6.089837|   -7.207062|    1.272012|    0.336500|    0.171335|
|         264|  2.8838e-01|   -6.093984|   -7.209601|    1.260027|    0.333971|    0.168320|
|         265|  2.8820e-01|   -6.097881|   -7.212267|    1.248056|    0.331444|    0.165313|
|         266|  2.8825e-01|   -6.101474|   -7.215078|    1.236094|    0.328916|    0.162312|
|         267|  2.8820e-01|   -6.104693|   -7.218005|    1.224137|    0.326383|    0.159312|
|         268|  2.8808e-01|   -6.107463|   -7.221036|    1.212176|    0.323841|    0.156308|
|         269|  2.8795e-01|   -6.109696|   -7.224144|    1.200204|    0.321285|    0.153295|
|         270|  2.8787e-01|   -6.111292|   -7.227382|    1.188215|    0.318711|    0.150271|
|         271|  2.8767e-01|   -6.112146|   -7.230677|    1.176200|    0.316114|    0.147230|
|         272|  2.8748e-01|   -6.112168|   -7.234083|    1.164155|    0.313489|    0.144170|
|         273|  2.8748e-01|   -6.111279|   -7.237558|    1.152072|    0.310833|    0.141089|
|         274|  2.8738e-01|   -6.109419|   -7.241102|    1.139948|    0.308142|    0.137985|
|         275|  2.8730e-01|   -6.106554|   -7.244700|    1.127781|    0.305414|    0.134858|
|         276|  2.8713e-01|   -6.102695|   -7.248390|    1.115570|    0.302647|    0.131709|
|         277|  2.8700e-01|   -6.097882|   -7.252108|    1.103318|    0.299840|    0.128542|
|         278|  2.8687e-01|   -6.092171|   -7.255857|    1.091030|    0.296995|    0.125359|
|         279|  2.8678e-01|   -6.085666|   -7.259651|    1.078712|    0.294114|    0.122166|
|         280|  2.8660e-01|   -6.078488|   -7.263458|    1.066375|    0.291201|    0.118970|
|         281|  2.8642e-01|   -6.070754|   -7.267303|    1.054033|    0.288260|    0.115779|
|         282|  2.8622e-01|   -6.062588|   -7.271122|    1.041700|    0.285297|    0.112600|
|         283|  2.8610e-01|   -6.054128|   -7.274938|    1.029395|    0.282321|    0.109444|
|         284|  2.8593e-01|   -6.045474|   -7.278704|    1.017138|    0.279338|    0.106321|
|         285|  2.8584e-01|   -6.036720|   -7.282453|    1.004950|    0.276358|    0.103240|
|         286|  2.8570e-01|   -6.027959|   -7.286135|    0.992854|    0.273390|    0.100212|
|         287|  2.8562e-01|   -6.019235|   -7.289746|    0.980873|    0.270444|    0.097247|
|         288|  2.8550e-01|   -6.010583|   -7.293249|    0.969031|    0.267528|    0.094353|
|         289|  2.8542e-01|   -6.002034|   -7.296660|    0.957349|    0.264652|    0.091540|
|         290|  2.8575e-01|   -5.993574|   -7.299998|    0.945851|    0.261824|    0.088814|
|         291|  2.8581e-01|   -5.985188|   -7.303162|    0.934555|    0.259051|    0.086182|
|         292|  2.8579e-01|   -5.976855|   -7.306222|    0.923480|    0.256340|    0.083648|
|         293|  2.8561e-01|   -5.968521|   -7.309143|    0.912642|    0.253696|    0.081218|
|         294|  2.8546e-01|   -5.960150|   -7.311890|    0.902055|    0.251124|    0.078892|
