Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
23,1.12996,226445,0,245.85,-6.4411e-09,245.85,0.123921,45.6744,-9.60392,-3.38956,46.7961,0.00173286,0,-0.939078,0.939079,90188.5,-0.204143,278.046,40.4238,-8.49939,-2.99956,41.4164
24,1.11346,224675,0,251.193,-6.4411e-09,251.193,0.13031,46.641,-13.7083,-1.54633,48.6384,0.00155476,0,-0.959485,0.959486,89443.1,-0.217808,279.834,41.894,-12.3115,-1.38796,43.6876
25,1.11109,223511,0,256.535,2.67335e-08,256.535,0.13245,47.4289,-13.2708,-0.818314,49.2574,0.00137667,0,-0.979892,0.979893,88965.2,-0.226567,278.934,42.6902,-11.944,-0.736236,44.3357
26,1.09802,222266,0,261.878,-7.19263e-09,261.878,0.13728,48.1606,-15.4151,-1.67236,50.5951,0.00119858,0,-1.0003,1.0003,88437.9,-0.236233,280.582,43.8661,-14.0391,-1.52236,46.083
27,1.09155,220262,0,267.22,-8.39012e-09,267.22,0.137459,48.4632,-13.2325,-2.16191,50.2838,0.00102049,0,-1.02071,1.02071,87639,-0.250877,279.695,44.4043,-12.1223,-1.9802,46.0718
28,1.08797,218188,0,272.563,2.47845e-08,272.563,0.143269,49.579,-15.4631,-3.67053,52.0639,0.000842395,0,-1.04111,1.04111,86774.2,-0.26673,277.844,45.5805,-14.2137,-3.37281,47.8643
29,1.0921,217406,0,277.906,-9.14165e-09,277.906,0.144419,50.2729,-13.0994,-7.42847,52.4799,0.000664302,0,-1.06152,1.06152,86455.6,-0.272572,275.777,46.0418,-11.9943,-6.80155,48.0622
30,1.08264,216078,0,283.248,-9.14165e-09,283.248,0.150639,51.0368,-14.902,-11.1612,54.3267,0.00048621,0,-1.08193,1.08193,85883.2,-0.283064,276.345,47.1513,-13.7662,-10.309,50.1899
31,1.07656,215856,0,288.591,2.40329e-08,288.591,0.160176,52.0993,-17.9307,-16.5269,57.5238,0.000308117,0,-1.10234,1.10234,85724.2,-0.285979,277.388,48.4275,-16.6675,-15.3536,53.4674
32,1.08433,219610,0,293.934,4.29669e-08,293.934,0.178514,52.4729,-13.1347,-35.795,64.863,0.000130025,0,-1.12274,1.12274,87062.6,-0.261445,279.703,48.407,-12.1208,-33.0211,59.8376
33,1.21681,251708,0,-96.256,-1.66855e-08,96.256,0.0518755,16.6352,-13.4606,1.72752,21.4686,0.00672106,0,0.367671,0.367732,100607,-0.0131597,288.029,13.6714,-11.0624,1.41962,17.6437
34,1.21733,252121,0,-90.9133,-1.66855e-08,90.9133,0.0529675,15.2391,-15.7114,1.50855,21.9398,0.00689915,0,0.347263,0.347332,100769,-0.01019,288.37,12.5183,-12.9064,1.23932,18.0227
35,1.21461,251207,0,-101.599,-1.66855e-08,101.599,0.0509134,18.1259,-10.4569,2.05171,21.0263,0.00654297,0,0.388078,0.388133,100410,-0.0167807,287.983,14.9239,-8.60941,1.68895,17.3118
36,1.21239,250742,0,-106.941,-1.66855e-08,106.941,0.0511593,19.633,-7.31523,2.38049,21.0863,0.00636487,0,0.408486,0.408535,100223,-0.020201,287.976,16.1943,-6.03387,1.96324,17.393
37,1.21015,250207,0,-112.284,-1.66855e-08,112.284,0.0529864,21.1154,-4.26809,3.35179,21.8016,0.00618678,0,0.428893,0.428938,100004,-0.0242166,287.878,17.4493,-3.52701,2.76958,18.0163
38,1.20911,249604,0,-117.627,-1.66855e-08,117.627,0.0555258,22.2302,-3.65002,3.56697,22.8085,0.00600869,0,0.4493,0.44934,99755,-0.0287788,287.41,18.3858,-3.01883,2.95005,18.8641
39,1.20771,248942,0,-122.969,-1.66855e-08,122.969,0.0585045,23.5024,-1.97347,4.34621,23.9822,0.00583059,0,0.469708,0.469744,99481.2,-0.0337989,286.952,19.4602,-1.63405,3.59873,19.8575
40,1.20464,248351,0,-128.312,-1.66855e-08,128.312,0.0623776,24.9918,1.26566,4.90298,25.4996,0.0056525,0,0.490115,0.490148,99231.8,-0.0383702,286.961,20.7447,1.05119,4.0704,21.1664
41,1.20195,247683,0,-133.654,-1.66855e-08,133.654,0.066084,26.1973,2.73355,5.7224,26.9539,0.00547441,0,0.510522,0.510552,98951.6,-0.0435063,286.793,21.7946,2.2746,4.76096,22.4242
42,1.19976,246810,0,-138.997,-1.66855e-08,138.997,0.0684073,27.1651,2.62234,5.42944,27.8262,0.00529632,0,0.53093,0.530956,98594.2,-0.0500574,286.277,22.6421,2.18569,4.52542,23.1931
43,1.19618,246047,0,-144.34,-1.66855e-08,144.34,0.0711723,28.1661,2.95984,5.53557,28.8571,0.00511822,0,0.551337,0.551361,98278.8,-0.0558392,286.216,23.5462,2.4745,4.6278,24.1239
44,1.1917,245132,0,-149.682,-1.66855e-08,149.682,0.0749333,29.2997,4.33293,6.24984,30.2706,0.00494013,0,0.571745,0.571766,97898.1,-0.0628188,286.178,24.586,3.63601,5.2445,25.4007
45,1.18896,244274,0,-155.025,-1.66855e-08,155.025,0.0776525,30.3471,4.87362,5.77276,31.2733,0.00476204,0,0.592152,0.592171,97544.3,-0.0693032,285.803,25.5247,4.09903,4.85521,26.3037
46,1.18738,243585,0,-160.368,-1.66855e-08,160.368,0.0819692,31.735,7.35678,4.88285,32.9405,0.00458395,0,0.612559,0.612577,97250.3,-0.0746934,285.319,26.7268,6.19581,4.11231,27.742
47,1.18422,242578,0,-165.71,-1.66855e-08,165.71,0.0867644,33.0263,9.5721,4.9954,34.7465,0.00440585,0,0.632967,0.632982,96826.2,-0.0824669,284.834,27.8878,8.08308,4.21847,29.3404
48,1.18112,241629,0,-171.053,3.76452e-08,171.053,0.0908424,34.1718,10.9274,5.22203,36.2545,0.00422776,0,0.653374,0.653388,96428.1,-0.0897644,284.407,28.9299,9.25194,4.42149,30.6935
49,1.1758,240665,0,-176.396,3.76452e-08,176.396,0.0949719,35.243,12.2552,5.60613,37.7318,0.00404967,0,0.673782,0.673794,96022.6,-0.0971979,284.492,29.9723,10.4231,4.7681,32.0892
50,1.175,239645,0,-181.738,3.76452e-08,181.738,0.0968392,36.0918,11.4381,6.3135,38.3837,0.00387158,0,0.694189,0.6942,95605.9,-0.104836,283.452,30.7153,9.73478,5.37324,32.666
51,1.17174,238649,0,-187.081,3.76452e-08,187.081,0.0973988,36.6679,9.39035,6.88482,38.4723,0.00369348,0,0.714596,0.714606,95205.7,-0.112173,283.048,31.2932,8.01404,5.87572,32.8331
52,1.20795,250063,0,37.4446,-1.53961e-09,37.4446,0.0841524,0.157958,34.3051,-3.93625,34.5306,-0.00984553,0,-0.143028,0.143366,99826.9,-0.0274611,287.892,0.128835,28.3957,-3.26354,28.5829
53,1.21412,251320,0,37.4557,1.8657e-08,37.4557,0.0893187,0.331793,36.8115,-0.00670049,36.813,-0.00497758,0,-0.14307,0.143157,100304,-0.0187145,287.797,0.266881,30.3177,-0.00232902,30.3189
54,1.21457,251418,0,37.4591,-1.10468e-08,37.4591,0.0914763,3.49497,37.4922,-0.0329321,37.6547,-0.00348875,-2.1684e-19,-0.143083,0.143126,100332,-0.0182059,287.771,2.88464,30.87,-0.0251739,31.0045
55,1.2057,249601,0,37.4417,-4.081e-09,37.4417,0.0829917,-0.192007,33.6451,-5.03023,34.0196,-0.0111308,0,-0.143017,0.143449,99648.3,-0.0307364,287.912,-0.159287,27.905,-4.17239,28.2157
56,1.18731,245735,0,37.4757,1.11835e-08,37.4757,0.0793791,-2.80107,31.8957,0.0236026,32.0184,0.00375313,0,-0.143147,0.143196,98121,-0.058733,287.891,-2.35984,26.8634,0.020594,26.9669
57,1.19607,247589,0,37.4804,3.16251e-09,37.4804,0.0842757,-4.11893,31.6317,7.84323,32.8489,0.00582446,0,-0.143165,0.143283,98836.6,-0.0456141,287.867,-3.4337,26.4494,6.46027,27.4426
58,1.20214,248816,0,37.4668,-2.40084e-09,37.4668,0.0844816,-0.881776,34.4628,0.000543279,34.474,-0.00012664,0,-0.143113,0.143113,99326.8,-0.0366283,287.834,-0.758676,28.6433,0.00662088,28.6534
59,1.21949,252630,0,37.4869,1.17112e-08,37.4869,0.100282,-4.14343,31.7257,26.4442,41.5088,0.00867847,0,-0.14319,0.143452,100768,-0.0102161,287.856,-3.40106,26.0157,21.6782,34.0343
60,1.22354,253852,0,42.8296,1.17112e-08,42.8296,0.0764631,3.62279,30.0353,10.0055,31.8646,0.00850037,0,-0.163597,0.163818,101374,0.000904757,288.629,2.96094,24.5459,8.17669,26.0409
61,1.22006,252995,0,48.1722,1.09597e-08,48.1722,0.070758,4.72608,28.9905,1.11756,29.3944,0.00832228,0,-0.184004,0.184192,101056,-0.00493603,288.543,3.87359,23.7603,0.915608,24.0914
62,1.22156,253383,0,53.5149,-4.30979e-08,53.5149,0.0731597,5.6233,29.7667,-2.91528,30.4331,0.00814419,0,-0.204412,0.204574,101201,-0.00226505,288.603,4.60332,24.3675,-2.38656,24.9131
63,1.22114,253271,0,58.8575,9.7622e-09,58.8575,0.0744861,6.61379,29.9667,-4.12514,30.9639,0.0079661,0,-0.224819,0.22496,101151,-0.003186,288.559,5.41611,24.54,-3.37798,25.3566
64,1.22094,253188,0,64.2001,9.01067e-09,64.2001,0.0712732,7.92348,28.2881,-3.77019,29.6178,0.007788,0,-0.245226,0.24535,101131,-0.00355158,288.551,6.4897,23.1692,-3.0879,24.2583
65,1.22079,253139,0,69.5428,9.01067e-09,69.5428,0.0682994,9.22074,26.6878,-2.8987,28.3842,0.00760991,0,-0.265634,0.265743,101123,-0.00369532,288.563,7.55278,21.8605,-2.37481,23.25
66,1.22017,253002,0,74.8854,9.01067e-09,74.8854,0.0650315,10.5767,24.6336,-3.31767,27.0127,0.00743182,0,-0.286041,0.286138,101081,-0.00447182,288.589,8.66816,20.1887,-2.71904,22.1385
67,1.21825,252608,0,80.2281,8.25914e-09,80.2281,0.0605213,12.0349,21.8516,-2.76432,25.0993,0.00725373,0,-0.306449,0.306534,100940,-0.00706383,288.639,9.87873,17.9368,-2.26916,20.6026
68,1.21802,252415,0,85.5707,7.06165e-09,85.5707,0.0553914,13.6291,18.3772,-1.9548,22.9629,0.00707563,0,-0.326856,0.326933,100879,-0.00816866,288.523,11.1897,15.0879,-1.60483,18.8528
69,1.2175,251978,0,90.9133,7.06165e-09,90.9133,0.0527612,15.0889,15.653,-2.1553,21.848,0.00689754,0,-0.347263,0.347332,100712,-0.0112303,288.167,12.3934,12.8566,-1.77024,17.945
70,1.21606,251659,0,96.256,6.31012e-09,96.256,0.0498448,16.6863,11.9997,-1.61356,20.6163,0.00671945,0,-0.367671,0.367732,100593,-0.013411,288.168,13.721,9.8674,-1.3272,16.9527
71,1.21442,251237,0,101.599,6.31012e-09,101.599,0.0492085,18.216,8.64861,-2.54809,20.3252,0.00654136,0,-0.388078,0.388133,100426,-0.0164756,288.077,14.9988,7.12096,-2.09853,16.7354
72,1.21175,250569,0,106.941,6.31012e-09,106.941,0.0500662,19.7034,5.51276,-2.66896,20.6334,0.00636326,0,-0.408486,0.408535,100157,-0.0214118,287.938,16.2601,4.54936,-2.20261,17.0276
73,1.20847,250142,0,112.284,-4.8499e-08,112.284,0.052465,21.032,3.21499,-3.55404,21.5711,0.00618517,0,-0.428893,0.428937,99979.4,-0.0246666,288.208,17.4048,2.66057,-2.94081,17.8509
74,1.20654,249385,0,117.627,4.3611e-09,117.627,0.055272,22.329,1.29196,-3.66531,22.6647,0.00600708,0,-0.4493,0.44934,99668.5,-0.0303651,287.77,18.5074,1.0709,-3.03762,18.7856
75,1.20562,248636,0,122.969,4.3611e-09,122.969,0.0582906,23.4173,0.716693,-4.52431,23.8612,0.00582899,0,-0.469708,0.469744,99359.4,-0.0360315,287.097,19.4243,0.594673,-3.75258,19.7924
76,1.2015,247883,0,128.312,3.60957e-09,128.312,0.0613168,24.5131,-0.28794,-4.98205,25.0159,0.00565089,0,-0.490115,0.490148,99048.4,-0.0417332,287.179,20.403,-0.239419,-4.14639,20.8214
77,1.20014,247465,0,133.654,3.60957e-09,133.654,0.0653266,25.9554,-3.10379,-4.97227,26.609,0.0054728,0,-0.510522,0.510552,98867.3,-0.0450519,286.98,21.6266,-2.58626,-4.14315,22.1712
78,1.19628,246510,0,138.997,3.60957e-09,138.997,0.0693807,27.1253,-4.63917,-5.99348,28.1643,0.00529471,0,-0.53093,0.530956,98470.6,-0.0523231,286.75,22.6753,-3.8779,-5.01005,23.5437
79,1.19235,245727,0,144.34,-5.11995e-08,144.34,0.0717418,28.1186,-5.023,-5.13835,29.0222,0.00511662,0,-0.551337,0.551361,98148.7,-0.0582248,286.754,23.5828,-4.2126,-4.30937,24.3406
80,1.19064,244853,0,149.682,1.66055e-09,149.682,0.0753113,29.2567,-6.05726,-5.56156,30.3904,0.00493852,0,-0.571745,0.571766,97785.3,-0.0648865,286.104,24.5732,-5.08745,-4.67088,25.5253
81,1.18699,243833,0,155.025,1.66055e-09,155.025,0.0790526,30.3994,-7.4488,-5.53329,31.7841,0.00476043,0,-0.592152,0.592171,97362.1,-0.0726442,285.741,25.6114,-6.27538,-4.66147,26.7778
82,1.18333,243089,0,160.368,9.0902e-10,160.368,0.0840804,31.7374,-10.0757,-5.2058,33.7028,0.00458234,0,-0.612559,0.612577,97042.6,-0.0784997,285.684,26.8207,-8.51467,-4.39923,28.4817
83,1.18595,242309,0,165.71,9.0902e-10,165.71,0.0839659,32.377,-7.37056,-5.37339,33.6373,0.00440425,0,-0.632967,0.632982,96731.8,-0.0841989,284.141,27.2995,-6.215,-4.53095,28.3623
84,1.18058,241122,0,171.053,9.0902e-10,171.053,0.0871377,33.3507,-8.09186,-5.36988,34.7359,0.00422615,0,-0.653374,0.653388,96243.2,-0.0931539,283.992,28.2521,-6.85407,-4.54812,29.4253
85,1.1748,240396,0,176.396,-1.04e-09,176.396,0.092286,34.5449,-10.358,-6.49026,36.6437,0.00404806,0,-0.673782,0.673794,95928.5,-0.0989225,284.456,29.4058,-8.81682,-5.52455,31.1922
86,1.16693,238889,0,181.738,-1.04e-09,181.738,0.0963635,35.5507,-11.8164,-6.41806,38.0089,0.00386997,0,-0.694189,0.6942,95306.6,-0.110324,284.516,30.4707,-10.1273,-5.49941,32.5771
87,1.16622,238596,0,187.081,-1.04e-09,187.081,0.0975974,36.3806,-10.9276,-5.98779,38.4554,0.00369188,0,-0.714596,0.714606,95183.6,-0.112578,284.323,31.1946,-9.37019,-5.13446,32.9738
88,1.16438,237390,0,192.424,-1.79153e-09,192.424,0.100052,37.294,-10.8114,-5.99915,39.2902,0.00351378,0,-0.735004,0.735012,94689.7,-0.121632,283.295,32.0304,-9.28501,-5.15216,33.7446
89,1.15835,236522,0,197.766,-1.79153e-09,197.766,0.104508,38.3679,-12.5564,-6.28074,40.8559,0.00333569,0,-0.755411,0.755418,94319,-0.128426,283.653,33.1261,-10.8397,-5.42234,35.2737
90,1.15777,234928,0,203.109,-1.79153e-09,203.109,0.105579,39.2296,-11.7236,-3.87246,41.1266,0.0031576,0,-0.775818,0.775825,93677.5,-0.140187,281.864,33.8896,-10.1275,-3.3441,35.5282
91,1.22297,253716,0,-42.8296,-1.66855e-08,42.8296,0.0763788,3.72194,-29.7308,-10.6863,31.8115,0.00850198,0,0.163597,0.163818,101321,-7.8221e-05,288.61,3.04344,-24.3109,-8.73816,26.0122
92,1.22213,253188,0,-37.4869,-1.66855e-08,37.4869,0.101344,-4.30497,-31.7931,-27.1837,42.051,0.00868008,0,0.14319,0.143452,100984,-0.00624557,287.85,-3.5264,-26.0137,-22.2352,34.4028
93,1.22016,253023,0,-48.1722,-1.66855e-08,48.1722,0.0700864,4.83498,-28.6815,-1.38073,29.1189,0.00832389,0,0.184004,0.184192,101070,-0.00467393,288.559,3.9625,-23.5058,-1.1314,23.8643
94,1.2219,253414,0,-53.5149,-1.66855e-08,53.5149,0.0725204,5.72787,-29.4929,2.77295,30.1716,0.0081458,0,0.204412,0.204574,101216,-0.00199347,288.565,4.68771,-24.1371,2.26927,24.6926
95,1.22092,253229,0,-58.8575,-1.66855e-08,58.8575,0.0728664,6.79577,-29.2967,3.63812,30.2938,0.00796771,0,0.224819,0.22496,101141,-0.00337059,288.584,5.5662,-23.9959,2.97975,24.8126
96,1.22089,253256,0,-64.2001,-1.66855e-08,64.2001,0.0717072,7.96919,-28.538,3.23013,29.8054,0.00778961,0,0.245226,0.24535,101157,-0.00308702,288.635,6.52748,-23.3751,2.64555,24.4131
97,1.22076,253218,0,-69.5428,-1.66855e-08,69.5428,0.0693082,9.24653,-27.1323,2.86904,28.8079,0.00761152,0,0.265634,0.265743,101151,-0.00318874,288.65,7.57437,-22.2257,2.35027,23.5983
98,1.21964,253009,0,-74.8854,-1.66855e-08,74.8854,0.0656144,10.6333,-24.9847,2.2425,27.2457,0.00743343,0,0.286041,0.286138,101082,-0.00445878,288.717,8.71837,-20.4853,1.83869,22.3392
99,1.21858,252788,0,-80.2281,-1.66855e-08,80.2281,0.0598374,12.2288,-21.508,2.12375,24.8323,0.00725534,0,0.306449,0.306534,101014,-0.00570559,288.773,10.035,-17.6499,1.74292,20.3779
100,1.21775,252508,0,-85.5707,-1.66855e-08,85.5707,0.0557542,13.7513,-18.4715,2.02412,23.1169,0.00707724,0,0.326856,0.326933,100915,-0.00751397,288.688,11.2922,-15.1684,1.66229,18.9831
101,1.20793,250171,0,42.7843,-3.76376e-09,42.7843,0.0571769,3.28018,22.13,-7.22185,23.5086,-0.0113088,0,-0.163424,0.163815,99976.9,-0.0247119,288.328,2.71551,18.3205,-5.97862,19.4617
102,1.2052,249477,0,48.1269,-3.28789e-09,48.1269,0.0374624,4.96765,13.7234,-4.81466,15.3685,-0.0114869,0,-0.183831,0.18419,99751.6,-0.0288423,288.331,4.1218,11.3867,-3.9948,12.7516
103,1.20634,249362,0,53.4696,-2.81202e-09,53.4696,0.0329372,5.92608,12.1365,0.236751,13.5081,-0.011665,0,-0.204239,0.204572,99714.6,-0.02952,287.951,4.91247,10.0606,0.196189,11.1977
104,1.20416,248497,0,58.8122,4.8453e-09,58.8122,0.0276327,7.07144,8.48764,2.34872,11.2943,-0.0118431,0,-0.224646,0.224958,99377.4,-0.0357024,287.498,5.87241,7.04817,1.9507,9.37908
105,1.20432,248193,0,64.1549,5.32116e-09,64.1549,0.025325,8.19847,5.0857,3.71022,10.3366,-0.0120212,0,-0.245054,0.245348,99259.1,-0.0378693,287.118,6.80749,4.22268,3.08088,8.58282
106,1.20305,247674,0,69.4975,-1.38045e-09,69.4975,0.0244606,9.13624,3.06747,2.58006,9.97682,-0.0121993,0,-0.265461,0.265741,99053.1,-0.041646,286.824,7.59423,2.54973,2.14461,8.29294
107,1.19833,246651,0,74.8402,-1.0632e-09,74.8402,0.0255136,10.2145,-0.449802,1.67907,10.3614,-0.0123774,0,-0.285868,0.286136,98642.4,-0.0491754,286.76,8.52361,-0.375896,1.40128,8.6462
108,1.19473,245878,0,80.1828,-5.87336e-10,80.1828,0.0306424,11.3509,-4.31963,2.47548,12.3948,-0.0125555,0,-0.306276,0.306533,98325.5,-0.0549847,286.698,9.50029,-3.61638,2.07222,10.3744
109,1.19416,245487,0,85.5254,6.79886e-11,85.5254,0.0392377,12.6373,-9.3981,1.90784,15.864,-0.0127336,0,-0.326683,0.326931,98152.6,-0.0581525,286.331,10.5824,-7.87035,1.59775,13.2846
110,1.19376,245101,0,90.8681,7.54584e-09,90.8681,0.0412887,13.4004,-9.81434,1.58965,16.6859,-0.0129117,0,-0.347091,0.347331,97993.8,-0.0610651,285.965,11.2253,-8.22151,1.33169,13.9776
111,1.18782,243992,0,96.2107,8.4424e-10,96.2107,0.0482138,14.4042,-12.8653,1.76269,19.3934,-0.0130898,0,-0.367498,0.367731,97533.2,-0.0695076,286.045,12.1264,-10.8313,1.48404,16.3269
112,1.18341,243048,0,101.553,-5.8405e-09,101.553,0.0553043,15.408,-15.8745,1.29174,22.1603,-0.0132679,0,-0.387905,0.388132,97136.1,-0.0767859,285.941,13.0196,-13.4148,1.09164,18.7259
113,1.18186,242536,0,106.896,-5.36464e-09,106.896,0.0596165,16.277,-17.432,0.603971,23.8575,-0.013446,0,-0.408313,0.408534,96918,-0.0807849,285.672,13.7721,-14.7498,0.511085,20.1863
114,1.17758,241704,0,112.239,2.11322e-09,112.239,0.0650004,17.1567,-19.4164,0.19102,25.9111,-0.013624,0,-0.42872,0.428936,96567.6,-0.0872087,285.674,14.5692,-16.4886,0.162299,22.0037
115,1.17568,240528,0,117.581,2.76853e-09,117.581,0.0678586,17.9234,-20.1427,-0.0898048,26.9627,-0.0138021,0,-0.449127,0.449339,96087.2,-0.0960141,284.713,15.2448,-17.1332,-0.076311,22.9337
116,1.17356,239733,0,122.924,3.2444e-09,122.924,0.0744946,18.8855,-22.6778,-0.901201,29.5255,-0.0139802,0,-0.469535,0.469743,95744.3,-0.1023,284.208,16.092,-19.3243,-0.767873,25.1589
117,1.16947,238835,0,128.267,3.54479e-09,128.267,0.0821434,19.8697,-25.6241,-0.744323,32.4338,-0.0141583,0,-0.489942,0.490147,95353.9,-0.109455,284.04,16.9901,-21.911,-0.636427,27.7338
118,1.16497,237954,0,133.609,-3.13995e-09,133.609,0.0833806,20.5012,-25.5772,-1.12716,32.7989,-0.0143364,0,-0.51035,0.510551,94996.8,-0.116002,284.07,17.5975,-21.9559,-0.96746,28.1544
119,1.15918,236614,0,138.952,-2.66409e-09,138.952,0.0898045,21.3617,-27.8271,-1.87277,35.1308,-0.0145145,0,-0.530757,0.530955,94432.5,-0.126347,283.791,18.4277,-24.0062,-1.61552,30.3066
120,1.15197,235171,0,144.294,-2.34684e-09,144.294,0.0943352,22.0875,-29.1477,-2.66042,36.6678,-0.0146926,0,-0.551164,0.55136,93834.5,-0.137308,283.761,19.1724,-25.3043,-2.30933,31.8311
121,1.1512,234447,0,149.637,5.46908e-09,149.637,0.0951489,22.7568,-28.984,-2.22579,36.9174,-0.0148707,0,-0.571572,0.571765,93541.5,-0.142679,283.062,19.767,-25.1779,-1.93325,32.0686
122,1.14948,233322,0,154.98,-1.23251e-09,154.98,0.0986541,23.5272,-29.9279,-2.62503,38.1588,-0.0150488,0,-0.591979,0.59217,93075.1,-0.151228,282.074,20.467,-26.0365,-2.2835,33.1966
123,1.13812,231588,0,160.322,-9.15266e-10,160.322,0.106022,24.2569,-32.2336,-4.92564,40.6407,-0.0152269,0,-0.612387,0.612576,92344.5,-0.164622,282.653,21.3112,-28.3238,-4.32773,35.709
124,1.13522,230584,0,165.665,-4.394e-10,165.665,0.108664,24.9827,-32.9483,-3.61728,41.5067,-0.015405,0,-0.632794,0.632981,91929.6,-0.172227,282.101,22.0053,-29.0251,-3.18609,36.5628
125,1.13268,228627,0,171.008,3.64671e-11,171.008,0.107319,25.4427,-31.4816,-4.89012,40.7718,-0.0155831,0,-0.653201,0.653387,91156.7,-0.186395,280.357,22.4608,-27.7955,-4.31693,35.9961
126,1.12728,227908,0,176.35,-6.64828e-09,176.35,0.112321,26.2026,-33.0942,-4.96706,42.5026,-0.0157612,0,-0.673609,0.673793,90842.4,-0.192157,280.729,23.2428,-29.3586,-4.40587,37.7037
127,1.11814,225814,0,181.693,8.16962e-09,181.693,0.11732,26.8852,-34.6563,-3.47135,43.9991,-0.0159393,0,-0.694016,0.694199,89978.7,-0.20799,280.332,24.0429,-30.9962,-3.10436,39.3505
128,1.11413,224419,0,187.036,1.46804e-09,187.036,0.126491,27.8058,-37.7246,-5.56597,47.1942,-0.0161173,0,-0.714423,0.714605,89367.3,-0.219196,279.431,24.9554,-33.8624,-4.99551,42.3602
129,1.11418,224370,0,-187.036,2.1305e-09,187.036,0.116927,26.9363,33.5935,7.12139,43.644,-0.0161134,0,0.714423,0.714605,89405.9,-0.21849,279.538,24.1742,30.1517,6.39142,39.171
130,1.10364,222382,0,-192.378,2.1305e-09,192.378,0.123957,27.6166,35.8003,7.49007,45.8306,-0.0162915,0,0.734831,0.735011,88571.6,-0.233783,279.575,25.0211,32.4398,6.78664,41.5266
131,1.09939,220782,0,-197.721,2.1305e-09,197.721,0.127565,28.2624,36.5792,7.87261,46.8911,-0.0164696,0,0.755238,0.755418,87912.1,-0.245872,278.565,25.7053,33.2741,7.16054,42.6521
132,1.09595,218296,0,-203.064,2.1305e-09,203.064,0.132899,29.0396,38.2737,6.5354,48.4859,-0.0166477,0,0.775646,0.775824,86888.9,-0.264629,276.186,26.4948,34.9252,5.96278,44.2414
