"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        530,           9,      -8.135827148,       -4.19084014,      -4.777593744,      -2.265211769,      -3.210545094,      0.9329898399,      0.3037304496,      0.6046524111,                 0,                 0,                 0,     0.01118120119,      0.1136756173,      0.6670341657,                 0,       1.990753353,      0.6543425165,      -2.831049389,       -1.62582022,      -2.347364196,      -2.451827944,      -2.150872927,      0.9028933935,      0.3433657351,      0.8661506124,                 0,                 0,                 0,      0.1122481281,     0.07512435442,      0.9286943753,                 0,        2.43824298,      0.7205586471,    0.001271169286,    0.004920129784
        531,           9,      -8.093332433,      -4.188098462,      -4.782650446,      -2.222726939,      -3.234642725,      0.9329898399,      0.3029130807,      0.6003318858,                 0,                 0,                 0,     0.01068528163,      0.1141571629,      0.6626634513,                 0,       1.981861874,      0.6878256123,      -2.788185575,      -1.624795794,      -2.353237624,      -2.409257607,      -2.174532755,      0.9038339074,      0.3430070221,      0.8627167725,                 0,                 0,                 0,      0.1099774658,     0.07578527308,      0.9253057003,                 0,       2.433135406,      0.7188845387,    0.001043953794,    0.004180067158
        532,           9,      -8.175619838,      -4.250114716,      -4.840352637,      -2.298877414,      -3.282350194,      0.9329898399,      0.3023378037,      0.5988382756,                 0,                 0,                 0,     0.01094467656,      0.1140437121,      0.6610669101,                 0,       1.980692683,      0.7548536007,      -2.870616096,      -1.687399509,      -2.411097304,      -2.485600932,      -2.221666453,      0.9047174205,      0.3424237786,      0.8581795606,                 0,                 0,                 0,      0.1073700444,     0.07655406693,      0.9207962192,                 0,       2.426170995,      0.7169329116,   0.0008680655189,    0.003684103773
        533,           9,      -8.259070817,      -4.218033683,      -4.987374101,      -2.327746902,      -3.284106455,      0.9329898399,      0.3025070751,      0.6021423598,                 0,                 0,                 0,      0.0132306316,      0.1132395664,      0.6642761117,                 0,         1.9905067,      0.8245269744,      -2.954072273,      -1.654519246,      -2.557777627,      -2.514572149,      -2.222070607,      0.9055489623,      0.3416427321,      0.8526649115,                 0,                 0,                 0,      0.1044829971,     0.07741947582,      0.9152941781,                 0,       2.417519723,      0.7147331917,   0.0007423018524,    0.003428221489
        534,           9,      -8.177045576,      -4.190642315,      -4.854960455,      -2.302938565,      -3.358270911,      0.9329898399,       0.302624276,      0.6073193206,                 0,                 0,                 0,     0.01575785916,      0.1118380493,      0.6692611302,                 0,       2.006842705,      0.8245269744,      -2.871669182,      -1.625393989,      -2.424785887,      -2.489624539,      -2.294861859,      0.9063329874,      0.3406911683,      0.8463039047,                 0,                 0,                 0,      0.1013720432,     0.07836926918,      0.9089329067,                 0,       2.407367326,      0.7123351158,   0.0006650472848,    0.003405703097
        535,           9,      -8.102541077,      -4.187750184,       -4.78219665,      -2.246413305,      -3.387911521,      0.9329898399,      0.3036412519,       0.616934283,                 0,                 0,                 0,     0.02034320628,      0.1099994453,      0.6787532994,                 0,       2.031786785,      0.8454365051,      -2.796765888,      -1.620492575,      -2.350784418,      -2.432912865,      -2.322484754,      0.9070734555,      0.3395961694,      0.8392294108,                 0,                 0,                 0,     0.09809038157,     0.07939049842,      0.9018473879,                 0,       2.395911512,      0.7098104522,   0.0006342416506,    0.003607123167
        536,           9,       -8.12604149,      -4.202926937,      -4.851609385,      -2.220312349,      -3.406514578,      0.9329898399,      0.3051799509,      0.6297721361,                 0,                 0,                 0,     0.02595176018,      0.1077174854,      0.6914800714,                 0,       2.063609141,      0.8346159004,      -2.820309952,      -1.633926522,       -2.41827748,      -2.406829564,      -2.340588162,      0.9077738983,      0.3383839934,      0.8315732021,                 0,                 0,                 0,     0.09468795995,     0.08046974757,      0.8941713131,                 0,       2.383357992,      0.7072492782,   0.0006473700992,     0.00402044923
        537,           9,      -8.194922907,      -4.273837625,       -4.90617631,      -2.257651104,      -3.406916397,      0.9329898399,      0.3073150746,      0.6459161329,                 0,                 0,                 0,     0.03293054504,      0.1050392665,      0.7075429021,                 0,        2.10180426,      0.8534320066,      -2.889523664,      -1.703260282,      -2.470135055,      -2.444251286,      -2.340991957,      0.9084374757,      0.3370796053,      0.8234635726,                 0,                 0,                 0,      0.0912110496,     0.08159338121,      0.8860346697,                 0,       2.369916494,      0.7047515203,   0.0007014759082,    0.004631239893
        538,           9,      -8.294569455,       -4.29971273,      -5.098034124,      -2.292454355,      -3.425580777,      0.9329898399,      0.3100286295,      0.6644085496,                 0,                 0,                 0,     0.04026498878,      0.1022275926,      0.7260206548,                 0,       2.143055467,      0.7825742699,       -2.98927767,      -1.727475887,      -2.659090833,      -2.478947078,      -2.359035529,      0.9090670235,       0.335706373,      0.8150235213,                 0,                 0,                 0,     0.08770207982,      0.0827477848,      0.8775619142,                 0,       2.355797004,      0.7024173284,   0.0007932043603,    0.005422932999
        539,           9,      -8.262278878,      -4.373450094,      -5.053565164,      -2.360146099,      -3.459508448,      0.9329898399,      0.3138081064,      0.6868708383,                 0,                 0,                 0,     0.04922749954,     0.09927458669,      0.7486064604,                 0,       2.188824394,      0.7994153578,      -2.956453707,      -1.799370922,      -2.612055614,      -2.546228099,      -2.391964387,      0.9096650939,      0.3342859014,      0.8063694449,                 0,                 0,                 0,     0.08419964943,     0.08391958814,       0.868870674,                 0,       2.341206351,      0.7003386434,   0.0009188735123,    0.006199459044
