"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.221763571,       -16.3228386,      -16.22708125,      -2.770318294,      -10.66736107
          0,           0,           1,      -5.052953547,      -4.203344955,      -4.044732122,      -3.596380288,      -10.81831088
          0,           0,           2,      -4.943774414,      -4.299413644,      -4.413147349,       -3.48491529,       -11.0024644
          0,           0,           3,      -4.968366605,      -4.379803548,      -4.649141817,      -3.512648165,      -10.97660686
          0,           0,           4,      -5.068152677,      -4.431675482,      -4.620850913,      -3.616783911,      -10.97414483
          0,           0,           5,      -5.161148452,      -4.463010738,       -4.62247605,      -3.716881148,       -10.9770271
          0,           0,           6,      -5.217086452,      -4.486500358,      -4.648308721,       -3.78034114,      -10.97002034
          0,           0,           7,      -5.241181858,      -4.509444664,      -4.677416866,      -3.809165411,      -10.95403883
          0,           0,           8,      -5.247021925,      -4.535565103,      -4.704671774,      -3.816586139,      -10.93168191
          0,           0,           9,      -5.243589725,      -4.566947897,       -4.73169024,      -3.811814234,      -10.91087602
          0,           0,          10,      -5.237131507,      -4.602964807,        -4.7603767,      -3.802331611,      -10.89468656
          0,           0,          11,      -5.234380578,      -4.639305917,      -4.789567569,       -3.79606066,      -10.87580281
          0,           0,          12,      -5.239831519,      -4.668554482,      -4.810824518,      -3.799345065,      -10.85168604
          0,           0,          13,      -5.253366179,      -4.683858972,      -4.812499074,      -3.813894011,      -10.82589992
          0,           0,          14,      -5.270898386,      -4.686331781,      -4.795397935,      -3.835386113,      -10.80503158
          0,           0,          15,      -5.287274869,      -4.684690674,       -4.77381457,      -3.855479436,      -10.79151495
          0,           0,          16,      -5.300144132,      -4.687002251,       -4.76004277,      -3.867875625,      -10.78588765
          0,           0,          17,      -5.311353596,      -4.695851937,      -4.757775401,      -3.873646619,      -10.78467002
          0,           0,          18,      -5.325010275,        -4.7091359,      -4.764863451,      -3.879414291,       -10.7836889
          0,           0,          19,       -5.34451801,      -4.723027156,      -4.777440915,      -3.891543809,      -10.78176379
          0,           0,          20,      -5.370455824,      -4.735170753,      -4.792893213,      -3.912576239,      -10.77866053
          0,           0,          21,      -5.399253162,      -4.746270799,      -4.810771035,      -3.940048844,      -10.77503134
          0,           0,          22,      -5.423767415,      -4.759123554,      -4.831683495,      -3.966873185,      -10.77118037
          0,           0,          23,      -5.436858791,      -4.775861516,      -4.855486015,      -3.984545349,      -10.76707839
          0,           0,          24,      -5.437040986,      -4.795220057,      -4.880028024,      -3.989205167,      -10.76219229
          0,           0,          25,       -5.42997689,      -4.812041857,      -4.901206454,       -3.98488919,      -10.75694466
          0,           0,          26,      -5.423886769,      -4.819321192,      -4.914816105,      -3.979711008,       -10.7521443
          0,           0,          27,      -5.425025251,      -4.813312509,      -4.919658487,      -3.980471066,       -10.7480282
          0,           0,          28,      -5.436462691,      -4.797272658,      -4.918930724,      -3.990655045,      -10.74458387
          0,           0,          29,      -5.458600606,      -4.778980128,       -4.91801855,      -4.010766461,       -10.7416462
          0,           0,          30,      -5.489869797,      -4.765602948,      -4.921390746,      -4.039129055,      -10.73858937
          0,           0,          31,      -5.527186303,      -4.761238984,      -4.931263459,      -4.072569414,      -10.73482687
          0,           0,          32,      -5.566314302,      -4.767002896,      -4.947715253,      -4.107101227,      -10.72933654
          0,           0,          33,      -5.602516384,      -4.781684309,      -4.969284622,       -4.13881423,      -10.72109513
          0,           0,          34,      -5.631727626,      -4.802131576,      -4.993683328,      -4.164880617,      -10.70990006
          0,           0,          35,      -5.651937814,      -4.823573548,      -5.018484155,       -4.18429526,      -10.69625977
          0,           0,          36,      -5.663897161,      -4.840610515,      -5.041738378,      -4.197986185,      -10.68113139
          0,           0,          37,       -5.67057298,       -4.84945372,      -5.062349628,      -4.208207662,      -10.66514667
          0,           0,          38,      -5.675870565,      -4.849947018,      -5.080031036,      -4.217693903,      -10.64921274
          0,           0,          39,      -5.683442642,      -4.845156901,      -5.094893016,       -4.22906805,      -10.63374197
          0,           0,          40,      -5.696087964,      -4.839059572,      -5.106981573,      -4.244583671,      -10.61877996
          0,           0,          41,      -5.715586784,      -4.834653576,       -5.11626899,      -4.265979875,      -10.60467425
          0,           0,          42,      -5.742585443,      -4.833431157,      -5.123060394,      -4.294257189,      -10.59156356
          0,           0,          43,      -5.776324445,      -4.835681077,      -5.128308435,      -4.329003671,      -10.57939375
          0,           0,          44,      -5.813856222,      -4.840950171,      -5.133493432,      -4.367321315,      -10.56799149
          0,           0,          45,      -5.849408064,      -4.848337936,      -5.140263652,      -4.403254438,      -10.55739482
          0,           0,          46,       -5.87558742,        -4.8566467,      -5.150114801,      -4.429224646,      -10.54768404
          0,           0,          47,      -5.887255574,       -4.86455933,      -5.164040689,      -4.440262021,      -10.53887064
          0,           0,          48,      -5.885225868,       -4.87092667,      -5.181999296,      -4.437672272,      -10.53086799
          0,           0,          49,      -5.875618353,       -4.87504469,      -5.202547941,      -4.427930451,       -10.5235011
          0,           0,          50,      -5.865786833,      -4.876812364,      -5.223072179,      -4.418388716,      -10.51661348
          0,           0,          51,      -5.861212992,      -4.876700568,      -5.240602869,      -4.414299409,      -10.51002494
          0,           0,          52,      -5.864911519,      -4.875546115,      -5.252973846,      -4.418356706,      -10.50359761
          0,           0,          53,      -5.878037661,      -4.874274205,      -5.259753935,      -4.431331968,      -10.49735387
          0,           0,          54,        -5.9005131,      -4.873662878,      -5.262305193,      -4.452677093,      -10.49125102
          0,           0,          55,      -5.931288679,      -4.874205461,      -5.262965975,      -4.480774718,      -10.48508097
          0,           0,          56,      -5.968227269,      -4.876069054,      -5.264031988,      -4.512882323,      -10.47867789
