+------------------------------------------------------------------------------------------+
|  Inner_Iter|   Time(sec)|    rms[Rho]|     rms[nu]|          CL|          CD|         CMz|
+------------------------------------------------------------------------------------------+
|           0|  2.1280e-01|   -4.221764|  -10.667361|    2.853324|    0.819925|    0.939081|
|           1|  2.1231e-01|   -5.052954|  -10.818311|    2.096451|    0.750895|    0.714292|
|           2|  2.0979e-01|   -4.943774|  -11.002464|    1.619499|    0.577061|    0.542180|
|           3|  2.0865e-01|   -4.968367|  -10.976607|    1.401990|    0.459760|    0.441955|
|           4|  2.0955e-01|   -5.068153|  -10.974145|    1.270983|    0.370778|    0.360199|
|           5|  2.1040e-01|   -5.161148|  -10.977027|    1.163356|    0.290670|    0.278301|
|           6|  2.1861e-01|   -5.217086|  -10.970020|    1.060601|    0.215555|    0.195636|
|           7|  2.2775e-01|   -5.241182|  -10.954039|    0.956198|    0.146176|    0.116679|
|           8|  2.2829e-01|   -5.247022|  -10.931682|    0.846936|    0.084454|    0.046070|
|           9|  2.2783e-01|   -5.243590|  -10.910876|    0.730546|    0.032284|   -0.013480|
|          10|  2.2979e-01|   -5.237132|  -10.894687|    0.606717|   -0.008952|   -0.061293|
|          11|  2.2824e-01|   -5.234381|  -10.875803|    0.477530|   -0.038810|   -0.098174|
|          12|  2.2790e-01|   -5.239832|  -10.851686|    0.347337|   -0.057858|   -0.125525|
|          13|  2.2696e-01|   -5.253366|  -10.825900|    0.222373|   -0.067371|   -0.144507|
|          14|  2.2614e-01|   -5.270898|  -10.805032|    0.110205|   -0.068960|   -0.155659|
|          15|  2.2592e-01|   -5.287275|  -10.791515|    0.018726|   -0.064315|   -0.159045|
|          16|  2.2563e-01|   -5.300144|  -10.785888|   -0.045111|   -0.055033|   -0.154620|
|          17|  2.2546e-01|   -5.311354|  -10.784670|   -0.076382|   -0.042501|   -0.142554|
|          18|  2.2515e-01|   -5.325010|  -10.783689|   -0.072727|   -0.027871|   -0.123401|
|          19|  2.2520e-01|   -5.344518|  -10.781764|   -0.034466|   -0.012084|   -0.098196|
|          20|  2.2453e-01|   -5.370456|  -10.778661|    0.035360|    0.004091|   -0.068465|
|          21|  2.2359e-01|   -5.399253|  -10.775031|    0.131140|    0.020019|   -0.036104|
|          22|  2.2294e-01|   -5.423767|  -10.771180|    0.245261|    0.035173|   -0.003147|
|          23|  2.2245e-01|   -5.436859|  -10.767078|    0.369195|    0.049113|    0.028507|
|          24|  2.2168e-01|   -5.437041|  -10.762192|    0.494493|    0.061456|    0.057259|
|          25|  2.2110e-01|   -5.429977|  -10.756945|    0.613519|    0.071862|    0.081882|
|          26|  2.2295e-01|   -5.423887|  -10.752144|    0.719841|    0.080033|    0.101498|
|          27|  2.2272e-01|   -5.425025|  -10.748028|    0.808313|    0.085728|    0.115523|
|          28|  2.2255e-01|   -5.436463|  -10.744584|    0.875110|    0.088782|    0.123602|
|          29|  2.2265e-01|   -5.458601|  -10.741646|    0.917951|    0.089145|    0.125630|
|          30|  2.2272e-01|   -5.489870|  -10.738589|    0.936326|    0.086930|    0.121795|
|          31|  2.2227e-01|   -5.527186|  -10.734827|    0.931442|    0.082406|    0.112579|
|          32|  2.2177e-01|   -5.566314|  -10.729337|    0.905878|    0.075966|    0.098712|
|          33|  2.2154e-01|   -5.602516|  -10.721095|    0.863148|    0.068078|    0.081111|
|          34|  2.2123e-01|   -5.631728|  -10.709900|    0.807408|    0.059256|    0.060865|
|          35|  2.2078e-01|   -5.651938|  -10.696260|    0.743307|    0.050034|    0.039219|
|          36|  2.2053e-01|   -5.663897|  -10.681131|    0.675759|    0.040939|    0.017525|
|          37|  2.2049e-01|   -5.670573|  -10.665147|    0.609591|    0.032462|   -0.002862|
|          38|  2.2038e-01|   -5.675871|  -10.649213|    0.549201|    0.025035|   -0.020679|
|          39|  2.1997e-01|   -5.683443|  -10.633742|    0.498237|    0.019005|   -0.034864|
|          40|  2.2188e-01|   -5.696088|  -10.618780|    0.459368|    0.014618|   -0.044657|
|          41|  2.2227e-01|   -5.715587|  -10.604674|    0.434187|    0.011994|   -0.049654|
|          42|  2.2287e-01|   -5.742585|  -10.591564|    0.423237|    0.011130|   -0.049822|
|          43|  2.2288e-01|   -5.776324|  -10.579394|    0.426166|    0.011911|   -0.045448|
|          44|  2.2321e-01|   -5.813856|  -10.567991|    0.442057|    0.014154|   -0.037033|
|          45|  2.2321e-01|   -5.849408|  -10.557395|    0.469697|    0.017641|   -0.025220|
|          46|  2.2301e-01|   -5.875587|  -10.547684|    0.507436|    0.022109|   -0.010844|
|          47|  2.2286e-01|   -5.887256|  -10.538871|    0.552876|    0.027222|    0.004994|
|          48|  2.2297e-01|   -5.885226|  -10.530868|    0.602916|    0.032588|    0.021014|
|          49|  2.2308e-01|   -5.875618|  -10.523501|    0.654214|    0.037810|    0.035964|
|          50|  2.2311e-01|   -5.865787|  -10.516613|    0.703643|    0.042541|    0.048798|
|          51|  2.2321e-01|   -5.861213|  -10.510025|    0.748530|    0.046509|    0.058766|
|          52|  2.2303e-01|   -5.864912|  -10.503598|    0.786767|    0.049524|    0.065435|
|          53|  2.2412e-01|   -5.878038|  -10.497354|    0.816855|    0.051476|    0.068668|
|          54|  2.2423e-01|   -5.900513|  -10.491251|    0.837922|    0.052332|    0.068597|
|          55|  2.2526e-01|   -5.931289|  -10.485081|    0.849689|    0.052118|    0.065552|
|          56|  2.2532e-01|   -5.968227|  -10.478678|    0.852353|    0.050900|    0.059986|
|          57|  2.2539e-01|   -6.007778|  -10.471895|    0.846407|    0.048761|    0.052386|
|          58|  2.2545e-01|   -6.044960|  -10.464675|    0.832529|    0.045790|    0.043253|
|          59|  2.2539e-01|   -6.074366|  -10.457033|    0.811739|    0.042117|    0.033155|
|          60|  2.2540e-01|   -6.091997|  -10.448963|    0.785640|    0.037939|    0.022769|
|          61|  2.2537e-01|   -6.097075|  -10.440596|    0.756393|    0.033511|    0.012810|
