"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,           0,      -2.831253576,      -12.13983736,       -12.1311604,      -12.13755809,       2.332281853
          0,           0,           1,      -2.788920557,      -0.370709234,     -0.4504642572,     -0.4592497289,       2.589594503
          0,           0,           2,      -2.717443605,     -0.2288931269,     -0.2773228803,     -0.2998613364,       2.725247674
          0,           0,           3,      -2.706254864,     -0.1924307342,     -0.2483815809,     -0.2587823978,       2.745293856
          0,           0,           4,       -2.77397351,     -0.2064979042,     -0.2998709229,     -0.3109762515,       2.679179927
          0,           0,           5,      -2.877909319,     -0.2414780494,     -0.3751709318,     -0.3805261029,        2.58430722
          0,           0,           6,       -2.95603016,      -0.286557877,     -0.4351769939,     -0.4388604511,       2.506710243
          0,           0,           7,      -3.006611045,     -0.3369829739,     -0.4830472901,     -0.4855305153,       2.454747663
          0,           0,           8,      -3.044634121,     -0.3890590932,     -0.5239691999,     -0.5232960405,       2.416806534
          0,           0,           9,       -3.08188095,     -0.4391993472,     -0.5595972139,     -0.5569324773,       2.379139865
          0,           0,          10,      -3.132295555,     -0.4855924089,     -0.5950771896,     -0.5923932179,       2.327459787
          0,           0,          11,      -3.207214404,      -0.528372623,     -0.6353566698,     -0.6321127605,       2.247632704
          0,           0,          12,      -3.295767181,      -0.568064772,     -0.6757719032,     -0.6692570169,       2.142567062
          0,           0,          13,      -3.327309177,      -0.603914915,     -0.6983914691,     -0.6867458189,       2.086770865
          0,           0,          14,      -3.260387328,     -0.6346208542,     -0.6913295433,     -0.6764789178,       2.158051702
          0,           0,          15,       -3.17197444,     -0.6594621769,     -0.6665960756,     -0.6511752869,        2.26356593
          0,           0,          16,      -3.109911855,     -0.6800637031,     -0.6438411689,     -0.6287811499,       2.339230766
          0,           0,          17,      -3.082569182,     -0.6999264728,     -0.6356570239,     -0.6205775772,       2.376589429
          0,           0,          18,       -3.08933793,      -0.722654477,     -0.6472169389,      -0.631318707,       2.377789461
          0,           0,          19,       -3.12933506,     -0.7504461674,      -0.679362093,     -0.6618549268,       2.344573706
          0,           0,          20,      -3.201667608,     -0.7831883692,     -0.7292462189,     -0.7096168556,       2.277819902
          0,           0,          21,      -3.301250828,      -0.818307161,     -0.7886439417,     -0.7671219295,       2.180892814
          0,           0,          22,      -3.412488975,     -0.8517411655,     -0.8448428095,     -0.8227161767,       2.064124724
          0,           0,          23,      -3.497055718,     -0.8802835968,     -0.8845119445,      -0.863993091,       1.960525356
          0,           0,          24,      -3.526010722,     -0.9032799564,     -0.9054675885,     -0.8878598435,       1.912159745
          0,           0,          25,      -3.527591181,     -0.9230296835,     -0.9177878378,       -0.90250217,       1.906559023
          0,           0,          26,      -3.539004584,     -0.9423127624,     -0.9313986959,     -0.9172000736,        1.90005006
          0,           0,          27,      -3.573578241,     -0.9628408991,     -0.9498719101,     -0.9358171135,       1.871832365
          0,           0,          28,      -3.626334407,     -0.9843921536,     -0.9705895484,     -0.9564272769,       1.823880104
          0,           0,          29,      -3.678007461,       -1.00509985,     -0.9880931708,     -0.9742969575,       1.774518343
          0,           0,          30,      -3.706712645,      -1.022732693,     -0.9989275092,     -0.9860313871,       1.746700886
          0,           0,          31,       -3.70852051,      -1.036106436,      -1.003515469,     -0.9918116154,       1.747249568
          0,           0,          32,      -3.701889388,      -1.045386895,      -1.005256407,     -0.9947633058,       1.758538375
          0,           0,          33,       -3.70473778,      -1.051803873,      -1.007443567,      -0.997978284,       1.761460594
          0,           0,          34,      -3.722515573,      -1.056686735,      -1.011053095,      -1.002408982,       1.749350604
          0,           0,          35,      -3.749504133,      -1.060760603,      -1.014814379,      -1.006829571,       1.726729168
          0,           0,          36,      -3.773209959,      -1.064118663,      -1.016868734,      -1.009393597,       1.704816639
          0,           0,          37,      -3.784321208,      -1.066891279,      -1.016829155,      -1.009620953,       1.692844222
          0,           0,          38,      -3.784401103,      -1.069185767,      -1.015876573,      -1.008561898,       1.690961884
          0,           0,          39,      -3.783153363,      -1.071187585,      -1.015820871,       -1.00797326,        1.69101854
          0,           0,          40,       -3.78870544,      -1.073064734,      -1.017917532,      -1.009145022,       1.684954784
          0,           0,          41,      -3.801676936,      -1.074769923,      -1.022109474,      -1.012146437,       1.671236662
          0,           0,          42,      -3.815207855,      -1.075969243,      -1.027200358,      -1.015981387,       1.655767792
          0,           0,          43,      -3.819501471,      -1.076149012,       -1.03162943,      -1.019321339,       1.648383631
          0,           0,          44,      -3.808891214,      -1.074935116,      -1.034242043,      -1.021260847,       1.656246618
          0,           0,          45,      -3.785912358,      -1.072228223,      -1.034727897,      -1.021616009,       1.678402728
          0,           0,          46,      -3.758471984,      -1.068203471,      -1.033594315,       -1.02088142,       1.707197057
          0,           0,          47,      -3.735353861,      -1.063400014,      -1.032137831,      -1.020190336,       1.733171398
          0,           0,          48,      -3.721601772,      -1.058383186,      -1.031579795,      -1.020605077,        1.75050571
          0,           0,          49,      -3.718719511,      -1.053579265,      -1.032582304,      -1.022665078,       1.757176487
          0,           0,          50,      -3.726078866,      -1.049209341,      -1.035170801,      -1.026318891,       1.753480686
          0,           0,          51,      -3.741750941,      -1.045307281,      -1.038875687,      -1.031060403,       1.741077269
          0,           0,          52,      -3.762978488,      -1.041780878,      -1.042969244,      -1.036160329,       1.722453936
          0,           0,          53,      -3.786589286,      -1.038489551,      -1.046730678,      -1.040909472,       1.700533808
          0,           0,          54,      -3.809542424,      -1.035308839,      -1.049637328,      -1.044794805,       1.678214365
          0,           0,          55,      -3.829657487,      -1.032165321,      -1.051452158,      -1.047592895,       1.657734802
          0,           0,          56,      -3.846088074,      -1.029040603,      -1.052204769,      -1.049343613,       1.640206078
          0,           0,          57,      -3.859226777,      -1.025970248,       -1.05209952,      -1.050254973,       1.625588563
          0,           0,          58,      -3.870142837,      -1.023022282,      -1.051404608,      -1.050586466,       1.613106258
          0,           0,          59,      -3.879949329,      -1.020275668,      -1.050378638,      -1.050577802,       1.601811988
          0,           0,          60,      -3.889467746,      -1.017809863,      -1.049231909,      -1.050413987,       1.590948382
          0,           0,          61,      -3.899208096,      -1.015697221,      -1.048130531,      -1.050231504,       1.580024013
          0,           0,          62,      -3.909469435,      -1.014002085,      -1.047199988,      -1.050130071,       1.568743386
          0,           0,          63,      -3.920411379,       -1.01277677,       -1.04653138,      -1.050183542,       1.556937029
          0,           0,          64,      -3.932036059,      -1.012067661,      -1.046178752,      -1.050437847,       1.544569908
          0,           0,          65,      -3.944147133,      -1.011908461,      -1.046158805,       -1.05091111,       1.531781751
          0,           0,          66,      -3.956341475,      -1.012321382,      -1.046457638,      -1.051599492,       1.518906102
          0,           0,          67,      -3.968090169,      -1.013315959,      -1.047044077,      -1.052484671,       1.506411068
          0,           0,          68,      -3.978894111,      -1.014889647,      -1.047879053,      -1.053545903,       1.494766059
          0,           0,          69,      -3.988419528,      -1.017036917,      -1.048930205,      -1.054770005,       1.484312815
          0,           0,          70,      -3.996579686,      -1.019747483,      -1.050174112,      -1.056151319,       1.475176268
          0,           0,          71,      -4.003496029,      -1.023003289,      -1.051591873,      -1.057688918,       1.467283709
          0,           0,          72,      -4.009395891,      -1.026780348,      -1.053165014,      -1.059382229,       1.460452634
          0,           0,          73,      -4.014510945,      -1.031055565,      -1.054878469,      -1.061223702,       1.454489092
          0,           0,          74,      -4.019017881,      -1.035802508,      -1.056713212,      -1.063201524,       1.449247308
          0,           0,          75,      -4.023038661,       -1.04099295,      -1.058649819,      -1.065304287,       1.444633269
          0,           0,          76,      -4.026668353,       -1.04660392,      -1.060666896,      -1.067520328,       1.440574633
          0,           0,          77,      -4.030011067,       -1.05261205,      -1.062751149,      -1.069839419,       1.436981459
          0,           0,          78,      -4.033195301,      -1.058999059,      -1.064891283,      -1.072251463,       1.433723321
          0,           0,          79,      -4.036374774,      -1.065752072,      -1.067079795,      -1.074749017,       1.430627257
          0,           0,          80,        -4.0397022,      -1.072866418,      -1.069309652,       -1.07732493,        1.42750604
          0,           0,          81,      -4.043326558,      -1.080342184,      -1.071574927,      -1.079971706,       1.424169492
          0,           0,          82,      -4.047375013,      -1.088186426,      -1.073870204,      -1.082680825,       1.420444092
          0,           0,          83,      -4.051964117,      -1.096411365,      -1.076191875,      -1.085443358,       1.416173448
          0,           0,          84,      -4.057189021,      -1.105033036,       -1.07853492,      -1.088250912,        1.41122959
          0,           0,          85,        -4.0631199,      -1.114069022,      -1.080894727,      -1.091096134,       1.405517979
          0,           0,          86,      -4.069787512,      -1.123537355,      -1.083269931,      -1.093971347,       1.398990699
          0,           0,          87,      -4.077188337,      -1.133455732,      -1.085660804,      -1.096872845,       1.391641877
          0,           0,          88,      -4.085270224,      -1.143834736,      -1.088069296,      -1.099798498,       1.383518894
          0,           0,          89,      -4.093935198,      -1.154679511,      -1.090500101,      -1.102749475,       1.374719178
          0,           0,          90,      -4.103039412,       -1.16598615,        -1.0929624,      -1.105730868,       1.365389298
          0,           0,          91,      -4.112404863,      -1.177738627,      -1.095471395,      -1.108752847,       1.355712868
          0,           0,          92,       -4.12183361,      -1.189910122,      -1.098048707,      -1.111831531,       1.345898115
          0,           0,          93,      -4.131126103,      -1.202459309,       -1.10072283,      -1.114991966,       1.336158623
          0,           0,          94,      -4.140096657,      -1.215329655,      -1.103533906,      -1.118265396,       1.326698547
          0,           0,          95,      -4.148587911,      -1.228449573,      -1.106529353,      -1.121694135,       1.317697874
          0,           0,          96,      -4.156495535,      -1.241731434,       -1.10976794,      -1.125328522,       1.309287511
          0,           0,          97,       -4.16376681,       -1.25507395,      -1.113316322,      -1.129227762,       1.301547975
          0,           0,          98,      -4.170407038,      -1.268364003,      -1.117250293,      -1.133456417,       1.294501019
          0,           0,          99,      -4.176476257,       -1.28148339,      -1.121652723,      -1.138086776,        1.28810941
          0,           0,         100,      -4.182069571,      -1.294314288,      -1.126610549,      -1.143195811,       1.282294855
          0,           0,         101,      -4.187306274,      -1.306748774,      -1.132212473,      -1.148859517,       1.276947008
          0,           0,         102,      -4.192322155,      -1.318696318,      -1.138546096,      -1.155151833,       1.271931699
          0,           0,         103,       -4.19724932,      -1.330093688,      -1.145694997,      -1.162142656,       1.267111418
          0,           0,         104,      -4.202221238,      -1.340909631,      -1.153732285,      -1.169893363,       1.262341652
          0,           0,         105,      -4.207353453,      -1.351146116,      -1.162719574,      -1.178449927,       1.257490229
          0,           0,         106,      -4.212752341,      -1.360835259,      -1.172697888,      -1.187838069,       1.252431142
