"PointID","x","y"
0, 9.997500181200000e-01, -3.633192551994360e-05
1, 9.990000128750000e-01, -1.454406184923616e-04
2, 9.977599978450000e-01, -3.271597077893920e-04
3, 9.960200190539999e-01, -5.880509054741896e-04
4, 9.937800168990000e-01, -9.403215026928098e-04
5, 9.910500049590000e-01, -1.403399641146777e-03
6, 9.878399968150000e-01, -2.003093828390375e-03
7, 9.841300249100000e-01, -2.770688291058856e-03
8, 9.799500107769999e-01, -3.715859691349400e-03
9, 9.752799868580000e-01, -4.836301220365391e-03
10, 9.701499938960000e-01, -6.091060421970907e-03
11, 9.645400047300000e-01, -7.430254877700583e-03
12, 9.584699869160000e-01, -8.788871314731680e-03
13, 9.519400000570000e-01, -1.011953739359490e-02
14, 9.449599981310000e-01, -1.139831937984752e-02
15, 9.375399947170000e-01, -1.262914200968472e-02
16, 9.296900033950000e-01, -1.383568316487456e-02
17, 9.214000105860000e-01, -1.505148410677486e-02
18, 9.126999974250000e-01, -1.629990808968641e-02
19, 9.035800099370001e-01, -1.759973353187712e-02
20, 8.940600156780000e-01, -1.895420179870470e-02
21, 8.841500282290000e-01, -2.035957052879699e-02
22, 8.738499879840000e-01, -2.180910543430300e-02
23, 8.631799817090000e-01, -2.329221322589389e-02
24, 8.521599769590000e-01, -2.479941512380759e-02
25, 8.407700061800000e-01, -2.632837949520534e-02
26, 8.290500044819999e-01, -2.787021598333102e-02
27, 8.170099854470000e-01, -2.942117828972242e-02
28, 8.046399950980000e-01, -3.098043989985257e-02
29, 7.919700145720000e-01, -3.254208650530539e-02
30, 7.790099978450000e-01, -3.410258136868621e-02
31, 7.657799720760000e-01, -3.565691965670497e-02
32, 7.522799968720000e-01, -3.720220959049202e-02
33, 7.385200262070000e-01, -3.873417344112527e-02
34, 7.245299816130000e-01, -4.024632677589922e-02
35, 7.103199958800001e-01, -4.173450856991878e-02
36, 6.958900094030001e-01, -4.319567900979453e-02
37, 6.812700033190000e-01, -4.462394088188092e-02
38, 6.664699912070000e-01, -4.601574503663058e-02
39, 6.514999866490000e-01, -4.736780016636943e-02
40, 6.363800168040000e-01, -4.867624918413012e-02
41, 6.211299896240000e-01, -4.993769384749128e-02
42, 6.057599782940000e-01, -5.114994616543568e-02
43, 5.902799963950000e-01, -5.231111831905059e-02
44, 5.747100114820000e-01, -5.341891196250524e-02
45, 5.590599775310000e-01, -5.447209061876831e-02
46, 5.433599948880000e-01, -5.546839806185518e-02
47, 5.276100039480000e-01, -5.640780773651622e-02
48, 5.118399858470000e-01, -5.728865537848245e-02
49, 4.960500001910000e-01, -5.811116884544621e-02
50, 4.802699983120000e-01, -5.887407550014048e-02
51, 4.645099937920000e-01, -5.957724064237201e-02
52, 4.487800002100000e-01, -6.022046756124510e-02
53, 4.331099987030000e-01, -6.080274609201176e-02
54, 4.174999892710000e-01, -6.132415885530482e-02
55, 4.019699990750000e-01, -6.178389207543662e-02
56, 3.865399956700000e-01, -6.218106274898885e-02
57, 3.712300062180000e-01, -6.251469313053859e-02
58, 3.560400009160000e-01, -6.278401419321267e-02
59, 3.409900069240000e-01, -6.298757758605239e-02
60, 3.261100053790000e-01, -6.312374432607890e-02
61, 3.113999962810000e-01, -6.319101863651254e-02
62, 2.968699932100000e-01, -6.318746441249802e-02
63, 2.825500071050000e-01, -6.311102596960108e-02
64, 2.684499919410000e-01, -6.295954929017343e-02
65, 2.545700073240000e-01, -6.273046773062108e-02
66, 2.409400045870000e-01, -6.242153617461230e-02
67, 2.275699973110000e-01, -6.203019650222763e-02
68, 2.144699990750000e-01, -6.155376310280602e-02
69, 2.016600072380000e-01, -6.098992929457776e-02
70, 1.891400069000000e-01, -6.033552341654038e-02
71, 1.769299954180000e-01, -5.958831422687666e-02
72, 1.650400012730000e-01, -5.874569374987669e-02
73, 1.534900069240000e-01, -5.780597355612167e-02
74, 1.422899961470000e-01, -5.676703544013587e-02
75, 1.314399987460000e-01, -5.562582450223765e-02
76, 1.209499984980000e-01, -5.438019281105685e-02
77, 1.108499988910000e-01, -5.303100635258052e-02
78, 1.011300012470000e-01, -5.157436588272576e-02
79, 9.181000292300000e-02, -5.001064397156811e-02
80, 8.290000259900000e-02, -4.833936690145461e-02
81, 7.440000027400000e-02, -4.655833701321919e-02
82, 6.633000075800000e-02, -4.466985632962530e-02
83, 5.869000032500000e-02, -4.267238518180172e-02
84, 5.149000138000000e-02, -4.056702982633777e-02
85, 4.473999887700000e-02, -3.835572331670849e-02
86, 3.844000026600000e-02, -3.603756751572514e-02
87, 3.260000050100000e-02, -3.361547302980042e-02
88, 2.723000012300000e-02, -3.109377436873374e-02
89, 2.232000045500000e-02, -2.846736921201311e-02
90, 1.789999939500000e-02, -2.575352704508564e-02
91, 1.394999958600000e-02, -2.294181488779031e-02
92, 1.049000024800000e-02, -2.004825037443111e-02
93, 7.519999985000000e-03, -1.707823271411017e-02
94, 5.040000193000000e-03, -1.403809882113844e-02
95, 3.049999941000000e-03, -1.093487842610042e-02
96, 1.560000004000000e-03, -7.799488469047798e-03
97, 5.600000150000000e-04, -4.628960132478497e-03
98, 5.999999800000000e-05, -1.475890165745417e-03
99, 0.000000000000000e+00, 0.000000000000000e+00
100, 5.999999800000000e-05, 1.371097629470294e-03
101, 5.600000150000000e-04, 4.101835073021190e-03
102, 1.560000004000000e-03, 6.697845624259732e-03
103, 3.049999941000000e-03, 9.159883556846970e-03
104, 5.040000193000000e-03, 1.151356199529697e-02
105, 7.519999985000000e-03, 1.375134723659562e-02
106, 1.049000024800000e-02, 1.588099456152351e-02
107, 1.394999958600000e-02, 1.790868381233076e-02
108, 1.789999939500000e-02, 1.983996827833475e-02
109, 2.232000045500000e-02, 2.167241129050488e-02
110, 2.723000012300000e-02, 2.342080209221491e-02
111, 3.260000050100000e-02, 2.508073021905922e-02
112, 3.844000026600000e-02, 2.666215456121531e-02
113, 4.473999887700000e-02, 2.816827226895435e-02
114, 5.149000138000000e-02, 2.960275135853808e-02
115, 5.869000032500000e-02, 3.097125775256526e-02
116, 6.633000075800000e-02, 3.227715559111580e-02
117, 7.440000027400000e-02, 3.352387049050651e-02
118, 8.290000259900000e-02, 3.471611338457736e-02
119, 9.181000292300000e-02, 3.585555121642122e-02
120, 1.011300012470000e-01, 3.694639428267898e-02
121, 1.108499988910000e-01, 3.799122287050238e-02
122, 1.209499984980000e-01, 3.899145893334021e-02
123, 1.314399987460000e-01, 3.995120695645724e-02
124, 1.422899961470000e-01, 4.087048115401344e-02
125, 1.534900069240000e-01, 4.175102737379152e-02
126, 1.650400012730000e-01, 4.259495343738853e-02
127, 1.769299954180000e-01, 4.340317494366551e-02
128, 1.891400069000000e-01, 4.417566848014045e-02
129, 2.016600072380000e-01, 4.491280675452241e-02
130, 2.144699990750000e-01, 4.561407563141134e-02
131, 2.275699973110000e-01, 4.627973007580869e-02
132, 2.409400045870000e-01, 4.690859904181527e-02
133, 2.545700073240000e-01, 4.749970791903981e-02
134, 2.684499919410000e-01, 4.805171623622682e-02
135, 2.825500071050000e-01, 4.856223675933466e-02
136, 2.968699932100000e-01, 4.902973636890911e-02
137, 3.113999962810000e-01, 4.945192920658566e-02
138, 3.261100053790000e-01, 4.982572881289250e-02
139, 3.409900069240000e-01, 5.014843529579528e-02
140, 3.560400009160000e-01, 5.041722934144274e-02
141, 3.712300062180000e-01, 5.062852128005071e-02
142, 3.865399956700000e-01, 5.077889820137015e-02
143, 4.019699990750000e-01, 5.086500643043568e-02
144, 4.174999892710000e-01, 5.088319941109272e-02
145, 4.331099987030000e-01, 5.082991529706515e-02
146, 4.487800002100000e-01, 5.070174154785714e-02
147, 4.645099937920000e-01, 5.049517157057059e-02
148, 4.802699983120000e-01, 5.020720046557640e-02
149, 4.960500001910000e-01, 4.983486355715583e-02
150, 5.118399858470000e-01, 4.937541435266084e-02
151, 5.276100039480000e-01, 4.882714122072977e-02
152, 5.433599948880000e-01, 4.818785365214715e-02
153, 5.590599775310000e-01, 4.745704334463085e-02
154, 5.747100114820000e-01, 4.663351819025717e-02
155, 5.902799963950000e-01, 4.571828174324007e-02
156, 6.057599782940000e-01, 4.471210444364649e-02
157, 6.211299896240000e-01, 4.361720028526231e-02
158, 6.363800168040000e-01, 4.243597713876854e-02
159, 6.514999866490000e-01, 4.117163228217693e-02
160, 6.664699912070000e-01, 3.982908520122981e-02
161, 6.812700033190000e-01, 3.841431905515869e-02
162, 6.958900094030001e-01, 3.693330464480289e-02
163, 7.103199958800001e-01, 3.539277861760791e-02
164, 7.245299816130000e-01, 3.380248247003123e-02
165, 7.385200262070000e-01, 3.216961166759597e-02
166, 7.522799968720000e-01, 3.050298446885908e-02
167, 7.657799720760000e-01, 2.881440368068512e-02
168, 7.790099978450000e-01, 2.711370484930257e-02
169, 7.919700145720000e-01, 2.540961288979687e-02
170, 8.046399950980000e-01, 2.371353305319891e-02
171, 8.170099854470000e-01, 2.203548661683393e-02
172, 8.290500044819999e-01, 2.038788202615872e-02
173, 8.407700061800000e-01, 1.877692263692463e-02
174, 8.521599769590000e-01, 1.721025427793186e-02
175, 8.631799817090000e-01, 1.569775666252580e-02
176, 8.738499879840000e-01, 1.423864203600137e-02
177, 8.841500282290000e-01, 1.283499725397290e-02
178, 8.940600156780000e-01, 1.148689682404258e-02
179, 9.035800099370001e-01, 1.019142555783968e-02
180, 9.126999974250000e-01, 8.949748417860254e-03
181, 9.214000105860000e-01, 7.770590327986029e-03
182, 9.296900033950000e-01, 6.667379290334687e-03
183, 9.375399947170000e-01, 5.667141401204397e-03
184, 9.449599981310000e-01, 4.794932000369227e-03
185, 9.519400000570000e-01, 4.072600669696251e-03
186, 9.584699869160000e-01, 3.505548164679648e-03
187, 9.645400047300000e-01, 3.076045812403986e-03
188, 9.701499938960000e-01, 2.744459676991285e-03
189, 9.752799868580000e-01, 2.461845987948900e-03
