Point ID,Density,Energy,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
150,0.821007,2.48089,1.04358,0.975025,-0.0353865,0,0.975667,0.51184,0.051221,0,0.514396,0.760465,-0.534677,0.926258,1.1876,-0.0431014,0,1.18838
151,0.869773,2.61001,0.976852,0.977531,-0.0417605,0,0.978423,0.52761,0.0505984,0,0.530031,0.823876,-0.393134,0.947231,1.12389,-0.0480131,0,1.12492
152,0.884608,2.64929,0.957728,0.977489,-0.0481554,0,0.978675,0.54336,0.0498744,0,0.545644,0.843166,-0.350075,0.953153,1.105,-0.054437,0,1.10634
153,0.878661,2.63351,0.965223,0.976986,-0.054617,0,0.978512,0.55906,0.0490491,0,0.561208,0.835463,-0.367269,0.950837,1.1119,-0.0621594,0,1.11364
154,0.871237,2.6139,0.974994,0.976592,-0.0611345,0,0.978504,0.57471,0.0481218,0,0.576721,0.825765,-0.388917,0.947808,1.12093,-0.0701697,0,1.12312
155,0.871324,2.61411,0.97481,0.976104,-0.0676646,0,0.978446,0.59028,0.0470947,0,0.592156,0.825897,-0.388622,0.947865,1.12025,-0.0776572,0,1.12294
156,0.878163,2.63214,0.96565,0.975507,-0.074161,0,0.978322,0.60576,0.0459694,0,0.607502,0.834874,-0.368586,0.950705,1.11085,-0.0844502,0,1.11405
157,0.887687,2.65714,0.952715,0.974408,-0.0805483,0,0.977732,0.62113,0.0447494,0,0.62274,0.847473,-0.340462,0.954698,1.09769,-0.0907395,0,1.10144
158,0.89716,2.68191,0.939704,0.972846,-0.086774,0,0.976708,0.63638,0.0434383,0,0.637861,0.860102,-0.312273,0.958694,1.08436,-0.0967208,0,1.08867
159,0.906228,2.70551,0.927024,0.970809,-0.0927798,0,0.975232,0.6515,0.0420405,0,0.652855,0.872305,-0.285034,0.962566,1.07126,-0.10238,0,1.07614
160,0.915627,2.72991,0.913875,0.968385,-0.0985158,0,0.973383,0.66647,0.0405626,0,0.667703,0.885008,-0.256679,0.96656,1.05762,-0.107594,0,1.06308
161,0.925484,2.75545,0.900109,0.965545,-0.103922,0,0.971122,0.68127,0.0390119,0,0.682386,0.89838,-0.226831,0.970714,1.04329,-0.112289,0,1.04931
162,0.935523,2.78142,0.886124,0.962341,-0.108946,0,0.968488,0.69589,0.0373961,0,0.696894,0.912046,-0.196326,0.974905,1.02867,-0.116454,0,1.03524
163,0.945498,2.80715,0.872169,0.958751,-0.11353,0,0.965449,0.71032,0.0357232,0,0.711218,0.925697,-0.165854,0.979058,1.01402,-0.120075,0,1.0211
164,0.955416,2.83268,0.858285,0.954836,-0.117635,0,0.962055,0.72453,0.0340047,0,0.725328,0.939325,-0.135436,0.983158,0.999393,-0.123125,0,1.00695
165,0.965269,2.85798,0.844448,0.95058,-0.12121,0,0.958277,0.73852,0.032249,0,0.739224,0.952926,-0.105076,0.987213,0.984782,-0.125571,0,0.992756
166,0.975023,2.88297,0.830721,0.946026,-0.12422,0,0.954147,0.75228,0.0304662,0,0.752897,0.966445,-0.0748988,0.991202,0.97026,-0.127402,0,0.978589
167,0.984635,2.90756,0.817201,0.941251,-0.126641,0,0.949732,0.76578,0.0286696,0,0.766316,0.979809,-0.04507,0.995099,0.955939,-0.128618,0,0.964553
168,0.994003,2.93144,0.803902,0.936195,-0.128437,0,0.944964,0.77901,0.0268698,0,0.779473,0.992908,-0.01583,0.998898,0.941843,-0.129212,0,0.950665
169,1.00315,2.95473,0.790933,0.93102,-0.129607,0,0.939998,0.79197,0.0250765,0,0.792367,1.00573,0.0127863,1.00257,0.928097,-0.1292,0,0.937047
170,1.01199,2.97719,0.778363,0.925746,-0.130143,0,0.934849,0.80464,0.0233019,0,0.804977,1.01816,0.0405333,1.0061,0.914781,-0.128601,0,0.923776
171,1.02045,2.99864,0.766253,0.920406,-0.13005,0,0.929549,0.81701,0.0215564,0,0.817294,1.03011,0.0672019,1.00947,0.901965,-0.127445,0,0.910924
172,1.02849,3.01901,0.75473,0.915138,-0.129376,0,0.924238,0.82905,0.0198528,0,0.829288,1.04149,0.0926167,1.01264,0.889789,-0.125793,0,0.898637
173,1.03604,3.03809,0.743859,0.909972,-0.128188,0,0.918957,0.84077,0.0181974,0,0.840967,1.05222,0.116552,1.01561,0.878319,-0.123729,0,0.886991
174,1.04309,3.0559,0.733694,0.904992,-0.126615,0,0.913806,0.85216,0.0165973,0,0.852322,1.06225,0.138955,1.01837,0.867605,-0.121385,0,0.876055
175,1.04964,3.0724,0.724223,0.900188,-0.124832,0,0.908803,0.86318,0.015062,0,0.863311,1.07159,0.159793,1.02091,0.85762,-0.118929,0,0.865827
176,1.05575,3.08781,0.715318,0.895494,-0.123061,0,0.90391,0.87385,0.0135895,0,0.873956,1.08034,0.179333,1.02329,0.848203,-0.116562,0,0.856175
177,1.06166,3.10264,0.706686,0.890745,-0.121509,0,0.898995,0.88415,0.0121803,0,0.884234,1.0888,0.198224,1.02557,0.839015,-0.114452,0,0.846786
178,1.06763,3.11761,0.697835,0.885612,-0.120264,0,0.89374,0.89406,0.0108326,0,0.894126,1.09741,0.217435,1.0279,0.829513,-0.112646,0,0.837127
179,1.0741,3.13381,0.688164,0.879748,-0.119172,0,0.887782,0.90358,0.00954172,0,0.90363,1.10677,0.238318,1.03041,0.819055,-0.11095,0,0.826536
180,1.08141,3.15205,0.677104,0.872776,-0.11768,0,0.880674,0.9127,0.0083076,0,0.912738,1.11738,0.262012,1.03326,0.807072,-0.108821,0,0.814376
181,1.08969,3.17268,0.6645,0.864654,-0.114842,0,0.872248,0.9214,0.00713897,0,0.921428,1.12943,0.288909,1.03647,0.79349,-0.10539,0,0.800458
182,1.09859,3.19484,0.650892,0.855809,-0.10949,0,0.862785,0.92969,0.00605101,0,0.92971,1.14242,0.317892,1.03989,0.779009,-0.0996647,0,0.785358
183,1.10724,3.21637,0.637704,0.84734,-0.100643,0,0.853296,0.93754,0.00507406,0,0.937554,1.15503,0.346048,1.04316,0.765274,-0.0908955,0,0.770653
184,1.11438,3.23419,0.626987,0.840827,-0.0880637,0,0.845426,0.94496,0.00423732,0,0.944969,1.1654,0.369194,1.04579,0.754527,-0.0790251,0,0.758654
185,1.11865,3.24495,0.620911,0.83789,-0.0726689,0,0.841035,0.95194,0.00356588,0,0.951947,1.17151,0.382846,1.04726,0.749019,-0.0649612,0,0.75183
186,1.11895,3.24587,0.621108,0.839598,-0.0566777,0,0.841508,0.95847,0.00306562,0,0.958475,1.17177,0.383426,1.04721,0.750345,-0.0506526,0,0.752052
187,1.11488,3.23592,0.627938,0.845896,-0.0432606,0,0.847002,0.96454,0.00271531,0,0.964544,1.16567,0.369803,1.04555,0.75873,-0.0388028,0,0.759721
188,1.10719,3.21684,0.639962,0.855304,-0.0357437,0,0.85605,0.97015,0.00246828,0,0.970153,1.15436,0.344553,1.04261,0.772502,-0.0322834,0,0.773177
189,1.09801,3.19394,0.653729,0.86503,-0.0364024,0,0.865796,0.97528,0.00226648,0,0.975283,1.14104,0.314818,1.03919,0.787815,-0.033153,0,0.788512
190,1.09052,3.17507,0.664387,0.871597,-0.0453872,0,0.872778,0.97995,0.00205588,0,0.979952,1.13033,0.290906,1.0365,0.79925,-0.0416198,0,0.800333
191,1.08782,3.16805,0.667456,0.872215,-0.0604529,0,0.874308,0.98413,0.00180562,0,0.984132,1.12668,0.282765,1.03572,0.801804,-0.0555727,0,0.803727
192,1.0918,3.1777,0.660343,0.865447,-0.0775646,0,0.868916,0.98784,0.00150902,0,0.987841,1.13277,0.29637,1.03752,0.792676,-0.0710426,0,0.795853
193,1.10259,3.20451,0.643687,0.852031,-0.0929094,0,0.857082,0.99105,0.00118543,0,0.991051,1.14856,0.331597,1.04169,0.772753,-0.0842645,0,0.777333
194,1.118,3.24251,0.61885,0.831527,-0.103611,0,0.837957,0.99378,0.000861298,0,0.99378,1.17139,0.382569,1.04775,0.743762,-0.0926749,0,0.749513
195,1.13835,3.29352,0.589191,0.80768,-0.109219,0,0.815031,0.99602,0.00056615,0,0.99602,1.2007,0.447989,1.05478,0.70952,-0.0959457,0,0.715978
196,1.16307,3.35471,0.549959,0.772876,-0.109209,0,0.780553,0.99776,0.0003231,0,0.99776,1.23712,0.529279,1.06367,0.664514,-0.0938972,0,0.671115
197,1.18048,3.39073,0.493105,0.70704,-0.101889,0,0.714344,0.999,0.00014507,0,0.999,1.26984,0.60232,1.0757,0.598942,-0.0863111,0,0.605129
198,1.31683,3.76632,0.429395,0.690592,-0.100186,0,0.697821,0.99975,3.63261e-05,0,0.99975,1.43257,0.965556,1.08789,0.524434,-0.0760808,0,0.529924
199,1.20919,3.40995,0.00277171,0,0.00421175,0,0.00421175,1,0,0,1,1.36398,0.812447,1.12801,0,0.00348311,0,0.00348311
