Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
14,0.907866,0,2.61609,-0,6.06216e-08,0,0,0,0,0,0,0.996332,0.8,-0.00445318,1.27777,1.04644,0.0546887,0.000813727,0.000134966,9.89822e-05,0.000830762,1.13104,0,0,0,0,7.72342
15,0.89853,0,2.58859,-0,6.06111e-08,0,0,0,0,0,0,0.986611,0.8,-0.00568197,1.27021,1.03544,0.0326872,0.000854264,0.000122953,0.000102157,0.000869092,1.13078,0,0,0,0,7.88046
16,0.942142,0,2.71815,-0,6.06769e-08,0,0,0,0,0,0,1.03006,0.8,0,1.30423,1.08726,0.136334,9.94876e-06,3.54708e-05,-0.000313698,0.000315854,1.13241,0,0,0,0,4.8647
17,0.99994,0,2.88937,-0,6.07477e-08,0,0,0,0,0,0,0.460465,0.8,0.00284201,0.923058,1.15575,0.273315,0.000889452,0.000575707,0.00171146,0.00201287,1.13417,0,0,0,0,10.9003
18,0.830053,0,2.39101,-0,6.06054e-08,0,0,0,0,0,0,0.461841,0.8,0.00564223,0.923758,0.956406,-0.125373,0.00152171,0.000210764,0.00210448,0.00260554,1.13064,0,0,0,0,11.0369
19,0.662676,0,1.90272,-0,6.04581e-08,0,0,0,0,0,0,0.464142,0.8,0.0083668,0.924931,0.761089,-0.516007,0.00222565,-0.000204948,0.00220274,0.00313809,1.12699,0,0,0,0,10.6936
20,0.509212,0,1.4573,-0,6.0309e-08,0,0,0,0,0,0,0.46746,0.8,0.0109226,0.926627,0.582922,-0.872341,0.00285741,-0.000605315,0.00197012,0.00352314,1.1233,0,0,0,0,9.98628
21,0.387518,0,1.10574,-0,6.01737e-08,0,0,0,0,0,0,0.4719,0.8,0.0131303,0.928904,0.442294,-1.1536,0.00304228,-0.000828502,0.00138522,0.00344394,1.11997,0,0,0,0,8.82127
22,0.315384,0,0.89753,-0,6.00535e-08,0,0,0,0,0,0,0.47749,0.8,0.0148609,0.931782,0.359012,-1.32016,0.0028515,-0.000830201,0.000839568,0.00308629,1.117,0,0,0,0,7.82848
23,0.292538,0,0.830081,-0,5.99207e-08,0,0,0,0,0,0,0.484194,0.8,0.0162143,0.935258,0.332032,-1.37412,0.00270169,-0.000758378,0.000567282,0.00286288,1.11374,0,0,0,0,7.53362
24,0.300049,0,0.849036,-0,5.97953e-08,0,0,0,0,0,0,0.49199,0.8,0.0174609,0.93934,0.339614,-1.35896,0.00266869,-0.000690673,0.000465695,0.00279567,1.11066,0,0,0,0,7.73961
25,0.315065,0,0.89059,-0,5.97478e-08,0,0,0,0,0,0,0.500898,0.8,0.018727,0.94406,0.356236,-1.32571,0.00260406,-0.000622629,0.000398645,0.00270698,1.10949,0,0,0,0,7.94649
26,0.32799,0,0.927304,-0,5.97564e-08,0,0,0,0,0,0,0.510945,0.8,0.0199845,0.949454,0.370922,-1.29634,0.00251731,-0.000563991,0.000335664,0.00260146,1.1097,0,0,0,0,8.05454
27,0.94525,0,2.72556,-0,6.06509e-08,0,0,0,0,0,0,0.510945,0.8,-0.0199845,0.949454,1.09022,0.142264,0.00137472,4.25356e-05,-0.000157247,0.00138434,1.13176,0,0,0,0,9.82765
28,0.96085,0,2.77169,-0,6.06698e-08,0,0,0,0,0,0,0.500898,0.8,-0.018727,0.94406,1.10868,0.179168,0.00138132,6.21811e-05,-0.000178722,0.00139422,1.13223,0,0,0,0,9.80801
29,0.974451,0,2.81207,-0,6.06884e-08,0,0,0,0,0,0,0.49199,0.8,-0.0174609,0.93934,1.12483,0.211471,0.00140043,8.16352e-05,-0.000203067,0.00141743,1.13269,0,0,0,0,9.78537
30,0.981081,0,2.83228,-0,6.07058e-08,0,0,0,0,0,0,0.484194,0.8,-0.0162143,0.935258,1.13291,0.227639,0.00146741,9.28463e-05,-0.000252978,0.00149195,1.13313,0,0,0,0,9.83087
31,0.992219,0,2.86663,-0,6.07408e-08,0,0,0,0,0,0,0.47749,0.8,-0.0148609,0.931782,1.14665,0.255117,0.00153641,0.00010806,-0.00036925,0.00158385,1.13399,0,0,0,0,9.83469
32,1.03314,0,2.98746,-0,6.07809e-08,0,0,0,0,0,0,0.4719,0.8,-0.0131303,0.928904,1.19499,0.351786,0.00155994,0.000191357,-0.000568469,0.00167128,1.13499,0,0,0,0,9.93344
33,1.10493,0,3.19818,-0,6.08256e-08,0,0,0,0,0,0,0.46746,0.8,-0.0109226,0.926627,1.27927,0.520357,0.00139629,0.000394922,-0.00071659,0.00161836,1.1361,0,0,0,0,9.88531
34,1.18043,0,3.42037,-0,6.08745e-08,0,0,0,0,0,0,0.464142,0.8,-0.0083668,0.924931,1.36815,0.698112,0.000999094,0.000641101,-0.000590985,0.00132607,1.13731,0,0,0,0,9.2145
35,1.22929,0,3.56412,-0,6.09023e-08,0,0,0,0,0,0,0.461841,0.8,-0.00564223,0.923758,1.42565,0.813112,0.000600964,0.000829677,-0.000184971,0.00104103,1.138,0,0,0,0,8.44893
36,1.22431,0,3.54946,-0,6.08996e-08,0,0,0,0,0,0,0.460465,0.8,-0.00284201,0.923058,1.41978,0.801381,0.00038394,0.000908515,0.000425112,0.00107402,1.13794,0,0,0,0,8.78859
37,1.14402,0,3.3138,-0,6.08596e-08,0,0,0,0,0,0,0.46,0.8,0,0.922822,1.32552,0.612853,0.000523547,0.000910516,0.00123023,0.00161759,1.13694,0,0,0,0,8.97254
38,0.69616,0,2.00997,-0,6.07109e-08,0,0,0,0,0,0,0.746553,0.8,0.0263454,1.09455,0.803987,-0.430211,-0.00023001,0.000352146,1.1388e-05,0.000420763,1.13325,0,0,0,0,4.97202
39,0.733323,0,2.11843,-0,6.07362e-08,0,0,0,0,0,0,0.766528,0.8,0.0253839,1.10825,0.847373,-0.343438,-0.0001579,0.000374702,1.17674e-05,0.000406783,1.13388,0,0,0,0,5.0217
40,0.762763,0,2.20417,-0,6.07505e-08,0,0,0,0,0,0,0.786311,0.8,0.0242332,1.12199,0.881667,-0.27485,-6.40727e-05,0.000371813,8.77781e-06,0.000377395,1.13423,0,0,0,0,4.94311
41,0.785659,0,2.27067,-0,6.07573e-08,0,0,0,0,0,0,0.80579,0.8,0.0229328,1.1357,0.908268,-0.221648,1.96099e-05,0.000360131,4.3817e-06,0.000360691,1.1344,0,0,0,0,4.91175
42,0.804517,0,2.32532,-0,6.07602e-08,0,0,0,0,0,0,0.824857,0.8,0.0215254,1.14928,0.930129,-0.177928,8.44222e-05,0.000346891,-5.58885e-08,0.000357016,1.13447,0,0,0,0,4.94424
43,0.820386,0,2.37124,-0,6.07612e-08,0,0,0,0,0,0,0.843413,0.8,0.0200512,1.16265,0.948497,-0.14119,0.0001329,0.000335821,-3.99637e-06,0.000361184,1.1345,0,0,0,0,5.01653
44,0.833779,0,2.40996,-0,6.07614e-08,0,0,0,0,0,0,0.861368,0.8,0.0185436,1.17571,0.963985,-0.110216,0.000169259,0.000327931,-7.32301e-06,0.000369108,1.1345,0,0,0,0,5.10037
45,0.845379,0,2.44348,-0,6.07612e-08,0,0,0,0,0,0,0.878639,0.8,0.0170274,1.1884,0.977392,-0.0834015,0.000195379,0.000322564,-9.97193e-06,0.000377253,1.1345,0,0,0,0,5.17787
46,0.855734,0,2.4734,-0,6.0761e-08,0,0,0,0,0,0,0.895155,0.8,0.0155185,1.20064,0.989361,-0.059463,0.000212478,0.000319169,-1.19431e-05,0.000383612,1.13449,0,0,0,0,5.23577
47,0.865153,0,2.50063,-0,6.07611e-08,0,0,0,0,0,0,0.910856,0.8,0.0140257,1.21238,1.00025,-0.0376777,0.000221559,0.000317296,-1.32698e-05,0.000387222,1.1345,0,0,0,0,5.27091
48,0.873861,0,2.52582,-0,6.07616e-08,0,0,0,0,0,0,0.925698,0.8,0.012554,1.22355,1.01033,-0.0175249,0.000223598,0.000316844,-1.39818e-05,0.000388048,1.13451,0,0,0,0,5.28207
49,0.881972,0,2.54931,-0,6.07623e-08,0,0,0,0,0,0,0.93965,0.8,0.0111068,1.23413,1.01972,0.00126208,0.000219431,0.000317645,-1.40782e-05,0.000386324,1.13453,0,0,0,0,5.27428
50,0.903312,0,2.61117,-0,6.07653e-08,0,0,0,0,0,0,0.976143,0.8,0.00696858,1.2621,1.04447,0.0507483,0.00018122,0.0003255,-1.09285e-05,0.000372707,1.1346,0,0,0,0,5.1747
51,0.909444,0,2.62894,-0,6.07662e-08,0,0,0,0,0,0,0.986611,0.8,0.00568197,1.27021,1.05158,0.0649668,0.00016426,0.000328478,-9.03272e-06,0.00036737,1.13462,0,0,0,0,5.14176
52,0.915016,0,2.64504,-0,6.0766e-08,0,0,0,0,0,0,0.996332,0.8,0.00445318,1.27777,1.05802,0.0778468,0.000147838,0.000331455,-7.02557e-06,0.000362998,1.13462,0,0,0,0,5.11276
53,0.920342,0,2.66023,-0,6.07624e-08,0,0,0,0,0,0,1.0054,0.8,0.00328494,1.28485,1.06409,0.0899969,0.0001354,0.000333004,-5.46332e-06,0.00035952,1.13453,0,0,0,0,5.09897
54,0.924986,0,2.67292,-0,6.075e-08,0,0,0,0,0,0,1.01394,0.8,0.00216852,1.29154,1.06917,0.100155,0.000134115,0.000332415,-5.39756e-06,0.000358491,1.13422,0,0,0,0,5.11182
55,0.930301,0,2.68662,-0,6.07218e-08,0,0,0,0,0,0,1.0221,0.8,0.00108278,1.29796,1.07465,0.111113,0.000182089,0.000321727,-1.23608e-05,0.000369888,1.13352,0,0,0,0,5.21554
56,0.338604,0,0.95781,-0,5.978e-08,0,0,0,0,0,0,0.522137,0.8,0.0212052,0.95555,0.383124,-1.27194,0.00243659,-0.000517709,0.000280806,0.00250676,1.11028,0,0,0,0,8.12566
57,0.34713,0,0.982567,-0,5.98094e-08,0,0,0,0,0,0,0.53446,0.8,0.0223652,0.962366,0.393027,-1.25213,0.00236384,-0.000480154,0.000233813,0.00242342,1.111,0,0,0,0,8.16831
58,0.354939,0,1.00536,-0,5.98403e-08,0,0,0,0,0,0,0.547885,0.8,0.0234473,0.969911,0.402143,-1.2339,0.00228882,-0.000446221,0.000193145,0.00233989,1.11176,0,0,0,0,8.18777
59,0.362191,0,1.02661,-0,5.98718e-08,0,0,0,0,0,0,0.562364,0.8,0.0244397,0.978187,0.410645,-1.21689,0.00220941,-0.00041468,0.000158069,0.00225354,1.11254,0,0,0,0,8.1745
60,0.368582,0,1.0456,-0,5.99095e-08,0,0,0,0,0,0,0.577834,0.8,0.0253341,0.987185,0.41824,-1.2017,0.00212111,-0.000383231,0.000127376,0.00215922,1.11346,0,0,0,0,8.12117
61,0.374277,0,1.06296,-0,5.99609e-08,0,0,0,0,0,0,0.594223,0.8,0.0261214,0.996887,0.425185,-1.18781,0.00202188,-0.00035127,9.99885e-05,0.0020546,1.11473,0,0,0,0,8.01817
62,0.379061,0,1.07835,-0,6.00368e-08,0,0,0,0,0,0,0.611446,0.8,0.0267896,1.00727,0.43134,-1.1755,0.00189249,-0.000314016,7.41802e-05,0.0019198,1.1166,0,0,0,0,7.82845
63,0.385339,0,1.09874,-0,6.01419e-08,0,0,0,0,0,0,0.629408,0.8,0.0273208,1.01828,0.439497,-1.15919,0.00168809,-0.000267316,4.8668e-05,0.00170981,1.11918,0,0,0,0,7.46417
64,0.398252,0,1.13932,-0,6.02922e-08,0,0,0,0,0,0,0.648007,0.8,0.0276922,1.02989,0.455728,-1.12673,0.0013271,-0.000195201,2.37327e-05,0.00134159,1.12289,0,0,0,0,6.71998
65,0.439555,0,1.26153,-0,6.04365e-08,0,0,0,0,0,0,0.667133,0.8,0.027877,1.04204,0.504613,-1.02896,0.000875107,-0.000102327,5.22782e-06,0.000881085,1.12646,0,0,0,0,5.67447
66,0.526384,0,1.51444,-0,6.05458e-08,0,0,0,0,0,0,0.686672,0.8,0.0278495,1.05465,0.605778,-0.826629,0.000337253,3.31674e-05,-2.83045e-06,0.000338892,1.12916,0,0,0,0,3.51617
67,0.605612,0,1.7454,-0,6.06257e-08,0,0,0,0,0,0,0.706503,0.8,0.0275893,1.06766,0.698162,-0.641861,-2.84122e-05,0.000161285,-3.72554e-07,0.000163769,1.13114,0,0,0,0,3.85686
68,0.654384,0,1.88784,-0,6.06739e-08,0,0,0,0,0,0,0.726504,0.8,0.0270867,1.08099,0.755138,-0.527909,-0.000217426,0.000283934,6.63575e-06,0.000357682,1.13234,0,0,0,0,4.50235
69,0.889584,0,2.57136,-0,6.07632e-08,0,0,0,0,0,0,0.952701,0.8,0.00968895,1.24408,1.02855,0.0189067,0.00021024,0.000319691,-1.35749e-05,0.000382867,1.13455,0,0,0,0,5.24679
70,0.896698,0,2.59199,-0,6.07643e-08,0,0,0,0,0,0,0.964856,0.8,0.00830692,1.2534,1.03679,0.035405,0.000197089,0.000322415,-1.2501e-05,0.000378089,1.13457,0,0,0,0,5.21243
71,0.814011,0,2.34002,-0,6.05122e-08,0,0,0,0,0,0,0.80579,0.8,-0.0229328,1.1357,0.936008,-0.166169,0.00117078,1.60761e-05,8.19887e-05,0.00117376,1.12833,0,0,0,0,9.03854
72,0.807557,0,2.32108,-0,6.05047e-08,0,0,0,0,0,0,0.786311,0.8,-0.0242332,1.12199,0.928432,-0.18132,0.00120496,2.96503e-06,7.51877e-05,0.00120731,1.12814,0,0,0,0,9.1378
73,0.802777,0,2.30705,-0,6.04988e-08,0,0,0,0,0,0,0.766528,0.8,-0.0253839,1.10825,0.92282,-0.192545,0.00123939,-1.03894e-05,6.59374e-05,0.00124119,1.128,0,0,0,0,9.2366
74,0.800572,0,2.30054,-0,6.04955e-08,0,0,0,0,0,0,0.746553,0.8,-0.0263454,1.09455,0.920218,-0.197749,0.0012711,-2.26909e-05,5.41803e-05,0.00127245,1.12792,0,0,0,0,9.33796
75,0.801514,0,2.30324,-0,6.04952e-08,0,0,0,0,0,0,0.726504,0.8,-0.0270867,1.08099,0.921294,-0.195596,0.0012981,-3.26648e-05,4.03048e-05,0.00129913,1.12791,0,0,0,0,9.43321
76,0.805733,0,2.31552,-0,6.04984e-08,0,0,0,0,0,0,0.706503,0.8,-0.0275893,1.06766,0.926208,-0.185769,0.00131788,-3.93753e-05,2.50133e-05,0.0013187,1.12799,0,0,0,0,9.51711
77,0.81286,0,2.33637,-0,6.05056e-08,0,0,0,0,0,0,0.686672,0.8,-0.0278495,1.05465,0.934549,-0.169087,0.00132836,-4.24199e-05,9.23782e-06,0.00132907,1.12817,0,0,0,0,9.57952
78,0.822245,0,2.36391,-0,6.05165e-08,0,0,0,0,0,0,0.667133,0.8,-0.027877,1.04204,0.945565,-0.147054,0.00132955,-4.19851e-05,-6.09192e-06,0.00133023,1.12844,0,0,0,0,9.61533
79,0.833116,0,2.39586,-0,6.05297e-08,0,0,0,0,0,0,0.648007,0.8,-0.0276922,1.02989,0.958344,-0.121496,0.00132578,-3.87809e-05,-2.03732e-05,0.0013265,1.12876,0,0,0,0,9.63632
80,0.844745,0,2.43004,-0,6.05436e-08,0,0,0,0,0,0,0.629408,0.8,-0.0273208,1.01828,0.972016,-0.0941519,0.00132054,-3.36801e-05,-3.34837e-05,0.0013214,1.1291,0,0,0,0,9.65042
81,0.856579,0,2.46481,-0,6.0557e-08,0,0,0,0,0,0,0.611446,0.8,-0.0267896,1.00727,0.985925,-0.066335,0.00131663,-2.74683e-05,-4.57298e-05,0.00131771,1.12944,0,0,0,0,9.66596
82,0.868335,0,2.49933,-0,6.05697e-08,0,0,0,0,0,0,0.594223,0.8,-0.0261214,0.996887,0.999734,-0.0387173,0.00131646,-2.06944e-05,-5.77408e-05,0.00131789,1.12975,0,0,0,0,9.68409
83,0.879981,0,2.53352,-0,6.05817e-08,0,0,0,0,0,0,0.577834,0.8,-0.0253341,0.987185,1.01341,-0.0113675,0.00132049,-1.35478e-05,-7.02451e-05,0.00132242,1.13005,0,0,0,0,9.71228
84,0.891703,0,2.56793,-0,6.05935e-08,0,0,0,0,0,0,0.562364,0.8,-0.0244397,0.978187,1.02717,0.0161632,0.00132914,-5.87583e-06,-8.40029e-05,0.0013318,1.13034,0,0,0,0,9.74351
85,0.903818,0,2.60352,-0,6.06058e-08,0,0,0,0,0,0,0.547885,0.8,-0.0234473,0.969911,1.04141,0.0446327,0.00134056,2.81319e-06,-9.95231e-05,0.00134425,1.13065,0,0,0,0,9.77845
86,0.91667,0,2.64132,-0,6.06192e-08,0,0,0,0,0,0,0.53446,0.8,-0.0223652,0.962366,1.05653,0.074868,0.00135326,1.32476e-05,-0.000117064,0.00135838,1.13098,0,0,0,0,9.80533
87,0.930504,0,2.68206,-0,6.06342e-08,0,0,0,0,0,0,0.522137,0.8,-0.0212052,0.95555,1.07282,0.107464,0.00136467,2.62702e-05,-0.000136426,0.00137172,1.13135,0,0,0,0,9.82415
