Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
12,0.889798,0,2.56276,-0,6.0599e-08,0,0,0,0,0,0,0.392772,0.44,-0.0300507,0.59057,1.0251,0.0120196,0.00124216,-2.69129e-05,-6.66473e-05,0.00124424,1.13048,0,0,0,0,9.56416
13,0.900599,0,2.59451,-0,6.06104e-08,0,0,0,0,0,0,0.374421,0.44,-0.0289899,0.578474,1.03781,0.0374254,0.00124867,-2.01442e-05,-7.9582e-05,0.00125137,1.13076,0,0,0,0,9.58717
14,0.911739,0,2.62727,-0,6.0622e-08,0,0,0,0,0,0,0.357247,0.44,-0.0278127,0.56745,1.05091,0.063633,0.00125854,-1.2773e-05,-9.42268e-05,0.00126213,1.13105,0,0,0,0,9.61623
15,0.923591,0,2.66212,-0,6.0634e-08,0,0,0,0,0,0,0.341323,0.44,-0.0265291,0.557499,1.06485,0.0915154,0.00127057,-4.04423e-06,-0.00011087,0.0012754,1.13134,0,0,0,0,9.64741
16,0.936405,0,2.69981,-0,6.06467e-08,0,0,0,0,0,0,0.326705,0.44,-0.0251532,0.548606,1.07992,0.121664,0.00128368,6.86275e-06,-0.000129504,0.00129021,1.13166,0,0,0,0,9.67514
17,0.950113,0,2.74016,-0,6.06605e-08,0,0,0,0,0,0,0.313429,0.44,-0.0237052,0.54074,1.09606,0.153941,0.00129644,2.05255e-05,-0.000149747,0.00130522,1.132,0,0,0,0,9.69111
18,0.964623,0,2.7829,-0,6.06751e-08,0,0,0,0,0,0,0.301512,0.44,-0.0222135,0.533857,1.11316,0.188132,0.00130843,3.70154e-05,-0.000171116,0.00132009,1.13236,0,0,0,0,9.69642
19,0.976762,0,2.81886,-0,6.06904e-08,0,0,0,0,0,0,0.290946,0.44,-0.0207117,0.5279,1.12754,0.216903,0.00132865,5.24234e-05,-0.000194985,0.00134391,1.13274,0,0,0,0,9.69082
20,0.362503,0,1.03239,-0,6.00844e-08,0,0,0,0,0,0,0.313429,0.44,0.0237052,0.54074,0.412957,-1.21227,0.00200711,-0.000384797,0.000262807,0.0020605,1.11777,0,0,0,0,7.57885
21,0.380164,0,1.08427,-0,6.01495e-08,0,0,0,0,0,0,0.326705,0.44,0.0251532,0.548606,0.433707,-1.17077,0.0018439,-0.00030438,0.000206737,0.00188025,1.11937,0,0,0,0,7.48306
22,0.400038,0,1.14247,-0,6.02092e-08,0,0,0,0,0,0,0.341323,0.44,0.0265291,0.557499,0.456989,-1.12421,0.00168808,-0.000223632,0.000160021,0.00171033,1.12084,0,0,0,0,7.37977
23,0.424157,0,1.21272,-0,6.02599e-08,0,0,0,0,0,0,0.357247,0.44,0.0278127,0.56745,0.485089,-1.06801,0.00155044,-0.000143345,0.000122652,0.00156188,1.12209,0,0,0,0,7.3128
24,0.4534,0,1.29715,-0,6.02892e-08,0,0,0,0,0,0,0.374421,0.44,0.0289899,0.578474,0.518861,-1.00046,0.00145498,-6.32381e-05,9.45415e-05,0.00145942,1.12282,0,0,0,0,7.36428
25,0.944866,0,2.72636,-0,6.06828e-08,0,0,0,0,0,0,0.929194,0.44,0,1.02811,1.09054,0.142902,7.52161e-06,2.6831e-05,-0.000343308,0.000344437,1.13255,0,0,0,0,5.13319
26,0.939527,0,2.70914,-0,6.06522e-08,0,0,0,0,0,0,0.919756,0.44,-0.00128438,1.01958,1.08365,0.129125,0.00076998,0.000132843,9.85917e-05,0.000787551,1.1318,0,0,0,0,7.70729
27,0.818569,0,2.35366,-0,6.05225e-08,0,0,0,0,0,0,0.545396,0.44,-0.0327258,0.701518,0.941463,-0.155259,0.00123584,-5.9278e-05,2.33286e-05,0.00123748,1.12858,0,0,0,0,9.37882
28,0.825842,0,2.37497,-0,6.05302e-08,0,0,0,0,0,0,0.521873,0.44,-0.0330344,0.683405,0.949987,-0.13821,0.00124395,-5.97846e-05,8.42895e-06,0.00124542,1.12878,0,0,0,0,9.4323
29,0.83513,0,2.4022,-0,6.05401e-08,0,0,0,0,0,0,0.498697,0.44,-0.0330671,0.665877,0.96088,-0.116424,0.00124688,-5.7463e-05,-6.00811e-06,0.00124822,1.12902,0,0,0,0,9.47133
30,0.845678,0,2.43315,-0,6.05515e-08,0,0,0,0,0,0,0.476009,0.44,-0.0328479,0.649049,0.973258,-0.0916677,0.00124561,-5.2917e-05,-1.94931e-05,0.00124689,1.1293,0,0,0,0,9.49845
31,0.856807,0,2.46581,-0,6.05635e-08,0,0,0,0,0,0,0.453948,0.44,-0.0324074,0.633024,0.986325,-0.065534,0.00124273,-4.69626e-05,-3.19096e-05,0.00124403,1.1296,0,0,0,0,9.51713
32,0.867998,0,2.49868,-0,6.05756e-08,0,0,0,0,0,0,0.432641,0.44,-0.0317772,0.61789,0.999474,-0.0392375,0.00124017,-4.03448e-05,-4.35191e-05,0.00124159,1.1299,0,0,0,0,9.53202
33,0.981368,0,2.83324,-0,6.07079e-08,0,0,0,0,0,0,0.281698,0.44,-0.019233,0.522804,1.13329,0.228405,0.00138259,5.79458e-05,-0.000241573,0.00140473,1.13318,0,0,0,0,9.72498
34,0.990505,0,2.86161,-0,6.07398e-08,0,0,0,0,0,0,0.273746,0.44,-0.0176277,0.518505,1.14465,0.251106,0.0014423,6.52637e-05,-0.000352031,0.00148607,1.13397,0,0,0,0,9.75824
35,1.03066,0,2.98013,-0,6.07785e-08,0,0,0,0,0,0,0.267116,0.44,-0.0155749,0.514969,1.19205,0.345921,0.00146571,0.000134476,-0.000544527,0.00156936,1.13493,0,0,0,0,9.87057
36,1.10346,0,3.1939,-0,6.08251e-08,0,0,0,0,0,0,0.261849,0.44,-0.0129562,0.512184,1.27756,0.516936,0.00133534,0.000321527,-0.000705258,0.00154399,1.13608,0,0,0,0,9.782
37,1.18201,0,3.42505,-0,6.0876e-08,0,0,0,0,0,0,0.257913,0.44,-0.00992453,0.510115,1.37002,0.701854,0.000987278,0.000570613,-0.000618075,0.00129705,1.13735,0,0,0,0,9.01225
38,1.2351,0,3.58129,-0,6.09067e-08,0,0,0,0,0,0,0.255183,0.44,-0.00669269,0.508688,1.43252,0.826851,0.000614105,0.000785123,-0.000243261,0.00102602,1.13811,0,0,0,0,8.00602
39,1.23711,0,3.58706,-0,6.09057e-08,0,0,0,0,0,0,0.253552,0.44,-0.00337114,0.507838,1.43482,0.831465,0.00038492,0.000873194,0.000359776,0.00101984,1.13809,0,0,0,0,7.90172
40,1.1649,0,3.37432,-0,6.08601e-08,0,0,0,0,0,0,0.253,0.44,0,0.507552,1.34973,0.661268,0.000416664,0.000724632,0.000953376,0.00126792,1.13695,0,0,0,0,9.94498
41,1.02323,0,2.95825,-0,6.07722e-08,0,0,0,0,0,0,0.253552,0.44,0.00337114,0.507838,1.1833,0.328418,0.000891726,0.000575255,0.001719,0.00202016,1.13477,0,0,0,0,10.1365
42,0.855983,0,2.46803,-0,6.06484e-08,0,0,0,0,0,0,0.255183,0.44,0.00669269,0.508688,0.987212,-0.0637599,0.00151691,0.000211582,0.00209634,0.00259623,1.1317,0,0,0,0,10.6452
43,0.68953,0,1.98186,-0,6.0505e-08,0,0,0,0,0,0,0.257913,0.44,0.00992453,0.510115,0.792745,-0.452694,0.00212206,-0.000192514,0.00209846,0.00299061,1.12815,0,0,0,0,10.5129
44,0.534373,0,1.53096,-0,6.03579e-08,0,0,0,0,0,0,0.261849,0.44,0.0129562,0.512184,0.612382,-0.81342,0.00263188,-0.000553776,0.00181311,0.00324359,1.12451,0,0,0,0,9.9402
45,0.410443,0,1.17267,-0,6.02328e-08,0,0,0,0,0,0,0.267116,0.44,0.0155749,0.514969,0.46907,-1.10005,0.00276694,-0.000747156,0.00125832,0.00313011,1.12142,0,0,0,0,8.87477
46,0.337389,0,0.961978,-0,6.01393e-08,0,0,0,0,0,0,0.273746,0.44,0.0176277,0.518505,0.384791,-1.2686,0.00258197,-0.000740593,0.000758512,0.00279112,1.11912,0,0,0,0,7.88077
47,0.31562,0,0.898348,-0,6.00601e-08,0,0,0,0,0,0,0.281698,0.44,0.019233,0.522804,0.359339,-1.31951,0.00240897,-0.000657584,0.000503769,0.00254742,1.11717,0,0,0,0,7.50341
48,0.325736,0,0.926163,-0,6.00116e-08,0,0,0,0,0,0,0.290946,0.44,0.0207117,0.5279,0.370465,-1.29725,0.00230365,-0.000564908,0.000399081,0.00240525,1.11597,0,0,0,0,7.56516
49,0.344513,0,0.97991,-0,6.00275e-08,0,0,0,0,0,0,0.301512,0.44,0.0222135,0.533857,0.391964,-1.25426,0.00216888,-0.00047128,0.000328079,0.00224361,1.11637,0,0,0,0,7.62617
50,0.90738,0,2.62287,-0,6.07644e-08,0,0,0,0,0,0,0.865238,0.44,0.00826599,0.970724,1.04915,0.0601133,9.16964e-05,0.000192781,-4.58945e-06,0.000213527,1.13458,0,0,0,0,3.96126
51,0.913367,0,2.64029,-0,6.07664e-08,0,0,0,0,0,0,0.877655,0.44,0.00673984,0.981796,1.05612,0.07405,7.45939e-05,0.000194502,-2.52751e-06,0.00020833,1.13463,0,0,0,0,3.91057
52,0.918701,0,2.65572,-0,6.07665e-08,0,0,0,0,0,0,0.889186,0.44,0.00528227,0.992108,1.06229,0.0863889,5.87155e-05,0.000195421,-5.16938e-07,0.000204052,1.13463,0,0,0,0,3.87075
53,0.923461,0,2.6692,-0,6.07617e-08,0,0,0,0,0,0,0.899945,0.44,0.00389653,1.00176,1.06768,0.097173,4.7624e-05,0.000194985,9.04048e-07,0.000200718,1.13451,0,0,0,0,3.84339
54,0.9276,0,2.68034,-0,6.07476e-08,0,0,0,0,0,0,0.910076,0.44,0.00257225,1.01086,1.07214,0.106086,5.03255e-05,0.000192435,4.72956e-07,0.000198908,1.13416,0,0,0,0,3.83368
55,0.892798,0,2.58038,-0,6.07584e-08,0,0,0,0,0,0,0.837431,0.44,0.0114928,0.946056,1.03215,0.0261224,0.000122578,0.0001885,-7.8531e-06,0.000224987,1.13443,0,0,0,0,4.0684
56,0.900493,0,2.60281,-0,6.07616e-08,0,0,0,0,0,0,0.851849,0.44,0.00985349,0.958824,1.04112,0.044061,0.000108196,0.000190757,-6.42304e-06,0.000219399,1.13451,0,0,0,0,4.0158
57,0.930504,0,2.68257,-0,6.06428e-08,0,0,0,0,0,0,0.910076,0.44,-0.00257225,1.01086,1.07303,0.107869,0.000729292,0.000101495,9.2408e-05,0.000742097,1.13156,0,0,0,0,7.42608
58,0.920815,0,2.65433,-0,6.06377e-08,0,0,0,0,0,0,0.899945,0.44,-0.00389653,1.00176,1.06173,0.0852826,0.000751092,8.76373e-05,9.42507e-05,0.000762038,1.13144,0,0,0,0,7.48965
59,0.911316,0,2.62641,-0,6.06282e-08,0,0,0,0,0,0,0.889186,0.44,-0.00528227,0.992108,1.05056,0.0629435,0.000786283,7.67351e-05,9.75611e-05,0.00079602,1.1312,0,0,0,0,7.62944
60,0.901873,0,2.59862,-0,6.0618e-08,0,0,0,0,0,0,0.877655,0.44,-0.00673984,0.981796,1.03945,0.0407084,0.000824236,6.66115e-05,0.000100377,0.000832993,1.13095,0,0,0,0,7.78816
61,0.823034,0,2.36668,-0,6.05261e-08,0,0,0,0,0,0,0.663168,0.44,-0.0272024,0.796324,0.946671,-0.144843,0.00111806,-2.02954e-05,7.88654e-05,0.00112102,1.12867,0,0,0,0,8.97831
62,0.817608,0,2.35073,-0,6.05195e-08,0,0,0,0,0,0,0.640063,0.44,-0.0287449,0.777243,0.940293,-0.157598,0.00114973,-3.03992e-05,7.21671e-05,0.00115239,1.12851,0,0,0,0,9.07485
63,0.813776,0,2.33953,-0,6.05159e-08,0,0,0,0,0,0,0.616597,0.44,-0.0301099,0.758088,0.935813,-0.166559,0.00117792,-4.03733e-05,6.29405e-05,0.00118029,1.12842,0,0,0,0,9.16278
64,0.812393,0,2.33552,-0,6.05152e-08,0,0,0,0,0,0,0.592903,0.44,-0.0312503,0.738993,0.934209,-0.169767,0.00120219,-4.91287e-05,5.13681e-05,0.00120429,1.1284,0,0,0,0,9.24134
65,0.81396,0,2.34014,-0,6.05175e-08,0,0,0,0,0,0,0.569121,0.44,-0.0321296,0.720091,0.936057,-0.16607,0.00122172,-5.56529e-05,3.79222e-05,0.00122358,1.12846,0,0,0,0,9.31476
66,0.932441,0,2.69272,-0,6.07203e-08,0,0,0,0,0,0,0.919756,0.44,0.00128438,1.01958,1.07709,0.115989,0.000108538,0.000182497,-7.72154e-06,0.000212474,1.13349,0,0,0,0,3.98203
67,0.486378,0,1.39274,-0,6.03297e-08,0,0,0,0,0,0,0.392772,0.44,0.0300507,0.59057,0.557095,-0.923995,0.00135107,3.33676e-06,7.1179e-05,0.00135294,1.12382,0,0,0,0,7.38651
68,0.51589,0,1.47878,-0,6.03759e-08,0,0,0,0,0,0,0.412212,0.44,0.0309846,0.603721,0.59151,-0.855164,0.00126027,4.28183e-05,5.30587e-05,0.00126211,1.12496,0,0,0,0,7.37692
69,0.538132,0,1.54289,-0,6.03874e-08,0,0,0,0,0,0,0.432641,0.44,0.0317772,0.61789,0.617158,-0.803869,0.00126078,6.38423e-05,4.10146e-05,0.00126306,1.12524,0,0,0,0,7.57264
70,0.551529,0,1.58154,-0,6.03974e-08,0,0,0,0,0,0,0.453948,0.44,0.0324074,0.633024,0.632617,-0.77295,0.00125293,6.57942e-05,2.9212e-05,0.00125499,1.12549,0,0,0,0,7.68646
71,0.555318,0,1.59209,-0,6.039e-08,0,0,0,0,0,0,0.476009,0.44,0.0328479,0.649049,0.636835,-0.764515,0.00130085,5.28138e-05,1.80491e-05,0.00130205,1.12531,0,0,0,0,7.88724
72,0.551403,0,1.57987,-0,6.03618e-08,0,0,0,0,0,0,0.498697,0.44,0.0330671,0.665877,0.631948,-0.774289,0.00138212,3.14488e-05,5.1076e-06,0.00138248,1.12461,0,0,0,0,8.12248
73,0.542179,0,1.55211,-0,6.03227e-08,0,0,0,0,0,0,0.521873,0.44,0.0330344,0.683405,0.620845,-0.796494,0.00144651,8.6069e-06,-1.06649e-05,0.00144658,1.12364,0,0,0,0,8.26361
74,0.53134,0,1.52019,-0,6.0296e-08,0,0,0,0,0,0,0.545396,0.44,0.0327258,0.701518,0.608078,-0.822029,0.00150817,-1.05637e-05,-2.88207e-05,0.00150848,1.12298,0,0,0,0,8.37389
75,0.523931,0,1.50018,-0,6.03315e-08,0,0,0,0,0,0,0.569121,0.44,0.0321296,0.720091,0.600071,-0.838043,0.00137268,-1.99564e-05,-4.2626e-05,0.00137349,1.12386,0,0,0,0,7.93399
76,0.533287,0,1.52958,-0,6.0408e-08,0,0,0,0,0,0,0.592903,0.44,0.0312503,0.738993,0.611831,-0.814523,0.00110028,-2.07006e-06,-4.68186e-05,0.00110127,1.12575,0,0,0,0,7.13916
77,0.580264,0,1.66739,-0,6.04908e-08,0,0,0,0,0,0,0.616597,0.44,0.0301099,0.758088,0.666956,-0.704272,0.000714886,5.93484e-05,-3.7444e-05,0.000718322,1.1278,0,0,0,0,5.95762
78,0.661984,0,1.90556,-0,6.05709e-08,0,0,0,0,0,0,0.640063,0.44,0.0287449,0.777243,0.762222,-0.51374,0.000333911,0.000131057,-1.91632e-05,0.000359221,1.12978,0,0,0,0,4.53705
79,0.735704,0,2.1211,-0,6.06446e-08,0,0,0,0,0,0,0.663168,0.44,0.0272024,0.796324,0.848438,-0.341308,0.000108677,0.000160563,-5.06832e-06,0.00019395,1.13161,0,0,0,0,3.5729
80,0.778166,0,2.24546,-0,6.06848e-08,0,0,0,0,0,0,0.685785,0.44,0.025533,0.815201,0.898186,-0.241813,6.16206e-05,0.00017402,-1.50586e-06,0.000184614,1.1326,0,0,0,0,3.52613
81,0.803441,0,2.31955,-0,6.07078e-08,0,0,0,0,0,0,0.707797,0.44,0.0237842,0.833751,0.927822,-0.182541,7.6489e-05,0.00018108,-2.5512e-06,0.000196588,1.13317,0,0,0,0,3.69473
82,0.822006,0,2.37391,-0,6.07224e-08,0,0,0,0,0,0,0.729094,0.44,0.021996,0.851858,0.949563,-0.139058,0.000101868,0.000183817,-4.70718e-06,0.000210209,1.13354,0,0,0,0,3.85661
83,0.837764,0,2.41996,-0,6.07327e-08,0,0,0,0,0,0,0.74958,0.44,0.0201975,0.869413,0.967984,-0.102216,0.000122019,0.000184278,-6.63028e-06,0.000221113,1.13379,0,0,0,0,3.98109
84,0.851504,0,2.46006,-0,6.07402e-08,0,0,0,0,0,0,0.769171,0.44,0.0184077,0.88632,0.984023,-0.070139,0.000134717,0.000183949,-8.02761e-06,0.000228146,1.13398,0,0,0,0,4.06678
85,0.863649,0,2.49546,-0,6.07461e-08,0,0,0,0,0,0,0.787796,0.44,0.016637,0.902496,0.998185,-0.0418155,0.000140327,0.00018405,-8.84592e-06,0.000231613,1.13412,0,0,0,0,4.11058
86,0.874473,0,2.527,-0,6.07508e-08,0,0,0,0,0,0,0.805401,0.44,0.0148913,0.917874,1.0108,-0.0165856,0.000139626,0.000184854,-9.08973e-06,0.000231839,1.13424,0,0,0,0,4.12356
87,0.884113,0,2.55508,-0,6.07548e-08,0,0,0,0,0,0,0.821951,0.44,0.0131746,0.932404,1.02203,0.00588046,0.000133448,0.000186511,-8.75755e-06,0.000229503,1.13434,0,0,0,0,4.10544
