"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633166184287165e-05, 1.319925964874863e+00, 7.005181944033604e-01, 1.018734512840813e-01, 3.776451561091691e+00
1, 9.990000128750000e-01, -1.454239739628101e-04, 1.186792423610491e+00, 7.033210827837654e-01, 1.027211452848503e-01, 3.407590996870745e+00
2, 9.977599978450000e-01, -3.269772386524966e-04, 1.178003113559873e+00, 7.556706043089491e-01, 1.119922450802592e-01, 3.392762468537071e+00
3, 9.960200190539999e-01, -5.870663991624611e-04, 1.164652700654071e+00, 7.758407716775998e-01, 1.188701660455284e-01, 3.359909158138934e+00
4, 9.937800168990000e-01, -9.367685942757525e-04, 1.156183385089010e+00, 7.845288465867738e-01, 1.273128476557364e-01, 3.338510921922431e+00
5, 9.910500049590000e-01, -1.393597159728455e-03, 1.150347441674011e+00, 7.926340786197184e-01, 1.393240635398117e-01, 3.324434648336532e+00
6, 9.878399968150000e-01, -1.980866694438355e-03, 1.142718953355465e+00, 7.998339578901996e-01, 1.541478823018483e-01, 3.305436346668539e+00
7, 9.841300249100000e-01, -2.727249300402890e-03, 1.132237576039760e+00, 8.098090324268674e-01, 1.704008775300821e-01, 3.279337929834097e+00
8, 9.799500107769999e-01, -3.641085944582002e-03, 1.117738619779984e+00, 8.237212136928490e-01, 1.855153522182983e-01, 3.243163563386686e+00
9, 9.752799868580000e-01, -4.720421139454659e-03, 1.099340692001648e+00, 8.415809637291102e-01, 1.963428915073852e-01, 3.197208153362817e+00
10, 9.701499938960000e-01, -5.927453785782457e-03, 1.078147682767883e+00, 8.620135357013061e-01, 2.003698559629298e-01, 3.144175019567018e+00
11, 9.645400047300000e-01, -7.216865316843409e-03, 1.056473318181199e+00, 8.824115197738764e-01, 1.965475225027788e-01, 3.089788357817110e+00
12, 9.584699869160000e-01, -8.529047694396042e-03, 1.037760754893715e+00, 9.000082515711756e-01, 1.859902519281116e-01, 3.042773011586283e+00
13, 9.519400000570000e-01, -9.820705936455006e-03, 1.024583359404652e+00, 9.129235177261917e-01, 1.716868839044664e-01, 3.009659202231675e+00
14, 9.449599981310000e-01, -1.106977299179892e-02, 1.017483019960196e+00, 9.207671905744150e-01, 1.572243524499556e-01, 2.991827215911490e+00
15, 9.375399947170000e-01, -1.227955931224156e-02, 1.015023651613725e+00, 9.244255947412138e-01, 1.453895464172343e-01, 2.985634602492419e+00
16, 9.296900033950000e-01, -1.347136985485645e-02, 1.014899529893591e+00, 9.255611483270274e-01, 1.374102642971839e-01, 2.985277722474683e+00
17, 9.214000105860000e-01, -1.467572674991089e-02, 1.015030329664021e+00, 9.258209354241219e-01, 1.330718311671865e-01, 2.985533234949167e+00
18, 9.126999974250000e-01, -1.591340925952127e-02, 1.014120061466552e+00, 9.263537353216641e-01, 1.312986998566058e-01, 2.983149760629396e+00
19, 9.035800099370001e-01, -1.720148211467457e-02, 1.011724456424420e+00, 9.276609013498973e-01, 1.308431274097580e-01, 2.977011431422532e+00
20, 8.940600156780000e-01, -1.854250950842608e-02, 1.007995014101930e+00, 9.297859919951216e-01, 1.307026707617162e-01, 2.967507066147893e+00
21, 8.841500282290000e-01, -1.993281010192203e-02, 1.003336867501050e+00, 9.324866187905976e-01, 1.302794144846162e-01, 2.955651419896284e+00
22, 8.738499879840000e-01, -2.136608951658428e-02, 9.981784681713408e-01, 9.354624675928785e-01, 1.293456193070766e-01, 2.942517784939130e+00
23, 8.631799817090000e-01, -2.283232103687923e-02, 9.928701291135728e-01, 9.384906707376212e-01, 1.279193286120092e-01, 2.928994263335587e+00
24, 8.521599769590000e-01, -2.432250851404151e-02, 9.876023272661415e-01, 9.414094846338765e-01, 1.261211387155130e-01, 2.915555103245868e+00
25, 8.407700061800000e-01, -2.583459760030636e-02, 9.824529621716714e-01, 9.441702214286736e-01, 1.240957957137250e-01, 2.902401025047192e+00
26, 8.290500044819999e-01, -2.735993795035238e-02, 9.774157753485745e-01, 9.467638431827604e-01, 1.219435498793393e-01, 2.889515053939127e+00
27, 8.170099854470000e-01, -2.889489747788569e-02, 9.724514231869841e-01, 9.492227468402821e-01, 1.197231476992205e-01, 2.876801433547133e+00
28, 8.046399950980000e-01, -3.043871284122812e-02, 9.675115471774401e-01, 9.515561046851636e-01, 1.174510911638749e-01, 2.864132766968818e+00
29, 7.919700145720000e-01, -3.198559479725548e-02, 9.625763193095490e-01, 9.537882738268615e-01, 1.151177892989906e-01, 2.851461904918269e+00
30, 7.790099978450000e-01, -3.353213378638870e-02, 9.576362991537666e-01, 9.559451038757550e-01, 1.127093760104338e-01, 2.838770164781840e+00
31, 7.657799720760000e-01, -3.507349527966074e-02, 9.526635574174740e-01, 9.580160508846950e-01, 1.102034376038885e-01, 2.825979023981118e+00
32, 7.522799968720000e-01, -3.660696535279055e-02, 9.476314534552536e-01, 9.600048786990355e-01, 1.075861951747832e-01, 2.813018028298554e+00
33, 7.385200262070000e-01, -3.812847335507497e-02, 9.425575282030917e-01, 9.619185436276690e-01, 1.048506018524855e-01, 2.799936116362555e+00
34, 7.245299816130000e-01, -3.963175972919258e-02, 9.374865312480124e-01, 9.637413040956990e-01, 1.019921016409501e-01, 2.786848165954007e+00
35, 7.103199958800001e-01, -4.111286382082140e-02, 9.324486716171784e-01, 9.654516893590543e-01, 9.901173733306698e-02, 2.773828297468696e+00
36, 6.958900094030001e-01, -4.256892731296411e-02, 9.274843858102458e-01, 9.670751338968600e-01, 9.592043775403707e-02, 2.760991717986922e+00
37, 6.812700033190000e-01, -4.399422009349733e-02, 9.225825165152837e-01, 9.685668193104987e-01, 9.272127680729624e-02, 2.748294899982073e+00
38, 6.664699912070000e-01, -4.538531705132923e-02, 9.177729486291588e-01, 9.699571954318400e-01, 8.942999139618889e-02, 2.735826270899970e+00
39, 6.514999866490000e-01, -4.673901372686708e-02, 9.130640334327806e-01, 9.712414797373019e-01, 8.605865218820212e-02, 2.723606205779431e+00
40, 6.363800168040000e-01, -4.805149502614150e-02, 9.084667691770991e-01, 9.724092476508853e-01, 8.261927025085528e-02, 2.711660256023095e+00
41, 6.211299896240000e-01, -4.931935425508364e-02, 9.040087754868482e-01, 9.734837082071153e-01, 7.912659747033070e-02, 2.700068307533357e+00
42, 6.057599782940000e-01, -5.054034968419122e-02, 8.996861720951214e-01, 9.744439701072379e-01, 7.559096087127531e-02, 2.688812905800197e+00
43, 5.902799963950000e-01, -5.171249403796494e-02, 8.955048464934839e-01, 9.753235488089649e-01, 7.202594901424147e-02, 2.677919353393044e+00
44, 5.747100114820000e-01, -5.283333576991224e-02, 8.914287018485533e-01, 9.760994971023719e-01, 6.843804264456213e-02, 2.667284123820417e+00
45, 5.590599775310000e-01, -5.390144812381505e-02, 8.874808596406943e-01, 9.768057901449370e-01, 6.483954737643484e-02, 2.656978510657733e+00
46, 5.433599948880000e-01, -5.491432352275617e-02, 8.837206213325276e-01, 9.774182815874513e-01, 6.123182274751677e-02, 2.647150933552326e+00
47, 5.276100039480000e-01, -5.587167851967045e-02, 8.802490783364297e-01, 9.779713480380813e-01, 5.762352419578586e-02, 2.638078483674713e+00
48, 5.118399858470000e-01, -5.677152926530594e-02, 8.770011109044273e-01, 9.784478772118917e-01, 5.401046782717876e-02, 2.629582168843751e+00
49, 4.960500001910000e-01, -5.761379540422060e-02, 8.737322669114651e-01, 9.788885999634450e-01, 5.039599852029181e-02, 2.621028522259845e+00
50, 4.802699983120000e-01, -5.839684295795584e-02, 8.701685470840036e-01, 9.792459270521257e-01, 4.677018845973234e-02, 2.611679134505116e+00
51, 4.645099937920000e-01, -5.912019129778645e-02, 8.666101326404367e-01, 9.795048101436905e-01, 4.312599254291952e-02, 2.602321820340003e+00
52, 4.487800002100000e-01, -5.978329599959446e-02, 8.643210984378469e-01, 9.796434546060504e-01, 3.945368892272559e-02, 2.596281143397382e+00
53, 4.331099987030000e-01, -6.038477958507788e-02, 8.652974154379103e-01, 9.797449804298004e-01, 3.574160606037747e-02, 2.598841871295237e+00
54, 4.174999892710000e-01, -6.092440705489745e-02, 8.706233443071434e-01, 9.798840019059859e-01, 3.197874750651797e-02, 2.612893236761641e+00
55, 4.019699990750000e-01, -6.140104088082299e-02, 8.770620487962810e-01, 9.801184605652917e-01, 2.814655882105342e-02, 2.629929979694329e+00
56, 3.865399956700000e-01, -6.181350089003181e-02, 8.746833237296340e-01, 9.804106567000256e-01, 2.422336181212783e-02, 2.623707808215890e+00
57, 3.712300062180000e-01, -6.216054503756448e-02, 8.523278745443416e-01, 9.801366143936926e-01, 2.017125364868015e-02, 2.564664921573345e+00
58, 3.560400009160000e-01, -6.244119209290245e-02, 8.139133030219283e-01, 9.778347175455561e-01, 1.594986502606202e-02, 2.463120000841709e+00
59, 3.409900069240000e-01, -6.265380212741112e-02, 7.853132525063952e-01, 9.746783938833199e-01, 1.157351914282266e-02, 2.387437883937794e+00
60, 3.261100053790000e-01, -6.279658662967055e-02, 7.754992229810308e-01, 9.728477421517919e-01, 7.041045688314210e-03, 2.361277129084358e+00
61, 3.113999962810000e-01, -6.286796165909099e-02, 7.756728137274822e-01, 9.724310770712227e-01, 2.306474607764514e-03, 2.361570211251032e+00
62, 2.968699932100000e-01, -6.286593997222484e-02, 7.777345832375699e-01, 9.726244524291318e-01, -2.680167100022544e-03, 2.366992179387310e+00
63, 2.825500071050000e-01, -6.278846253521801e-02, 7.787246068817458e-01, 9.727399136199734e-01, -7.958383414581497e-03, 2.369614656407079e+00
64, 2.684499919410000e-01, -6.263342430840277e-02, 7.792209524665052e-01, 9.728650163872781e-01, -1.356433117374293e-02, 2.370970527187259e+00
65, 2.545700073240000e-01, -6.239834676696877e-02, 7.800224581216877e-01, 9.729562167882533e-01, -1.953320618896213e-02, 2.373121138106910e+00
66, 2.409400045870000e-01, -6.208112992354826e-02, 7.814107562985017e-01, 9.731343156703587e-01, -2.591231819021199e-02, 2.376844381607325e+00
67, 2.275699973110000e-01, -6.167939888965153e-02, 7.831875583518303e-01, 9.732866357964928e-01, -3.274093973441939e-02, 2.381589082285387e+00
68, 2.144699990750000e-01, -6.119069043392257e-02, 7.852046191112700e-01, 9.734261492132459e-01, -4.006529152942981e-02, 2.386979293509220e+00
69, 2.016600072380000e-01, -6.061296841966837e-02, 7.874645788791972e-01, 9.734957049370222e-01, -4.793864172185916e-02, 2.393007091187858e+00
70, 1.891400069000000e-01, -5.994334500287789e-02, 7.902763523269875e-01, 9.735841502317651e-01, -5.641677192439397e-02, 2.400514223330970e+00
71, 1.769299954180000e-01, -5.917992594850204e-02, 7.940213997609731e-01, 9.737039300900896e-01, -6.556898231212502e-02, 2.410507289293657e+00
72, 1.650400012730000e-01, -5.832045657257989e-02, 7.988530793976071e-01, 9.738235762103825e-01, -7.545833976630768e-02, 2.423387411800417e+00
73, 1.534900069240000e-01, -5.736363944742798e-02, 8.044973041052279e-01, 9.737916620017979e-01, -8.615185285433169e-02, 2.438403127273829e+00
74, 1.422899961470000e-01, -5.630775183240846e-02, 8.106437685902049e-01, 9.735320817149558e-01, -9.772877221724274e-02, 2.454735600993979e+00
75, 1.314399987460000e-01, -5.515013229436114e-02, 8.172633693632673e-01, 9.729331914576466e-01, -1.102733848035312e-01, 2.472288880474405e+00
76, 1.209499984980000e-01, -5.388905156283600e-02, 8.246751525822568e-01, 9.720285719942050e-01, -1.238902019009320e-01, 2.491931590909187e+00
77, 1.108499988910000e-01, -5.252582750263809e-02, 8.331763850474460e-01, 9.707116265475485e-01, -1.387058086050907e-01, 2.514436470632439e+00
78, 1.011300012470000e-01, -5.105695532532796e-02, 8.427949953127704e-01, 9.686673927004449e-01, -1.547929168244186e-01, 2.539807908768121e+00
79, 9.181000292300000e-02, -4.948323875192609e-02, 8.535666474499169e-01, 9.657553514947439e-01, -1.722968026250709e-01, 2.568141230682839e+00
80, 8.290000259900000e-02, -4.780460940350796e-02, 8.655849486458432e-01, 9.618076217193776e-01, -1.913662417786044e-01, 2.599685375450818e+00
81, 7.440000027400000e-02, -4.601925416596619e-02, 8.789368813747048e-01, 9.564518293047503e-01, -2.121140375082326e-01, 2.634617760277727e+00
82, 6.633000075800000e-02, -4.412985037819643e-02, 8.938161872047037e-01, 9.493486804510439e-01, -2.347118425612181e-01, 2.673430989066955e+00
83, 5.869000032500000e-02, -4.213519859123831e-02, 9.103718942724736e-01, 9.399581557867746e-01, -2.592570408022359e-01, 2.716457250187952e+00
84, 5.149000138000000e-02, -4.003671676308680e-02, 9.288107464618762e-01, 9.276173730438249e-01, -2.858387186091786e-01, 2.764177165959973e+00
85, 4.473999887700000e-02, -3.783660452178018e-02, 9.494714619684181e-01, 9.114623342181709e-01, -3.144729224384282e-01, 2.817403538705384e+00
86, 3.844000026600000e-02, -3.553420268864123e-02, 9.726546576844189e-01, 8.903806264231965e-01, -3.450052061075941e-01, 2.876824885651048e+00
87, 3.260000050100000e-02, -3.313259084766974e-02, 9.986663203432705e-01, 8.630401018681927e-01, -3.770901246864715e-01, 2.943146684668014e+00
88, 2.723000012300000e-02, -3.063619117966405e-02, 1.027771745677481e+00, 8.275877615306469e-01, -4.099753491183336e-01, 3.016897803144033e+00
89, 2.232000045500000e-02, -2.804002326305441e-02, 1.060294194549208e+00, 7.819477076888320e-01, -4.421025757444944e-01, 3.098765970235694e+00
90, 1.789999939500000e-02, -2.536113593877288e-02, 1.096358919828579e+00, 7.235592712391239e-01, -4.712135114541722e-01, 3.188903316268989e+00
91, 1.394999958600000e-02, -2.258911183516046e-02, 1.135962216919425e+00, 6.500683828819337e-01, -4.931771493477693e-01, 3.287166935768288e+00
92, 1.049000024800000e-02, -1.973950850353951e-02, 1.178280425919777e+00, 5.592537489036677e-01, -5.020132119689381e-01, 3.391248695525800e+00
93, 7.519999985000000e-03, -1.681723322194617e-02, 1.222137249137834e+00, 4.511985852338054e-01, -4.894146739772567e-01, 3.498245757633329e+00
94, 5.040000193000000e-03, -1.382789865504742e-02, 1.265144514415656e+00, 3.292767424026794e-01, -4.449106496448882e-01, 3.602326182600391e+00
95, 3.049999941000000e-03, -1.077747891383099e-02, 1.304402456202105e+00, 2.033388447929025e-01, -3.583547559897433e-01, 3.697032412475155e+00
96, 1.560000004000000e-03, -7.694911031145609e-03, 1.332104598554421e+00, 9.040255560556307e-02, -2.251946596542204e-01, 3.762875427767495e+00
97, 5.600000150000000e-04, -4.574836940730589e-03, 1.350343049197136e+00, 1.107953399070398e-02, -4.602424904686353e-02, 3.808230334886619e+00
98, 5.999999800000000e-05, -1.463929303541623e-03, 1.340531488638482e+00, -1.881827843453526e-02, 1.537331304236934e-01, 3.782880807442505e+00
99, 0.000000000000000e+00, 0.000000000000000e+00, 1.315897386927585e+00, 0.000000000000000e+00, 2.902810336008316e-01, 3.720003639073458e+00
100, 5.999999800000000e-05, 1.370305673121603e-03, 1.305768946874967e+00, 5.646773791143956e-02, 4.138131777913862e-01, 3.701376872469222e+00
101, 5.600000150000000e-04, 4.103854596297277e-03, 1.261459081423639e+00, 1.622639758449163e-01, 5.776803865687007e-01, 3.598112886961768e+00
102, 1.560000004000000e-03, 6.710496425918801e-03, 1.173721354356827e+00, 3.324871005628374e-01, 6.793034535269487e-01, 3.379536630107593e+00
103, 3.049999941000000e-03, 9.191166393207049e-03, 1.093910594206737e+00, 5.017187958538876e-01, 7.008056484848316e-01, 3.181859922715014e+00
104, 5.040000193000000e-03, 1.157139422232051e-02, 1.018050252337565e+00, 6.413075778885263e-01, 6.674063812836449e-01, 2.991137931312164e+00
105, 7.519999985000000e-03, 1.384307860594927e-02, 9.509507874467830e-01, 7.432368949710182e-01, 6.057723852840896e-01, 2.819811016428920e+00
106, 1.049000024800000e-02, 1.601339589830635e-02, 8.957851732802795e-01, 8.119870892678998e-01, 5.360348599994241e-01, 2.677101274816768e+00
107, 1.394999958600000e-02, 1.808785537823267e-02, 8.519679133671707e-01, 8.567298667283414e-01, 4.691638382216713e-01, 2.562548508337945e+00
108, 1.789999939500000e-02, 2.007127198741926e-02, 8.179366274275748e-01, 8.854287422203285e-01, 4.096364450331870e-01, 2.472831637175663e+00
109, 2.232000045500000e-02, 2.196016857229506e-02, 7.918388236973299e-01, 9.040036544072065e-01, 3.582592025557659e-01, 2.403593128049278e+00
110, 2.723000012300000e-02, 2.376877763837799e-02, 7.720252009795072e-01, 9.162426447546332e-01, 3.147420947130261e-01, 2.350799522320949e+00
111, 3.260000050100000e-02, 2.549149159753421e-02, 7.569711304834827e-01, 9.244171676111628e-01, 2.778017221240902e-01, 2.310509358322254e+00
112, 3.844000026600000e-02, 2.713755685824489e-02, 7.455817310405869e-01, 9.300935127035429e-01, 2.465230122509798e-01, 2.279951719006722e+00
113, 4.473999887700000e-02, 2.870922070487338e-02, 7.367649808995983e-01, 9.340871022063054e-01, 2.198623751075149e-01, 2.256243770174643e+00
114, 5.149000138000000e-02, 3.020922355110760e-02, 7.299131281789740e-01, 9.369168376235543e-01, 1.970009285313800e-01, 2.237768531174664e+00
115, 5.869000032500000e-02, 3.164241939221971e-02, 7.248756738383674e-01, 9.391015388440076e-01, 1.773196046601676e-01, 2.224165367009904e+00
116, 6.633000075800000e-02, 3.301128777315462e-02, 7.214652044739752e-01, 9.409120147028662e-01, 1.602719362577325e-01, 2.214933067798518e+00
117, 7.440000027400000e-02, 3.431841042123238e-02, 7.193175136223786e-01, 9.424695153211652e-01, 1.454074023668087e-01, 2.209095297673695e+00
118, 8.290000259900000e-02, 3.556776401535115e-02, 7.180405475788162e-01, 9.438836828875987e-01, 1.323811432738899e-01, 2.205626228947211e+00
119, 9.181000292300000e-02, 3.676019016259331e-02, 7.171553312948067e-01, 9.451033536023351e-01, 1.208722656182977e-01, 2.203231339773430e+00
120, 1.011300012470000e-01, 3.789925636526553e-02, 7.162846475830175e-01, 9.460317463170570e-01, 1.106370026268075e-01, 2.200873389750801e+00
121, 1.108499988910000e-01, 3.898688931103819e-02, 7.155663937141770e-01, 9.468196697846478e-01, 1.014956880540595e-01, 2.198940126962219e+00
122, 1.209499984980000e-01, 4.002388930479601e-02, 7.154928224001580e-01, 9.476749210108624e-01, 9.329576006459032e-02, 2.198755859826337e+00
123, 1.314399987460000e-01, 4.101391318136809e-02, 7.162584282160523e-01, 9.486059186581483e-01, 8.590706750935358e-02, 2.200809385262217e+00
124, 1.422899961470000e-01, 4.195646908595036e-02, 7.175853112359708e-01, 9.497049799424192e-01, 7.920834043430371e-02, 2.204411790749704e+00
125, 1.534900069240000e-01, 4.285295224215949e-02, 7.189179040232049e-01, 9.507174374878656e-01, 7.307911846940839e-02, 2.208031443580180e+00
126, 1.650400012730000e-01, 4.370520141611108e-02, 7.200528254133641e-01, 9.515903706930079e-01, 6.743010266003899e-02, 2.211119160559681e+00
127, 1.769299954180000e-01, 4.451391990133147e-02, 7.209203251994163e-01, 9.522318630979427e-01, 6.218207668409820e-02, 2.213455478955586e+00
128, 1.891400069000000e-01, 4.527896559693766e-02, 7.215692939749196e-01, 9.527724461882130e-01, 5.728067411751721e-02, 2.215211251245211e+00
129, 2.016600072380000e-01, 4.600068807315572e-02, 7.220705944644794e-01, 9.532026707466777e-01, 5.267233703014425e-02, 2.216561688032518e+00
130, 2.144699990750000e-01, 4.667865731597932e-02, 7.226639522271353e-01, 9.536723475483447e-01, 4.831230681103980e-02, 2.218176930157902e+00
131, 2.275699973110000e-01, 4.731326821988618e-02, 7.235131610828702e-01, 9.541936355644391e-01, 4.415750261789691e-02, 2.220480663667836e+00
132, 2.409400045870000e-01, 4.790361763234158e-02, 7.246689707785393e-01, 9.548301116842701e-01, 4.016650983480668e-02, 2.223625908499868e+00
133, 2.545700073240000e-01, 4.844906835276432e-02, 7.259650002035622e-01, 9.554758693197571e-01, 3.629779490420618e-02, 2.227143847771953e+00
134, 2.684499919410000e-01, 4.894870093675168e-02, 7.272236318658333e-01, 9.560936480753394e-01, 3.251841523115018e-02, 2.230562731282237e+00
135, 2.825500071050000e-01, 4.940071702533697e-02, 7.282816824885385e-01, 9.565972465337605e-01, 2.879338266038224e-02, 2.233429415423323e+00
136, 2.968699932100000e-01, 4.980413719763579e-02, 7.290861607343344e-01, 9.569889624555746e-01, 2.509798738031331e-02, 2.235607671978106e+00
137, 3.113999962810000e-01, 5.015733668624035e-02, 7.296031008326375e-01, 9.572593269219932e-01, 2.140808852454801e-02, 2.237005958953188e+00
138, 3.261100053790000e-01, 5.045805902567960e-02, 7.297840182211294e-01, 9.573870822176298e-01, 1.770037847454634e-02, 2.237491145292688e+00
139, 3.409900069240000e-01, 5.070440317290503e-02, 7.296155704596362e-01, 9.573805352033681e-01, 1.395559726600419e-02, 2.237031892407856e+00
140, 3.560400009160000e-01, 5.089434423153971e-02, 7.291431955080102e-01, 9.572536617834412e-01, 1.015759679507309e-02, 2.235750539868894e+00
141, 3.712300062180000e-01, 5.102528543449854e-02, 7.283888054660023e-01, 9.569990590368522e-01, 6.289292323616212e-03, 2.233701042327875e+00
142, 3.865399956700000e-01, 5.109478683497311e-02, 7.273157972914074e-01, 9.566266231687683e-01, 2.336909166541408e-03, 2.230793464118906e+00
143, 4.019699990750000e-01, 5.110037907014189e-02, 7.260654465576933e-01, 9.561603074459558e-01, -1.710203617139361e-03, 2.227400997912143e+00
144, 4.174999892710000e-01, 5.103941129529557e-02, 7.248509927152175e-01, 9.554039079197260e-01, -5.862305006322635e-03, 2.223998830107688e+00
145, 4.331099987030000e-01, 5.090930577202907e-02, 7.223390994101575e-01, 9.541700455020335e-01, -1.012144507491549e-02, 2.217088339879205e+00
146, 4.487800002100000e-01, 5.070760574957099e-02, 7.144941944242137e-01, 9.520696775471870e-01, -1.448348823538406e-02, 2.196163688000817e+00
147, 4.645099937920000e-01, 5.043162911643564e-02, 7.038280717626380e-01, 9.474907876631365e-01, -1.890553853168018e-02, 2.167096706109513e+00
148, 4.802699983120000e-01, 5.007927734761554e-02, 7.169505801745767e-01, 9.499719733075329e-01, -2.359259976670299e-02, 2.201743752594588e+00
149, 4.960500001910000e-01, 4.964833153659222e-02, 8.060533041306894e-01, 9.557150686914757e-01, -2.853410827277310e-02, 2.435110747539885e+00
