"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,       -3.59762376,      -3.707597091,      -4.167277612,      -3.001246616,             0.448,      0.2268525791,      0.1481933546,                 0,                 0,                 0,     0.01818751665,      0.2235657734,      0.1531068515,                 0,      0.6532584074
          0,           0,           1,      -3.844375873,      -3.720729288,      -3.746174425,      -3.233431228,             0.448,     0.08759308726,     0.03873477455,                 0,                 0,                 0,   -0.004904552974,     0.08672724783,     0.04063638985,                 0,      0.4422126878
          0,           0,           2,      -3.780586974,      -3.692558668,      -3.713614045,      -3.182233763,             0.448,     0.06394370432,     0.04563337176,                 0,                 0,                 0,   -0.005356603961,     0.06293300069,     0.04701743681,                 0,      0.7136491737
          0,           0,           3,      -3.725709296,      -3.734134118,      -3.714332842,      -3.133131033,             0.448,     0.07893981528,      0.0799957963,                 0,                 0,                 0,   -0.003015119399,     0.07717593064,     0.08169882246,                 0,       1.013377039
          0,           0,           4,      -3.676974127,      -3.705771328,      -3.681583242,       -3.08769755,             0.448,     0.05975038183,     0.07797702805,                 0,                 0,                 0,   -0.006028961077,     0.05803510295,     0.07926191934,                 0,       1.305046523
          0,           0,           5,      -3.672795908,      -3.685515966,        -3.6761688,      -3.087653033,             0.448,     0.04637600929,       0.075388094,                 0,                 0,                 0,   -0.009859380383,     0.04472039046,     0.07638184099,                 0,       1.625583899
          0,           0,           6,       -3.66823675,       -3.79968722,      -3.714202032,      -3.089328693,             0.448,     0.04237713434,     0.07632115517,                 0,                 0,                 0,    -0.01301628696,      0.0407021125,     0.07722744511,                 0,       1.800998495
          0,           0,           7,      -3.672664678,      -3.806569282,      -3.704151719,       -3.09601089,             0.448,     0.03808336368,     0.07587354722,                 0,                 0,                 0,    -0.01520743314,     0.03641912816,     0.07668627558,                 0,       1.992301622
          0,           0,           8,      -3.656473741,      -3.734102939,      -3.717503341,      -3.079109599,             0.448,     0.03246043246,     0.07566352916,                 0,                 0,                 0,    -0.01649824237,     0.03080211656,      0.0763536439,                 0,        2.33094643
          0,           0,           9,      -3.670356345,      -3.771163836,       -3.72395709,      -3.096617253,             0.448,     0.02775863122,     0.07617804923,                 0,                 0,                 0,    -0.01728500149,     0.02609021003,     0.07676547227,                 0,       2.744301354
